sample_id,path_secuencia,path_landmarks,dataset,source_kind,T
sample_00731_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00731_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00731_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00732_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00732_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00732_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00733_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00733_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00733_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00734_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00734_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00734_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00735_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00735_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00735_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00736_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00736_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00736_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00737_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00737_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00737_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00738_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00738_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00738_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00739_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00739_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00739_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00740_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00740_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00740_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00741_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00741_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00741_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00742_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00742_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00742_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00743_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00743_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00743_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00744_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00744_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00744_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00745_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00745_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00745_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00746_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00746_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00746_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00747_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00747_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00747_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00748_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00748_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00748_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00749_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00749_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00749_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00750_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00750_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00750_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00751_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00751_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00751_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00752_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00752_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00752_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00753_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00753_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00753_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00754_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00754_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00754_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00755_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00755_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00755_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00756_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00756_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00756_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00757_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00757_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00757_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00758_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00758_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00758_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00759_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00759_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00759_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00760_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00760_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00760_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00761_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00761_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00761_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00762_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00762_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00762_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00763_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00763_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00763_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00764_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00764_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00764_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00765_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00765_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00765_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00766_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00766_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00766_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00767_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00767_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00767_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00768_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00768_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00768_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00769_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00769_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00769_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00770_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00770_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00770_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00771_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00771_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00771_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00772_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00772_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00772_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00773_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00773_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00773_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00774_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00774_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00774_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00775_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00775_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00775_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00776_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00776_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00776_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00777_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00777_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00777_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00778_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00778_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00778_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00779_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00779_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00779_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00780_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00780_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00780_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00781_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00781_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00781_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00782_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00782_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00782_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00783_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00783_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00783_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00784_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00784_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00784_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00785_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00785_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00785_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00786_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00786_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00786_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00787_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00787_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00787_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00788_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00788_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00788_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00789_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00789_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00789_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00790_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00790_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00790_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00791_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00791_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00791_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00792_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00792_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00792_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00793_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00793_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00793_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00794_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00794_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00794_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00795_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00795_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00795_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00796_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00796_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00796_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00797_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00797_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00797_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00798_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00798_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00798_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00799_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00799_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00799_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00800_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00800_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00800_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00801_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00801_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00801_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00802_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00802_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00802_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00803_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00803_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00803_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00804_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00804_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00804_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00805_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00805_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00805_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00806_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00806_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00806_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00807_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00807_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00807_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00808_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00808_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00808_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00809_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00809_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00809_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00810_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00810_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00810_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00811_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00811_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00811_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00812_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00812_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00812_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00813_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00813_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00813_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00814_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00814_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00814_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00815_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00815_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00815_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00816_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00816_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00816_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00817_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00817_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00817_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00818_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00818_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00818_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00819_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00819_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00819_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00820_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00820_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00820_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00821_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00821_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00821_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00822_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00822_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00822_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00823_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00823_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00823_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00824_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00824_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00824_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00825_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00825_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00825_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00826_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00826_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00826_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00827_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00827_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00827_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00828_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00828_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00828_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00829_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00829_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00829_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00830_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00830_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00830_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00831_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00831_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00831_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00832_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00832_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00832_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00833_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00833_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00833_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00834_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00834_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00834_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00835_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00835_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00835_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00836_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00836_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00836_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00837_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00837_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00837_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00838_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00838_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00838_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00839_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00839_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00839_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00840_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00840_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00840_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00841_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00841_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00841_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00842_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00842_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00842_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00843_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00843_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00843_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00844_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00844_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00844_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00845_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00845_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00845_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00846_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00846_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00846_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00847_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00847_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00847_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00848_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00848_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00848_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00849_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00849_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00849_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00850_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00850_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00850_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00851_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00851_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00851_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00852_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00852_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00852_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00853_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00853_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00853_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00854_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00854_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00854_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00855_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00855_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00855_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00856_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00856_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00856_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00857_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00857_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00857_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00858_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00858_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00858_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00859_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00859_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00859_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00860_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00860_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00860_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00861_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00861_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00861_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00862_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00862_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00862_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00863_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00863_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00863_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00864_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00864_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00864_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00865_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00865_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00865_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00866_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00866_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00866_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00867_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00867_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00867_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00868_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00868_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00868_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00869_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00869_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00869_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00870_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00870_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00870_MST_1_landmarks3d.npy,mano,synthetic,16
sample_00871_MST_1,data/processed/secuencias_stgcn/mano/mano_sample_00871_MST_1.npy,datasets/synthetic_mst/mano_samples_balanced/sample_00871_MST_1_landmarks3d.npy,mano,synthetic,16
