sample_id,path,path_landmarks,label,condition,dataset,split
freihand_00026444,datasets/training/rgb/00026444.jpg,data/processed/landmarks/freihand_00026444.npy,hand,sin_mst,freihand,train
sample_07525_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07525_MST_8.png,data/processed/landmarks/sample_07525_MST_8.npy,,sin_mst,mano,train
freihand_00017079,datasets/training/rgb/00017079.jpg,data/processed/landmarks/freihand_00017079.npy,hand,sin_mst,freihand,train
sample_03888_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03888_MST_4.png,data/processed/landmarks/sample_03888_MST_4.npy,,sin_mst,mano,train
freihand_00019650,datasets/training/rgb/00019650.jpg,data/processed/landmarks/freihand_00019650.npy,hand,sin_mst,freihand,train
freihand_00013537,datasets/training/rgb/00013537.jpg,data/processed/landmarks/freihand_00013537.npy,hand,sin_mst,freihand,train
e7e11dcf-64bc-4769-84ad-713b99e42f1c,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace_inverted/e7e11dcf-64bc-4769-84ad-713b99e42f1c.jpg,data/processed/landmarks/e7e11dcf-64bc-4769-84ad-713b99e42f1c.npy,peace_inverted,sin_mst,hagrid,train
sample_07545_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07545_MST_8.png,data/processed/landmarks/sample_07545_MST_8.npy,,sin_mst,mano,train
freihand_00023950,datasets/training/rgb/00023950.jpg,data/processed/landmarks/freihand_00023950.npy,hand,sin_mst,freihand,train
sample_02173_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02173_MST_3.png,data/processed/landmarks/sample_02173_MST_3.npy,,sin_mst,mano,train
sample_07283_MST_8,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_07283_MST_8.png,data/processed/landmarks/sample_07283_MST_8.npy,,sin_mst,mano,train
sample_02265_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02265_MST_3.png,data/processed/landmarks/sample_02265_MST_3.npy,,sin_mst,mano,train
freihand_00030894,datasets/training/rgb/00030894.jpg,data/processed/landmarks/freihand_00030894.npy,hand,sin_mst,freihand,train
freihand_00007120,datasets/training/rgb/00007120.jpg,data/processed/landmarks/freihand_00007120.npy,hand,sin_mst,freihand,train
freihand_00028366,datasets/training/rgb/00028366.jpg,data/processed/landmarks/freihand_00028366.npy,hand,sin_mst,freihand,train
freihand_00023559,datasets/training/rgb/00023559.jpg,data/processed/landmarks/freihand_00023559.npy,hand,sin_mst,freihand,train
freihand_00018437,datasets/training/rgb/00018437.jpg,data/processed/landmarks/freihand_00018437.npy,hand,sin_mst,freihand,train
4b195bc3-8e22-4525-8f92-6594559c5814,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up_inverted/4b195bc3-8e22-4525-8f92-6594559c5814.jpg,data/processed/landmarks/4b195bc3-8e22-4525-8f92-6594559c5814.npy,two_up_inverted,sin_mst,hagrid,train
6c15e0eb-e962-41e2-8509-5a967271fbe6,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace_inverted/6c15e0eb-e962-41e2-8509-5a967271fbe6.jpg,data/processed/landmarks/6c15e0eb-e962-41e2-8509-5a967271fbe6.npy,peace_inverted,sin_mst,hagrid,train
freihand_00008378,datasets/training/rgb/00008378.jpg,data/processed/landmarks/freihand_00008378.npy,hand,sin_mst,freihand,train
sample_03920_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03920_MST_4.png,data/processed/landmarks/sample_03920_MST_4.npy,,sin_mst,mano,train
sample_01865_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01865_MST_2.png,data/processed/landmarks/sample_01865_MST_2.npy,,sin_mst,mano,train
freihand_00026343,datasets/training/rgb/00026343.jpg,data/processed/landmarks/freihand_00026343.npy,hand,sin_mst,freihand,train
freihand_00013318,datasets/training/rgb/00013318.jpg,data/processed/landmarks/freihand_00013318.npy,hand,sin_mst,freihand,train
37422b9c-fc6f-4d08-b5c2-fd5aab0c5eed,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/37422b9c-fc6f-4d08-b5c2-fd5aab0c5eed.jpg,data/processed/landmarks/37422b9c-fc6f-4d08-b5c2-fd5aab0c5eed.npy,stop,sin_mst,hagrid,train
1276ddc1-8612-4ca3-a97c-3e24aef2bb45,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three2/1276ddc1-8612-4ca3-a97c-3e24aef2bb45.jpg,data/processed/landmarks/1276ddc1-8612-4ca3-a97c-3e24aef2bb45.npy,three2,sin_mst,hagrid,train
freihand_00014135,datasets/training/rgb/00014135.jpg,data/processed/landmarks/freihand_00014135.npy,hand,sin_mst,freihand,train
sample_01135_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01135_MST_2.png,data/processed/landmarks/sample_01135_MST_2.npy,,sin_mst,mano,train
sample_08053_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08053_MST_9.png,data/processed/landmarks/sample_08053_MST_9.npy,,sin_mst,mano,train
sample_02611_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02611_MST_3.png,data/processed/landmarks/sample_02611_MST_3.npy,,sin_mst,mano,train
sample_03515_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03515_MST_4.png,data/processed/landmarks/sample_03515_MST_4.npy,,sin_mst,mano,train
sample_01690_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01690_MST_2.png,data/processed/landmarks/sample_01690_MST_2.npy,,sin_mst,mano,train
freihand_00015943,datasets/training/rgb/00015943.jpg,data/processed/landmarks/freihand_00015943.npy,hand,sin_mst,freihand,train
sample_01616_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01616_MST_2.png,data/processed/landmarks/sample_01616_MST_2.npy,,sin_mst,mano,train
14a56557-0578-40f3-b8e2-cbf7e9de6cc8,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_fist/14a56557-0578-40f3-b8e2-cbf7e9de6cc8.jpg,data/processed/landmarks/14a56557-0578-40f3-b8e2-cbf7e9de6cc8.npy,fist,sin_mst,hagrid,train
d6b6f611-1011-4e37-97ec-a11038fa4244,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/d6b6f611-1011-4e37-97ec-a11038fa4244.jpg,data/processed/landmarks/d6b6f611-1011-4e37-97ec-a11038fa4244.npy,ok,sin_mst,hagrid,train
sample_09886_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09886_MST_10.png,data/processed/landmarks/sample_09886_MST_10.npy,,sin_mst,mano,train
38283031-ccce-4930-87fd-e6f53bd48c90,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/38283031-ccce-4930-87fd-e6f53bd48c90.jpg,data/processed/landmarks/38283031-ccce-4930-87fd-e6f53bd48c90.npy,like,sin_mst,hagrid,train
sample_06411_MST_7,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_06411_MST_7.png,data/processed/landmarks/sample_06411_MST_7.npy,,sin_mst,mano,train
e2b78b00-ffe6-4cc5-a45c-53939aa0cb81,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/e2b78b00-ffe6-4cc5-a45c-53939aa0cb81.jpg,data/processed/landmarks/e2b78b00-ffe6-4cc5-a45c-53939aa0cb81.npy,no_gesture,sin_mst,hagrid,train
789781a2-190a-4502-b72b-4b737c71f8c7,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_dislike/789781a2-190a-4502-b72b-4b737c71f8c7.jpg,data/processed/landmarks/789781a2-190a-4502-b72b-4b737c71f8c7.npy,dislike,sin_mst,hagrid,train
sample_08555_MST_9,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_08555_MST_9.png,data/processed/landmarks/sample_08555_MST_9.npy,,sin_mst,mano,train
freihand_00019886,datasets/training/rgb/00019886.jpg,data/processed/landmarks/freihand_00019886.npy,hand,sin_mst,freihand,train
sample_00843_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00843_MST_1.png,data/processed/landmarks/sample_00843_MST_1.npy,,sin_mst,mano,train
sample_02845_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02845_MST_3.png,data/processed/landmarks/sample_02845_MST_3.npy,,sin_mst,mano,train
47a9bb3c-ce32-4d8c-bf88-69c971767acc,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/47a9bb3c-ce32-4d8c-bf88-69c971767acc.jpg,data/processed/landmarks/47a9bb3c-ce32-4d8c-bf88-69c971767acc.npy,palm,sin_mst,hagrid,train
dccaf8ce-8b65-40bc-99e1-f0513c2c6a96,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/dccaf8ce-8b65-40bc-99e1-f0513c2c6a96.jpg,data/processed/landmarks/dccaf8ce-8b65-40bc-99e1-f0513c2c6a96.npy,stop,sin_mst,hagrid,train
sample_03544_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03544_MST_4.png,data/processed/landmarks/sample_03544_MST_4.npy,,sin_mst,mano,train
sample_00031_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00031_MST_1.png,data/processed/landmarks/sample_00031_MST_1.npy,,sin_mst,mano,train
df1cc8f5-af39-4dbb-9a40-6d883e5c38c5,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_fist/df1cc8f5-af39-4dbb-9a40-6d883e5c38c5.jpg,data/processed/landmarks/df1cc8f5-af39-4dbb-9a40-6d883e5c38c5.npy,fist,sin_mst,hagrid,train
freihand_00026609,datasets/training/rgb/00026609.jpg,data/processed/landmarks/freihand_00026609.npy,hand,sin_mst,freihand,train
freihand_00032474,datasets/training/rgb/00032474.jpg,data/processed/landmarks/freihand_00032474.npy,hand,sin_mst,freihand,train
6e2d8ee1-06fc-4f57-85c5-0cddea9c5615,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/6e2d8ee1-06fc-4f57-85c5-0cddea9c5615.jpg,data/processed/landmarks/6e2d8ee1-06fc-4f57-85c5-0cddea9c5615.npy,ok,sin_mst,hagrid,train
freihand_00000777,datasets/training/rgb/00000777.jpg,data/processed/landmarks/freihand_00000777.npy,hand,sin_mst,freihand,train
freihand_00019092,datasets/training/rgb/00019092.jpg,data/processed/landmarks/freihand_00019092.npy,hand,sin_mst,freihand,train
freihand_00010225,datasets/training/rgb/00010225.jpg,data/processed/landmarks/freihand_00010225.npy,hand,sin_mst,freihand,train
0e5a9682-f35a-4b51-8282-b468d43ead7f,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_like/0e5a9682-f35a-4b51-8282-b468d43ead7f.jpg,data/processed/landmarks/0e5a9682-f35a-4b51-8282-b468d43ead7f.npy,like,sin_mst,hagrid,train
sample_09656_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09656_MST_10.png,data/processed/landmarks/sample_09656_MST_10.npy,,sin_mst,mano,train
2fce9630-90a5-412f-bbec-e106113c2843,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_fist/2fce9630-90a5-412f-bbec-e106113c2843.jpg,data/processed/landmarks/2fce9630-90a5-412f-bbec-e106113c2843.npy,fist,sin_mst,hagrid,train
4e0e6d8a-e50d-423e-a4f4-302a05059de6,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_one/4e0e6d8a-e50d-423e-a4f4-302a05059de6.jpg,data/processed/landmarks/4e0e6d8a-e50d-423e-a4f4-302a05059de6.npy,one,sin_mst,hagrid,train
freihand_00024639,datasets/training/rgb/00024639.jpg,data/processed/landmarks/freihand_00024639.npy,hand,sin_mst,freihand,train
sample_03240_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03240_MST_4.png,data/processed/landmarks/sample_03240_MST_4.npy,,sin_mst,mano,train
sample_02301_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02301_MST_3.png,data/processed/landmarks/sample_02301_MST_3.npy,,sin_mst,mano,train
freihand_00024761,datasets/training/rgb/00024761.jpg,data/processed/landmarks/freihand_00024761.npy,hand,sin_mst,freihand,train
freihand_00019419,datasets/training/rgb/00019419.jpg,data/processed/landmarks/freihand_00019419.npy,hand,sin_mst,freihand,train
sample_02641_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02641_MST_3.png,data/processed/landmarks/sample_02641_MST_3.npy,,sin_mst,mano,train
freihand_00017506,datasets/training/rgb/00017506.jpg,data/processed/landmarks/freihand_00017506.npy,hand,sin_mst,freihand,train
e4bcaf76-3370-472b-8f10-adc4be0878a9,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_one/e4bcaf76-3370-472b-8f10-adc4be0878a9.jpg,data/processed/landmarks/e4bcaf76-3370-472b-8f10-adc4be0878a9.npy,no_gesture,sin_mst,hagrid,train
b87f8eff-d779-4778-812e-62016240db92,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up_inverted/b87f8eff-d779-4778-812e-62016240db92.jpg,data/processed/landmarks/b87f8eff-d779-4778-812e-62016240db92.npy,two_up_inverted,sin_mst,hagrid,train
5079e240-2661-48ae-b6f7-7242595f0b51,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/5079e240-2661-48ae-b6f7-7242595f0b51.jpg,data/processed/landmarks/5079e240-2661-48ae-b6f7-7242595f0b51.npy,no_gesture,sin_mst,hagrid,train
5b4f0286-ae82-4ac4-870c-5c59ac5428c4,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_mute/5b4f0286-ae82-4ac4-870c-5c59ac5428c4.jpg,data/processed/landmarks/5b4f0286-ae82-4ac4-870c-5c59ac5428c4.npy,mute,sin_mst,hagrid,train
freihand_00004684,datasets/training/rgb/00004684.jpg,data/processed/landmarks/freihand_00004684.npy,hand,sin_mst,freihand,train
sample_02801_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02801_MST_3.png,data/processed/landmarks/sample_02801_MST_3.npy,,sin_mst,mano,train
sample_02266_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02266_MST_3.png,data/processed/landmarks/sample_02266_MST_3.npy,,sin_mst,mano,train
freihand_00009189,datasets/training/rgb/00009189.jpg,data/processed/landmarks/freihand_00009189.npy,hand,sin_mst,freihand,train
freihand_00002870,datasets/training/rgb/00002870.jpg,data/processed/landmarks/freihand_00002870.npy,hand,sin_mst,freihand,train
e229ec51-11fc-477e-b49d-06a11a32d15c,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three/e229ec51-11fc-477e-b49d-06a11a32d15c.jpg,data/processed/landmarks/e229ec51-11fc-477e-b49d-06a11a32d15c.npy,three,sin_mst,hagrid,train
sample_02001_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02001_MST_3.png,data/processed/landmarks/sample_02001_MST_3.npy,,sin_mst,mano,train
freihand_00031945,datasets/training/rgb/00031945.jpg,data/processed/landmarks/freihand_00031945.npy,hand,sin_mst,freihand,train
freihand_00024462,datasets/training/rgb/00024462.jpg,data/processed/landmarks/freihand_00024462.npy,hand,sin_mst,freihand,train
fd392fdb-ce38-4d2c-8b88-b52de216bda1,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop_inverted/fd392fdb-ce38-4d2c-8b88-b52de216bda1.jpg,data/processed/landmarks/fd392fdb-ce38-4d2c-8b88-b52de216bda1.npy,stop_inverted,sin_mst,hagrid,train
freihand_00000120,datasets/training/rgb/00000120.jpg,data/processed/landmarks/freihand_00000120.npy,hand,sin_mst,freihand,train
sample_03314_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03314_MST_4.png,data/processed/landmarks/sample_03314_MST_4.npy,,sin_mst,mano,train
6e5e041a-cdb4-4c28-bd9c-cd6ea918ea03,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up/6e5e041a-cdb4-4c28-bd9c-cd6ea918ea03.jpg,data/processed/landmarks/6e5e041a-cdb4-4c28-bd9c-cd6ea918ea03.npy,two_up,sin_mst,hagrid,train
freihand_00021144,datasets/training/rgb/00021144.jpg,data/processed/landmarks/freihand_00021144.npy,hand,sin_mst,freihand,train
freihand_00010515,datasets/training/rgb/00010515.jpg,data/processed/landmarks/freihand_00010515.npy,hand,sin_mst,freihand,train
freihand_00007084,datasets/training/rgb/00007084.jpg,data/processed/landmarks/freihand_00007084.npy,hand,sin_mst,freihand,train
6e427b53-bf13-44e6-b539-8a4c04b48198,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace/6e427b53-bf13-44e6-b539-8a4c04b48198.jpg,data/processed/landmarks/6e427b53-bf13-44e6-b539-8a4c04b48198.npy,peace,sin_mst,hagrid,train
freihand_00027493,datasets/training/rgb/00027493.jpg,data/processed/landmarks/freihand_00027493.npy,hand,sin_mst,freihand,train
sample_00128_MST_1,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_00128_MST_1.png,data/processed/landmarks/sample_00128_MST_1.npy,,sin_mst,mano,train
sample_01117_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01117_MST_2.png,data/processed/landmarks/sample_01117_MST_2.npy,,sin_mst,mano,train
freihand_00026489,datasets/training/rgb/00026489.jpg,data/processed/landmarks/freihand_00026489.npy,hand,sin_mst,freihand,train
2d3fcc05-177a-4b9b-924b-62216a6f9d8f,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_three2/2d3fcc05-177a-4b9b-924b-62216a6f9d8f.jpg,data/processed/landmarks/2d3fcc05-177a-4b9b-924b-62216a6f9d8f.npy,no_gesture,sin_mst,hagrid,train
3c8327ac-7130-42e6-9f60-a681df1b4bc8,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop_inverted/3c8327ac-7130-42e6-9f60-a681df1b4bc8.jpg,data/processed/landmarks/3c8327ac-7130-42e6-9f60-a681df1b4bc8.npy,stop_inverted,sin_mst,hagrid,train
sample_01996_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01996_MST_2.png,data/processed/landmarks/sample_01996_MST_2.npy,,sin_mst,mano,train
ce302ebd-62e5-4fd7-8c8a-9fbc6074f58a,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_mute/ce302ebd-62e5-4fd7-8c8a-9fbc6074f58a.jpg,data/processed/landmarks/ce302ebd-62e5-4fd7-8c8a-9fbc6074f58a.npy,mute,sin_mst,hagrid,train
freihand_00020255,datasets/training/rgb/00020255.jpg,data/processed/landmarks/freihand_00020255.npy,hand,sin_mst,freihand,train
sample_01651_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01651_MST_2.png,data/processed/landmarks/sample_01651_MST_2.npy,,sin_mst,mano,train
freihand_00020293,datasets/training/rgb/00020293.jpg,data/processed/landmarks/freihand_00020293.npy,hand,sin_mst,freihand,train
83d75054-b04e-420a-8368-e21e8fd194c2,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/83d75054-b04e-420a-8368-e21e8fd194c2.jpg,data/processed/landmarks/83d75054-b04e-420a-8368-e21e8fd194c2.npy,stop,sin_mst,hagrid,train
sample_01844_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01844_MST_2.png,data/processed/landmarks/sample_01844_MST_2.npy,,sin_mst,mano,train
sample_09821_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09821_MST_10.png,data/processed/landmarks/sample_09821_MST_10.npy,,sin_mst,mano,train
freihand_00019676,datasets/training/rgb/00019676.jpg,data/processed/landmarks/freihand_00019676.npy,hand,sin_mst,freihand,train
freihand_00014275,datasets/training/rgb/00014275.jpg,data/processed/landmarks/freihand_00014275.npy,hand,sin_mst,freihand,train
e7925453-012a-4f4b-a592-1b100c710403,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_rock/e7925453-012a-4f4b-a592-1b100c710403.jpg,data/processed/landmarks/e7925453-012a-4f4b-a592-1b100c710403.npy,no_gesture,sin_mst,hagrid,train
e5b7f1fe-4873-43f6-8915-5b5895743822,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_stop/e5b7f1fe-4873-43f6-8915-5b5895743822.jpg,data/processed/landmarks/e5b7f1fe-4873-43f6-8915-5b5895743822.npy,stop,sin_mst,hagrid,train
4fa7f06d-4fca-4e57-aa6e-0ca866e5153f,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_ok/4fa7f06d-4fca-4e57-aa6e-0ca866e5153f.jpg,data/processed/landmarks/4fa7f06d-4fca-4e57-aa6e-0ca866e5153f.npy,ok,sin_mst,hagrid,train
freihand_00011382,datasets/training/rgb/00011382.jpg,data/processed/landmarks/freihand_00011382.npy,hand,sin_mst,freihand,train
freihand_00011139,datasets/training/rgb/00011139.jpg,data/processed/landmarks/freihand_00011139.npy,hand,sin_mst,freihand,train
sample_03452_MST_4,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_03452_MST_4.png,data/processed/landmarks/sample_03452_MST_4.npy,,sin_mst,mano,train
sample_04889_MST_5,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_04889_MST_5.png,data/processed/landmarks/sample_04889_MST_5.npy,,sin_mst,mano,train
freihand_00009758,datasets/training/rgb/00009758.jpg,data/processed/landmarks/freihand_00009758.npy,hand,sin_mst,freihand,train
freihand_00025433,datasets/training/rgb/00025433.jpg,data/processed/landmarks/freihand_00025433.npy,hand,sin_mst,freihand,train
bda737cd-3feb-4487-a153-53492c074c9c,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_peace/bda737cd-3feb-4487-a153-53492c074c9c.jpg,data/processed/landmarks/bda737cd-3feb-4487-a153-53492c074c9c.npy,peace,sin_mst,hagrid,train
sample_02667_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02667_MST_3.png,data/processed/landmarks/sample_02667_MST_3.npy,,sin_mst,mano,train
77b4ba58-f2cc-408a-aa0b-a53700411dea,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_palm/77b4ba58-f2cc-408a-aa0b-a53700411dea.jpg,data/processed/landmarks/77b4ba58-f2cc-408a-aa0b-a53700411dea.npy,palm,sin_mst,hagrid,train
freihand_00012669,datasets/training/rgb/00012669.jpg,data/processed/landmarks/freihand_00012669.npy,hand,sin_mst,freihand,train
sample_06093_MST_7,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_06093_MST_7.png,data/processed/landmarks/sample_06093_MST_7.npy,,sin_mst,mano,train
ecbb3d51-c774-4bda-a2e3-357f7df107b4,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_two_up_inverted/ecbb3d51-c774-4bda-a2e3-357f7df107b4.jpg,data/processed/landmarks/ecbb3d51-c774-4bda-a2e3-357f7df107b4.npy,two_up_inverted,sin_mst,hagrid,train
sample_09418_MST_10,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_09418_MST_10.png,data/processed/landmarks/sample_09418_MST_10.npy,,sin_mst,mano,train
sample_01823_MST_2,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_01823_MST_2.png,data/processed/landmarks/sample_01823_MST_2.npy,,sin_mst,mano,train
6849c94a-fe83-4024-bd84-d9da9dec2154,datasets/hagrid_sample_30k_384p/hagrid-sample-30k-384p/hagrid_30k/train_val_dislike/6849c94a-fe83-4024-bd84-d9da9dec2154.jpg,data/processed/landmarks/6849c94a-fe83-4024-bd84-d9da9dec2154.npy,dislike,sin_mst,hagrid,train
freihand_00012987,datasets/training/rgb/00012987.jpg,data/processed/landmarks/freihand_00012987.npy,hand,sin_mst,freihand,train
sample_02206_MST_3,/home/mateo/cosas_de_clase/4/PRACTICAS/aaa/balanceo_datasets/datasets/synthetic_mst/mano_samples_balanced/sample_02206_MST_3.png,data/processed/landmarks/sample_02206_MST_3.npy,,sin_mst,mano,train
freihand_00025837,datasets/training/rgb/00025837.jpg,data/processed/landmarks/freihand_00025837.npy,hand,sin_mst,freihand,train
