sample_id,suggested_label,confidence,ext_index,ext_middle,ext_ring,ext_pinky,ext_thumb,cluster
sample_01263_MST_2,fist,0.9,0.4326521767123087,0.5279826661966713,0.4934289422010743,0.5579384047401534,0.42643474975550555,8
sample_01264_MST_2,ambiguous_cluster,0.7,0.7742759480483064,0.6880477352911192,0.6508957198474989,0.5592320983757348,0.9477688470601474,6
sample_01265_MST_2,ambiguous_cluster,0.7,0.6962306683677217,0.6451573884537256,0.600345405339702,0.5658350279087374,0.9790819568830647,10
sample_01266_MST_2,ambiguous,0.3,0.4524001583289777,0.6504610347483317,0.4893727686660454,0.4927138598695102,0.32445832723041484,8
sample_01267_MST_2,ambiguous_cluster,0.7,0.7193357865401154,0.6269829792811278,0.6037913514162095,0.5184461449022548,0.9339479531232611,1
sample_01268_MST_2,ambiguous_cluster,0.7,0.7297112284520975,0.7308100270828565,0.7661300998513795,0.5411537709987932,0.7915834832281717,5
sample_01269_MST_2,ambiguous_cluster,0.9,0.4765490280809555,0.48838158497803386,0.41944792038572454,0.5068034423744641,0.8760105075497535,7
sample_01270_MST_2,ambiguous_cluster,0.9,0.7957593524854629,0.8305711405170689,0.7872350896112187,0.6084281321299899,1.0403650618871418,2
sample_01271_MST_2,palm,0.9,0.7504914226395444,0.8505246052255885,0.7993002194993729,0.642348311485485,1.0380806036285763,0
sample_01272_MST_2,ambiguous_cluster,0.9,0.759154323089104,0.8577962493683874,0.8366862801414447,0.6891795033172498,1.0551147510286567,6
sample_01273_MST_2,ambiguous_cluster,0.7,0.7289322246886693,0.6543388823719621,0.6792470120259375,0.5791502194211902,0.9935865077119499,11
sample_01274_MST_2,ambiguous_cluster,0.7,0.7508289691855947,0.6285781961513011,0.6206477218522407,0.5623650231537134,0.9766075151720548,10
sample_01275_MST_2,ambiguous_cluster,0.9,0.6798856941137202,0.6450178388743745,0.6964635970556997,0.6254926216221925,0.9618788960939739,5
sample_01276_MST_2,ambiguous_cluster,0.9,0.4080783772610516,0.5839175935430362,0.44348726278461503,0.4845992494419423,0.4968476701474426,1
sample_01277_MST_2,fist,0.9,0.16839177621929668,0.5100707246715567,0.420800035807653,0.48777562809610453,0.7575144243893006,8
sample_01278_MST_2,ambiguous,0.3,0.26793013547415206,0.6155152050812751,0.4986143284329736,0.48190369845352543,0.6266738227875671,8
sample_01279_MST_2,ambiguous_cluster,0.7,0.7235835467644504,0.7532650310934531,0.675231656394478,0.5814347335576224,0.9633711636429638,4
sample_01280_MST_2,ambiguous_cluster,0.7,0.775485773483834,0.6667946976606419,0.6275651712157237,0.5916677271555695,0.9247347014529913,5
sample_01281_MST_2,fist,0.9,0.45448292977264887,0.5667948261683251,0.43308368364542776,0.47429629945826707,0.6599740975839393,8
sample_01282_MST_2,ambiguous_cluster,0.7,0.7487239793431663,0.7655839026640876,0.6039341354473762,0.48405986959462627,0.9250271887680183,5
sample_01283_MST_2,ambiguous,0.3,0.43822197035792615,0.6036324526769978,0.5369145928997575,0.4887032862149544,0.4491707949420091,8
sample_01284_MST_2,ambiguous_cluster,0.9,0.8552753778606182,0.8693479660303531,0.8039200767798754,0.6809307980946742,1.0600124074641166,11
sample_01285_MST_2,ambiguous_cluster,0.7,0.7183694701399361,0.6096458656822594,0.6710423096463346,0.5018702429130358,0.9881177002637808,5
sample_01286_MST_2,ambiguous_cluster,0.9,0.8197458251665304,0.8168804054789897,0.8232020572217207,0.7004260739373109,1.0691120707038229,11
sample_01287_MST_2,palm,0.9,0.7861941352016922,0.8353622306318654,0.8089129253483972,0.6353189242905782,1.0467691362212173,0
sample_01288_MST_2,ambiguous_cluster,0.7,0.7307960427976335,0.6628612868255847,0.6848549106037657,0.5909326120630269,0.8256726298528118,6
sample_01289_MST_2,ambiguous_cluster,0.3,0.39573502688071427,0.7247288329247101,0.4169417937212501,0.566799276001437,0.6193555508265972,4
sample_01290_MST_2,palm,0.9,0.8026567302175796,0.8381160777867743,0.8063702348303318,0.6931957056325216,1.0289946622402848,0
sample_01291_MST_2,ambiguous_cluster,0.7,0.7555497858273704,0.7767955232344423,0.6134660287305677,0.5818847783561295,0.8792979297323876,5
sample_01292_MST_2,ambiguous_cluster,0.7,0.7614497700606416,0.6651431654593808,0.6055945118698107,0.5733907355177008,0.9618796676780456,5
sample_01293_MST_2,ambiguous_cluster,0.7,0.8086799562188038,0.7282704196942753,0.6075415655543502,0.55850370249886,0.9148837320306977,10
sample_01294_MST_2,palm,0.9,0.7875145070585342,0.8000278581717468,0.8061567122115194,0.6554241426021702,1.0428232277981677,0
sample_01295_MST_2,ambiguous_cluster,0.9,0.7312645119902381,0.8346515580285564,0.8353808590919722,0.6956025237996534,1.0462700946158654,4
sample_01296_MST_2,fist,0.9,0.3673776021268783,0.5289331237599714,0.5512555101717248,0.4860564862164794,0.41884857399948605,9
sample_01297_MST_2,ambiguous_cluster,0.7,0.7410889982181463,0.6690156181176725,0.7622963078980751,0.49128075247716274,0.9195475564968048,10
sample_01298_MST_2,ambiguous_cluster,0.9,0.8166777292649523,0.8363372598619331,0.8146415488261686,0.6611477266009864,1.0373975756011167,4
sample_01299_MST_2,ambiguous_cluster,0.8,0.7533967670942282,0.6934277577718468,0.5313575298246047,0.5445477271489927,0.9357962676270095,7
sample_01300_MST_2,ambiguous_cluster,0.3,0.7029962545054627,0.5788901424399125,0.6988432251583899,0.5142131878531042,0.8830354979154593,5
sample_01301_MST_2,fist,0.9,0.2877441937949058,0.4957468866100234,0.5039841823153369,0.5111576442243131,0.5846085907414914,8
sample_01302_MST_2,ambiguous_cluster,0.9,0.43229497430401903,0.5206632494267333,0.4618216469170222,0.4927426884315954,0.6624434224408847,1
sample_01303_MST_2,ambiguous_cluster,0.7,0.7101403781245238,0.7044689509829557,0.7119326741272238,0.5490132324368512,0.7491034818537141,10
sample_01304_MST_2,ambiguous_cluster,0.7,0.7723214918398312,0.678011276166373,0.6269625908241904,0.5934518301084934,0.9218785137173569,6
sample_01305_MST_2,ambiguous_cluster,0.9,0.7784718197214433,0.8206890915470213,0.7410302058691525,0.7014889493211216,1.0037502091292883,11
sample_01306_MST_2,ambiguous_cluster,0.7,0.6896925772809642,0.6802280835660964,0.6500142842087528,0.5186269361068377,0.8984114111154837,3
sample_01307_MST_2,ambiguous_cluster,0.3,0.7560179120695717,0.5562719142403655,0.6260268930601945,0.5845827570670074,0.8647883600999942,10
sample_01308_MST_2,ambiguous_cluster,0.7,0.7175060551687213,0.6252215643098188,0.6936917781043181,0.549768024297875,0.9664812173852589,10
sample_01309_MST_2,ambiguous_cluster,0.3,0.6333040674525205,0.5626841400193076,0.6132626310708346,0.46431433342048944,0.9604717506282342,2
sample_01310_MST_2,fist,0.9,0.4461210643666366,0.49115374918766164,0.5140965479194778,0.47302292540003665,0.6604311003225507,9
sample_01311_MST_2,ambiguous_cluster,0.7,0.728090775673251,0.6730095376262194,0.7671249965532982,0.5952590194538393,0.921223931430447,3
sample_01312_MST_2,ambiguous_cluster,0.7,0.7210644610727142,0.6460084535251367,0.7034155600086877,0.5557321834463418,0.9171840226533075,6
sample_01313_MST_2,ambiguous_cluster,0.9,0.7568089230397509,0.8297988083035692,0.8233636923384368,0.6424760316873823,1.0155549601437464,6
sample_01314_MST_2,ambiguous_cluster,0.7,0.6805450513217919,0.6673425750212724,0.6657837868863155,0.5605723585021842,0.9260728843772564,4
sample_01315_MST_2,palm,0.9,0.7811971414848315,0.8236233857006237,0.7909667762025538,0.6741599732291025,1.0239553725584392,0
sample_01316_MST_2,ambiguous_cluster,0.9,0.5041072670892469,0.5375137917916538,0.4753442701442452,0.4051822485289887,0.4366495346753119,1
sample_01317_MST_2,ambiguous_cluster,0.9,0.4839965957354261,0.5833982351590735,0.40526264373229814,0.5248712796509579,0.8239623044279984,7
sample_01318_MST_2,ambiguous_cluster,0.7,0.7747297704694314,0.6157346996444476,0.6840241846626106,0.5228150987415453,0.9896643316210865,6
sample_01319_MST_2,ambiguous_cluster,0.9,0.2928679354580058,0.47480828729705554,0.5750901331286788,0.42795450205966756,0.5256361996558176,1
sample_01320_MST_2,ambiguous_cluster,0.7,0.7691940131663767,0.698957016018379,0.6964156476326443,0.4936039601144117,0.9466458572290276,5
sample_01321_MST_2,ambiguous_cluster,0.3,0.7253606752489734,0.5923139505693296,0.6532333804716706,0.5291419001348717,0.9121746859306858,7
sample_01322_MST_2,ambiguous_cluster,0.7,0.6908051097803892,0.7981902723344844,0.6533958296521819,0.520848429723073,0.9116765388794231,6
sample_01323_MST_2,ambiguous_cluster,0.8,0.7312066244575586,0.6833332222622245,0.5689141893727556,0.5775565850539681,0.9626314242741459,2
sample_01324_MST_2,ambiguous_cluster,0.9,0.8222269004801578,0.8509065473540716,0.7971074419865067,0.7016889523172883,1.0395592683573507,2
sample_01325_MST_2,ambiguous_cluster,0.7,0.8508096502365489,0.6904848770749715,0.7083781614893208,0.5177391476336386,0.9969369341727115,2
sample_01326_MST_2,ambiguous_cluster,0.7,0.791939592904311,0.6194625053726429,0.6704808383950872,0.568226233939855,0.9132140458332872,1
sample_01327_MST_2,ambiguous_cluster,0.7,0.8076687104156074,0.7666528896262469,0.6886432997979057,0.4359331311737876,0.9572783530702503,2
sample_01328_MST_2,ambiguous_cluster,0.9,0.6994623333384828,0.5799363322665486,0.5600933814424506,0.5913456444351233,0.9905710760953266,2
sample_01329_MST_2,fist,0.9,0.32716472642240507,0.4615910473352806,0.3923053895982167,0.4425477688713895,0.7933498565389668,8
sample_01330_MST_2,palm,0.9,0.8214148439715088,0.8387366816784751,0.8439261847691307,0.6549619929227606,1.0542698197142248,0
sample_01331_MST_2,ambiguous_cluster,0.9,0.8299553057052411,0.7953714538811602,0.8163768998485609,0.6603821018748517,1.0005864811682987,10
sample_01332_MST_2,ambiguous_cluster,0.7,0.7539108079212302,0.7248440641207997,0.6636548924312714,0.5112846508354755,0.9750428573751635,3
sample_01333_MST_2,ambiguous_cluster,0.7,0.7027114767488516,0.7020509008344571,0.6651813532293884,0.5677953343657527,0.8385977910638126,5
sample_01334_MST_2,fist,0.9,0.4025919092982987,0.47352088454935004,0.5464545783304419,0.5001100177158934,0.5697730687808866,8
sample_01335_MST_2,ambiguous_cluster,0.9,0.7017688461006988,0.6715842713208582,0.6979626330519855,0.6156193574594018,0.9861813649563893,11
sample_01336_MST_2,ambiguous_cluster,0.7,0.7402705494367435,0.6568612787492865,0.666976513120315,0.5287112959658667,0.9290301937738772,4
sample_01337_MST_2,ambiguous_cluster,0.7,0.7209728852825207,0.6085946045259853,0.6289117738763054,0.4510022048191624,0.9614412077658364,11
sample_01338_MST_2,ambiguous_cluster,0.9,0.8340364438763465,0.8470638834860931,0.8077710469244612,0.6599657362364802,1.0594015656011317,3
sample_01339_MST_2,ambiguous_cluster,0.9,0.334732713643707,0.48340509228435347,0.4702574227833972,0.44646101063514776,0.8045230161456262,7
sample_01340_MST_2,ambiguous_cluster,0.7,0.8102008061951063,0.724998853844135,0.684508907426313,0.5229551682595565,0.9050690431890199,5
sample_01341_MST_2,ambiguous_cluster,0.9,0.8226913802397476,0.8306740326034422,0.7716289065462268,0.6211560575568335,1.0437611933069577,3
sample_01342_MST_2,ambiguous_cluster,0.9,0.45206417448466685,0.5410124838625111,0.5185624558914573,0.4829912597977368,0.6207986300935426,1
sample_01343_MST_2,ambiguous_cluster,0.8,0.7157405742830044,0.7669274639359942,0.5881445191869042,0.5791091763914613,0.8858512599091165,11
sample_01344_MST_2,fist,0.9,0.4118026204402617,0.4426244864136487,0.5527703313405754,0.47103343547988213,0.7802070070796918,9
sample_01345_MST_2,ambiguous_cluster,0.7,0.641204228587234,0.735323512232634,0.6686680819981042,0.5083294924509585,0.8924190231248733,2
sample_01346_MST_2,ambiguous_cluster,0.9,0.7723990269533891,0.8064932195509092,0.7721875674003587,0.6384856911320393,1.0583451307105396,10
sample_01347_MST_2,fist,0.9,0.3363367826596438,0.4237501084932804,0.594869153973572,0.46182247746828925,0.6894235137748298,8
sample_01348_MST_2,ambiguous_cluster,0.9,0.40206175201855887,0.4725620868924633,0.4607066475926676,0.5009640435891626,0.5635867929102195,4
sample_01349_MST_2,ambiguous_cluster,0.9,0.7528658325420622,0.7681266274524464,0.8475922871266596,0.6481058797365914,1.0500461689620233,10
sample_01350_MST_2,fist,0.9,0.26549515402433327,0.4100440860467784,0.3822943780292293,0.512555432777145,0.5201209329009255,8
sample_01351_MST_2,palm,0.9,0.8204216846835092,0.836230756283282,0.7910087253010178,0.6832599409989358,1.0288523676817525,0
sample_01352_MST_2,ambiguous_cluster,0.7,0.7099708147159026,0.673911574736171,0.6290514786235837,0.5201629852246002,0.8469848626622374,11
sample_01353_MST_2,ambiguous,0.3,0.4132904577263832,0.4772483178336653,0.64844676864465,0.5228487364210596,0.38448268989794,8
sample_01354_MST_2,fist,0.9,0.46744072840914036,0.38677982843720327,0.4794338710814965,0.5246166996815294,0.7003939956517365,8
sample_01355_MST_2,fist,0.9,0.31696219430387046,0.5155660595068624,0.4672513906973906,0.474043242834126,0.4598936979569621,9
sample_01356_MST_2,ambiguous_cluster,0.3,0.733349283484892,0.5676292089609304,0.6289924880837735,0.554634336240326,1.0277390754824558,10
sample_01357_MST_2,ambiguous_cluster,0.9,0.366255405034309,0.48987384759617947,0.5895468687945415,0.5231327720214588,0.6843283304517103,1
sample_01358_MST_2,ambiguous_cluster,0.9,0.8165733992257587,0.8476326301047677,0.8618396856430254,0.7102927343563747,1.058357922325172,6
sample_01359_MST_2,ambiguous_cluster,0.9,0.6915871069485767,0.71945200802388,0.6797693866284223,0.6005128662757232,0.8626896016620479,1
sample_01360_MST_2,palm,0.9,0.8582347938971203,0.8072762579786553,0.8511102855273733,0.6702875661970183,1.028874710553,0
sample_01361_MST_2,ambiguous_cluster,0.8,0.7405695411980557,0.6593106515308046,0.5504455032830476,0.5539052485771816,1.0186017277512291,6
sample_01362_MST_2,ambiguous_cluster,0.8,0.8199888664972372,0.6510951245867554,0.5649582205729093,0.5525646488196663,0.957635747241068,6
sample_01363_MST_2,ambiguous_cluster,0.3,0.7047951697144652,0.5433662180115606,0.6637904438532516,0.5329277276691831,0.9776305481452829,11
sample_01364_MST_2,palm,0.9,0.7676161666131956,0.774111352098626,0.8105156835713238,0.6397405135155022,1.058860558325696,0
sample_01365_MST_2,ambiguous_cluster,0.7,0.8626671936275508,0.697410144455252,0.6879825077932392,0.596778459530332,0.9883207252826716,3
sample_01366_MST_2,ambiguous_cluster,0.8,0.7670583938294178,0.600820562154624,0.5724128793306423,0.538719712392589,1.0212418135841441,6
sample_01367_MST_2,ambiguous_cluster,0.8,0.7376923415576159,0.7276207347390994,0.5627333825709613,0.5546792218965242,0.9729903580834403,11
sample_01368_MST_2,peace,0.8,0.7354127629831214,0.729070404788822,0.5821850652419778,0.5367306512037409,0.869116607890953,9
sample_01369_MST_2,ambiguous_cluster,0.7,0.7413610466173346,0.7233897650828749,0.7148018536286707,0.5629467888937434,1.0210009613006,6
sample_01370_MST_2,ambiguous_cluster,0.9,0.7948950378083424,0.8084315477760362,0.8424851128246121,0.6636977582795822,1.0796280810635315,4
sample_01371_MST_2,ambiguous_cluster,0.8,0.649292455786958,0.7460593847626427,0.597145882592722,0.5746792596407702,1.0184926930070717,11
sample_01372_MST_2,ambiguous_cluster,0.7,0.6952336187153437,0.6370960163070443,0.7300701550201804,0.5817138654199377,0.8417528479188452,7
sample_01373_MST_2,palm,0.9,0.8502079631491103,0.8651444570589012,0.7957926420408546,0.6937428321260122,1.0624815838912471,0
sample_01374_MST_2,ambiguous,0.3,0.5096775306817701,0.6131543776065292,0.4321991320570926,0.47499006365473023,0.484950647247204,9
sample_01375_MST_2,fist,0.9,0.2079025847125828,0.5237102971035941,0.5735046039261323,0.5160950376115505,0.6992338848454486,9
sample_01376_MST_2,ambiguous,0.3,0.4816991211695585,0.6861549362431334,0.48357931777901375,0.4426716699256895,0.3909896042506165,8
sample_01377_MST_2,fist,0.9,0.27728149180966805,0.4393728981692639,0.42307794776692637,0.48148646243597154,0.7745594809218317,8
sample_01378_MST_2,fist,0.9,0.4586570661460053,0.5532302101447213,0.37706805496383844,0.5146218388299598,0.6077379014053692,8
sample_01379_MST_2,ambiguous_cluster,0.9,0.478730965232927,0.46347578149857926,0.4325613690971032,0.4491989722089116,0.7097062992645129,1
sample_01380_MST_2,ambiguous_cluster,0.7,0.7826677620520053,0.7140094572817238,0.7354598056165239,0.5596135748464012,0.9012725260052233,11
sample_01381_MST_2,ambiguous_cluster,0.9,0.8398320139247946,0.5869831701715204,0.5576225548397054,0.5532713510508754,0.8939995140207813,10
sample_01382_MST_2,palm,0.9,0.835890411073923,0.8743213359095802,0.8266746924385824,0.6602251393900551,1.0330585340065643,0
sample_01383_MST_2,ambiguous_cluster,0.9,0.3717906963264307,0.5467453486535465,0.5043950947151495,0.534944831330974,0.5148449419363041,7
sample_01384_MST_2,ambiguous_cluster,0.9,0.6938298717136959,0.6507874835552986,0.6102341071714741,0.614188864296678,0.9230513496160712,5
sample_01385_MST_2,ambiguous_cluster,0.7,0.8062446313236267,0.6432754156293138,0.6030999014936231,0.5346832310935011,0.9348563313072473,5
sample_01386_MST_2,fist,0.9,0.42942550841938637,0.4948226207303539,0.40149382735581657,0.45051932865622046,0.7768760858004362,8
sample_01387_MST_2,ambiguous_cluster,0.8,0.742332534813029,0.6578162601034986,0.5844207156194364,0.521038917976814,0.9495203247474402,11
sample_01388_MST_2,ambiguous_cluster,0.7,0.710781151959524,0.621812918688253,0.6808649937423288,0.5895530621494605,0.8761976779779078,5
sample_01389_MST_2,fist,0.9,0.4020080647420932,0.49436477581196264,0.45613046542486424,0.5506029850255194,0.6379951628616345,8
sample_01390_MST_2,ambiguous_cluster,0.9,0.8065625350072858,0.8353928328058087,0.7233908145890999,0.6591064158042479,1.045114206941559,4
sample_01391_MST_2,fist,0.9,0.36838750370144774,0.44564090239183757,0.5386949822713397,0.5158788165376492,0.587139953209786,9
sample_01392_MST_2,ambiguous_cluster,0.9,0.22091264941265812,0.5719752977416849,0.5276492526134754,0.4460004019344451,0.6848667379529998,7
sample_01393_MST_2,ambiguous_cluster,0.7,0.7306663880991983,0.770360770943576,0.667813900728526,0.539631958508033,0.9231748106915694,10
sample_01394_MST_2,ambiguous_cluster,0.3,0.8493764360915065,0.5960002458670264,0.7410783417512316,0.5766077444431273,0.8439532487666878,5
sample_01395_MST_2,ambiguous_cluster,0.7,0.7711017085204553,0.667579225335504,0.6616865954675185,0.49915189625966166,0.9496473262748645,10
sample_01396_MST_2,fist,0.9,0.4699160042860027,0.4978042309247561,0.537437558885049,0.5383371665496222,0.5351851189861794,8
sample_01397_MST_2,ambiguous_cluster,0.9,0.48762666793657566,0.5138019271300824,0.5873608700733861,0.5238531969213704,0.7707460271246388,11
sample_01398_MST_2,ambiguous_cluster,0.9,0.2648829592482294,0.46357045866967117,0.4166147756071723,0.48212897317768943,0.8825474125694356,5
sample_01399_MST_2,ambiguous_cluster,0.7,0.6132680210479419,0.6371312761204669,0.7307157235451837,0.5215238830545131,0.9712746074457164,6
sample_01400_MST_2,ambiguous_cluster,0.9,0.8087495488482066,0.8738456863937725,0.8407299231592374,0.6322180937647333,1.0409265702692558,2
sample_01401_MST_2,ambiguous_cluster,0.9,0.7931407453143676,0.7731632331235798,0.8461930419286513,0.6713201738436348,1.0668501500121343,3
sample_01402_MST_2,ambiguous_cluster,0.9,0.8590934171211986,0.852898555160523,0.7842975845509469,0.6915942069188983,1.0911104557817746,7
sample_01403_MST_2,ambiguous_cluster,0.9,0.7951301384584124,0.8454123638172191,0.7379294321923806,0.6226639707696993,1.022378059528198,6
sample_01404_MST_2,ambiguous_cluster,0.8,0.777819962504701,0.6818980288724579,0.5578209501101845,0.48892797347577227,0.9630101375147299,11
sample_01405_MST_2,ambiguous_cluster,0.9,0.8186025644982347,0.8594000858995114,0.8233227002389832,0.6761177783490961,1.0407141541818627,3
sample_01406_MST_2,ambiguous_cluster,0.9,0.6989034705008131,0.7642776476283941,0.6351717217195026,0.6162953517384058,0.9812472636723328,5
sample_01407_MST_2,palm,0.9,0.8339811382978503,0.8370187420663197,0.794904723455212,0.6978564399210707,1.073951137399125,0
sample_01408_MST_2,ambiguous_cluster,0.7,0.7689057723834213,0.6708573184160503,0.6417194792495668,0.5463316828100969,0.9176893681536306,5
sample_01409_MST_2,ambiguous_cluster,0.8,0.7022150680561108,0.690129564274086,0.5754853461704684,0.48530796405186755,0.8637731876722765,3
sample_01410_MST_2,ambiguous_cluster,0.7,0.8262137292336432,0.7554861258969124,0.6271908473432942,0.5694909260941404,0.8924911996403848,7
sample_01411_MST_2,ambiguous_cluster,0.7,0.758363152156434,0.6686543594158216,0.681691980154151,0.5293651252778148,0.9671118225737196,10
sample_01412_MST_2,ambiguous_cluster,0.9,0.31933200260924816,0.5314873467892475,0.4958211032910945,0.556744249059122,0.6951826208518763,1
sample_01413_MST_2,ambiguous_cluster,0.7,0.6890840637453541,0.6382971904192076,0.6097102497958977,0.5174118713092207,0.9244605128490948,6
sample_01414_MST_2,ambiguous_cluster,0.9,0.2996747446532643,0.4715445802180285,0.4828309271768317,0.5080805120851409,0.39543356210430247,1
sample_01415_MST_2,ambiguous_cluster,0.7,0.7269608374026993,0.6594640950372399,0.6072954164215848,0.5953437379714686,0.9610143771332723,5
sample_01416_MST_2,fist,0.9,0.3681528265578239,0.45686763648646184,0.41237008359727156,0.48774788288639553,0.5051395317831445,9
sample_01417_MST_2,fist,0.9,0.35703071117797575,0.4564962729189214,0.5603806566811781,0.49833146334550976,0.5558157377779596,8
sample_01418_MST_2,ambiguous_cluster,0.9,0.7598777945156024,0.8627152221977009,0.815396618513203,0.6087826934247054,1.0222823926222577,3
sample_01419_MST_2,ambiguous_cluster,0.9,0.4830003539015856,0.5693091797868963,0.5831909023756389,0.5533950650806151,0.8294020346994165,7
sample_01420_MST_2,ambiguous_cluster,0.7,0.64817169786067,0.654346353577891,0.6473885932023132,0.5055905395755265,0.8234232760972764,7
sample_01421_MST_2,fist,0.9,0.33073382057914463,0.5264513688793921,0.4469146065860523,0.47148692397878017,0.5451911979490611,8
sample_01422_MST_2,ambiguous_cluster,0.7,0.7510182651604742,0.7226017414724986,0.642920000181247,0.504343911868601,0.929259770904433,3
sample_01423_MST_2,fist,0.9,0.3639252755235142,0.4867118190068419,0.4025801514506211,0.5198240016712857,0.3789004145622923,9
sample_01424_MST_2,ambiguous_cluster,0.9,0.6456078473146594,0.7166800922630547,0.602793698650041,0.6111727022861733,0.9060601096952198,5
sample_01425_MST_2,ambiguous_cluster,0.8,0.6626255539401239,0.7127932775123117,0.585435876846823,0.5091337761440945,1.0177454459499378,2
sample_01426_MST_2,ambiguous_cluster,0.7,0.7616706342092923,0.6916317021225595,0.615821732593173,0.4580426149045705,0.9984261065699153,10
sample_01427_MST_2,ambiguous_cluster,0.8,0.7030173593877256,0.5996183251195348,0.5794236858318214,0.6154333912389249,1.0234033042567832,11
sample_01428_MST_2,ambiguous_cluster,0.7,0.7379793075544618,0.6197803593916356,0.6739765286266289,0.5790034471605119,0.8619138117394345,5
sample_01429_MST_2,ambiguous_cluster,0.9,0.7542908193103905,0.5612625069166483,0.5477439116612787,0.5635934808385524,0.9796013372341074,2
sample_01430_MST_2,fist,0.9,0.37513028689377875,0.5863690834866667,0.48465359882762554,0.4887072236355289,0.4562795263007615,8
sample_01431_MST_2,ambiguous_cluster,0.8,0.7151844812854613,0.6968248770438473,0.5890576915607029,0.5401441752905414,0.8728140834199368,11
sample_01432_MST_2,ambiguous_cluster,0.9,0.7572879078102674,0.819339143290814,0.8032029062105063,0.6674718622035226,1.0565152749863946,11
sample_01433_MST_2,ambiguous_cluster,0.9,0.2708200098666339,0.43878842033242094,0.5101342840838233,0.5611035365126616,0.5860429652027945,7
sample_01434_MST_2,ambiguous_cluster,0.9,0.7093474093764794,0.7600489036189623,0.6844491253955949,0.6133314314210029,0.9381102965227106,10
sample_01435_MST_2,fist,0.9,0.5707915924655065,0.48093387612275484,0.4987442173956346,0.4960815715128914,0.6978778005504632,9
sample_01436_MST_2,ambiguous,0.3,0.503053956694042,0.4968980554521113,0.6521361638869987,0.43217696592484384,0.4849612627927756,9
sample_01437_MST_2,ambiguous_cluster,0.8,0.777888767031116,0.6907116673534083,0.5655761121249618,0.5707077340954576,0.9751340640191625,11
sample_01438_MST_2,ambiguous_cluster,0.7,0.6923071891359961,0.7315801223557231,0.6668830990183051,0.5170630970539773,0.958038930298184,5
sample_01439_MST_2,ambiguous_cluster,0.9,0.8374186178640622,0.7854159371931463,0.7317982056809407,0.6552446619388336,1.0504125290509756,4
sample_01440_MST_2,ambiguous_cluster,0.8,0.7011234746964395,0.7094933149070175,0.5349786019465358,0.50337782746701,0.908331590990201,2
sample_01441_MST_2,fist,0.9,0.429682312090494,0.5226225650166518,0.4827545809062983,0.5198361916348027,0.5382017567880596,9
sample_01442_MST_2,fist,0.9,0.22572939309659087,0.5061482603524996,0.5065868640517844,0.5362218105867748,0.8055454448773726,9
sample_01443_MST_2,ambiguous_cluster,0.9,0.8168071208986387,0.8168463367586666,0.7363073603834652,0.6718494820720107,1.0723438683945645,3
sample_01444_MST_2,ambiguous_cluster,0.9,0.34628831270539384,0.5086680812306106,0.42061809603981987,0.449337452476805,0.7263581678574123,7
sample_01445_MST_2,ambiguous_cluster,0.7,0.7319290490924959,0.7652888067097664,0.6719720842063043,0.5759519544724389,0.9297190318908939,11
sample_01446_MST_2,ambiguous_cluster,0.9,0.44703273214330874,0.4563306558920362,0.41351196259642076,0.5077155933863234,0.6231899012045912,1
sample_01447_MST_2,ambiguous_cluster,0.9,0.8222352493904127,0.8195746381090765,0.8276064706235784,0.6384797223457047,1.0417188677761517,3
sample_01448_MST_2,ambiguous_cluster,0.9,0.8299950231308102,0.6881669250656421,0.6868044291948843,0.6297936442393408,1.0034879105375387,6
sample_01449_MST_2,ambiguous_cluster,0.7,0.7375839658929918,0.6853492475333918,0.6158458033815081,0.5321601342510563,0.8899015200328954,11
sample_01450_MST_2,ambiguous_cluster,0.7,0.7446024001403331,0.6660007542744049,0.6361839696921976,0.551446524096134,1.0270058432643787,11
sample_01451_MST_2,ambiguous_cluster,0.7,0.7657540713129233,0.6016620321172946,0.6352504396083222,0.5729250383683627,0.9821236868020378,4
sample_01452_MST_2,ambiguous_cluster,0.3,0.7575756439596864,0.5964086519614441,0.660924253002348,0.5349069750471537,0.9511991433581689,2
sample_01453_MST_2,ambiguous_cluster,0.8,0.6215038990829548,0.6562750633858823,0.5268505409706495,0.5735966359127638,0.9977331283744116,5
sample_01454_MST_2,ambiguous_cluster,0.9,0.6490883836011119,0.6518467028962478,0.6268477563665901,0.6333904376104192,0.9448225356058637,3
sample_01455_MST_2,fist,0.9,0.3779030025184484,0.503528191688078,0.5054585389147305,0.4959198466515942,0.4141042221992264,9
sample_01456_MST_2,ambiguous_cluster,0.7,0.791938237512846,0.6554161820797292,0.6951356837839711,0.5091516067044709,0.941354212571034,4
sample_01457_MST_2,ambiguous_cluster,0.9,0.8181149191717483,0.8006073839548618,0.7928145718912089,0.6617821786967616,1.045626194503169,4
sample_01458_MST_2,ambiguous_cluster,0.7,0.758053896750865,0.638388047432448,0.7348157966494689,0.5489917764290504,0.99687636634456,2
sample_01459_MST_2,ambiguous,0.3,0.31868514216232074,0.6379084130875998,0.5447895912329582,0.5206212010565858,0.5672614532220009,8
sample_01460_MST_2,ambiguous_cluster,0.7,0.7778754860592502,0.7003583961619254,0.6517776646067128,0.5163619870371042,0.9982299527841878,3
sample_01461_MST_2,ambiguous_cluster,0.9,0.7620008421330331,0.5431766612904209,0.5768404668416286,0.5389515315603614,0.9832799833102664,11
