sample_id,suggested_label,confidence,path_landmarks,dist_ok,thumb_abduction,palm_arc,prox_T,prox_I,prox_M,prox_R,prox_P
sample_09942_MST_10,fist,0.95,data/processed/landmarks/sample_09942_MST_10.npy,0.5964934,23.093998,1.3285389,90.53392,118.25595,145.19902,80.387924,123.6286
sample_03470_MST_4,fist,0.95,data/processed/landmarks/sample_03470_MST_4.npy,3.6954834,113.1505,4.787972,138.2411,138.69571,61.81576,133.50793,128.09334
sample_00745_MST_1,unknown,0.2,data/processed/landmarks/sample_00745_MST_1.npy,3.5828755,84.50731,0.51299775,44.70852,106.060455,146.51714,107.21118,170.61824
sample_09110_MST_10,unknown,0.2,data/processed/landmarks/sample_09110_MST_10.npy,3.628806,119.99325,0.671414,121.53209,94.88411,126.79714,55.854065,92.81573
sample_09461_MST_10,fist,0.95,data/processed/landmarks/sample_09461_MST_10.npy,1.6591399,51.072033,1.9744457,170.35684,127.22255,81.93225,77.37414,65.525635
sample_02543_MST_3,rock,0.62,data/processed/landmarks/sample_02543_MST_3.npy,0.4448047,4.0251603,0.94477284,28.14764,83.96353,105.89504,151.46179,40.238644
sample_02072_MST_3,two_up,0.65,data/processed/landmarks/sample_02072_MST_3.npy,3.9963703,139.24457,0.9661401,53.54829,93.16765,27.384974,65.39914,131.38562
sample_09394_MST_10,rock,0.62,data/processed/landmarks/sample_09394_MST_10.npy,0.99208426,37.490177,0.4450117,55.14817,64.60551,139.2272,58.190468,31.739313
sample_03664_MST_4,unknown,0.2,data/processed/landmarks/sample_03664_MST_4.npy,2.8187988,48.99206,3.7446842,106.06155,54.258045,172.29794,153.91559,88.434654
sample_07773_MST_8,fist,0.95,data/processed/landmarks/sample_07773_MST_8.npy,2.127573,105.67501,2.0181525,93.21882,70.592926,126.23517,136.54057,160.01758
sample_03343_MST_4,unknown,0.2,data/processed/landmarks/sample_03343_MST_4.npy,0.52471983,19.003286,0.74437076,121.477066,62.52025,119.986786,58.75625,77.38197
sample_03633_MST_4,like,0.98,data/processed/landmarks/sample_03633_MST_4.npy,7.833253,99.26392,1.6524643,58.061646,135.42628,79.34152,140.15443,164.50652
sample_01989_MST_2,rock,0.72,data/processed/landmarks/sample_01989_MST_2.npy,1.2374101,101.51155,1.7847016,117.34781,74.10757,142.70505,87.54843,42.716106
sample_00357_MST_1,fist,0.95,data/processed/landmarks/sample_00357_MST_1.npy,2.223283,38.65823,0.52835846,77.66257,87.2915,153.92406,102.14337,164.63896
sample_01899_MST_2,two_up,0.65,data/processed/landmarks/sample_01899_MST_2.npy,2.4594781,103.6986,1.66353,74.75762,85.054726,45.570602,132.8664,122.31377
sample_08494_MST_9,like,0.98,data/processed/landmarks/sample_08494_MST_9.npy,1.4676118,10.859242,2.3085063,147.18777,69.57311,74.26637,96.2265,92.354454
sample_00909_MST_1,unknown,0.2,data/processed/landmarks/sample_00909_MST_1.npy,1.1524125,42.263874,1.1417279,62.080547,106.76557,116.680855,40.40265,121.70571
sample_07563_MST_8,call,0.68,data/processed/landmarks/sample_07563_MST_8.npy,2.9355326,174.79086,3.0834618,37.455585,168.6521,160.88704,63.215687,53.81567
sample_02943_MST_3,fist,0.95,data/processed/landmarks/sample_02943_MST_3.npy,1.5270741,129.04099,1.1273642,134.16493,85.01894,124.46622,98.30393,142.90137
sample_01307_MST_2,unknown,0.2,data/processed/landmarks/sample_01307_MST_2.npy,2.672618,78.233955,0.9566879,34.622524,101.87948,119.06191,106.49799,67.30725
sample_03603_MST_4,fist,0.95,data/processed/landmarks/sample_03603_MST_4.npy,1.632879,65.246155,0.74073315,92.92714,126.61426,87.318474,128.45155,141.56822
sample_09161_MST_10,fist,0.95,data/processed/landmarks/sample_09161_MST_10.npy,1.0966923,58.003937,1.1986878,114.52005,69.08286,77.3528,97.01935,73.46651
sample_08840_MST_9,fist,0.95,data/processed/landmarks/sample_08840_MST_9.npy,0.46189007,14.121883,1.4259839,135.88193,109.591995,80.85743,144.56616,122.76614
sample_07306_MST_8,like,0.98,data/processed/landmarks/sample_07306_MST_8.npy,3.074378,101.0525,2.2757657,30.228916,152.57587,122.78419,84.814316,106.516136
sample_09136_MST_10,fist,0.95,data/processed/landmarks/sample_09136_MST_10.npy,8.106898,102.800255,1.9675279,64.57475,85.86599,134.18604,160.01295,128.2149
sample_02274_MST_3,like,0.98,data/processed/landmarks/sample_02274_MST_3.npy,1.4183149,135.06906,0.70264214,20.874292,118.52469,155.917,89.30187,82.12936
sample_07064_MST_8,unknown,0.2,data/processed/landmarks/sample_07064_MST_8.npy,1.5108019,87.90366,0.21526651,53.635437,152.17442,140.51845,29.519352,65.08804
sample_02251_MST_3,like,0.98,data/processed/landmarks/sample_02251_MST_3.npy,2.4611542,124.425125,1.489012,100.125725,135.82838,102.31778,87.40271,69.807144
sample_02464_MST_3,unknown,0.2,data/processed/landmarks/sample_02464_MST_3.npy,1.8651373,75.89964,1.7152212,81.3588,85.448074,91.45256,55.050827,115.0917
sample_01152_MST_2,like,0.98,data/processed/landmarks/sample_01152_MST_2.npy,2.8162532,105.903625,0.77030736,92.82258,131.01698,136.76141,75.2458,137.78947
sample_03984_MST_4,unknown,0.2,data/processed/landmarks/sample_03984_MST_4.npy,0.5999073,28.28875,0.9377008,119.25999,58.460297,56.28429,89.71555,101.53061
sample_07725_MST_8,fist,0.95,data/processed/landmarks/sample_07725_MST_8.npy,1.7661291,71.45531,1.9440943,71.16326,70.493835,123.22238,78.03458,60.57739
sample_00880_MST_1,like,0.98,data/processed/landmarks/sample_00880_MST_1.npy,2.0743666,138.48749,0.48087403,33.22913,138.46144,105.70061,103.71294,80.68541
sample_09458_MST_10,like,0.6,data/processed/landmarks/sample_09458_MST_10.npy,2.1177266,124.348,1.3053939,102.97837,105.72359,122.31718,134.0565,55.367638
sample_02704_MST_3,two_up,0.65,data/processed/landmarks/sample_02704_MST_3.npy,2.9358177,73.01558,2.7332432,134.70123,68.661736,41.049778,75.26254,83.05657
sample_04754_MST_5,rock,0.72,data/processed/landmarks/sample_04754_MST_5.npy,3.4979575,147.86113,2.190406,139.21014,98.12737,117.50097,88.56504,25.494106
sample_03430_MST_4,fist,0.95,data/processed/landmarks/sample_03430_MST_4.npy,1.2958099,37.57398,1.5739416,106.12836,133.34366,108.48546,116.04014,62.492977
sample_09172_MST_10,unknown,0.2,data/processed/landmarks/sample_09172_MST_10.npy,3.7410908,110.02782,2.449534,71.73664,118.54141,73.47231,49.286057,57.28881
sample_00272_MST_1,fist,0.95,data/processed/landmarks/sample_00272_MST_1.npy,1.6187104,71.36188,3.3070757,82.42573,117.024574,137.28535,127.55017,106.53436
sample_01136_MST_2,unknown,0.2,data/processed/landmarks/sample_01136_MST_2.npy,1.9300642,68.07999,4.8500037,107.82134,169.50867,63.60664,58.380104,139.16182
sample_02344_MST_3,peace,0.85,data/processed/landmarks/sample_02344_MST_3.npy,1.1387657,36.625286,1.0948805,88.80621,9.932561,14.635046,125.13198,127.43852
sample_09159_MST_10,unknown,0.2,data/processed/landmarks/sample_09159_MST_10.npy,3.3924477,75.11903,3.7901134,97.3501,116.61218,125.90233,154.70201,44.92146
sample_02247_MST_3,peace,0.85,data/processed/landmarks/sample_02247_MST_3.npy,1.9390521,86.58201,1.1776307,38.392033,24.637903,28.171867,71.176865,91.19581
sample_05792_MST_6,rock,0.72,data/processed/landmarks/sample_05792_MST_6.npy,2.7913833,122.31294,1.1750399,153.07715,100.89097,72.94227,120.46652,12.439819
sample_01974_MST_2,peace,0.85,data/processed/landmarks/sample_01974_MST_2.npy,0.5637726,16.018873,1.4745587,114.0698,26.044392,10.641481,162.48755,105.94275
sample_02947_MST_3,rock,0.62,data/processed/landmarks/sample_02947_MST_3.npy,1.2789693,24.581621,0.24126834,160.22783,57.959103,111.25905,144.33998,53.493587
sample_00920_MST_1,unknown,0.2,data/processed/landmarks/sample_00920_MST_1.npy,3.3174818,112.53471,2.2090554,81.68674,48.508755,120.27124,38.75042,71.438896
sample_09263_MST_10,two_up,0.65,data/processed/landmarks/sample_09263_MST_10.npy,4.069826,92.26029,3.3071113,81.95871,94.83015,44.62892,132.9543,121.61725
sample_03437_MST_4,unknown,0.2,data/processed/landmarks/sample_03437_MST_4.npy,0.18004707,6.9717855,0.97840804,60.66571,97.15753,153.3972,47.495346,143.63881
sample_01581_MST_2,unknown,0.2,data/processed/landmarks/sample_01581_MST_2.npy,1.361375,65.27247,0.5675828,124.0151,65.996185,63.693054,24.988403,119.73889
sample_01856_MST_2,fist,0.95,data/processed/landmarks/sample_01856_MST_2.npy,1.0354593,31.284813,0.81799275,80.01419,75.97321,144.47894,127.5889,116.5076
sample_08891_MST_9,fist,0.95,data/processed/landmarks/sample_08891_MST_9.npy,1.3041245,43.2255,0.49649686,153.10297,107.03291,156.0545,121.19181,90.541824
sample_01610_MST_2,like,0.98,data/processed/landmarks/sample_01610_MST_2.npy,2.387523,58.94722,1.1411389,39.8281,91.63326,71.0594,116.765396,61.404823
sample_00578_MST_1,two_up,0.65,data/processed/landmarks/sample_00578_MST_1.npy,0.83920807,30.578793,0.82741886,154.49136,45.598682,21.56166,76.01377,78.43002
sample_00754_MST_1,fist,0.95,data/processed/landmarks/sample_00754_MST_1.npy,1.9201791,22.835321,1.0057348,90.37114,172.05002,84.34209,117.73651,115.87294
sample_03422_MST_4,unknown,0.2,data/processed/landmarks/sample_03422_MST_4.npy,1.6137695,60.95001,1.5417328,84.24539,44.800125,122.35666,117.95067,82.32698
sample_03361_MST_4,fist,0.95,data/processed/landmarks/sample_03361_MST_4.npy,1.494363,68.00842,1.032984,87.46874,126.78612,95.93702,169.49295,126.28096
sample_08824_MST_9,three,0.7,data/processed/landmarks/sample_08824_MST_9.npy,2.5489783,41.66277,1.0566734,126.28604,76.59025,15.06133,18.82293,74.51181
sample_03636_MST_4,like,0.98,data/processed/landmarks/sample_03636_MST_4.npy,0.3273402,10.727135,1.1615694,40.12014,87.73475,70.206505,65.79712,103.59209
sample_08111_MST_9,fist,0.95,data/processed/landmarks/sample_08111_MST_9.npy,2.0331466,168.36961,0.6149232,107.05579,94.80265,111.054184,100.93022,161.68684
sample_03281_MST_4,one,0.85,data/processed/landmarks/sample_03281_MST_4.npy,2.2438407,156.4285,1.036416,96.94505,10.273164,93.0305,164.72379,81.57141
sample_02930_MST_3,unknown,0.2,data/processed/landmarks/sample_02930_MST_3.npy,1.0003638,41.667698,1.3410184,33.185997,113.24339,103.623634,56.781506,68.70123
sample_03195_MST_4,unknown,0.2,data/processed/landmarks/sample_03195_MST_4.npy,1.6786281,62.24709,0.9208435,155.9982,90.00489,58.58012,67.36638,122.293915
sample_02418_MST_3,unknown,0.2,data/processed/landmarks/sample_02418_MST_3.npy,3.4696534,123.356735,1.2517803,106.51215,48.915237,101.33816,68.249176,155.9877
sample_07525_MST_8,unknown,0.2,data/processed/landmarks/sample_07525_MST_8.npy,0.78019845,18.810266,0.7129448,109.40516,54.48082,154.70914,63.5227,87.15747
sample_03888_MST_4,unknown,0.2,data/processed/landmarks/sample_03888_MST_4.npy,2.009841,90.26417,1.2375971,129.86223,121.57971,48.265057,94.344284,172.41687
sample_07545_MST_8,unknown,0.2,data/processed/landmarks/sample_07545_MST_8.npy,1.4144186,53.688965,1.3330014,43.66197,56.819874,65.55249,109.65492,82.85191
sample_02173_MST_3,unknown,0.2,data/processed/landmarks/sample_02173_MST_3.npy,2.3144433,114.96489,2.052959,43.28301,96.27833,84.10243,106.19533,86.68518
sample_07283_MST_8,like,0.98,data/processed/landmarks/sample_07283_MST_8.npy,0.90099955,29.364716,1.3201965,104.85197,82.99081,94.60635,99.68849,82.88192
sample_02265_MST_3,unknown,0.2,data/processed/landmarks/sample_02265_MST_3.npy,1.0711133,49.928482,1.5974799,126.95922,97.75863,140.74329,16.697453,134.20334
sample_03920_MST_4,unknown,0.2,data/processed/landmarks/sample_03920_MST_4.npy,2.2005072,124.730064,0.8785767,116.05726,41.68313,132.63898,105.74381,90.09181
sample_01865_MST_2,rock,0.62,data/processed/landmarks/sample_01865_MST_2.npy,0.5914699,21.723509,1.066082,65.92899,80.0039,125.581024,121.07947,52.163876
sample_01135_MST_2,two_up,0.65,data/processed/landmarks/sample_01135_MST_2.npy,2.502599,117.71022,0.95854366,131.45848,119.4223,22.420212,67.718605,95.366104
sample_08053_MST_9,one,0.85,data/processed/landmarks/sample_08053_MST_9.npy,1.379007,44.414097,1.3147085,141.17105,23.031406,161.8337,161.40207,160.27127
sample_02611_MST_3,call,0.68,data/processed/landmarks/sample_02611_MST_3.npy,2.2224667,151.64424,1.7769047,103.8932,121.0142,166.75908,37.52343,79.46618
sample_03515_MST_4,like,0.98,data/processed/landmarks/sample_03515_MST_4.npy,2.3718317,86.05036,1.6574081,78.24227,77.20053,106.77406,95.82568,101.75603
sample_01690_MST_2,unknown,0.2,data/processed/landmarks/sample_01690_MST_2.npy,2.41746,131.97948,1.288797,118.27704,86.00727,71.16562,34.867924,92.550354
sample_01616_MST_2,fist,0.95,data/processed/landmarks/sample_01616_MST_2.npy,1.8074137,71.60752,0.5661762,60.796097,141.88347,116.140076,80.697556,103.39266
sample_09886_MST_10,one,0.85,data/processed/landmarks/sample_09886_MST_10.npy,0.9944619,27.607407,0.9069012,87.788216,33.4553,51.42023,111.03524,97.446335
sample_06411_MST_7,unknown,0.2,data/processed/landmarks/sample_06411_MST_7.npy,0.74260634,33.691566,0.71983,165.67784,67.93375,84.69806,59.3028,90.17049
sample_08555_MST_9,fist,0.95,data/processed/landmarks/sample_08555_MST_9.npy,0.98176485,52.445213,1.7458622,88.767815,105.90145,110.97844,102.28178,157.32434
sample_00843_MST_1,rock,0.62,data/processed/landmarks/sample_00843_MST_1.npy,1.2327955,34.773403,0.9603167,126.931244,150.26662,161.52597,126.39958,41.816944
sample_02845_MST_3,two_up,0.65,data/processed/landmarks/sample_02845_MST_3.npy,0.2003938,8.66712,1.0728406,103.2544,87.66098,36.075714,84.55564,42.490402
sample_03544_MST_4,like,0.98,data/processed/landmarks/sample_03544_MST_4.npy,1.9520929,43.007637,2.0195603,15.46692,93.6375,91.700615,106.00089,107.152
sample_00031_MST_1,fist,0.95,data/processed/landmarks/sample_00031_MST_1.npy,3.4488869,109.73204,0.93285704,49.738564,149.25105,97.63182,137.6927,71.48055
sample_09656_MST_10,fist,0.95,data/processed/landmarks/sample_09656_MST_10.npy,1.459473,105.07605,0.88644576,89.120384,160.26634,121.833,122.19,134.96162
sample_03240_MST_4,fist,0.95,data/processed/landmarks/sample_03240_MST_4.npy,1.8650435,120.1946,0.49797976,96.85091,102.98896,119.98587,159.31352,125.20881
sample_02301_MST_3,unknown,0.2,data/processed/landmarks/sample_02301_MST_3.npy,4.2822475,78.08633,3.659505,24.448244,120.075455,74.526306,79.67855,125.478516
sample_02641_MST_3,fist,0.95,data/processed/landmarks/sample_02641_MST_3.npy,2.3944707,118.33598,0.95830834,61.274525,90.18622,102.81228,163.91495,60.0576
sample_02801_MST_3,unknown,0.2,data/processed/landmarks/sample_02801_MST_3.npy,1.3134412,49.746723,1.442339,147.30264,99.20915,105.414154,24.510569,75.83823
sample_02266_MST_3,fist,0.95,data/processed/landmarks/sample_02266_MST_3.npy,2.4390678,103.72396,2.9771576,139.38225,91.59154,169.85733,153.28381,68.32559
sample_02001_MST_3,unknown,0.2,data/processed/landmarks/sample_02001_MST_3.npy,1.2134887,62.692116,0.7180487,167.11862,53.207256,170.51355,105.96036,38.578796
sample_03314_MST_4,call,0.68,data/processed/landmarks/sample_03314_MST_4.npy,3.1087282,140.19127,1.7615616,89.28473,147.98546,112.98549,12.955307,86.08133
sample_00128_MST_1,fist,0.95,data/processed/landmarks/sample_00128_MST_1.npy,0.8514321,28.534723,1.0119315,109.87484,74.24091,74.28648,95.69409,81.737045
sample_01117_MST_2,bad_pose,0.5,data/processed/landmarks/sample_01117_MST_2.npy,6.0863957,124.62323,3.618782,102.40743,173.64464,55.6858,51.701893,33.23768
sample_01996_MST_2,like,0.98,data/processed/landmarks/sample_01996_MST_2.npy,2.5845919,96.365555,1.9048116,79.01029,118.51052,111.174324,75.84377,127.72011
sample_01651_MST_2,rock,0.72,data/processed/landmarks/sample_01651_MST_2.npy,1.5874919,123.951164,0.3850643,113.9627,116.21161,103.37828,80.13771,3.94402
sample_01844_MST_2,unknown,0.2,data/processed/landmarks/sample_01844_MST_2.npy,3.8889685,105.287895,0.9020939,110.79096,92.709526,87.33334,52.154484,99.176155
sample_09821_MST_10,like,0.98,data/processed/landmarks/sample_09821_MST_10.npy,2.6179736,101.1492,1.3146254,135.66109,118.99533,125.99756,122.13669,86.16561
sample_03452_MST_4,one,0.85,data/processed/landmarks/sample_03452_MST_4.npy,1.405833,62.137573,1.1930746,84.921486,15.797643,83.28994,95.03038,119.49526
sample_04889_MST_5,unknown,0.2,data/processed/landmarks/sample_04889_MST_5.npy,2.7746134,97.53297,0.7028771,71.63946,57.50648,67.31892,111.937164,122.659004
sample_02667_MST_3,unknown,0.2,data/processed/landmarks/sample_02667_MST_3.npy,1.3135343,78.81167,1.0597392,144.68492,126.27194,64.34427,42.36023,120.54684
sample_06093_MST_7,like,0.98,data/processed/landmarks/sample_06093_MST_7.npy,0.7258224,29.365294,0.41469678,124.81299,76.84161,120.03144,101.941055,128.91022
sample_09418_MST_10,two_up,0.65,data/processed/landmarks/sample_09418_MST_10.npy,0.28360298,16.47616,1.1144425,102.54364,92.68905,11.358461,63.362343,85.93985
sample_01823_MST_2,rock,0.62,data/processed/landmarks/sample_01823_MST_2.npy,1.3854802,47.395325,1.5912759,54.074734,100.757774,121.690796,126.11288,43.08461
sample_02206_MST_3,like,0.98,data/processed/landmarks/sample_02206_MST_3.npy,2.394274,6.716387,2.3085468,100.061615,107.72372,141.28737,140.875,60.580387
sample_00674_MST_1,unknown,0.2,data/processed/landmarks/sample_00674_MST_1.npy,1.4033824,63.232605,0.470381,130.49438,37.901886,69.47373,100.24096,66.94608
sample_00422_MST_1,one,0.85,data/processed/landmarks/sample_00422_MST_1.npy,0.2207142,19.000128,1.1858202,149.53871,20.602524,134.76427,159.95848,160.63013
sample_00081_MST_1,like,0.98,data/processed/landmarks/sample_00081_MST_1.npy,0.8503292,64.483925,0.8569319,111.00252,147.80943,103.66035,104.89806,68.76283
sample_03700_MST_4,unknown,0.2,data/processed/landmarks/sample_03700_MST_4.npy,3.0454814,136.69235,0.96212804,53.53195,97.82355,101.49679,59.651783,142.58307
sample_08040_MST_9,fist,0.95,data/processed/landmarks/sample_08040_MST_9.npy,1.4424857,94.40603,0.588614,69.88872,122.16965,99.11679,140.62677,146.645
sample_01096_MST_2,one,0.85,data/processed/landmarks/sample_01096_MST_2.npy,0.31213516,12.593051,0.4786622,74.84587,16.659578,77.70471,144.36604,99.13301
sample_01859_MST_2,fist,0.95,data/processed/landmarks/sample_01859_MST_2.npy,0.637209,25.107609,0.28118432,143.07233,66.9376,124.48137,74.15681,65.1388
sample_08245_MST_9,three,0.7,data/processed/landmarks/sample_08245_MST_9.npy,1.7746131,69.236046,2.414019,152.87552,90.62667,24.36943,155.48114,9.142004
sample_00398_MST_1,like,0.6,data/processed/landmarks/sample_00398_MST_1.npy,2.3679104,126.121475,0.715515,70.6093,135.23274,87.86645,30.362375,128.5579
sample_02580_MST_3,like,0.98,data/processed/landmarks/sample_02580_MST_3.npy,2.204905,125.61507,0.66092354,160.0533,136.94316,141.86159,122.88156,109.96944
sample_03359_MST_4,rock,0.62,data/processed/landmarks/sample_03359_MST_4.npy,1.3617347,48.08925,1.0373662,99.10972,99.75681,144.2869,133.24783,45.980854
sample_03041_MST_4,unknown,0.2,data/processed/landmarks/sample_03041_MST_4.npy,1.4302894,50.142143,1.4642235,163.63759,168.00798,98.248856,48.661263,127.06132
sample_02281_MST_3,unknown,0.2,data/processed/landmarks/sample_02281_MST_3.npy,0.81929386,93.22005,0.87376136,122.19426,140.38817,105.96881,50.56635,108.97376
sample_02706_MST_3,one,0.85,data/processed/landmarks/sample_02706_MST_3.npy,1.2910826,35.533405,2.2181401,121.224976,14.634127,139.68024,117.46497,160.44684
sample_03606_MST_4,one,0.85,data/processed/landmarks/sample_03606_MST_4.npy,0.60030705,23.78948,0.9426636,90.51622,4.1000695,63.384186,94.969765,114.98464
sample_07442_MST_8,fist,0.95,data/processed/landmarks/sample_07442_MST_8.npy,1.4602014,68.30926,0.4059385,151.51617,105.497025,125.92767,142.18205,79.137115
sample_03798_MST_4,like,0.98,data/processed/landmarks/sample_03798_MST_4.npy,0.8628377,38.779465,1.0680543,85.31438,66.236115,124.474014,147.63672,119.489044
sample_03105_MST_4,fist,0.95,data/processed/landmarks/sample_03105_MST_4.npy,2.852203,128.57625,1.4025128,84.91889,78.25915,78.13948,89.447075,157.44334
sample_08045_MST_9,like,0.98,data/processed/landmarks/sample_08045_MST_9.npy,1.7873287,67.268616,0.9359834,88.8179,85.28489,110.97689,159.33762,123.87546
sample_02712_MST_3,unknown,0.2,data/processed/landmarks/sample_02712_MST_3.npy,1.1739556,65.98169,1.1091471,74.33488,138.14001,170.59798,22.21608,92.03152
sample_09201_MST_10,unknown,0.2,data/processed/landmarks/sample_09201_MST_10.npy,3.010151,54.530552,1.9801006,40.223724,114.98697,129.34694,58.096096,65.6116
sample_00900_MST_1,unknown,0.2,data/processed/landmarks/sample_00900_MST_1.npy,2.757643,40.35935,2.684247,71.934494,121.89998,65.18711,6.216089,115.59189
sample_09682_MST_10,call,0.68,data/processed/landmarks/sample_09682_MST_10.npy,1.9725285,117.18511,2.6212795,126.943855,145.99095,121.135254,48.21499,94.20367
sample_07232_MST_8,fist,0.95,data/processed/landmarks/sample_07232_MST_8.npy,0.67132205,27.723648,0.9937306,153.63847,135.02434,147.94638,82.50307,98.715805
sample_07213_MST_8,rock,0.72,data/processed/landmarks/sample_07213_MST_8.npy,4.880694,113.72386,2.810778,94.473045,168.82748,97.338425,74.68878,19.658508
sample_01664_MST_2,one,0.85,data/processed/landmarks/sample_01664_MST_2.npy,1.094631,13.219555,0.90650713,138.12645,30.175838,140.72612,70.715775,116.926956
sample_00179_MST_1,rock,0.62,data/processed/landmarks/sample_00179_MST_1.npy,3.217558,16.580395,2.831079,24.362038,125.087875,79.8562,59.20193,52.553493
sample_00913_MST_1,two_up,0.65,data/processed/landmarks/sample_00913_MST_1.npy,1.7481973,65.68586,1.6413937,95.77865,108.99398,23.672245,113.78973,147.94684
sample_05500_MST_6,like,0.98,data/processed/landmarks/sample_05500_MST_6.npy,1.5401803,3.9116132,0.9955919,69.24173,115.95292,100.72481,97.85257,86.78169
sample_07977_MST_8,unknown,0.2,data/processed/landmarks/sample_07977_MST_8.npy,4.463064,127.07189,0.6014369,55.942734,49.0684,109.46399,132.2788,62.364082
sample_07276_MST_8,unknown,0.2,data/processed/landmarks/sample_07276_MST_8.npy,2.0274284,99.048096,1.3886825,125.87236,139.93309,143.61171,98.20381,55.597267
sample_09698_MST_10,unknown,0.2,data/processed/landmarks/sample_09698_MST_10.npy,1.8273277,83.706665,1.1832399,91.19997,108.71486,84.05734,47.146935,140.21413
sample_08176_MST_9,unknown,0.2,data/processed/landmarks/sample_08176_MST_9.npy,1.7171078,105.27993,1.5556583,152.11713,44.850723,134.44467,92.82334,103.659424
sample_01491_MST_2,like,0.98,data/processed/landmarks/sample_01491_MST_2.npy,3.8825455,122.088776,0.9147566,111.278854,129.59756,132.3369,135.3015,95.86674
sample_06548_MST_7,rock,0.72,data/processed/landmarks/sample_06548_MST_7.npy,1.9731021,144.1374,0.70941323,71.95664,124.01947,43.298374,68.55237,31.221453
sample_03204_MST_4,unknown,0.2,data/processed/landmarks/sample_03204_MST_4.npy,2.6020539,86.87586,2.1319592,42.056202,116.56862,89.13634,79.35818,141.05637
sample_07989_MST_8,like,0.98,data/processed/landmarks/sample_07989_MST_8.npy,0.56322306,19.979221,1.5839641,93.600334,77.48925,108.66795,104.47195,121.00357
sample_07374_MST_8,fist,0.95,data/processed/landmarks/sample_07374_MST_8.npy,1.4320316,96.16308,1.6853276,160.27483,73.769005,154.54916,162.15425,159.23459
sample_01977_MST_2,like,0.98,data/processed/landmarks/sample_01977_MST_2.npy,0.42349565,22.6546,0.8764831,91.619156,142.4004,88.806786,64.01681,131.28711
sample_03790_MST_4,fist,0.95,data/processed/landmarks/sample_03790_MST_4.npy,0.62072474,17.472063,0.98949265,73.65094,127.88139,156.99773,103.4555,155.14914
sample_01405_MST_2,fist,0.95,data/processed/landmarks/sample_01405_MST_2.npy,1.56185,116.80187,0.45305347,143.2344,93.104675,90.013176,110.95674,83.46511
sample_01095_MST_2,unknown,0.2,data/processed/landmarks/sample_01095_MST_2.npy,1.1252648,39.04536,2.152046,65.64633,51.071808,71.75082,118.41382,127.84575
sample_00907_MST_1,unknown,0.2,data/processed/landmarks/sample_00907_MST_1.npy,1.5468396,69.54222,0.7004505,35.749302,38.24729,104.11009,13.99421,164.13007
sample_09132_MST_10,unknown,0.2,data/processed/landmarks/sample_09132_MST_10.npy,1.6872683,85.627396,1.9724314,45.179203,67.35152,79.112625,39.263046,107.211235
sample_03561_MST_4,bad_pose,0.5,data/processed/landmarks/sample_03561_MST_4.npy,6.9781737,90.9446,5.903092,72.96951,50.739002,95.21426,55.580845,143.61081
sample_07144_MST_8,like,0.98,data/processed/landmarks/sample_07144_MST_8.npy,0.7856317,30.324842,0.9215471,91.686745,89.877014,87.16726,156.7867,123.378204
sample_01082_MST_2,one,0.85,data/processed/landmarks/sample_01082_MST_2.npy,0.40341616,4.8867574,0.81156504,108.55074,19.924404,74.211334,159.17564,74.81281
sample_03759_MST_4,two_up,0.65,data/processed/landmarks/sample_03759_MST_4.npy,0.7181093,18.693676,0.24611458,112.5537,56.807007,36.02064,122.25961,59.79628
sample_02768_MST_3,unknown,0.2,data/processed/landmarks/sample_02768_MST_3.npy,1.8283644,93.76221,0.7302509,26.074484,101.357834,164.49323,39.11868,150.45367
sample_08526_MST_9,rock,0.72,data/processed/landmarks/sample_08526_MST_9.npy,3.336229,117.691574,1.2181515,23.42511,135.14613,110.19925,90.27151,34.05427
sample_03908_MST_4,fist,0.95,data/processed/landmarks/sample_03908_MST_4.npy,2.232966,132.06596,1.450528,125.80163,86.388466,84.38992,70.03733,73.15172
sample_00665_MST_1,two_up,0.65,data/processed/landmarks/sample_00665_MST_1.npy,3.14186,52.865654,1.4811945,106.771645,77.55635,37.669388,92.90569,130.20146
sample_03914_MST_4,fist,0.95,data/processed/landmarks/sample_03914_MST_4.npy,5.3909388,81.49253,2.4008067,124.802765,174.46791,61.81631,124.05721,110.33499
sample_01687_MST_2,fist,0.95,data/processed/landmarks/sample_01687_MST_2.npy,2.3041692,154.21771,1.9546719,114.622536,60.855423,133.36462,93.12953,128.92397
sample_02165_MST_3,fist,0.95,data/processed/landmarks/sample_02165_MST_3.npy,3.8246512,40.22852,2.5917623,92.25198,156.71147,115.59902,66.45329,87.3903
sample_02541_MST_3,unknown,0.2,data/processed/landmarks/sample_02541_MST_3.npy,0.85652554,31.9632,1.5288672,38.798126,158.87114,130.16386,42.638916,105.969055
sample_09582_MST_10,unknown,0.2,data/processed/landmarks/sample_09582_MST_10.npy,3.572886,95.466255,1.5418798,18.42884,48.251324,79.30877,43.080986,47.660072
sample_08844_MST_9,two_up,0.65,data/processed/landmarks/sample_08844_MST_9.npy,1.5967253,42.373875,1.1849287,105.6506,71.60988,33.848618,36.309555,59.643284
sample_03451_MST_4,unknown,0.2,data/processed/landmarks/sample_03451_MST_4.npy,1.9535778,93.122116,1.295618,109.26976,76.925316,144.91336,91.43095,33.2462
sample_00863_MST_1,like,0.98,data/processed/landmarks/sample_00863_MST_1.npy,1.1622046,32.82706,0.6773898,123.456795,67.693184,66.844765,147.68355,120.89874
