sample_id,suggested_label,confidence
sample_08046_MST_9,unknown,0.3
sample_03966_MST_4,palm,0.9
sample_07495_MST_8,unknown,0.3
sample_00923_MST_1,palm,0.9
sample_07542_MST_8,palm,0.9
sample_02168_MST_3,palm,0.9
sample_02578_MST_3,palm,0.9
sample_08371_MST_9,palm,0.9
sample_08165_MST_9,unknown,0.3
sample_03904_MST_4,unknown,0.3
sample_02530_MST_3,palm,0.9
sample_00423_MST_1,palm,0.9
sample_09063_MST_10,unknown,0.3
sample_00300_MST_1,unknown,0.3
sample_03578_MST_4,palm,0.9
sample_02411_MST_3,unknown,0.3
sample_01922_MST_2,palm,0.9
sample_02275_MST_3,palm,0.9
sample_02585_MST_3,palm,0.9
sample_08049_MST_9,palm,0.9
sample_03285_MST_4,four,0.8
sample_06078_MST_7,unknown,0.3
sample_01384_MST_2,unknown,0.3
sample_09471_MST_10,unknown,0.3
sample_03547_MST_4,unknown,0.3
sample_00820_MST_1,four,0.8
sample_03500_MST_4,palm,0.9
sample_08985_MST_9,palm,0.9
sample_00497_MST_1,palm,0.9
sample_01640_MST_2,palm,0.9
sample_00097_MST_1,palm,0.9
sample_02012_MST_3,unknown,0.3
sample_02799_MST_3,unknown,0.3
sample_02110_MST_3,palm,0.9
sample_01861_MST_2,palm,0.9
sample_02984_MST_3,palm,0.9
sample_07518_MST_8,unknown,0.3
sample_08549_MST_9,unknown,0.3
sample_08616_MST_9,palm,0.9
sample_01322_MST_2,palm,0.9
sample_00603_MST_1,unknown,0.3
sample_02680_MST_3,unknown,0.3
sample_00330_MST_1,four,0.8
sample_03439_MST_4,palm,0.9
sample_05709_MST_6,unknown,0.3
sample_00746_MST_1,palm,0.9
sample_07940_MST_8,unknown,0.3
sample_01912_MST_2,palm,0.9
sample_03468_MST_4,unknown,0.3
sample_03581_MST_4,unknown,0.3
sample_01302_MST_2,unknown,0.3
sample_03872_MST_4,unknown,0.3
sample_07867_MST_8,four,0.8
sample_07538_MST_8,palm,0.9
sample_00543_MST_1,four,0.8
sample_00817_MST_1,four,0.8
sample_09067_MST_10,unknown,0.3
sample_08128_MST_9,unknown,0.3
sample_04825_MST_5,palm,0.9
sample_03250_MST_4,palm,0.9
sample_00008_MST_1,palm,0.9
sample_03109_MST_4,unknown,0.3
sample_01284_MST_2,palm,0.9
sample_02388_MST_3,palm,0.9
sample_08862_MST_9,palm,0.9
sample_01857_MST_2,palm,0.9
sample_02217_MST_3,unknown,0.3
sample_03883_MST_4,palm,0.9
sample_03125_MST_4,palm,0.9
sample_00235_MST_1,palm,0.9
sample_08343_MST_9,palm,0.9
sample_01588_MST_2,palm,0.9
sample_01887_MST_2,palm,0.9
sample_00772_MST_1,unknown,0.3
sample_02469_MST_3,unknown,0.3
sample_01163_MST_2,palm,0.9
sample_01623_MST_2,unknown,0.3
sample_09630_MST_10,palm,0.9
sample_03286_MST_4,palm,0.9
sample_07692_MST_8,palm,0.9
sample_02911_MST_3,palm,0.9
sample_01504_MST_2,palm,0.9
sample_03686_MST_4,palm,0.9
sample_08401_MST_9,unknown,0.3
sample_03689_MST_4,unknown,0.3
sample_01156_MST_2,unknown,0.3
sample_02505_MST_3,palm,0.9
sample_03685_MST_4,palm,0.9
sample_01860_MST_2,unknown,0.3
sample_03825_MST_4,four,0.8
sample_08899_MST_9,unknown,0.3
sample_08730_MST_9,palm,0.9
sample_08536_MST_9,palm,0.9
sample_08190_MST_9,palm,0.9
sample_02095_MST_3,palm,0.9
sample_01431_MST_2,unknown,0.3
sample_07566_MST_8,unknown,0.3
sample_00399_MST_1,palm,0.9
sample_03360_MST_4,palm,0.9
sample_03826_MST_4,unknown,0.3
sample_04088_MST_5,four,0.8
sample_02126_MST_3,unknown,0.3
sample_07817_MST_8,palm,0.9
sample_01218_MST_2,unknown,0.3
sample_07205_MST_8,palm,0.9
sample_02245_MST_3,unknown,0.3
sample_07511_MST_8,unknown,0.3
sample_01513_MST_2,unknown,0.3
sample_01458_MST_2,unknown,0.3
sample_07039_MST_8,peace,0.8
sample_08718_MST_9,unknown,0.3
sample_01735_MST_2,palm,0.9
sample_08518_MST_9,unknown,0.3
sample_02975_MST_3,unknown,0.3
sample_01927_MST_2,unknown,0.3
sample_03796_MST_4,palm,0.9
sample_08632_MST_9,palm,0.9
sample_02906_MST_3,palm,0.9
sample_03987_MST_4,palm,0.9
sample_02367_MST_3,unknown,0.3
sample_06840_MST_7,three,0.7
sample_01110_MST_2,palm,0.9
sample_02780_MST_3,unknown,0.3
sample_05591_MST_6,palm,0.9
sample_00121_MST_1,unknown,0.3
sample_08254_MST_9,palm,0.9
sample_03653_MST_4,palm,0.9
sample_07788_MST_8,four,0.8
sample_03982_MST_4,palm,0.9
sample_08502_MST_9,palm,0.9
sample_08568_MST_9,palm,0.9
sample_02693_MST_3,palm,0.9
sample_09121_MST_10,palm,0.9
sample_07779_MST_8,unknown,0.3
sample_03922_MST_4,unknown,0.3
sample_00003_MST_1,palm,0.9
sample_01409_MST_2,palm,0.9
sample_00932_MST_1,peace,0.8
sample_02069_MST_3,unknown,0.3
sample_02934_MST_3,palm,0.9
sample_05731_MST_6,unknown,0.3
sample_01999_MST_2,unknown,0.3
sample_02638_MST_3,palm,0.9
sample_02888_MST_3,palm,0.9
sample_07879_MST_8,palm,0.9
sample_07815_MST_8,palm,0.9
sample_08461_MST_9,palm,0.9
sample_09439_MST_10,unknown,0.3
sample_01544_MST_2,unknown,0.3
sample_04977_MST_5,unknown,0.3
sample_08225_MST_9,unknown,0.3
sample_00197_MST_1,unknown,0.3
sample_00022_MST_1,palm,0.9
sample_01344_MST_2,palm,0.9
sample_02557_MST_3,palm,0.9
sample_01286_MST_2,palm,0.9
sample_02746_MST_3,palm,0.9
sample_02587_MST_3,palm,0.9
sample_00526_MST_1,palm,0.9
sample_08403_MST_9,unknown,0.3
sample_00036_MST_1,unknown,0.3
sample_09427_MST_10,unknown,0.3
sample_02166_MST_3,unknown,0.3
sample_01871_MST_2,palm,0.9
sample_01187_MST_2,palm,0.9
sample_03289_MST_4,unknown,0.3
sample_04891_MST_5,palm,0.9
sample_02019_MST_3,palm,0.9
sample_08030_MST_9,unknown,0.3
sample_01914_MST_2,palm,0.9
sample_07922_MST_8,palm,0.9
sample_00147_MST_1,four,0.8
sample_01394_MST_2,palm,0.9
sample_02368_MST_3,unknown,0.3
sample_02797_MST_3,unknown,0.3
sample_01220_MST_2,unknown,0.3
sample_02145_MST_3,rock,0.7
sample_09090_MST_10,unknown,0.3
sample_02604_MST_3,palm,0.9
sample_03236_MST_4,unknown,0.3
sample_09753_MST_10,palm,0.9
sample_03957_MST_4,palm,0.9
sample_02624_MST_3,palm,0.9
sample_09888_MST_10,unknown,0.3
sample_03906_MST_4,unknown,0.3
sample_01728_MST_2,palm,0.9
sample_02752_MST_3,unknown,0.3
sample_01994_MST_2,palm,0.9
sample_03536_MST_4,unknown,0.3
sample_03615_MST_4,unknown,0.3
sample_03216_MST_4,unknown,0.3
sample_01683_MST_2,palm,0.9
sample_07778_MST_8,unknown,0.3
sample_00039_MST_1,four,0.8
sample_02374_MST_3,unknown,0.3
sample_01855_MST_2,palm,0.9
sample_00581_MST_1,palm,0.9
sample_02029_MST_3,palm,0.9
sample_03077_MST_4,unknown,0.3
sample_03446_MST_4,unknown,0.3
sample_08158_MST_9,unknown,0.3
sample_02254_MST_3,palm,0.9
sample_02122_MST_3,unknown,0.3
sample_08748_MST_9,palm,0.9
sample_04012_MST_5,unknown,0.3
sample_01980_MST_2,palm,0.9
sample_01751_MST_2,palm,0.9
sample_03651_MST_4,palm,0.9
sample_01554_MST_2,unknown,0.3
sample_01850_MST_2,unknown,0.3
sample_06254_MST_7,four,0.8
sample_01016_MST_2,unknown,0.3
sample_08124_MST_9,unknown,0.3
sample_03101_MST_4,unknown,0.3
sample_03647_MST_4,palm,0.9
sample_07350_MST_8,palm,0.9
sample_08889_MST_9,palm,0.9
sample_02488_MST_3,unknown,0.3
sample_07454_MST_8,four,0.8
sample_01596_MST_2,unknown,0.3
sample_01863_MST_2,palm,0.9
sample_08866_MST_9,palm,0.9
sample_02459_MST_3,unknown,0.3
sample_00168_MST_1,four,0.8
sample_03772_MST_4,unknown,0.3
sample_07586_MST_8,palm,0.9
sample_01661_MST_2,palm,0.9
sample_00997_MST_1,four,0.8
sample_03899_MST_4,unknown,0.3
sample_07890_MST_8,unknown,0.3
sample_02727_MST_3,palm,0.9
sample_09981_MST_10,palm,0.9
sample_07009_MST_8,four,0.8
sample_02286_MST_3,palm,0.9
sample_03828_MST_4,three,0.7
sample_05663_MST_6,unknown,0.3
sample_03550_MST_4,unknown,0.3
sample_08408_MST_9,palm,0.9
sample_07378_MST_8,unknown,0.3
sample_03995_MST_4,unknown,0.3
sample_00600_MST_1,palm,0.9
sample_00475_MST_1,palm,0.9
sample_03617_MST_4,palm,0.9
sample_08406_MST_9,palm,0.9
sample_01952_MST_2,unknown,0.3
sample_00608_MST_1,palm,0.9
sample_03169_MST_4,unknown,0.3
sample_00106_MST_1,palm,0.9
sample_02322_MST_3,unknown,0.3
sample_03858_MST_4,four,0.8
sample_01438_MST_2,unknown,0.3
sample_02186_MST_3,palm,0.9
sample_03034_MST_4,palm,0.9
sample_00884_MST_1,palm,0.9
sample_03713_MST_4,unknown,0.3
sample_07980_MST_8,unknown,0.3
sample_02747_MST_3,palm,0.9
sample_02700_MST_3,palm,0.9
sample_02800_MST_3,palm,0.9
sample_01634_MST_2,four,0.8
sample_00908_MST_1,palm,0.9
sample_06930_MST_7,palm,0.9
sample_00552_MST_1,unknown,0.3
sample_01399_MST_2,peace,0.8
sample_02552_MST_3,palm,0.9
sample_01180_MST_2,four,0.8
sample_09800_MST_10,unknown,0.3
sample_01938_MST_2,palm,0.9
sample_05679_MST_6,unknown,0.3
sample_03881_MST_4,palm,0.9
sample_08960_MST_9,unknown,0.3
sample_07667_MST_8,four,0.8
sample_05884_MST_6,palm,0.9
sample_01214_MST_2,palm,0.9
sample_00950_MST_1,palm,0.9
sample_02300_MST_3,unknown,0.3
sample_08409_MST_9,unknown,0.3
sample_02452_MST_3,palm,0.9
sample_08808_MST_9,palm,0.9
sample_06584_MST_7,palm,0.9
sample_00722_MST_1,palm,0.9
sample_01472_MST_2,palm,0.9
sample_08487_MST_9,unknown,0.3
sample_03207_MST_4,palm,0.9
sample_08076_MST_9,unknown,0.3
sample_07105_MST_8,unknown,0.3
sample_00262_MST_1,palm,0.9
sample_01958_MST_2,palm,0.9
sample_03992_MST_4,palm,0.9
sample_08805_MST_9,unknown,0.3
sample_02703_MST_3,unknown,0.3
sample_01277_MST_2,unknown,0.3
sample_07865_MST_8,unknown,0.3
sample_03306_MST_4,four,0.8
sample_03688_MST_4,palm,0.9
sample_00459_MST_1,palm,0.9
sample_08186_MST_9,palm,0.9
sample_02915_MST_3,palm,0.9
sample_01237_MST_2,palm,0.9
sample_03815_MST_4,unknown,0.3
sample_05721_MST_6,palm,0.9
sample_00868_MST_1,palm,0.9
sample_01885_MST_2,unknown,0.3
sample_00598_MST_1,four,0.8
sample_03740_MST_4,palm,0.9
sample_00531_MST_1,unknown,0.3
sample_01569_MST_2,four,0.8
sample_01564_MST_2,three,0.7
sample_03481_MST_4,four,0.8
sample_00060_MST_1,palm,0.9
sample_00928_MST_1,palm,0.9
sample_09728_MST_10,unknown,0.3
sample_01035_MST_2,unknown,0.3
sample_06603_MST_7,palm,0.9
sample_09072_MST_10,palm,0.9
sample_03680_MST_4,four,0.8
sample_07582_MST_8,unknown,0.3
sample_07852_MST_8,palm,0.9
sample_01014_MST_2,unknown,0.3
sample_00736_MST_1,unknown,0.3
sample_00042_MST_1,unknown,0.3
sample_03632_MST_4,palm,0.9
sample_02454_MST_3,palm,0.9
sample_02500_MST_3,unknown,0.3
sample_00397_MST_1,peace,0.8
sample_04731_MST_5,unknown,0.3
sample_09949_MST_10,palm,0.9
sample_00574_MST_1,palm,0.9
sample_09809_MST_10,unknown,0.3
sample_00065_MST_1,unknown,0.3
sample_03432_MST_4,palm,0.9
sample_02828_MST_3,palm,0.9
sample_02626_MST_3,four,0.8
sample_02713_MST_3,four,0.8
sample_03184_MST_4,palm,0.9
sample_03931_MST_4,palm,0.9
sample_04033_MST_5,unknown,0.3
sample_07348_MST_8,palm,0.9
sample_08688_MST_9,palm,0.9
sample_01166_MST_2,unknown,0.3
sample_00407_MST_1,unknown,0.3
sample_09194_MST_10,unknown,0.3
sample_09907_MST_10,unknown,0.3
sample_09839_MST_10,four,0.8
sample_00328_MST_1,unknown,0.3
sample_06515_MST_7,palm,0.9
sample_01425_MST_2,palm,0.9
sample_00870_MST_1,palm,0.9
sample_02921_MST_3,palm,0.9
sample_03639_MST_4,unknown,0.3
sample_00922_MST_1,palm,0.9
sample_03523_MST_4,palm,0.9
sample_02520_MST_3,peace,0.8
sample_02099_MST_3,palm,0.9
sample_08077_MST_9,unknown,0.3
sample_09099_MST_10,unknown,0.3
sample_07535_MST_8,four,0.8
sample_01109_MST_2,palm,0.9
sample_01815_MST_2,palm,0.9
sample_00277_MST_1,palm,0.9
sample_07819_MST_8,palm,0.9
sample_00237_MST_1,unknown,0.3
sample_09167_MST_10,four,0.8
sample_02995_MST_3,palm,0.9
sample_07672_MST_8,palm,0.9
sample_03177_MST_4,unknown,0.3
sample_00724_MST_1,palm,0.9
sample_02966_MST_3,palm,0.9
sample_04914_MST_5,unknown,0.3
sample_02220_MST_3,palm,0.9
sample_00776_MST_1,palm,0.9
sample_01087_MST_2,unknown,0.3
sample_00872_MST_1,palm,0.9
sample_01398_MST_2,unknown,0.3
sample_03666_MST_4,palm,0.9
sample_03662_MST_4,unknown,0.3
sample_01270_MST_2,palm,0.9
sample_02785_MST_3,unknown,0.3
sample_09441_MST_10,unknown,0.3
sample_01349_MST_2,four,0.8
sample_00000_MST_1,unknown,0.3
sample_02553_MST_3,unknown,0.3
sample_01590_MST_2,unknown,0.3
sample_02753_MST_3,palm,0.9
sample_07227_MST_8,unknown,0.3
sample_04890_MST_5,unknown,0.3
sample_02055_MST_3,palm,0.9
sample_00205_MST_1,unknown,0.3
sample_00575_MST_1,unknown,0.3
sample_02298_MST_3,palm,0.9
sample_09565_MST_10,unknown,0.3
sample_02442_MST_3,palm,0.9
sample_07119_MST_8,four,0.8
sample_02820_MST_3,four,0.8
sample_03564_MST_4,unknown,0.3
sample_00056_MST_1,palm,0.9
sample_00972_MST_1,unknown,0.3
sample_08843_MST_9,unknown,0.3
sample_05793_MST_6,palm,0.9
sample_02205_MST_3,palm,0.9
sample_07941_MST_8,palm,0.9
sample_09564_MST_10,palm,0.9
sample_09287_MST_10,four,0.8
sample_03792_MST_4,unknown,0.3
sample_00434_MST_1,palm,0.9
sample_00505_MST_1,unknown,0.3
sample_03875_MST_4,palm,0.9
sample_02814_MST_3,palm,0.9
sample_08707_MST_9,unknown,0.3
sample_07244_MST_8,unknown,0.3
sample_03322_MST_4,unknown,0.3
sample_01909_MST_2,unknown,0.3
sample_09538_MST_10,three,0.7
sample_08423_MST_9,palm,0.9
sample_08827_MST_9,palm,0.9
sample_01622_MST_2,palm,0.9
sample_03941_MST_4,four,0.8
sample_00170_MST_1,palm,0.9
sample_08826_MST_9,palm,0.9
sample_01201_MST_2,palm,0.9
sample_01038_MST_2,palm,0.9
sample_09452_MST_10,unknown,0.3
sample_02192_MST_3,unknown,0.3
sample_01293_MST_2,unknown,0.3
sample_08535_MST_9,unknown,0.3
sample_02839_MST_3,unknown,0.3
sample_00347_MST_1,unknown,0.3
sample_04299_MST_5,unknown,0.3
sample_07296_MST_8,palm,0.9
sample_00664_MST_1,unknown,0.3
sample_08806_MST_9,unknown,0.3
sample_02085_MST_3,palm,0.9
sample_01272_MST_2,palm,0.9
sample_08349_MST_9,unknown,0.3
sample_01704_MST_2,three,0.7
sample_01185_MST_2,palm,0.9
sample_01973_MST_2,unknown,0.3
sample_00902_MST_1,four,0.8
sample_01653_MST_2,unknown,0.3
sample_05718_MST_6,unknown,0.3
sample_07923_MST_8,palm,0.9
sample_08286_MST_9,palm,0.9
sample_01750_MST_2,unknown,0.3
sample_07455_MST_8,unknown,0.3
sample_09561_MST_10,four,0.8
sample_02895_MST_3,palm,0.9
sample_07266_MST_8,palm,0.9
sample_01292_MST_2,palm,0.9
sample_03963_MST_4,palm,0.9
sample_09523_MST_10,unknown,0.3
sample_00485_MST_1,unknown,0.3
sample_07418_MST_8,unknown,0.3
sample_02349_MST_3,palm,0.9
sample_03276_MST_4,palm,0.9
sample_01789_MST_2,unknown,0.3
sample_09230_MST_10,four,0.8
sample_02670_MST_3,unknown,0.3
sample_01716_MST_2,palm,0.9
sample_02656_MST_3,palm,0.9
sample_03482_MST_4,palm,0.9
sample_02555_MST_3,palm,0.9
sample_09901_MST_10,unknown,0.3
sample_08530_MST_9,unknown,0.3
sample_01678_MST_2,palm,0.9
sample_01845_MST_2,palm,0.9
sample_01506_MST_2,palm,0.9
sample_00370_MST_1,unknown,0.3
sample_01505_MST_2,unknown,0.3
sample_01402_MST_2,palm,0.9
sample_00765_MST_1,unknown,0.3
sample_08113_MST_9,four,0.8
sample_02595_MST_3,unknown,0.3
sample_01420_MST_2,palm,0.9
sample_00114_MST_1,unknown,0.3
sample_00388_MST_1,unknown,0.3
sample_00375_MST_1,palm,0.9
sample_02999_MST_3,palm,0.9
sample_02345_MST_3,palm,0.9
sample_07180_MST_8,unknown,0.3
sample_02926_MST_3,unknown,0.3
sample_08724_MST_9,unknown,0.3
sample_03428_MST_4,unknown,0.3
sample_02592_MST_3,unknown,0.3
sample_01697_MST_2,palm,0.9
sample_00354_MST_1,palm,0.9
sample_08973_MST_9,palm,0.9
sample_06017_MST_7,palm,0.9
sample_03579_MST_4,palm,0.9
sample_01632_MST_2,unknown,0.3
sample_06853_MST_7,palm,0.9
sample_03434_MST_4,unknown,0.3
sample_03532_MST_4,unknown,0.3
sample_01005_MST_2,palm,0.9
sample_08389_MST_9,unknown,0.3
sample_01419_MST_2,four,0.8
sample_02902_MST_3,palm,0.9
sample_00041_MST_1,palm,0.9
sample_00436_MST_1,unknown,0.3
sample_02190_MST_3,palm,0.9
sample_01169_MST_2,unknown,0.3
sample_07050_MST_8,unknown,0.3
sample_03780_MST_4,palm,0.9
sample_00333_MST_1,unknown,0.3
sample_04939_MST_5,palm,0.9
sample_01452_MST_2,unknown,0.3
sample_03198_MST_4,unknown,0.3
sample_03279_MST_4,palm,0.9
sample_03991_MST_4,unknown,0.3
sample_06283_MST_7,unknown,0.3
sample_00984_MST_1,unknown,0.3
sample_06346_MST_7,unknown,0.3
sample_08138_MST_9,palm,0.9
sample_05033_MST_6,four,0.8
sample_01568_MST_2,unknown,0.3
sample_01852_MST_2,palm,0.9
sample_01129_MST_2,unknown,0.3
sample_08923_MST_9,unknown,0.3
sample_02535_MST_3,four,0.8
sample_02804_MST_3,palm,0.9
sample_01516_MST_2,four,0.8
sample_08595_MST_9,unknown,0.3
sample_03757_MST_4,palm,0.9
sample_03080_MST_4,palm,0.9
sample_09942_MST_10,palm,0.9
sample_03470_MST_4,palm,0.9
sample_00745_MST_1,palm,0.9
sample_09110_MST_10,palm,0.9
sample_09461_MST_10,palm,0.9
sample_02543_MST_3,palm,0.9
sample_02072_MST_3,palm,0.9
sample_09394_MST_10,palm,0.9
sample_03664_MST_4,unknown,0.3
sample_07773_MST_8,unknown,0.3
sample_03343_MST_4,palm,0.9
sample_03633_MST_4,unknown,0.3
sample_01989_MST_2,unknown,0.3
sample_00357_MST_1,unknown,0.3
sample_01899_MST_2,unknown,0.3
sample_08494_MST_9,four,0.8
sample_00909_MST_1,palm,0.9
sample_07563_MST_8,unknown,0.3
sample_02943_MST_3,unknown,0.3
sample_01307_MST_2,palm,0.9
sample_03603_MST_4,four,0.8
sample_09161_MST_10,four,0.8
sample_08840_MST_9,unknown,0.3
sample_07306_MST_8,palm,0.9
sample_09136_MST_10,unknown,0.3
sample_02274_MST_3,unknown,0.3
sample_07064_MST_8,palm,0.9
sample_02251_MST_3,unknown,0.3
sample_02464_MST_3,palm,0.9
sample_01152_MST_2,palm,0.9
sample_03984_MST_4,palm,0.9
sample_07725_MST_8,palm,0.9
sample_00880_MST_1,unknown,0.3
sample_09458_MST_10,unknown,0.3
sample_02704_MST_3,palm,0.9
sample_04754_MST_5,palm,0.9
sample_03430_MST_4,unknown,0.3
sample_09172_MST_10,unknown,0.3
sample_00272_MST_1,four,0.8
sample_01136_MST_2,unknown,0.3
sample_02344_MST_3,unknown,0.3
sample_09159_MST_10,unknown,0.3
sample_02247_MST_3,palm,0.9
sample_05792_MST_6,three,0.7
sample_01974_MST_2,palm,0.9
sample_02947_MST_3,unknown,0.3
sample_00920_MST_1,palm,0.9
sample_09263_MST_10,unknown,0.3
sample_03437_MST_4,unknown,0.3
sample_01581_MST_2,palm,0.9
sample_01856_MST_2,palm,0.9
sample_08891_MST_9,unknown,0.3
sample_01610_MST_2,unknown,0.3
sample_00578_MST_1,palm,0.9
sample_00754_MST_1,palm,0.9
sample_03422_MST_4,unknown,0.3
sample_03361_MST_4,unknown,0.3
sample_08824_MST_9,palm,0.9
sample_03636_MST_4,palm,0.9
sample_08111_MST_9,unknown,0.3
sample_03281_MST_4,four,0.8
sample_02930_MST_3,unknown,0.3
sample_03195_MST_4,palm,0.9
sample_02418_MST_3,palm,0.9
sample_07525_MST_8,unknown,0.3
sample_03888_MST_4,unknown,0.3
sample_07545_MST_8,palm,0.9
sample_02173_MST_3,palm,0.9
sample_07283_MST_8,palm,0.9
sample_02265_MST_3,unknown,0.3
sample_03920_MST_4,unknown,0.3
sample_01865_MST_2,unknown,0.3
sample_01135_MST_2,four,0.8
sample_08053_MST_9,unknown,0.3
sample_02611_MST_3,unknown,0.3
sample_03515_MST_4,unknown,0.3
sample_01690_MST_2,palm,0.9
sample_01616_MST_2,unknown,0.3
sample_09886_MST_10,unknown,0.3
sample_06411_MST_7,unknown,0.3
sample_08555_MST_9,four,0.8
sample_00843_MST_1,palm,0.9
sample_02845_MST_3,palm,0.9
sample_03544_MST_4,palm,0.9
sample_00031_MST_1,palm,0.9
sample_09656_MST_10,unknown,0.3
sample_03240_MST_4,unknown,0.3
sample_02301_MST_3,palm,0.9
sample_02641_MST_3,unknown,0.3
sample_02801_MST_3,palm,0.9
sample_02266_MST_3,four,0.8
sample_02001_MST_3,unknown,0.3
sample_03314_MST_4,palm,0.9
sample_00128_MST_1,unknown,0.3
sample_01117_MST_2,unknown,0.3
sample_01996_MST_2,palm,0.9
sample_01651_MST_2,unknown,0.3
sample_01844_MST_2,palm,0.9
sample_09821_MST_10,four,0.8
sample_03452_MST_4,four,0.8
sample_04889_MST_5,palm,0.9
sample_02667_MST_3,four,0.8
sample_06093_MST_7,palm,0.9
sample_09418_MST_10,palm,0.9
sample_01823_MST_2,unknown,0.3
sample_02206_MST_3,unknown,0.3
sample_00674_MST_1,palm,0.9
sample_00422_MST_1,unknown,0.3
sample_00081_MST_1,unknown,0.3
sample_03700_MST_4,palm,0.9
sample_08040_MST_9,four,0.8
sample_01096_MST_2,palm,0.9
sample_01859_MST_2,palm,0.9
sample_08245_MST_9,four,0.8
sample_00398_MST_1,unknown,0.3
sample_02580_MST_3,unknown,0.3
sample_03359_MST_4,palm,0.9
sample_03041_MST_4,unknown,0.3
sample_02281_MST_3,unknown,0.3
sample_02706_MST_3,peace,0.8
sample_03606_MST_4,unknown,0.3
sample_07442_MST_8,unknown,0.3
sample_03798_MST_4,unknown,0.3
sample_03105_MST_4,four,0.8
sample_08045_MST_9,palm,0.9
sample_02712_MST_3,unknown,0.3
sample_09201_MST_10,palm,0.9
sample_00900_MST_1,unknown,0.3
sample_09682_MST_10,unknown,0.3
sample_07232_MST_8,four,0.8
sample_07213_MST_8,unknown,0.3
sample_01664_MST_2,palm,0.9
sample_00179_MST_1,unknown,0.3
sample_00913_MST_1,four,0.8
sample_05500_MST_6,unknown,0.3
sample_07977_MST_8,palm,0.9
sample_07276_MST_8,unknown,0.3
sample_09698_MST_10,unknown,0.3
sample_08176_MST_9,palm,0.9
sample_01491_MST_2,four,0.8
sample_06548_MST_7,unknown,0.3
sample_03204_MST_4,four,0.8
sample_07989_MST_8,palm,0.9
sample_07374_MST_8,three,0.7
sample_01977_MST_2,palm,0.9
sample_03790_MST_4,unknown,0.3
sample_01405_MST_2,unknown,0.3
sample_01095_MST_2,unknown,0.3
sample_00907_MST_1,palm,0.9
sample_09132_MST_10,unknown,0.3
sample_03561_MST_4,palm,0.9
sample_07144_MST_8,unknown,0.3
sample_01082_MST_2,palm,0.9
sample_03759_MST_4,unknown,0.3
sample_02768_MST_3,palm,0.9
sample_08526_MST_9,unknown,0.3
sample_03908_MST_4,four,0.8
sample_00665_MST_1,unknown,0.3
sample_03914_MST_4,palm,0.9
sample_01687_MST_2,unknown,0.3
sample_02165_MST_3,unknown,0.3
sample_02541_MST_3,palm,0.9
sample_09582_MST_10,palm,0.9
sample_08844_MST_9,palm,0.9
sample_03451_MST_4,unknown,0.3
sample_00863_MST_1,unknown,0.3
sample_04739_MST_5,four,0.8
sample_01266_MST_2,unknown,0.3
sample_01285_MST_2,unknown,0.3
sample_08717_MST_9,palm,0.9
sample_00836_MST_1,unknown,0.3
sample_03698_MST_4,palm,0.9
sample_02529_MST_3,four,0.8
sample_01635_MST_2,palm,0.9
sample_01449_MST_2,palm,0.9
sample_02586_MST_3,four,0.8
sample_06147_MST_7,unknown,0.3
sample_02537_MST_3,unknown,0.3
sample_02195_MST_3,unknown,0.3
sample_08173_MST_9,unknown,0.3
sample_02128_MST_3,unknown,0.3
sample_02649_MST_3,unknown,0.3
sample_02708_MST_3,palm,0.9
sample_09424_MST_10,palm,0.9
sample_08661_MST_9,unknown,0.3
sample_00494_MST_1,unknown,0.3
sample_02581_MST_3,palm,0.9
sample_02759_MST_3,palm,0.9
sample_03005_MST_4,palm,0.9
sample_08180_MST_9,palm,0.9
sample_01503_MST_2,unknown,0.3
sample_02229_MST_3,palm,0.9
sample_02740_MST_3,palm,0.9
sample_02584_MST_3,palm,0.9
sample_09032_MST_10,unknown,0.3
sample_08016_MST_9,palm,0.9
sample_02961_MST_3,unknown,0.3
sample_02048_MST_3,palm,0.9
sample_00657_MST_1,palm,0.9
sample_01818_MST_2,palm,0.9
sample_03956_MST_4,palm,0.9
sample_09600_MST_10,unknown,0.3
sample_08446_MST_9,unknown,0.3
sample_03312_MST_4,palm,0.9
sample_02742_MST_3,unknown,0.3
sample_08747_MST_9,three,0.7
sample_00070_MST_1,four,0.8
sample_01157_MST_2,palm,0.9
sample_02228_MST_3,palm,0.9
sample_00590_MST_1,unknown,0.3
sample_02532_MST_3,palm,0.9
sample_01731_MST_2,unknown,0.3
sample_00589_MST_1,palm,0.9
sample_05534_MST_6,unknown,0.3
sample_05558_MST_6,unknown,0.3
sample_03869_MST_4,palm,0.9
sample_03887_MST_4,unknown,0.3
sample_01058_MST_2,unknown,0.3
sample_03061_MST_4,unknown,0.3
sample_01727_MST_2,unknown,0.3
sample_00198_MST_1,palm,0.9
sample_03805_MST_4,palm,0.9
sample_03886_MST_4,palm,0.9
sample_02674_MST_3,four,0.8
sample_08012_MST_9,unknown,0.3
sample_00484_MST_1,four,0.8
sample_02978_MST_3,palm,0.9
sample_07564_MST_8,palm,0.9
sample_02347_MST_3,palm,0.9
sample_03042_MST_4,unknown,0.3
sample_02252_MST_3,unknown,0.3
sample_08911_MST_9,four,0.8
sample_01947_MST_2,palm,0.9
sample_01688_MST_2,unknown,0.3
sample_02071_MST_3,palm,0.9
sample_03471_MST_4,unknown,0.3
sample_01802_MST_2,palm,0.9
sample_09093_MST_10,palm,0.9
sample_03807_MST_4,palm,0.9
sample_02480_MST_3,unknown,0.3
