sample_id,path_secuencia,label,condition,mst,mst_origin,dataset,split
038718c5-a206-4141-ae05-5b4c09ede062,data\processed\secuencias_stgcn\038718c5-a206-4141-ae05-5b4c09ede062.npy,stop,medio,5,imputed,hagrid,train
2117c75e-2ea1-4467-b863-47aa35c45e82,data\processed\secuencias_stgcn\2117c75e-2ea1-4467-b863-47aa35c45e82.npy,stop_inverted,oscuro,10,imputed,hagrid,train
02887c7f-4bac-411b-aeae-172b2e3d01ef,data\processed\secuencias_stgcn\02887c7f-4bac-411b-aeae-172b2e3d01ef.npy,dislike,medio,5,imputed,hagrid,train
049d227d-e94c-448d-b67d-1726df533f9b,data\processed\secuencias_stgcn\049d227d-e94c-448d-b67d-1726df533f9b.npy,two_up,oscuro,8,imputed,hagrid,train
036c44ca-1592-4b6a-9a3a-e2717899b499,data\processed\secuencias_stgcn\036c44ca-1592-4b6a-9a3a-e2717899b499.npy,four,claro,4,imputed,hagrid,train
04a5e8d6-70f2-45ae-aac5-b8c69cd92fc6,data\processed\secuencias_stgcn\04a5e8d6-70f2-45ae-aac5-b8c69cd92fc6.npy,peace,oscuro,8,imputed,hagrid,train
0305dbbb-1763-408f-9620-2b0fcfe16682,data\processed\secuencias_stgcn\0305dbbb-1763-408f-9620-2b0fcfe16682.npy,ok,medio,5,imputed,hagrid,train
136c58e7-4acf-410d-af0c-a78dcffbcf78,data\processed\secuencias_stgcn\136c58e7-4acf-410d-af0c-a78dcffbcf78.npy,three2,claro,2,imputed,hagrid,train
18caedc5-70d0-4b5a-b69b-4f3f20eca0bb,data\processed\secuencias_stgcn\18caedc5-70d0-4b5a-b69b-4f3f20eca0bb.npy,stop_inverted,claro,2,imputed,hagrid,train
0d146971-895a-4de1-baa4-35a2b66f6b1d,data\processed\secuencias_stgcn\0d146971-895a-4de1-baa4-35a2b66f6b1d.npy,three2,oscuro,8,imputed,hagrid,train
1f90f9b9-84a8-490a-8418-1da21056e951,data\processed\secuencias_stgcn\1f90f9b9-84a8-490a-8418-1da21056e951.npy,three2,medio,7,imputed,hagrid,train
06983888-62ed-4e25-b701-354e983c3372,data\processed\secuencias_stgcn\06983888-62ed-4e25-b701-354e983c3372.npy,ok,oscuro,9,imputed,hagrid,train
039dfeb7-865d-447c-ac8a-768139219b7b,data\processed\secuencias_stgcn\039dfeb7-865d-447c-ac8a-768139219b7b.npy,three,oscuro,8,imputed,hagrid,train
3cc20825-6ed0-4733-a9de-8c695d4ac1e8,data\processed\secuencias_stgcn\3cc20825-6ed0-4733-a9de-8c695d4ac1e8.npy,three,claro,4,imputed,hagrid,train
00239a96-1f58-435b-ae34-4ed8a112ee8f,data\processed\secuencias_stgcn\00239a96-1f58-435b-ae34-4ed8a112ee8f.npy,rock,oscuro,8,imputed,hagrid,train
00a4dd61-5c15-4cfd-a514-545fcb4371d4,data\processed\secuencias_stgcn\00a4dd61-5c15-4cfd-a514-545fcb4371d4.npy,mute,oscuro,9,imputed,hagrid,train
009784d3-a311-4a7a-8f87-92a215d36a4a,data\processed\secuencias_stgcn\009784d3-a311-4a7a-8f87-92a215d36a4a.npy,stop,medio,6,imputed,hagrid,train
0416b050-a814-454b-959a-504294795636,data\processed\secuencias_stgcn\0416b050-a814-454b-959a-504294795636.npy,one,medio,5,imputed,hagrid,train
03f3129f-2fb0-46fe-8b3c-f0e42a14d6a2,data\processed\secuencias_stgcn\03f3129f-2fb0-46fe-8b3c-f0e42a14d6a2.npy,rock,oscuro,9,imputed,hagrid,train
07aa877d-fcf4-488d-a498-1860cb74bcc9,data\processed\secuencias_stgcn\07aa877d-fcf4-488d-a498-1860cb74bcc9.npy,palm,medio,7,imputed,hagrid,train
00d5944d-922c-4f56-bf60-2d9c4ade51a7,data\processed\secuencias_stgcn\00d5944d-922c-4f56-bf60-2d9c4ade51a7.npy,dislike,medio,5,imputed,hagrid,train
1b9a6f27-80b7-4fa0-a2c2-6921da5e7e94,data\processed\secuencias_stgcn\1b9a6f27-80b7-4fa0-a2c2-6921da5e7e94.npy,stop_inverted,medio,6,imputed,hagrid,train
ff31ed57-8dd3-44da-a773-7b2f0c7d048c,data\processed\secuencias_stgcn\ff31ed57-8dd3-44da-a773-7b2f0c7d048c.npy,two_up_inverted,oscuro,10,imputed,hagrid,train
14ad43a8-493c-4496-9e48-fe0cd5cd1e7b,data\processed\secuencias_stgcn\14ad43a8-493c-4496-9e48-fe0cd5cd1e7b.npy,stop_inverted,oscuro,10,imputed,hagrid,train
066680a3-ffca-490e-943c-7938580b05f2,data\processed\secuencias_stgcn\066680a3-ffca-490e-943c-7938580b05f2.npy,dislike,oscuro,10,imputed,hagrid,train
63cab7df-7229-4b33-a11a-a222b36c94cb,data\processed\secuencias_stgcn\63cab7df-7229-4b33-a11a-a222b36c94cb.npy,two_up_inverted,medio,6,imputed,hagrid,train
01164f08-4a7a-4816-8518-aafc3685162e,data\processed\secuencias_stgcn\01164f08-4a7a-4816-8518-aafc3685162e.npy,four,medio,7,imputed,hagrid,train
0379c43f-440d-4106-a31d-a9d792d0600a,data\processed\secuencias_stgcn\0379c43f-440d-4106-a31d-a9d792d0600a.npy,peace,claro,2,imputed,hagrid,train
062ba42e-035a-4088-adbd-bee3a08da9cb,data\processed\secuencias_stgcn\062ba42e-035a-4088-adbd-bee3a08da9cb.npy,like,medio,5,imputed,hagrid,train
04dc7103-22b4-4025-8a8b-7e48b78ca3c7,data\processed\secuencias_stgcn\04dc7103-22b4-4025-8a8b-7e48b78ca3c7.npy,mute,claro,1,imputed,hagrid,train
65c78c9d-7bfa-45e8-b168-93fc1e50e5cb,data\processed\secuencias_stgcn\65c78c9d-7bfa-45e8-b168-93fc1e50e5cb.npy,two_up_inverted,claro,4,imputed,hagrid,train
71d7f2cf-a43c-453b-9ca8-e18ace2bed42,data\processed\secuencias_stgcn\71d7f2cf-a43c-453b-9ca8-e18ace2bed42.npy,two_up,medio,7,imputed,hagrid,train
4cb9b48e-9b9a-480b-a95f-e00282a023c6,data\processed\secuencias_stgcn\4cb9b48e-9b9a-480b-a95f-e00282a023c6.npy,call,claro,1,imputed,hagrid,train
034bb647-4e1a-460c-85db-b62482c101a1,data\processed\secuencias_stgcn\034bb647-4e1a-460c-85db-b62482c101a1.npy,mute,claro,1,imputed,hagrid,train
135c60d5-0a1c-44c5-8fa0-ee7ca6862d6c,data\processed\secuencias_stgcn\135c60d5-0a1c-44c5-8fa0-ee7ca6862d6c.npy,call,claro,3,imputed,hagrid,train
1ecd6dc7-7476-4d0a-82a2-b7e546c2405c,data\processed\secuencias_stgcn\1ecd6dc7-7476-4d0a-82a2-b7e546c2405c.npy,three,oscuro,8,imputed,hagrid,train
0e2da5c9-4bd8-476c-98b0-f32002b29c00,data\processed\secuencias_stgcn\0e2da5c9-4bd8-476c-98b0-f32002b29c00.npy,two_up,medio,6,imputed,hagrid,train
024b2565-e632-42f6-916b-f8435586435d,data\processed\secuencias_stgcn\024b2565-e632-42f6-916b-f8435586435d.npy,fist,medio,5,imputed,hagrid,train
1f6d201c-f09b-416c-8925-ac5dfaac8599,data\processed\secuencias_stgcn\1f6d201c-f09b-416c-8925-ac5dfaac8599.npy,three2,claro,2,imputed,hagrid,train
04c22dcf-7659-4232-ab4c-7a2233ef380f,data\processed\secuencias_stgcn\04c22dcf-7659-4232-ab4c-7a2233ef380f.npy,fist,oscuro,10,imputed,hagrid,train
04f1e510-cc0c-4623-b471-bc75c253a878,data\processed\secuencias_stgcn\04f1e510-cc0c-4623-b471-bc75c253a878.npy,rock,oscuro,10,imputed,hagrid,train
02af3cf6-a829-43ec-b784-8db4bdd1cde8,data\processed\secuencias_stgcn\02af3cf6-a829-43ec-b784-8db4bdd1cde8.npy,fist,claro,2,imputed,hagrid,train
0381b0db-827e-41bd-90a7-3f39144778de,data\processed\secuencias_stgcn\0381b0db-827e-41bd-90a7-3f39144778de.npy,ok,medio,6,imputed,hagrid,train
02aecf1e-2724-40f6-8a59-5dfd307e0d34,data\processed\secuencias_stgcn\02aecf1e-2724-40f6-8a59-5dfd307e0d34.npy,fist,oscuro,8,imputed,hagrid,train
0534147c-4548-4ab4-9a8c-f297b43e8ffb,data\processed\secuencias_stgcn\0534147c-4548-4ab4-9a8c-f297b43e8ffb.npy,one,oscuro,9,imputed,hagrid,train
2e0192c7-54e1-4f2c-aa80-7598e7b5a0e5,data\processed\secuencias_stgcn\2e0192c7-54e1-4f2c-aa80-7598e7b5a0e5.npy,call,claro,3,imputed,hagrid,train
03f250af-2699-442c-8f65-830c875acac1,data\processed\secuencias_stgcn\03f250af-2699-442c-8f65-830c875acac1.npy,dislike,medio,6,imputed,hagrid,train
4f35677c-946e-43d6-a8ed-0eceffd31af9,data\processed\secuencias_stgcn\4f35677c-946e-43d6-a8ed-0eceffd31af9.npy,peace_inverted,oscuro,9,imputed,hagrid,train
0e3e1001-cb65-42c9-9828-8b2d61012e54,data\processed\secuencias_stgcn\0e3e1001-cb65-42c9-9828-8b2d61012e54.npy,peace_inverted,claro,3,imputed,hagrid,train
017e6c4c-2945-485f-9c1b-1d39f00c524e,data\processed\secuencias_stgcn\017e6c4c-2945-485f-9c1b-1d39f00c524e.npy,stop,oscuro,8,imputed,hagrid,train
085abd8c-bb77-49f0-a2f0-30164ae67441,data\processed\secuencias_stgcn\085abd8c-bb77-49f0-a2f0-30164ae67441.npy,like,medio,7,imputed,hagrid,train
d63b0a2b-63c5-4781-932c-697135535d22,data\processed\secuencias_stgcn\d63b0a2b-63c5-4781-932c-697135535d22.npy,two_up_inverted,claro,1,imputed,hagrid,train
054d8515-ddf3-4fc9-b7ab-cf6d18ab1da3,data\processed\secuencias_stgcn\054d8515-ddf3-4fc9-b7ab-cf6d18ab1da3.npy,palm,medio,5,imputed,hagrid,train
5d8c3d81-1b3a-4c6d-b0fe-d6d92dfbe7a9,data\processed\secuencias_stgcn\5d8c3d81-1b3a-4c6d-b0fe-d6d92dfbe7a9.npy,peace_inverted,oscuro,8,imputed,hagrid,train
0515eb14-fdc5-48b7-9869-3de47f8eb768,data\processed\secuencias_stgcn\0515eb14-fdc5-48b7-9869-3de47f8eb768.npy,four,oscuro,10,imputed,hagrid,train
002c0132-25cc-4ff6-b832-03fa82818e8a,data\processed\secuencias_stgcn\002c0132-25cc-4ff6-b832-03fa82818e8a.npy,four,oscuro,10,imputed,hagrid,train
04f86251-9ed7-4161-8fce-dc8d5d68d897,data\processed\secuencias_stgcn\04f86251-9ed7-4161-8fce-dc8d5d68d897.npy,like,claro,3,imputed,hagrid,train
04d5bccc-69ff-45ff-87ac-7b1381d29f2a,data\processed\secuencias_stgcn\04d5bccc-69ff-45ff-87ac-7b1381d29f2a.npy,rock,oscuro,10,imputed,hagrid,train
ebcac01c-507a-4f32-b861-b8de5f355c44,data\processed\secuencias_stgcn\ebcac01c-507a-4f32-b861-b8de5f355c44.npy,two_up_inverted,medio,5,imputed,hagrid,train
ce955d71-833c-478b-9b59-a927d8f0cbcc,data\processed\secuencias_stgcn\ce955d71-833c-478b-9b59-a927d8f0cbcc.npy,two_up,medio,5,imputed,hagrid,train
0608d591-36c0-48cc-9855-dba52fa5e94c,data\processed\secuencias_stgcn\0608d591-36c0-48cc-9855-dba52fa5e94c.npy,four,oscuro,10,imputed,hagrid,train
036cff95-b570-4d6d-9c18-475e01831527,data\processed\secuencias_stgcn\036cff95-b570-4d6d-9c18-475e01831527.npy,fist,medio,6,imputed,hagrid,train
0ffb80a1-a4e9-4366-94af-54d7cb4a0b5b,data\processed\secuencias_stgcn\0ffb80a1-a4e9-4366-94af-54d7cb4a0b5b.npy,three2,medio,6,imputed,hagrid,train
0725f2af-7623-4e2c-9178-ca4e511072dc,data\processed\secuencias_stgcn\0725f2af-7623-4e2c-9178-ca4e511072dc.npy,four,claro,1,imputed,hagrid,train
054623d0-7998-487c-9bd2-4ed9a431f3c9,data\processed\secuencias_stgcn\054623d0-7998-487c-9bd2-4ed9a431f3c9.npy,fist,claro,1,imputed,hagrid,train
05f74d6b-0053-48c0-9b99-363f344358e3,data\processed\secuencias_stgcn\05f74d6b-0053-48c0-9b99-363f344358e3.npy,four,claro,3,imputed,hagrid,train
0345e52b-6241-4a88-96ff-b642f1854158,data\processed\secuencias_stgcn\0345e52b-6241-4a88-96ff-b642f1854158.npy,four,claro,1,imputed,hagrid,train
088b9bc4-a726-43dd-948f-cd660132bf3a,data\processed\secuencias_stgcn\088b9bc4-a726-43dd-948f-cd660132bf3a.npy,three2,medio,6,imputed,hagrid,train
02dcafaa-4eec-4052-b014-a1d766fc47a5,data\processed\secuencias_stgcn\02dcafaa-4eec-4052-b014-a1d766fc47a5.npy,dislike,oscuro,9,imputed,hagrid,train
4e09efa1-6d85-41e5-8909-4d812aa7b40c,data\processed\secuencias_stgcn\4e09efa1-6d85-41e5-8909-4d812aa7b40c.npy,peace_inverted,claro,1,imputed,hagrid,train
02f7cfef-f807-4622-ab62-25ccdc34e35d,data\processed\secuencias_stgcn\02f7cfef-f807-4622-ab62-25ccdc34e35d.npy,stop,oscuro,8,imputed,hagrid,train
0024e456-a8d2-4bd0-872b-77145141039b,data\processed\secuencias_stgcn\0024e456-a8d2-4bd0-872b-77145141039b.npy,stop,oscuro,9,imputed,hagrid,train
0459508e-6be3-4494-939c-cf74fa0c9c29,data\processed\secuencias_stgcn\0459508e-6be3-4494-939c-cf74fa0c9c29.npy,peace,claro,1,imputed,hagrid,train
b2a0df3f-333a-4c4f-97cf-a61c017cf950,data\processed\secuencias_stgcn\b2a0df3f-333a-4c4f-97cf-a61c017cf950.npy,three2,oscuro,8,imputed,hagrid,train
02e3c06e-fadd-445d-8f02-f8e749e8699d,data\processed\secuencias_stgcn\02e3c06e-fadd-445d-8f02-f8e749e8699d.npy,ok,medio,6,imputed,hagrid,train
12881e73-077b-4ab6-8c6f-a013edacd28e,data\processed\secuencias_stgcn\12881e73-077b-4ab6-8c6f-a013edacd28e.npy,three,medio,6,imputed,hagrid,train
3f1e7090-d14d-46dc-8d34-afdb623c2b49,data\processed\secuencias_stgcn\3f1e7090-d14d-46dc-8d34-afdb623c2b49.npy,stop_inverted,oscuro,9,imputed,hagrid,train
1eb5b012-ef66-48a3-81bc-f44a8e142f39,data\processed\secuencias_stgcn\1eb5b012-ef66-48a3-81bc-f44a8e142f39.npy,call,oscuro,10,imputed,hagrid,train
06752c14-c847-4968-899f-4b219029776a,data\processed\secuencias_stgcn\06752c14-c847-4968-899f-4b219029776a.npy,ok,claro,4,imputed,hagrid,train
0157a949-ba7b-4783-9c1d-7b71c1507e1f,data\processed\secuencias_stgcn\0157a949-ba7b-4783-9c1d-7b71c1507e1f.npy,four,oscuro,9,imputed,hagrid,train
01344aef-0d9a-4c31-a780-304d7254cbb1,data\processed\secuencias_stgcn\01344aef-0d9a-4c31-a780-304d7254cbb1.npy,four,claro,2,imputed,hagrid,train
02afd59f-887a-4345-84db-d446cedc29b1,data\processed\secuencias_stgcn\02afd59f-887a-4345-84db-d446cedc29b1.npy,stop_inverted,claro,1,imputed,hagrid,train
01106c85-7b73-4e1e-8f9c-2cdf79a36a3b,data\processed\secuencias_stgcn\01106c85-7b73-4e1e-8f9c-2cdf79a36a3b.npy,one,oscuro,9,imputed,hagrid,train
05f150c9-e1a1-41e0-9e7c-592c3ecb178c,data\processed\secuencias_stgcn\05f150c9-e1a1-41e0-9e7c-592c3ecb178c.npy,four,oscuro,10,imputed,hagrid,train
1400d0e2-a01e-4401-be52-e543ff1d2e87,data\processed\secuencias_stgcn\1400d0e2-a01e-4401-be52-e543ff1d2e87.npy,call,claro,1,imputed,hagrid,train
299e2470-b663-4611-a953-a0fb3115e5c0,data\processed\secuencias_stgcn\299e2470-b663-4611-a953-a0fb3115e5c0.npy,two_up_inverted,claro,1,imputed,hagrid,train
067afd51-b8c4-4163-b661-376f2e4a4031,data\processed\secuencias_stgcn\067afd51-b8c4-4163-b661-376f2e4a4031.npy,palm,claro,3,imputed,hagrid,train
02dd0ee2-cfd9-4eb2-8374-14d3bd0165ef,data\processed\secuencias_stgcn\02dd0ee2-cfd9-4eb2-8374-14d3bd0165ef.npy,rock,oscuro,10,imputed,hagrid,train
08d5402c-0727-4795-961e-20e2c8cc1148,data\processed\secuencias_stgcn\08d5402c-0727-4795-961e-20e2c8cc1148.npy,two_up_inverted,claro,1,imputed,hagrid,train
01883f07-2dc8-4e88-b2da-01e7149b6029,data\processed\secuencias_stgcn\01883f07-2dc8-4e88-b2da-01e7149b6029.npy,dislike,medio,5,imputed,hagrid,train
07113fb9-c714-49f2-855c-d68d08737bb5,data\processed\secuencias_stgcn\07113fb9-c714-49f2-855c-d68d08737bb5.npy,fist,claro,1,imputed,hagrid,train
07aed51f-742b-4654-960e-449e326fd784,data\processed\secuencias_stgcn\07aed51f-742b-4654-960e-449e326fd784.npy,palm,oscuro,8,imputed,hagrid,train
f24d8119-2a3e-4f47-b79e-009685b10c5d,data\processed\secuencias_stgcn\f24d8119-2a3e-4f47-b79e-009685b10c5d.npy,stop_inverted,claro,1,imputed,hagrid,train
0dc10b9d-ec26-4acb-a360-7eb9b52654ba,data\processed\secuencias_stgcn\0dc10b9d-ec26-4acb-a360-7eb9b52654ba.npy,three2,medio,6,imputed,hagrid,train
046a2bea-e479-4ec2-9fa9-05d5a1e96755,data\processed\secuencias_stgcn\046a2bea-e479-4ec2-9fa9-05d5a1e96755.npy,peace,oscuro,9,imputed,hagrid,train
028ea94d-849f-4af5-adc4-99d273b906d0,data\processed\secuencias_stgcn\028ea94d-849f-4af5-adc4-99d273b906d0.npy,ok,claro,1,imputed,hagrid,train
0603bb82-8b07-410c-9628-0d463fdb8850,data\processed\secuencias_stgcn\0603bb82-8b07-410c-9628-0d463fdb8850.npy,mute,oscuro,9,imputed,hagrid,train
d643cb5c-ccb8-442b-9d97-7abfe43fa117,data\processed\secuencias_stgcn\d643cb5c-ccb8-442b-9d97-7abfe43fa117.npy,two_up,medio,6,imputed,hagrid,train
02f9cbb9-15bb-413e-a47d-ffc39189ebc5,data\processed\secuencias_stgcn\02f9cbb9-15bb-413e-a47d-ffc39189ebc5.npy,like,oscuro,10,imputed,hagrid,train
0c37a064-ce13-4a86-8ea2-21ca415443bb,data\processed\secuencias_stgcn\0c37a064-ce13-4a86-8ea2-21ca415443bb.npy,three2,medio,6,imputed,hagrid,train
01711e1d-6941-45e9-94f0-9673d9432c87,data\processed\secuencias_stgcn\01711e1d-6941-45e9-94f0-9673d9432c87.npy,ok,oscuro,10,imputed,hagrid,train
04d0c305-4775-4905-9bab-92ffb17bfcc6,data\processed\secuencias_stgcn\04d0c305-4775-4905-9bab-92ffb17bfcc6.npy,peace,oscuro,8,imputed,hagrid,train
2eba7875-afe6-4f64-a624-e310bdee7619,data\processed\secuencias_stgcn\2eba7875-afe6-4f64-a624-e310bdee7619.npy,stop_inverted,medio,7,imputed,hagrid,train
031a643e-ee00-4ecf-bada-daca0aa5c0c7,data\processed\secuencias_stgcn\031a643e-ee00-4ecf-bada-daca0aa5c0c7.npy,like,claro,4,imputed,hagrid,train
03e6bddc-ef68-43be-a41c-57432c47da81,data\processed\secuencias_stgcn\03e6bddc-ef68-43be-a41c-57432c47da81.npy,one,oscuro,9,imputed,hagrid,train
013a91b7-367b-4e42-af01-316a70e1cc2b,data\processed\secuencias_stgcn\013a91b7-367b-4e42-af01-316a70e1cc2b.npy,fist,oscuro,10,imputed,hagrid,train
c82186bc-e0d5-4a31-91b5-bf466cf693c5,data\processed\secuencias_stgcn\c82186bc-e0d5-4a31-91b5-bf466cf693c5.npy,two_up_inverted,oscuro,10,imputed,hagrid,train
014f9c09-e211-4d2f-99eb-ff7162562e9f,data\processed\secuencias_stgcn\014f9c09-e211-4d2f-99eb-ff7162562e9f.npy,palm,medio,6,imputed,hagrid,train
0412e2ba-1587-4674-ae01-ea07e40e65c4,data\processed\secuencias_stgcn\0412e2ba-1587-4674-ae01-ea07e40e65c4.npy,mute,claro,1,imputed,hagrid,train
02fae964-0025-4c1d-a75c-aad3c044d979,data\processed\secuencias_stgcn\02fae964-0025-4c1d-a75c-aad3c044d979.npy,ok,claro,1,imputed,hagrid,train
04d05385-1c03-43ef-9fd3-54d005246619,data\processed\secuencias_stgcn\04d05385-1c03-43ef-9fd3-54d005246619.npy,four,claro,4,imputed,hagrid,train
005286fb-1c9e-45f9-b33a-5fed75d95f4b,data\processed\secuencias_stgcn\005286fb-1c9e-45f9-b33a-5fed75d95f4b.npy,two_up_inverted,oscuro,9,imputed,hagrid,train
9c8715ab-ee07-4c2e-8a54-eb893a156662,data\processed\secuencias_stgcn\9c8715ab-ee07-4c2e-8a54-eb893a156662.npy,two_up,oscuro,10,imputed,hagrid,train
012d280f-4106-4ae6-ae5b-3b5bc6bd22ad,data\processed\secuencias_stgcn\012d280f-4106-4ae6-ae5b-3b5bc6bd22ad.npy,stop,claro,2,imputed,hagrid,train
0032e8d0-b9ca-449d-a27e-91fa335a8b75,data\processed\secuencias_stgcn\0032e8d0-b9ca-449d-a27e-91fa335a8b75.npy,stop_inverted,medio,5,imputed,hagrid,train
37d7ccf0-fc3d-40b0-b9c2-48995c8f89bd,data\processed\secuencias_stgcn\37d7ccf0-fc3d-40b0-b9c2-48995c8f89bd.npy,three,oscuro,9,imputed,hagrid,train
0310aa7a-c449-48e7-a1ee-60863887d212,data\processed\secuencias_stgcn\0310aa7a-c449-48e7-a1ee-60863887d212.npy,stop,claro,2,imputed,hagrid,train
02be3f4a-af89-4bc9-ac69-fc65c45ae34d,data\processed\secuencias_stgcn\02be3f4a-af89-4bc9-ac69-fc65c45ae34d.npy,one,oscuro,9,imputed,hagrid,train
011e271d-2d04-47eb-a46c-2bf049445ef7,data\processed\secuencias_stgcn\011e271d-2d04-47eb-a46c-2bf049445ef7.npy,peace,medio,6,imputed,hagrid,train
008e539c-9f59-454f-8547-e710cc3a2d05,data\processed\secuencias_stgcn\008e539c-9f59-454f-8547-e710cc3a2d05.npy,mute,medio,5,imputed,hagrid,train
02d1a2a9-5129-4468-8196-60061849130f,data\processed\secuencias_stgcn\02d1a2a9-5129-4468-8196-60061849130f.npy,stop,claro,4,imputed,hagrid,train
ea89fa6c-172a-43dc-bddd-d02638eb1845,data\processed\secuencias_stgcn\ea89fa6c-172a-43dc-bddd-d02638eb1845.npy,three2,claro,4,imputed,hagrid,train
13be1111-08ba-41bb-90fa-7cc6456c3ac7,data\processed\secuencias_stgcn\13be1111-08ba-41bb-90fa-7cc6456c3ac7.npy,stop_inverted,medio,7,imputed,hagrid,train
751d6822-2ad9-48c9-ae92-c126012cb2ae,data\processed\secuencias_stgcn\751d6822-2ad9-48c9-ae92-c126012cb2ae.npy,three2,claro,2,imputed,hagrid,train
065fbc48-ff88-4d69-9716-c85b8eb4f34f,data\processed\secuencias_stgcn\065fbc48-ff88-4d69-9716-c85b8eb4f34f.npy,fist,claro,2,imputed,hagrid,train
00ac6dfd-4e4c-40ac-9a16-1f411b4bb7f6,data\processed\secuencias_stgcn\00ac6dfd-4e4c-40ac-9a16-1f411b4bb7f6.npy,peace,claro,1,imputed,hagrid,train
00db5a90-2f25-4875-a36b-cb871050034c,data\processed\secuencias_stgcn\00db5a90-2f25-4875-a36b-cb871050034c.npy,rock,claro,4,imputed,hagrid,train
068ba7f6-c635-4391-9e7d-06128ccccca1,data\processed\secuencias_stgcn\068ba7f6-c635-4391-9e7d-06128ccccca1.npy,peace,oscuro,10,imputed,hagrid,train
0557de6d-1ec9-446b-82e9-944536ba4fc2,data\processed\secuencias_stgcn\0557de6d-1ec9-446b-82e9-944536ba4fc2.npy,mute,claro,1,imputed,hagrid,train
661a3918-4ff7-49da-8419-b9051c2cb46f,data\processed\secuencias_stgcn\661a3918-4ff7-49da-8419-b9051c2cb46f.npy,two_up_inverted,medio,7,imputed,hagrid,train
06151a5f-c40b-4134-a081-420324c89942,data\processed\secuencias_stgcn\06151a5f-c40b-4134-a081-420324c89942.npy,like,claro,4,imputed,hagrid,train
c5389f63-b635-4aba-afab-2fd9125cef6a,data\processed\secuencias_stgcn\c5389f63-b635-4aba-afab-2fd9125cef6a.npy,stop_inverted,claro,2,imputed,hagrid,train
05439db6-95f8-47fa-ab9f-860f154567ed,data\processed\secuencias_stgcn\05439db6-95f8-47fa-ab9f-860f154567ed.npy,mute,medio,7,imputed,hagrid,train
002e5485-87dd-4b79-a9ef-c6a1d723e67b,data\processed\secuencias_stgcn\002e5485-87dd-4b79-a9ef-c6a1d723e67b.npy,dislike,medio,5,imputed,hagrid,train
01b1b4b5-6473-42fb-a68d-193da2923185,data\processed\secuencias_stgcn\01b1b4b5-6473-42fb-a68d-193da2923185.npy,stop,claro,3,imputed,hagrid,train
03ecc37c-d5f0-485e-a929-98f38588a0fa,data\processed\secuencias_stgcn\03ecc37c-d5f0-485e-a929-98f38588a0fa.npy,one,claro,1,imputed,hagrid,train
022d1cd8-a618-47f4-9b9d-d3abd6746e86,data\processed\secuencias_stgcn\022d1cd8-a618-47f4-9b9d-d3abd6746e86.npy,mute,medio,6,imputed,hagrid,train
3ed7699a-99e8-4e8e-b8d2-dca182546208,data\processed\secuencias_stgcn\3ed7699a-99e8-4e8e-b8d2-dca182546208.npy,three,medio,6,imputed,hagrid,train
6a6cdf8a-3047-4d32-a96f-d70c6b1a5ac5,data\processed\secuencias_stgcn\6a6cdf8a-3047-4d32-a96f-d70c6b1a5ac5.npy,two_up,oscuro,9,imputed,hagrid,train
026c6346-9d79-4328-802c-3026f1a7df49,data\processed\secuencias_stgcn\026c6346-9d79-4328-802c-3026f1a7df49.npy,rock,medio,6,imputed,hagrid,train
027b34aa-20a1-4267-8765-08a47a46eee7,data\processed\secuencias_stgcn\027b34aa-20a1-4267-8765-08a47a46eee7.npy,one,claro,2,imputed,hagrid,train
04a5fb87-8a7b-47b7-8d2e-7efd17972a60,data\processed\secuencias_stgcn\04a5fb87-8a7b-47b7-8d2e-7efd17972a60.npy,one,medio,5,imputed,hagrid,train
0449bb10-6f60-419a-8e18-5680d5cf6dab,data\processed\secuencias_stgcn\0449bb10-6f60-419a-8e18-5680d5cf6dab.npy,one,medio,6,imputed,hagrid,train
008a8fd6-7848-4f31-89a4-9291fa866298,data\processed\secuencias_stgcn\008a8fd6-7848-4f31-89a4-9291fa866298.npy,mute,claro,1,imputed,hagrid,train
063f7413-7478-4c19-a005-a27a72c98061,data\processed\secuencias_stgcn\063f7413-7478-4c19-a005-a27a72c98061.npy,four,oscuro,9,imputed,hagrid,train
41234315-a75f-4b80-b363-a2f1773c769a,data\processed\secuencias_stgcn\41234315-a75f-4b80-b363-a2f1773c769a.npy,peace_inverted,oscuro,8,imputed,hagrid,train
02231ddc-6262-459e-a89e-3ead3ef59bb1,data\processed\secuencias_stgcn\02231ddc-6262-459e-a89e-3ead3ef59bb1.npy,palm,oscuro,8,imputed,hagrid,train
06358daf-c33c-44db-a867-6224e08f2907,data\processed\secuencias_stgcn\06358daf-c33c-44db-a867-6224e08f2907.npy,four,medio,5,imputed,hagrid,train
04a09fbe-ac7d-4453-9ee0-e29fcaed15bc,data\processed\secuencias_stgcn\04a09fbe-ac7d-4453-9ee0-e29fcaed15bc.npy,mute,oscuro,9,imputed,hagrid,train
ec445721-c4c9-47ca-ac15-1985887c2da8,data\processed\secuencias_stgcn\ec445721-c4c9-47ca-ac15-1985887c2da8.npy,two_up_inverted,oscuro,9,imputed,hagrid,train
098243de-24a6-47a3-b4cc-333d0389b8ad,data\processed\secuencias_stgcn\098243de-24a6-47a3-b4cc-333d0389b8ad.npy,stop_inverted,medio,7,imputed,hagrid,train
063bb81b-8890-4687-84e8-b4968b7e69cb,data\processed\secuencias_stgcn\063bb81b-8890-4687-84e8-b4968b7e69cb.npy,fist,medio,6,imputed,hagrid,train
