sample_id,suggested_label,confidence,path_landmarks,cluster,final_suggestion
sample_09635_MST_10,unknown,0.3,data/processed/landmarks/sample_09635_MST_10.npy,2,ambiguous
sample_08282_MST_9,palm,0.9,data/processed/landmarks/sample_08282_MST_9.npy,3,ambiguous
sample_03495_MST_4,palm,0.9,data/processed/landmarks/sample_03495_MST_4.npy,0,ambiguous
sample_03683_MST_4,four,0.8,data/processed/landmarks/sample_03683_MST_4.npy,0,ambiguous
sample_00682_MST_1,palm,0.9,data/processed/landmarks/sample_00682_MST_1.npy,0,ambiguous
sample_01521_MST_2,palm,0.9,data/processed/landmarks/sample_01521_MST_2.npy,11,ambiguous
sample_00104_MST_1,palm,0.9,data/processed/landmarks/sample_00104_MST_1.npy,3,ambiguous
sample_01891_MST_2,four,0.8,data/processed/landmarks/sample_01891_MST_2.npy,4,ambiguous
sample_02049_MST_3,unknown,0.3,data/processed/landmarks/sample_02049_MST_3.npy,3,ambiguous
sample_01030_MST_2,unknown,0.3,data/processed/landmarks/sample_01030_MST_2.npy,8,ambiguous
sample_00164_MST_1,palm,0.9,data/processed/landmarks/sample_00164_MST_1.npy,3,ambiguous
sample_00610_MST_1,palm,0.9,data/processed/landmarks/sample_00610_MST_1.npy,9,ambiguous
sample_02194_MST_3,palm,0.9,data/processed/landmarks/sample_02194_MST_3.npy,2,ambiguous
sample_02292_MST_3,palm,0.9,data/processed/landmarks/sample_02292_MST_3.npy,3,ambiguous
sample_08046_MST_9,unknown,0.3,data/processed/landmarks/sample_08046_MST_9.npy,2,ambiguous
sample_03966_MST_4,palm,0.9,data/processed/landmarks/sample_03966_MST_4.npy,11,ambiguous
sample_07495_MST_8,unknown,0.3,data/processed/landmarks/sample_07495_MST_8.npy,10,ambiguous
sample_00923_MST_1,palm,0.9,data/processed/landmarks/sample_00923_MST_1.npy,3,ambiguous
sample_07542_MST_8,palm,0.9,data/processed/landmarks/sample_07542_MST_8.npy,8,ambiguous
sample_02168_MST_3,palm,0.9,data/processed/landmarks/sample_02168_MST_3.npy,2,ambiguous
sample_02578_MST_3,palm,0.9,data/processed/landmarks/sample_02578_MST_3.npy,9,ambiguous
sample_08371_MST_9,palm,0.9,data/processed/landmarks/sample_08371_MST_9.npy,3,ambiguous
sample_08165_MST_9,unknown,0.3,data/processed/landmarks/sample_08165_MST_9.npy,11,ambiguous
sample_03904_MST_4,unknown,0.3,data/processed/landmarks/sample_03904_MST_4.npy,3,ambiguous
sample_02530_MST_3,palm,0.9,data/processed/landmarks/sample_02530_MST_3.npy,10,ambiguous
sample_00423_MST_1,palm,0.9,data/processed/landmarks/sample_00423_MST_1.npy,3,ambiguous
sample_09063_MST_10,unknown,0.3,data/processed/landmarks/sample_09063_MST_10.npy,0,ambiguous
sample_00300_MST_1,unknown,0.3,data/processed/landmarks/sample_00300_MST_1.npy,7,ambiguous
sample_03578_MST_4,palm,0.9,data/processed/landmarks/sample_03578_MST_4.npy,9,ambiguous
sample_02411_MST_3,unknown,0.3,data/processed/landmarks/sample_02411_MST_3.npy,2,ambiguous
sample_01922_MST_2,palm,0.9,data/processed/landmarks/sample_01922_MST_2.npy,11,ambiguous
sample_02275_MST_3,palm,0.9,data/processed/landmarks/sample_02275_MST_3.npy,4,ambiguous
sample_02585_MST_3,palm,0.9,data/processed/landmarks/sample_02585_MST_3.npy,3,ambiguous
sample_08049_MST_9,palm,0.9,data/processed/landmarks/sample_08049_MST_9.npy,2,ambiguous
sample_03285_MST_4,four,0.8,data/processed/landmarks/sample_03285_MST_4.npy,2,ambiguous
sample_06078_MST_7,unknown,0.3,data/processed/landmarks/sample_06078_MST_7.npy,0,ambiguous
sample_01384_MST_2,unknown,0.3,data/processed/landmarks/sample_01384_MST_2.npy,3,ambiguous
sample_09471_MST_10,unknown,0.3,data/processed/landmarks/sample_09471_MST_10.npy,3,ambiguous
sample_03547_MST_4,unknown,0.3,data/processed/landmarks/sample_03547_MST_4.npy,3,ambiguous
sample_00820_MST_1,four,0.8,data/processed/landmarks/sample_00820_MST_1.npy,0,ambiguous
sample_03500_MST_4,palm,0.9,data/processed/landmarks/sample_03500_MST_4.npy,0,ambiguous
sample_08985_MST_9,palm,0.9,data/processed/landmarks/sample_08985_MST_9.npy,2,ambiguous
sample_00497_MST_1,palm,0.9,data/processed/landmarks/sample_00497_MST_1.npy,3,ambiguous
sample_01640_MST_2,palm,0.9,data/processed/landmarks/sample_01640_MST_2.npy,2,ambiguous
sample_00097_MST_1,palm,0.9,data/processed/landmarks/sample_00097_MST_1.npy,3,ambiguous
sample_02012_MST_3,unknown,0.3,data/processed/landmarks/sample_02012_MST_3.npy,4,ambiguous
sample_02799_MST_3,unknown,0.3,data/processed/landmarks/sample_02799_MST_3.npy,5,ambiguous
sample_02110_MST_3,palm,0.9,data/processed/landmarks/sample_02110_MST_3.npy,4,ambiguous
sample_01861_MST_2,palm,0.9,data/processed/landmarks/sample_01861_MST_2.npy,8,ambiguous
sample_02984_MST_3,palm,0.9,data/processed/landmarks/sample_02984_MST_3.npy,9,ambiguous
sample_07518_MST_8,unknown,0.3,data/processed/landmarks/sample_07518_MST_8.npy,9,ambiguous
sample_08549_MST_9,unknown,0.3,data/processed/landmarks/sample_08549_MST_9.npy,2,ambiguous
sample_08616_MST_9,palm,0.9,data/processed/landmarks/sample_08616_MST_9.npy,2,ambiguous
sample_01322_MST_2,palm,0.9,data/processed/landmarks/sample_01322_MST_2.npy,11,ambiguous
sample_00603_MST_1,unknown,0.3,data/processed/landmarks/sample_00603_MST_1.npy,8,ambiguous
sample_02680_MST_3,unknown,0.3,data/processed/landmarks/sample_02680_MST_3.npy,3,ambiguous
sample_00330_MST_1,four,0.8,data/processed/landmarks/sample_00330_MST_1.npy,2,ambiguous
sample_03439_MST_4,palm,0.9,data/processed/landmarks/sample_03439_MST_4.npy,4,ambiguous
sample_05709_MST_6,unknown,0.3,data/processed/landmarks/sample_05709_MST_6.npy,2,ambiguous
sample_00746_MST_1,palm,0.9,data/processed/landmarks/sample_00746_MST_1.npy,11,ambiguous
sample_07940_MST_8,unknown,0.3,data/processed/landmarks/sample_07940_MST_8.npy,2,ambiguous
sample_01912_MST_2,palm,0.9,data/processed/landmarks/sample_01912_MST_2.npy,11,ambiguous
sample_03468_MST_4,unknown,0.3,data/processed/landmarks/sample_03468_MST_4.npy,2,ambiguous
sample_03581_MST_4,unknown,0.3,data/processed/landmarks/sample_03581_MST_4.npy,0,ambiguous
sample_01302_MST_2,unknown,0.3,data/processed/landmarks/sample_01302_MST_2.npy,7,ambiguous
sample_03872_MST_4,unknown,0.3,data/processed/landmarks/sample_03872_MST_4.npy,2,ambiguous
sample_07867_MST_8,four,0.8,data/processed/landmarks/sample_07867_MST_8.npy,9,ambiguous
sample_07538_MST_8,palm,0.9,data/processed/landmarks/sample_07538_MST_8.npy,1,ambiguous
sample_00543_MST_1,four,0.8,data/processed/landmarks/sample_00543_MST_1.npy,3,ambiguous
sample_00817_MST_1,four,0.8,data/processed/landmarks/sample_00817_MST_1.npy,3,ambiguous
sample_09067_MST_10,unknown,0.3,data/processed/landmarks/sample_09067_MST_10.npy,5,ambiguous
sample_08128_MST_9,unknown,0.3,data/processed/landmarks/sample_08128_MST_9.npy,0,ambiguous
sample_04825_MST_5,palm,0.9,data/processed/landmarks/sample_04825_MST_5.npy,3,ambiguous
sample_03250_MST_4,palm,0.9,data/processed/landmarks/sample_03250_MST_4.npy,8,ambiguous
sample_00008_MST_1,palm,0.9,data/processed/landmarks/sample_00008_MST_1.npy,4,ambiguous
sample_03109_MST_4,unknown,0.3,data/processed/landmarks/sample_03109_MST_4.npy,2,ambiguous
sample_01284_MST_2,palm,0.9,data/processed/landmarks/sample_01284_MST_2.npy,0,ambiguous
sample_02388_MST_3,palm,0.9,data/processed/landmarks/sample_02388_MST_3.npy,5,ambiguous
sample_08862_MST_9,palm,0.9,data/processed/landmarks/sample_08862_MST_9.npy,4,ambiguous
sample_01857_MST_2,palm,0.9,data/processed/landmarks/sample_01857_MST_2.npy,3,ambiguous
sample_02217_MST_3,unknown,0.3,data/processed/landmarks/sample_02217_MST_3.npy,2,ambiguous
sample_03883_MST_4,palm,0.9,data/processed/landmarks/sample_03883_MST_4.npy,3,ambiguous
sample_03125_MST_4,palm,0.9,data/processed/landmarks/sample_03125_MST_4.npy,3,ambiguous
sample_00235_MST_1,palm,0.9,data/processed/landmarks/sample_00235_MST_1.npy,9,ambiguous
sample_08343_MST_9,palm,0.9,data/processed/landmarks/sample_08343_MST_9.npy,3,ambiguous
sample_01588_MST_2,palm,0.9,data/processed/landmarks/sample_01588_MST_2.npy,2,ambiguous
sample_01887_MST_2,palm,0.9,data/processed/landmarks/sample_01887_MST_2.npy,1,ambiguous
sample_00772_MST_1,unknown,0.3,data/processed/landmarks/sample_00772_MST_1.npy,8,ambiguous
sample_02469_MST_3,unknown,0.3,data/processed/landmarks/sample_02469_MST_3.npy,3,ambiguous
sample_01163_MST_2,palm,0.9,data/processed/landmarks/sample_01163_MST_2.npy,0,ambiguous
sample_01623_MST_2,unknown,0.3,data/processed/landmarks/sample_01623_MST_2.npy,4,ambiguous
sample_09630_MST_10,palm,0.9,data/processed/landmarks/sample_09630_MST_10.npy,4,ambiguous
sample_03286_MST_4,palm,0.9,data/processed/landmarks/sample_03286_MST_4.npy,2,ambiguous
sample_07692_MST_8,palm,0.9,data/processed/landmarks/sample_07692_MST_8.npy,0,ambiguous
sample_02911_MST_3,palm,0.9,data/processed/landmarks/sample_02911_MST_3.npy,3,ambiguous
sample_01504_MST_2,palm,0.9,data/processed/landmarks/sample_01504_MST_2.npy,3,ambiguous
sample_03686_MST_4,palm,0.9,data/processed/landmarks/sample_03686_MST_4.npy,9,ambiguous
sample_08401_MST_9,unknown,0.3,data/processed/landmarks/sample_08401_MST_9.npy,0,ambiguous
sample_03689_MST_4,unknown,0.3,data/processed/landmarks/sample_03689_MST_4.npy,4,ambiguous
sample_01156_MST_2,unknown,0.3,data/processed/landmarks/sample_01156_MST_2.npy,3,ambiguous
sample_02505_MST_3,palm,0.9,data/processed/landmarks/sample_02505_MST_3.npy,2,ambiguous
sample_03685_MST_4,palm,0.9,data/processed/landmarks/sample_03685_MST_4.npy,2,ambiguous
sample_01860_MST_2,unknown,0.3,data/processed/landmarks/sample_01860_MST_2.npy,2,ambiguous
sample_03825_MST_4,four,0.8,data/processed/landmarks/sample_03825_MST_4.npy,0,ambiguous
sample_08899_MST_9,unknown,0.3,data/processed/landmarks/sample_08899_MST_9.npy,0,ambiguous
sample_08730_MST_9,palm,0.9,data/processed/landmarks/sample_08730_MST_9.npy,11,ambiguous
sample_08536_MST_9,palm,0.9,data/processed/landmarks/sample_08536_MST_9.npy,4,ambiguous
sample_08190_MST_9,palm,0.9,data/processed/landmarks/sample_08190_MST_9.npy,11,ambiguous
sample_02095_MST_3,palm,0.9,data/processed/landmarks/sample_02095_MST_3.npy,2,ambiguous
sample_01431_MST_2,unknown,0.3,data/processed/landmarks/sample_01431_MST_2.npy,11,ambiguous
sample_07566_MST_8,unknown,0.3,data/processed/landmarks/sample_07566_MST_8.npy,2,ambiguous
sample_00399_MST_1,palm,0.9,data/processed/landmarks/sample_00399_MST_1.npy,11,ambiguous
sample_03360_MST_4,palm,0.9,data/processed/landmarks/sample_03360_MST_4.npy,11,ambiguous
sample_03826_MST_4,unknown,0.3,data/processed/landmarks/sample_03826_MST_4.npy,4,ambiguous
sample_04088_MST_5,four,0.8,data/processed/landmarks/sample_04088_MST_5.npy,3,ambiguous
sample_02126_MST_3,unknown,0.3,data/processed/landmarks/sample_02126_MST_3.npy,0,ambiguous
sample_07817_MST_8,palm,0.9,data/processed/landmarks/sample_07817_MST_8.npy,9,ambiguous
sample_01218_MST_2,unknown,0.3,data/processed/landmarks/sample_01218_MST_2.npy,8,ambiguous
sample_07205_MST_8,palm,0.9,data/processed/landmarks/sample_07205_MST_8.npy,11,ambiguous
sample_02245_MST_3,unknown,0.3,data/processed/landmarks/sample_02245_MST_3.npy,3,ambiguous
sample_07511_MST_8,unknown,0.3,data/processed/landmarks/sample_07511_MST_8.npy,2,ambiguous
sample_01513_MST_2,unknown,0.3,data/processed/landmarks/sample_01513_MST_2.npy,0,ambiguous
sample_01458_MST_2,unknown,0.3,data/processed/landmarks/sample_01458_MST_2.npy,4,ambiguous
sample_07039_MST_8,peace,0.8,data/processed/landmarks/sample_07039_MST_8.npy,3,ambiguous
sample_08718_MST_9,unknown,0.3,data/processed/landmarks/sample_08718_MST_9.npy,3,ambiguous
sample_01735_MST_2,palm,0.9,data/processed/landmarks/sample_01735_MST_2.npy,3,ambiguous
sample_08518_MST_9,unknown,0.3,data/processed/landmarks/sample_08518_MST_9.npy,0,ambiguous
sample_02975_MST_3,unknown,0.3,data/processed/landmarks/sample_02975_MST_3.npy,2,ambiguous
sample_01927_MST_2,unknown,0.3,data/processed/landmarks/sample_01927_MST_2.npy,3,ambiguous
sample_03796_MST_4,palm,0.9,data/processed/landmarks/sample_03796_MST_4.npy,0,ambiguous
sample_08632_MST_9,palm,0.9,data/processed/landmarks/sample_08632_MST_9.npy,4,ambiguous
sample_02906_MST_3,palm,0.9,data/processed/landmarks/sample_02906_MST_3.npy,11,ambiguous
sample_03987_MST_4,palm,0.9,data/processed/landmarks/sample_03987_MST_4.npy,3,ambiguous
sample_02367_MST_3,unknown,0.3,data/processed/landmarks/sample_02367_MST_3.npy,9,ambiguous
sample_06840_MST_7,three,0.7,data/processed/landmarks/sample_06840_MST_7.npy,3,ambiguous
sample_01110_MST_2,palm,0.9,data/processed/landmarks/sample_01110_MST_2.npy,3,ambiguous
sample_02780_MST_3,unknown,0.3,data/processed/landmarks/sample_02780_MST_3.npy,1,ambiguous
sample_05591_MST_6,palm,0.9,data/processed/landmarks/sample_05591_MST_6.npy,3,ambiguous
sample_00121_MST_1,unknown,0.3,data/processed/landmarks/sample_00121_MST_1.npy,3,ambiguous
sample_08254_MST_9,palm,0.9,data/processed/landmarks/sample_08254_MST_9.npy,11,ambiguous
sample_03653_MST_4,palm,0.9,data/processed/landmarks/sample_03653_MST_4.npy,4,ambiguous
sample_07788_MST_8,four,0.8,data/processed/landmarks/sample_07788_MST_8.npy,3,ambiguous
sample_03982_MST_4,palm,0.9,data/processed/landmarks/sample_03982_MST_4.npy,3,ambiguous
sample_08502_MST_9,palm,0.9,data/processed/landmarks/sample_08502_MST_9.npy,2,ambiguous
sample_08568_MST_9,palm,0.9,data/processed/landmarks/sample_08568_MST_9.npy,1,ambiguous
sample_02693_MST_3,palm,0.9,data/processed/landmarks/sample_02693_MST_3.npy,8,ambiguous
sample_09121_MST_10,palm,0.9,data/processed/landmarks/sample_09121_MST_10.npy,0,ambiguous
sample_07779_MST_8,unknown,0.3,data/processed/landmarks/sample_07779_MST_8.npy,3,ambiguous
sample_03922_MST_4,unknown,0.3,data/processed/landmarks/sample_03922_MST_4.npy,2,ambiguous
sample_00003_MST_1,palm,0.9,data/processed/landmarks/sample_00003_MST_1.npy,3,ambiguous
sample_01409_MST_2,palm,0.9,data/processed/landmarks/sample_01409_MST_2.npy,0,ambiguous
sample_00932_MST_1,peace,0.8,data/processed/landmarks/sample_00932_MST_1.npy,2,ambiguous
sample_02069_MST_3,unknown,0.3,data/processed/landmarks/sample_02069_MST_3.npy,3,ambiguous
sample_02934_MST_3,palm,0.9,data/processed/landmarks/sample_02934_MST_3.npy,0,ambiguous
sample_05731_MST_6,unknown,0.3,data/processed/landmarks/sample_05731_MST_6.npy,2,ambiguous
sample_01999_MST_2,unknown,0.3,data/processed/landmarks/sample_01999_MST_2.npy,3,ambiguous
sample_02638_MST_3,palm,0.9,data/processed/landmarks/sample_02638_MST_3.npy,2,ambiguous
sample_02888_MST_3,palm,0.9,data/processed/landmarks/sample_02888_MST_3.npy,10,ambiguous
sample_07879_MST_8,palm,0.9,data/processed/landmarks/sample_07879_MST_8.npy,0,ambiguous
sample_07815_MST_8,palm,0.9,data/processed/landmarks/sample_07815_MST_8.npy,2,ambiguous
sample_08461_MST_9,palm,0.9,data/processed/landmarks/sample_08461_MST_9.npy,3,ambiguous
sample_09439_MST_10,unknown,0.3,data/processed/landmarks/sample_09439_MST_10.npy,10,ambiguous
sample_01544_MST_2,unknown,0.3,data/processed/landmarks/sample_01544_MST_2.npy,9,ambiguous
sample_04977_MST_5,unknown,0.3,data/processed/landmarks/sample_04977_MST_5.npy,2,ambiguous
sample_08225_MST_9,unknown,0.3,data/processed/landmarks/sample_08225_MST_9.npy,0,ambiguous
sample_00197_MST_1,unknown,0.3,data/processed/landmarks/sample_00197_MST_1.npy,0,ambiguous
sample_00022_MST_1,palm,0.9,data/processed/landmarks/sample_00022_MST_1.npy,3,ambiguous
sample_01344_MST_2,palm,0.9,data/processed/landmarks/sample_01344_MST_2.npy,8,ambiguous
sample_02557_MST_3,palm,0.9,data/processed/landmarks/sample_02557_MST_3.npy,10,ambiguous
sample_01286_MST_2,palm,0.9,data/processed/landmarks/sample_01286_MST_2.npy,8,ambiguous
sample_02746_MST_3,palm,0.9,data/processed/landmarks/sample_02746_MST_3.npy,11,ambiguous
sample_02587_MST_3,palm,0.9,data/processed/landmarks/sample_02587_MST_3.npy,2,ambiguous
sample_00526_MST_1,palm,0.9,data/processed/landmarks/sample_00526_MST_1.npy,10,ambiguous
sample_08403_MST_9,unknown,0.3,data/processed/landmarks/sample_08403_MST_9.npy,3,ambiguous
sample_00036_MST_1,unknown,0.3,data/processed/landmarks/sample_00036_MST_1.npy,10,ambiguous
sample_09427_MST_10,unknown,0.3,data/processed/landmarks/sample_09427_MST_10.npy,4,ambiguous
sample_02166_MST_3,unknown,0.3,data/processed/landmarks/sample_02166_MST_3.npy,0,ambiguous
sample_01871_MST_2,palm,0.9,data/processed/landmarks/sample_01871_MST_2.npy,2,ambiguous
sample_01187_MST_2,palm,0.9,data/processed/landmarks/sample_01187_MST_2.npy,11,ambiguous
sample_03289_MST_4,unknown,0.3,data/processed/landmarks/sample_03289_MST_4.npy,2,ambiguous
sample_04891_MST_5,palm,0.9,data/processed/landmarks/sample_04891_MST_5.npy,3,ambiguous
sample_02019_MST_3,palm,0.9,data/processed/landmarks/sample_02019_MST_3.npy,8,ambiguous
sample_08030_MST_9,unknown,0.3,data/processed/landmarks/sample_08030_MST_9.npy,0,ambiguous
sample_01914_MST_2,palm,0.9,data/processed/landmarks/sample_01914_MST_2.npy,11,ambiguous
sample_07922_MST_8,palm,0.9,data/processed/landmarks/sample_07922_MST_8.npy,10,ambiguous
sample_00147_MST_1,four,0.8,data/processed/landmarks/sample_00147_MST_1.npy,1,ambiguous
sample_01394_MST_2,palm,0.9,data/processed/landmarks/sample_01394_MST_2.npy,2,ambiguous
sample_02368_MST_3,unknown,0.3,data/processed/landmarks/sample_02368_MST_3.npy,2,ambiguous
sample_02797_MST_3,unknown,0.3,data/processed/landmarks/sample_02797_MST_3.npy,3,ambiguous
sample_01220_MST_2,unknown,0.3,data/processed/landmarks/sample_01220_MST_2.npy,2,ambiguous
sample_02145_MST_3,rock,0.7,data/processed/landmarks/sample_02145_MST_3.npy,3,ambiguous
sample_09090_MST_10,unknown,0.3,data/processed/landmarks/sample_09090_MST_10.npy,3,ambiguous
sample_02604_MST_3,palm,0.9,data/processed/landmarks/sample_02604_MST_3.npy,0,ambiguous
sample_03236_MST_4,unknown,0.3,data/processed/landmarks/sample_03236_MST_4.npy,0,ambiguous
sample_09753_MST_10,palm,0.9,data/processed/landmarks/sample_09753_MST_10.npy,0,ambiguous
sample_03957_MST_4,palm,0.9,data/processed/landmarks/sample_03957_MST_4.npy,11,ambiguous
sample_02624_MST_3,palm,0.9,data/processed/landmarks/sample_02624_MST_3.npy,0,ambiguous
sample_09888_MST_10,unknown,0.3,data/processed/landmarks/sample_09888_MST_10.npy,4,ambiguous
sample_03906_MST_4,unknown,0.3,data/processed/landmarks/sample_03906_MST_4.npy,0,ambiguous
sample_01728_MST_2,palm,0.9,data/processed/landmarks/sample_01728_MST_2.npy,3,ambiguous
sample_02752_MST_3,unknown,0.3,data/processed/landmarks/sample_02752_MST_3.npy,3,ambiguous
sample_01994_MST_2,palm,0.9,data/processed/landmarks/sample_01994_MST_2.npy,2,ambiguous
sample_03536_MST_4,unknown,0.3,data/processed/landmarks/sample_03536_MST_4.npy,2,ambiguous
sample_03615_MST_4,unknown,0.3,data/processed/landmarks/sample_03615_MST_4.npy,10,ambiguous
sample_03216_MST_4,unknown,0.3,data/processed/landmarks/sample_03216_MST_4.npy,3,ambiguous
sample_01683_MST_2,palm,0.9,data/processed/landmarks/sample_01683_MST_2.npy,10,ambiguous
sample_07778_MST_8,unknown,0.3,data/processed/landmarks/sample_07778_MST_8.npy,0,ambiguous
sample_00039_MST_1,four,0.8,data/processed/landmarks/sample_00039_MST_1.npy,8,ambiguous
sample_02374_MST_3,unknown,0.3,data/processed/landmarks/sample_02374_MST_3.npy,4,ambiguous
sample_01855_MST_2,palm,0.9,data/processed/landmarks/sample_01855_MST_2.npy,1,ambiguous
sample_00581_MST_1,palm,0.9,data/processed/landmarks/sample_00581_MST_1.npy,11,ambiguous
sample_02029_MST_3,palm,0.9,data/processed/landmarks/sample_02029_MST_3.npy,2,ambiguous
sample_03077_MST_4,unknown,0.3,data/processed/landmarks/sample_03077_MST_4.npy,1,ambiguous
sample_03446_MST_4,unknown,0.3,data/processed/landmarks/sample_03446_MST_4.npy,3,ambiguous
sample_08158_MST_9,unknown,0.3,data/processed/landmarks/sample_08158_MST_9.npy,4,ambiguous
sample_02254_MST_3,palm,0.9,data/processed/landmarks/sample_02254_MST_3.npy,1,ambiguous
sample_02122_MST_3,unknown,0.3,data/processed/landmarks/sample_02122_MST_3.npy,3,ambiguous
sample_08748_MST_9,palm,0.9,data/processed/landmarks/sample_08748_MST_9.npy,11,ambiguous
sample_04012_MST_5,unknown,0.3,data/processed/landmarks/sample_04012_MST_5.npy,3,ambiguous
sample_01980_MST_2,palm,0.9,data/processed/landmarks/sample_01980_MST_2.npy,3,ambiguous
sample_01751_MST_2,palm,0.9,data/processed/landmarks/sample_01751_MST_2.npy,8,ambiguous
sample_03651_MST_4,palm,0.9,data/processed/landmarks/sample_03651_MST_4.npy,10,ambiguous
sample_01554_MST_2,unknown,0.3,data/processed/landmarks/sample_01554_MST_2.npy,2,ambiguous
sample_01850_MST_2,unknown,0.3,data/processed/landmarks/sample_01850_MST_2.npy,9,ambiguous
sample_06254_MST_7,four,0.8,data/processed/landmarks/sample_06254_MST_7.npy,1,ambiguous
sample_01016_MST_2,unknown,0.3,data/processed/landmarks/sample_01016_MST_2.npy,0,ambiguous
sample_08124_MST_9,unknown,0.3,data/processed/landmarks/sample_08124_MST_9.npy,0,ambiguous
sample_03101_MST_4,unknown,0.3,data/processed/landmarks/sample_03101_MST_4.npy,3,ambiguous
sample_03647_MST_4,palm,0.9,data/processed/landmarks/sample_03647_MST_4.npy,4,ambiguous
sample_07350_MST_8,palm,0.9,data/processed/landmarks/sample_07350_MST_8.npy,3,ambiguous
sample_08889_MST_9,palm,0.9,data/processed/landmarks/sample_08889_MST_9.npy,10,ambiguous
sample_02488_MST_3,unknown,0.3,data/processed/landmarks/sample_02488_MST_3.npy,3,ambiguous
sample_07454_MST_8,four,0.8,data/processed/landmarks/sample_07454_MST_8.npy,0,ambiguous
sample_01596_MST_2,unknown,0.3,data/processed/landmarks/sample_01596_MST_2.npy,0,ambiguous
sample_01863_MST_2,palm,0.9,data/processed/landmarks/sample_01863_MST_2.npy,0,ambiguous
sample_08866_MST_9,palm,0.9,data/processed/landmarks/sample_08866_MST_9.npy,9,ambiguous
sample_02459_MST_3,unknown,0.3,data/processed/landmarks/sample_02459_MST_3.npy,3,ambiguous
sample_00168_MST_1,four,0.8,data/processed/landmarks/sample_00168_MST_1.npy,2,ambiguous
sample_03772_MST_4,unknown,0.3,data/processed/landmarks/sample_03772_MST_4.npy,0,ambiguous
sample_07586_MST_8,palm,0.9,data/processed/landmarks/sample_07586_MST_8.npy,4,ambiguous
sample_01661_MST_2,palm,0.9,data/processed/landmarks/sample_01661_MST_2.npy,9,ambiguous
sample_00997_MST_1,four,0.8,data/processed/landmarks/sample_00997_MST_1.npy,8,ambiguous
sample_03899_MST_4,unknown,0.3,data/processed/landmarks/sample_03899_MST_4.npy,2,ambiguous
sample_07890_MST_8,unknown,0.3,data/processed/landmarks/sample_07890_MST_8.npy,0,ambiguous
sample_02727_MST_3,palm,0.9,data/processed/landmarks/sample_02727_MST_3.npy,3,ambiguous
sample_09981_MST_10,palm,0.9,data/processed/landmarks/sample_09981_MST_10.npy,2,ambiguous
sample_07009_MST_8,four,0.8,data/processed/landmarks/sample_07009_MST_8.npy,8,ambiguous
sample_02286_MST_3,palm,0.9,data/processed/landmarks/sample_02286_MST_3.npy,3,ambiguous
sample_03828_MST_4,three,0.7,data/processed/landmarks/sample_03828_MST_4.npy,2,ambiguous
sample_05663_MST_6,unknown,0.3,data/processed/landmarks/sample_05663_MST_6.npy,3,ambiguous
sample_03550_MST_4,unknown,0.3,data/processed/landmarks/sample_03550_MST_4.npy,7,ambiguous
sample_08408_MST_9,palm,0.9,data/processed/landmarks/sample_08408_MST_9.npy,2,ambiguous
sample_07378_MST_8,unknown,0.3,data/processed/landmarks/sample_07378_MST_8.npy,0,ambiguous
sample_03995_MST_4,unknown,0.3,data/processed/landmarks/sample_03995_MST_4.npy,2,ambiguous
sample_00600_MST_1,palm,0.9,data/processed/landmarks/sample_00600_MST_1.npy,5,ambiguous
sample_00475_MST_1,palm,0.9,data/processed/landmarks/sample_00475_MST_1.npy,0,ambiguous
sample_03617_MST_4,palm,0.9,data/processed/landmarks/sample_03617_MST_4.npy,2,ambiguous
sample_08406_MST_9,palm,0.9,data/processed/landmarks/sample_08406_MST_9.npy,3,ambiguous
sample_01952_MST_2,unknown,0.3,data/processed/landmarks/sample_01952_MST_2.npy,2,ambiguous
sample_00608_MST_1,palm,0.9,data/processed/landmarks/sample_00608_MST_1.npy,8,ambiguous
sample_03169_MST_4,unknown,0.3,data/processed/landmarks/sample_03169_MST_4.npy,2,ambiguous
sample_00106_MST_1,palm,0.9,data/processed/landmarks/sample_00106_MST_1.npy,9,ambiguous
sample_02322_MST_3,unknown,0.3,data/processed/landmarks/sample_02322_MST_3.npy,2,ambiguous
sample_03858_MST_4,four,0.8,data/processed/landmarks/sample_03858_MST_4.npy,0,ambiguous
sample_01438_MST_2,unknown,0.3,data/processed/landmarks/sample_01438_MST_2.npy,3,ambiguous
sample_02186_MST_3,palm,0.9,data/processed/landmarks/sample_02186_MST_3.npy,4,ambiguous
sample_03034_MST_4,palm,0.9,data/processed/landmarks/sample_03034_MST_4.npy,0,ambiguous
sample_00884_MST_1,palm,0.9,data/processed/landmarks/sample_00884_MST_1.npy,1,ambiguous
sample_03713_MST_4,unknown,0.3,data/processed/landmarks/sample_03713_MST_4.npy,2,ambiguous
sample_07980_MST_8,unknown,0.3,data/processed/landmarks/sample_07980_MST_8.npy,10,ambiguous
sample_02747_MST_3,palm,0.9,data/processed/landmarks/sample_02747_MST_3.npy,4,ambiguous
sample_02700_MST_3,palm,0.9,data/processed/landmarks/sample_02700_MST_3.npy,2,ambiguous
sample_02800_MST_3,palm,0.9,data/processed/landmarks/sample_02800_MST_3.npy,8,ambiguous
sample_01634_MST_2,four,0.8,data/processed/landmarks/sample_01634_MST_2.npy,3,ambiguous
sample_00908_MST_1,palm,0.9,data/processed/landmarks/sample_00908_MST_1.npy,4,ambiguous
sample_06930_MST_7,palm,0.9,data/processed/landmarks/sample_06930_MST_7.npy,11,ambiguous
sample_00552_MST_1,unknown,0.3,data/processed/landmarks/sample_00552_MST_1.npy,10,ambiguous
