sample_id,suggested_label,confidence,path_landmarks,dist_ok,thumb_abduction,palm_arc,prox_T,prox_I,prox_M,prox_R,prox_P,cluster
sample_00706_MST_1,unknown,0.2,data/processed/landmarks/sample_00706_MST_1.npy,5.14802,133.37378,3.1583254,51.7146,135.29315,105.55088,57.82463,39.040718,2
sample_00343_MST_1,unknown,0.2,data/processed/landmarks/sample_00343_MST_1.npy,1.7375622,77.78232,0.66897047,20.182625,104.37924,54.26263,46.903606,126.97581,5
sample_01810_MST_2,unknown,0.2,data/processed/landmarks/sample_01810_MST_2.npy,5.073275,173.97783,2.6399,51.71806,143.32927,126.05894,113.991356,45.258896,4
sample_07040_MST_8,unknown,0.2,data/processed/landmarks/sample_07040_MST_8.npy,1.2805877,69.715256,1.9105582,94.08156,77.60723,56.00516,93.68021,90.891205,0
sample_00078_MST_1,unknown,0.2,data/processed/landmarks/sample_00078_MST_1.npy,4.8700037,96.507805,4.5481067,168.84743,134.67293,136.28932,59.1096,128.3263,2
sample_01719_MST_2,unknown,0.2,data/processed/landmarks/sample_01719_MST_2.npy,1.515677,85.51447,0.42335182,148.51747,42.694927,78.84244,63.80485,20.98046,1
sample_00813_MST_1,unknown,0.2,data/processed/landmarks/sample_00813_MST_1.npy,1.955771,127.67688,1.4048918,67.76197,70.440216,118.646225,48.5984,54.102104,4
sample_03776_MST_4,unknown,0.2,data/processed/landmarks/sample_03776_MST_4.npy,1.8659288,62.421047,0.55604637,104.17388,61.373104,146.23987,91.94282,17.207891,1
sample_02267_MST_3,unknown,0.2,data/processed/landmarks/sample_02267_MST_3.npy,0.9911888,36.117496,1.9077864,141.60062,151.35455,66.61596,120.349236,8.29782,0
sample_02650_MST_3,unknown,0.2,data/processed/landmarks/sample_02650_MST_3.npy,0.9127426,29.905289,0.38140765,57.78079,36.71971,102.04443,96.43004,79.852295,1
sample_03147_MST_4,unknown,0.2,data/processed/landmarks/sample_03147_MST_4.npy,2.0126133,83.92583,1.2405821,70.432396,119.365074,103.15864,145.22775,46.589306,4
sample_07843_MST_8,unknown,0.2,data/processed/landmarks/sample_07843_MST_8.npy,0.5500231,21.025356,1.1461477,73.16544,119.40359,139.25478,22.865389,78.50821,5
sample_07041_MST_8,unknown,0.2,data/processed/landmarks/sample_07041_MST_8.npy,0.67528075,20.279427,1.3039984,94.64353,51.509007,42.504787,90.47304,141.10373,0
sample_00215_MST_1,unknown,0.2,data/processed/landmarks/sample_00215_MST_1.npy,1.3701384,111.255424,0.75009656,176.46098,138.55379,89.80308,32.138165,99.79948,5
sample_09971_MST_10,unknown,0.2,data/processed/landmarks/sample_09971_MST_10.npy,2.5264227,86.81084,2.013712,110.54919,47.49405,102.945045,76.4113,88.527565,3
sample_03562_MST_4,unknown,0.2,data/processed/landmarks/sample_03562_MST_4.npy,1.1597455,39.314228,1.4737688,35.156204,57.913334,55.445362,106.141716,158.15808,0
sample_00660_MST_1,unknown,0.2,data/processed/landmarks/sample_00660_MST_1.npy,3.1633022,101.038795,2.05442,79.17251,137.31056,74.081474,49.1558,125.966194,5
sample_07096_MST_8,unknown,0.2,data/processed/landmarks/sample_07096_MST_8.npy,0.8566312,29.545132,1.2623376,82.45187,55.991302,147.93309,152.61833,53.11742,1
sample_09714_MST_10,unknown,0.2,data/processed/landmarks/sample_09714_MST_10.npy,1.4084122,60.803913,1.9039121,107.58839,46.318314,122.21893,85.38103,48.40639,1
sample_00416_MST_1,unknown,0.2,data/processed/landmarks/sample_00416_MST_1.npy,1.6767725,94.515854,1.8692576,68.16044,140.16718,26.975578,37.484146,86.888756,0
sample_00696_MST_1,unknown,0.2,data/processed/landmarks/sample_00696_MST_1.npy,4.223642,127.51337,2.8538218,26.907513,71.60918,28.348236,78.35335,123.37272,3
sample_04584_MST_5,unknown,0.2,data/processed/landmarks/sample_04584_MST_5.npy,1.1336508,56.165787,1.0872391,106.339424,60.66112,98.0758,92.865395,25.362051,1
sample_02058_MST_3,unknown,0.2,data/processed/landmarks/sample_02058_MST_3.npy,0.74244875,30.098856,0.64959586,174.55727,76.90479,57.052326,75.738075,25.911467,1
sample_02512_MST_3,unknown,0.2,data/processed/landmarks/sample_02512_MST_3.npy,1.2858148,46.02494,1.0101198,144.97116,61.402317,116.10261,63.833393,35.57122,1
sample_03778_MST_4,unknown,0.2,data/processed/landmarks/sample_03778_MST_4.npy,2.0490177,47.753742,1.2382892,24.724123,83.49435,70.67915,113.37453,51.01964,1
sample_09629_MST_10,unknown,0.2,data/processed/landmarks/sample_09629_MST_10.npy,2.6538444,44.724308,2.0918252,137.99275,90.39346,47.987103,40.248123,42.558285,0
sample_00379_MST_1,unknown,0.2,data/processed/landmarks/sample_00379_MST_1.npy,0.8846348,25.898829,0.8666101,109.06585,62.614212,54.014053,67.26657,15.261853,1
sample_01948_MST_2,unknown,0.2,data/processed/landmarks/sample_01948_MST_2.npy,2.4144514,88.7549,1.3364984,142.32993,159.93263,38.908966,145.42397,51.757153,0
sample_03292_MST_4,unknown,0.2,data/processed/landmarks/sample_03292_MST_4.npy,1.7404406,107.11873,1.7561895,108.15738,65.176834,113.11462,82.0995,59.208115,4
sample_07616_MST_8,unknown,0.2,data/processed/landmarks/sample_07616_MST_8.npy,3.374102,123.518135,1.0526432,77.17552,114.610756,101.63215,60.49165,44.102165,4
sample_09641_MST_10,unknown,0.2,data/processed/landmarks/sample_09641_MST_10.npy,2.7597492,96.79787,1.9600011,159.87762,57.327686,46.434002,95.18797,27.088778,4
sample_09635_MST_10,unknown,0.2,data/processed/landmarks/sample_09635_MST_10.npy,1.7122046,106.90568,1.4047537,56.119587,91.591156,52.2835,120.353935,128.04317,3
sample_03683_MST_4,unknown,0.2,data/processed/landmarks/sample_03683_MST_4.npy,1.696936,133.33713,0.55762345,158.9781,50.414524,74.68204,75.38676,139.58675,3
sample_00682_MST_1,unknown,0.2,data/processed/landmarks/sample_00682_MST_1.npy,1.8199071,88.06312,0.7728011,10.222968,80.60007,64.05492,106.99341,26.924963,1
sample_00104_MST_1,unknown,0.2,data/processed/landmarks/sample_00104_MST_1.npy,1.1483254,58.82724,0.45109472,56.490444,55.908092,124.54923,108.71194,90.26902,1
sample_00164_MST_1,unknown,0.2,data/processed/landmarks/sample_00164_MST_1.npy,1.1382328,52.425983,0.5419468,129.54552,44.25273,15.430626,112.18207,162.12785,3
sample_00610_MST_1,unknown,0.2,data/processed/landmarks/sample_00610_MST_1.npy,1.3920432,21.261204,3.81162,63.767147,147.40193,138.80023,50.93298,14.257605,4
sample_02194_MST_3,unknown,0.2,data/processed/landmarks/sample_02194_MST_3.npy,1.6767746,82.30412,1.2094492,88.42662,65.846146,24.360144,57.60056,130.7791,3
sample_08046_MST_9,unknown,0.2,data/processed/landmarks/sample_08046_MST_9.npy,1.8723544,116.097115,0.93040675,102.8781,56.34738,152.31262,33.698944,94.00249,5
sample_03966_MST_4,unknown,0.2,data/processed/landmarks/sample_03966_MST_4.npy,2.2532055,61.044094,2.2671037,106.30803,50.20583,43.213688,64.72179,135.89662,3
sample_07542_MST_8,unknown,0.2,data/processed/landmarks/sample_07542_MST_8.npy,3.7951806,144.40033,2.826226,39.408108,81.90404,49.883335,105.99124,118.5335,3
sample_02168_MST_3,unknown,0.2,data/processed/landmarks/sample_02168_MST_3.npy,1.6779165,80.597046,1.0337466,150.10321,40.783066,120.66409,136.89319,58.238403,1
sample_08371_MST_9,unknown,0.2,data/processed/landmarks/sample_08371_MST_9.npy,1.4274067,48.869644,0.6280593,107.10821,82.00761,154.08804,36.731476,140.64249,5
sample_08165_MST_9,unknown,0.2,data/processed/landmarks/sample_08165_MST_9.npy,2.9305367,41.534004,1.1526967,54.549973,98.320564,108.408165,48.374733,66.22281,5
sample_03904_MST_4,unknown,0.2,data/processed/landmarks/sample_03904_MST_4.npy,1.3680371,110.65569,0.2901146,72.42387,55.94297,103.880775,53.76086,119.021065,5
sample_00423_MST_1,unknown,0.2,data/processed/landmarks/sample_00423_MST_1.npy,2.0200021,159.78273,1.4504553,124.80544,55.788525,133.37488,59.177635,10.912912,4
sample_00300_MST_1,unknown,0.2,data/processed/landmarks/sample_00300_MST_1.npy,5.462843,72.25618,2.232877,65.13454,99.19605,166.2616,84.798935,33.95287,4
sample_03578_MST_4,unknown,0.2,data/processed/landmarks/sample_03578_MST_4.npy,9.589586,93.17372,3.1545484,140.19804,104.982506,47.367035,159.07582,45.06829,2
sample_02411_MST_3,unknown,0.2,data/processed/landmarks/sample_02411_MST_3.npy,0.7786632,15.758383,1.9172982,123.460266,125.1391,81.37424,17.393238,113.85403,5
sample_01922_MST_2,unknown,0.2,data/processed/landmarks/sample_01922_MST_2.npy,2.6052299,84.88824,0.8020483,97.173096,127.718956,94.67894,32.334835,73.881,5
sample_00820_MST_1,unknown,0.2,data/processed/landmarks/sample_00820_MST_1.npy,2.2183237,130.22856,0.8005196,134.79765,104.23043,21.123655,51.83535,121.21028,3
sample_02110_MST_3,unknown,0.2,data/processed/landmarks/sample_02110_MST_3.npy,2.8638797,126.832565,2.0556943,90.761314,46.56859,27.42183,89.31031,148.15244,3
sample_02984_MST_3,unknown,0.2,data/processed/landmarks/sample_02984_MST_3.npy,1.8521457,73.9657,2.333664,112.60934,106.04262,58.923786,77.63029,103.47949,0
sample_01322_MST_2,unknown,0.2,data/processed/landmarks/sample_01322_MST_2.npy,2.845225,85.577324,1.7905662,137.20338,130.13133,125.624016,84.76444,40.783947,4
sample_00603_MST_1,unknown,0.2,data/processed/landmarks/sample_00603_MST_1.npy,2.293398,92.06986,0.8195781,123.26067,153.82312,74.74219,16.967817,95.90176,5
sample_00746_MST_1,unknown,0.2,data/processed/landmarks/sample_00746_MST_1.npy,2.0805726,138.49947,2.1076314,135.81879,124.40917,81.97583,42.891476,111.99685,5
sample_01912_MST_2,unknown,0.2,data/processed/landmarks/sample_01912_MST_2.npy,4.1912694,126.03547,0.92781633,92.7178,141.67421,76.57574,114.25081,52.416733,4
sample_03468_MST_4,unknown,0.2,data/processed/landmarks/sample_03468_MST_4.npy,1.1338649,44.536613,0.9520167,90.169304,74.15867,152.48074,124.7952,41.797863,1
sample_03581_MST_4,unknown,0.2,data/processed/landmarks/sample_03581_MST_4.npy,1.6232818,159.42883,0.5357894,40.942547,55.374054,104.037315,42.73184,59.317417,3
sample_01302_MST_2,unknown,0.2,data/processed/landmarks/sample_01302_MST_2.npy,5.6989865,120.18154,3.2243955,96.71076,109.43181,88.77906,105.06108,54.86576,2
sample_07538_MST_8,unknown,0.2,data/processed/landmarks/sample_07538_MST_8.npy,5.1150117,130.87175,5.015378,77.43904,95.628815,80.2202,38.11068,85.91859,2
sample_00543_MST_1,unknown,0.2,data/processed/landmarks/sample_00543_MST_1.npy,1.3629689,62.677105,0.99570596,155.38712,154.06386,115.838196,46.827663,131.3326,5
sample_00817_MST_1,unknown,0.2,data/processed/landmarks/sample_00817_MST_1.npy,1.8718843,83.78467,0.69783825,127.58429,70.383415,59.250713,120.415245,70.97701,3
sample_03109_MST_4,unknown,0.2,data/processed/landmarks/sample_03109_MST_4.npy,1.6149222,113.56687,0.36853036,128.5629,124.43623,62.35879,80.533165,52.052563,4
sample_01284_MST_2,unknown,0.2,data/processed/landmarks/sample_01284_MST_2.npy,1.3805737,67.68008,1.3846529,133.85794,109.70895,119.57789,48.999157,103.95307,5
sample_02388_MST_3,unknown,0.2,data/processed/landmarks/sample_02388_MST_3.npy,6.3906636,7.653117,1.5655211,58.119736,86.84975,145.39445,95.62907,7.67537,4
sample_08862_MST_9,unknown,0.2,data/processed/landmarks/sample_08862_MST_9.npy,1.3406744,78.11956,0.9353539,111.16943,39.60111,46.1914,50.94639,117.599594,3
sample_02217_MST_3,unknown,0.2,data/processed/landmarks/sample_02217_MST_3.npy,1.7303826,65.85972,1.3104404,102.673134,118.986725,112.09179,110.182625,55.270275,4
sample_03883_MST_4,unknown,0.2,data/processed/landmarks/sample_03883_MST_4.npy,0.73898095,31.308414,0.23178469,101.9245,47.21516,132.2499,139.55267,101.58473,1
sample_03125_MST_4,unknown,0.2,data/processed/landmarks/sample_03125_MST_4.npy,1.0028735,33.80033,0.7749219,133.33955,137.64784,146.82724,28.98112,107.70013,5
sample_00235_MST_1,unknown,0.2,data/processed/landmarks/sample_00235_MST_1.npy,0.7779644,23.14065,1.200298,120.92106,115.728546,143.0283,101.6069,13.7081785,1
sample_01588_MST_2,unknown,0.2,data/processed/landmarks/sample_01588_MST_2.npy,1.2410431,34.303288,1.5085095,160.25107,36.227562,135.86867,113.563225,64.635025,1
sample_01887_MST_2,unknown,0.2,data/processed/landmarks/sample_01887_MST_2.npy,2.0118291,94.11389,1.2685679,45.919197,99.99801,32.36986,140.59705,57.821392,0
sample_00772_MST_1,unknown,0.2,data/processed/landmarks/sample_00772_MST_1.npy,3.6287544,125.132416,4.5966825,97.11931,117.4868,41.591785,121.02451,55.000126,2
sample_01623_MST_2,unknown,0.2,data/processed/landmarks/sample_01623_MST_2.npy,1.5470676,41.873756,1.2412461,82.093704,71.42455,120.78742,21.098633,116.82287,5
sample_09630_MST_10,unknown,0.2,data/processed/landmarks/sample_09630_MST_10.npy,2.7829554,34.704678,2.2541163,52.47916,36.470757,29.957369,116.035225,78.6112,0
sample_03286_MST_4,unknown,0.2,data/processed/landmarks/sample_03286_MST_4.npy,1.0437902,60.389004,1.0088648,16.308619,95.37792,150.16273,42.966885,78.48271,5
sample_02911_MST_3,unknown,0.2,data/processed/landmarks/sample_02911_MST_3.npy,2.4500537,134.86131,1.5806181,88.29076,150.53044,61.06883,32.60531,74.40276,4
sample_03686_MST_4,unknown,0.2,data/processed/landmarks/sample_03686_MST_4.npy,3.162395,140.07878,2.4190938,112.633224,162.80821,29.272322,120.60433,60.003967,4
sample_08401_MST_9,unknown,0.2,data/processed/landmarks/sample_08401_MST_9.npy,0.75342685,14.568762,2.4007547,73.36645,39.284992,117.70912,146.78955,103.516556,1
sample_03685_MST_4,unknown,0.2,data/processed/landmarks/sample_03685_MST_4.npy,2.1934216,40.637287,1.3369275,63.399548,136.66603,141.22276,41.813267,121.49111,5
sample_01860_MST_2,unknown,0.2,data/processed/landmarks/sample_01860_MST_2.npy,0.53116375,11.641427,1.3506213,76.80845,118.28179,57.38394,149.33673,82.973175,0
sample_03825_MST_4,unknown,0.2,data/processed/landmarks/sample_03825_MST_4.npy,3.4662259,101.4143,1.3004177,149.93025,115.85862,61.84762,138.32552,55.95439,4
sample_08899_MST_9,unknown,0.2,data/processed/landmarks/sample_08899_MST_9.npy,2.4647555,137.88763,1.6142722,133.83537,99.3587,174.69423,27.26371,86.157234,5
sample_08730_MST_9,unknown,0.2,data/processed/landmarks/sample_08730_MST_9.npy,5.831132,45.42893,3.5253553,34.54098,153.42348,137.86348,48.761955,40.79607,2
sample_08536_MST_9,unknown,0.2,data/processed/landmarks/sample_08536_MST_9.npy,6.702132,126.7431,2.681106,18.914675,57.07291,132.32999,65.86716,107.43776,2
sample_08190_MST_9,unknown,0.2,data/processed/landmarks/sample_08190_MST_9.npy,1.4395596,57.222134,0.2628652,21.95912,105.97204,54.160786,36.05906,108.56181,5
sample_03360_MST_4,unknown,0.2,data/processed/landmarks/sample_03360_MST_4.npy,2.226443,90.63918,1.0562131,108.062195,116.0223,122.31475,85.26863,22.492397,4
sample_02126_MST_3,unknown,0.2,data/processed/landmarks/sample_02126_MST_3.npy,2.7803087,116.02865,1.2810466,117.41545,35.168446,91.06577,113.26334,76.081604,3
sample_07817_MST_8,unknown,0.2,data/processed/landmarks/sample_07817_MST_8.npy,2.1270273,63.66014,2.8245456,31.51028,41.975204,147.16399,123.42555,139.72798,1
sample_01218_MST_2,unknown,0.2,data/processed/landmarks/sample_01218_MST_2.npy,1.9912672,29.061337,2.2549598,37.715412,152.97398,10.029445,136.34949,92.99867,0
sample_07205_MST_8,unknown,0.2,data/processed/landmarks/sample_07205_MST_8.npy,2.397229,96.996376,0.9553505,52.887154,107.674385,47.445282,134.56642,127.44989,3
sample_01458_MST_2,unknown,0.2,data/processed/landmarks/sample_01458_MST_2.npy,2.1011205,81.70988,2.1606164,84.368706,163.53477,45.07913,45.30372,46.6747,4
sample_02975_MST_3,unknown,0.2,data/processed/landmarks/sample_02975_MST_3.npy,1.2737974,103.79305,0.5026241,65.89318,93.98262,96.00572,56.95831,141.80354,5
sample_08632_MST_9,unknown,0.2,data/processed/landmarks/sample_08632_MST_9.npy,4.0043845,93.07763,1.373769,76.82301,96.7604,28.196238,63.274494,140.43655,3
sample_02906_MST_3,unknown,0.2,data/processed/landmarks/sample_02906_MST_3.npy,2.875941,125.71811,1.1624303,132.81404,137.86807,109.37815,49.44223,87.417946,4
sample_03987_MST_4,unknown,0.2,data/processed/landmarks/sample_03987_MST_4.npy,0.88600504,29.832312,0.81244814,32.491215,86.362175,97.87477,99.65555,47.28183,1
sample_02367_MST_3,unknown,0.2,data/processed/landmarks/sample_02367_MST_3.npy,1.2374519,95.84392,2.8826737,57.319443,133.47667,46.699745,97.138535,100.37772,0
sample_06840_MST_7,unknown,0.2,data/processed/landmarks/sample_06840_MST_7.npy,2.2749994,98.307915,0.93141806,164.19026,35.512375,101.23336,127.302505,147.5619,3
sample_01110_MST_2,unknown,0.2,data/processed/landmarks/sample_01110_MST_2.npy,2.719356,90.73534,1.9732897,32.019333,138.54295,128.04836,122.94468,49.11327,4
sample_02780_MST_3,unknown,0.2,data/processed/landmarks/sample_02780_MST_3.npy,1.6710278,41.14481,2.2548666,43.503086,71.710464,137.17288,40.822056,165.69063,5
sample_05591_MST_6,unknown,0.2,data/processed/landmarks/sample_05591_MST_6.npy,1.2651061,70.32765,1.1151233,107.49096,36.88674,102.176445,107.99016,143.89108,3
sample_00121_MST_1,unknown,0.2,data/processed/landmarks/sample_00121_MST_1.npy,1.3772434,57.660767,0.1887122,54.443382,39.97238,110.45068,87.60522,86.032524,1
sample_08502_MST_9,unknown,0.2,data/processed/landmarks/sample_08502_MST_9.npy,1.8537776,99.571526,0.96029943,162.23929,65.82063,133.00084,43.85319,51.645985,5
sample_09121_MST_10,unknown,0.2,data/processed/landmarks/sample_09121_MST_10.npy,1.5647699,77.159454,0.9506806,71.21766,85.78978,73.977516,25.145304,130.61952,5
sample_03922_MST_4,unknown,0.2,data/processed/landmarks/sample_03922_MST_4.npy,0.69895196,30.38719,0.575211,101.8853,42.131905,91.78768,62.531654,114.63998,1
sample_01409_MST_2,unknown,0.2,data/processed/landmarks/sample_01409_MST_2.npy,2.8648505,78.78522,1.8127159,123.33515,103.058624,165.63396,66.09388,52.48945,4
sample_02638_MST_3,unknown,0.2,data/processed/landmarks/sample_02638_MST_3.npy,1.393004,51.138294,1.7945285,136.40059,80.772095,43.453087,106.5747,94.92905,0
sample_07879_MST_8,unknown,0.2,data/processed/landmarks/sample_07879_MST_8.npy,1.1706723,39.11762,0.58945036,37.829037,61.754993,97.869415,47.07144,80.561554,1
sample_07815_MST_8,unknown,0.2,data/processed/landmarks/sample_07815_MST_8.npy,1.458194,86.247696,0.4501829,96.94423,63.514904,73.72652,54.394512,36.68962,1
sample_08461_MST_9,unknown,0.2,data/processed/landmarks/sample_08461_MST_9.npy,0.6699354,48.4552,1.36321,73.610176,67.362946,2.1330411,45.201595,112.14055,0
sample_09439_MST_10,unknown,0.2,data/processed/landmarks/sample_09439_MST_10.npy,2.2875302,135.27107,2.6223383,85.1782,122.79013,49.843735,98.26482,65.01639,4
sample_01544_MST_2,unknown,0.2,data/processed/landmarks/sample_01544_MST_2.npy,1.5393639,75.83267,1.9416989,54.379402,77.20079,62.13121,44.448647,126.03568,5
sample_00197_MST_1,unknown,0.2,data/processed/landmarks/sample_00197_MST_1.npy,0.9059573,36.753986,1.0588096,107.58372,60.219444,54.589855,35.40767,107.84479,5
sample_00022_MST_1,unknown,0.2,data/processed/landmarks/sample_00022_MST_1.npy,2.041683,120.05171,0.21276239,87.47703,85.33262,81.93767,139.01373,36.063984,4
sample_02557_MST_3,unknown,0.2,data/processed/landmarks/sample_02557_MST_3.npy,2.4942148,121.780876,1.9761326,106.221664,156.26796,96.6772,42.83208,77.58941,4
sample_01286_MST_2,unknown,0.2,data/processed/landmarks/sample_01286_MST_2.npy,2.62936,126.539505,1.4935663,62.406887,99.165115,70.69461,39.6967,118.98505,3
sample_02746_MST_3,unknown,0.2,data/processed/landmarks/sample_02746_MST_3.npy,2.7132483,82.125046,2.293409,37.479027,84.40632,167.80322,37.67779,141.98969,5
sample_02587_MST_3,unknown,0.2,data/processed/landmarks/sample_02587_MST_3.npy,0.7406203,31.9936,1.1985352,52.0546,43.71659,147.83328,39.242603,115.70563,5
sample_00526_MST_1,unknown,0.2,data/processed/landmarks/sample_00526_MST_1.npy,2.3603091,106.85072,1.7812877,78.45581,129.09064,16.052809,125.795685,85.952255,0
sample_08403_MST_9,unknown,0.2,data/processed/landmarks/sample_08403_MST_9.npy,1.5591712,89.57833,1.2559857,147.32668,35.50833,75.78674,166.86243,91.115234,3
sample_01871_MST_2,unknown,0.2,data/processed/landmarks/sample_01871_MST_2.npy,1.1207535,50.116573,1.2100257,125.001144,119.72517,140.69719,129.15782,20.515768,1
sample_01187_MST_2,unknown,0.2,data/processed/landmarks/sample_01187_MST_2.npy,0.6364797,10.891985,2.0090408,139.50153,86.53711,60.79215,108.53596,41.291893,1
sample_04891_MST_5,unknown,0.2,data/processed/landmarks/sample_04891_MST_5.npy,1.9859489,67.40484,0.33039096,125.88643,142.72449,80.26363,103.46376,58.044086,0
sample_02019_MST_3,unknown,0.2,data/processed/landmarks/sample_02019_MST_3.npy,3.3718464,88.14702,2.1172082,47.4177,104.937515,42.053047,122.46947,122.623665,3
sample_01914_MST_2,unknown,0.2,data/processed/landmarks/sample_01914_MST_2.npy,4.9910736,163.89833,4.949718,116.75701,92.63417,102.92505,49.608646,39.474644,2
sample_07922_MST_8,unknown,0.2,data/processed/landmarks/sample_07922_MST_8.npy,2.5393598,62.184498,1.9244217,68.92801,86.20006,132.38269,43.82166,144.03983,5
sample_00147_MST_1,unknown,0.2,data/processed/landmarks/sample_00147_MST_1.npy,1.6441996,76.30775,2.590361,75.795975,106.923645,44.713757,73.16546,89.53808,0
sample_01220_MST_2,unknown,0.2,data/processed/landmarks/sample_01220_MST_2.npy,0.48142472,28.750248,0.63692105,60.302425,98.36882,88.86193,31.908808,60.454956,5
sample_03957_MST_4,unknown,0.2,data/processed/landmarks/sample_03957_MST_4.npy,2.848069,49.67747,1.4624444,23.700008,136.63206,51.58246,134.76884,53.614525,0
sample_09888_MST_10,unknown,0.2,data/processed/landmarks/sample_09888_MST_10.npy,2.4165673,9.639656,1.5281868,90.97945,118.799416,40.987755,29.951538,83.022514,0
sample_02374_MST_3,unknown,0.2,data/processed/landmarks/sample_02374_MST_3.npy,1.8595842,42.08046,0.86149806,13.99774,152.20146,158.80191,50.77154,66.54729,5
sample_01855_MST_2,unknown,0.2,data/processed/landmarks/sample_01855_MST_2.npy,2.7256198,99.92744,1.8682301,123.33992,58.931763,96.0605,62.06331,41.90447,4
sample_00581_MST_1,unknown,0.2,data/processed/landmarks/sample_00581_MST_1.npy,1.6648241,67.615204,1.837791,95.23029,98.188354,96.881355,36.094833,68.118904,5
sample_02254_MST_3,unknown,0.2,data/processed/landmarks/sample_02254_MST_3.npy,2.341919,95.44646,1.3042356,143.789,141.59814,44.462822,87.15669,55.177715,4
sample_08748_MST_9,unknown,0.2,data/processed/landmarks/sample_08748_MST_9.npy,2.7236202,86.80178,1.2953408,96.97026,64.056694,109.77248,142.5988,45.08138,1
sample_04012_MST_5,unknown,0.2,data/processed/landmarks/sample_04012_MST_5.npy,1.5182878,114.724594,0.97789115,135.17834,122.6032,123.7539,75.68617,36.30871,4
sample_01980_MST_2,unknown,0.2,data/processed/landmarks/sample_01980_MST_2.npy,1.1730809,39.644783,0.74445486,24.151543,130.49002,144.19269,44.972984,37.316017,5
sample_01751_MST_2,unknown,0.2,data/processed/landmarks/sample_01751_MST_2.npy,1.7106318,96.09064,1.8462536,104.8148,53.64071,51.266136,71.425735,31.684454,3
sample_03651_MST_4,unknown,0.2,data/processed/landmarks/sample_03651_MST_4.npy,2.1931276,85.159546,3.172588,52.320675,138.14803,103.3578,88.47448,39.323788,4
sample_01850_MST_2,unknown,0.2,data/processed/landmarks/sample_01850_MST_2.npy,1.4359689,26.550869,1.9540081,94.51167,112.93494,131.52864,21.362085,39.294884,5
sample_06254_MST_7,unknown,0.2,data/processed/landmarks/sample_06254_MST_7.npy,1.30502,121.49732,2.3085644,129.49966,166.76611,130.77808,37.715557,98.12893,5
sample_08124_MST_9,unknown,0.2,data/processed/landmarks/sample_08124_MST_9.npy,0.8425209,32.80828,0.47655427,4.7468934,60.08912,153.81874,165.55394,13.617629,1
sample_03101_MST_4,unknown,0.2,data/processed/landmarks/sample_03101_MST_4.npy,0.923518,47.555714,0.50047064,76.97657,106.18463,99.91163,53.67073,88.90099,5
sample_08889_MST_9,unknown,0.2,data/processed/landmarks/sample_08889_MST_9.npy,1.6081871,95.66777,2.0822377,17.478628,152.20929,47.406166,113.11274,77.68091,0
sample_08866_MST_9,unknown,0.2,data/processed/landmarks/sample_08866_MST_9.npy,3.5572836,146.4935,2.9406588,111.65469,95.74688,34.488388,141.75769,66.52365,3
sample_00168_MST_1,unknown,0.2,data/processed/landmarks/sample_00168_MST_1.npy,1.2895954,57.062057,0.8264357,97.65687,76.755516,130.41782,44.38225,93.99385,5
sample_03772_MST_4,unknown,0.2,data/processed/landmarks/sample_03772_MST_4.npy,2.559004,138.11961,0.90954304,88.35314,127.00732,129.0795,137.24513,56.229343,4
sample_03899_MST_4,unknown,0.2,data/processed/landmarks/sample_03899_MST_4.npy,1.0259207,44.686844,1.1568825,97.993744,58.933716,33.18877,164.83366,80.55073,0
sample_07890_MST_8,unknown,0.2,data/processed/landmarks/sample_07890_MST_8.npy,1.8145831,137.08186,1.8858678,93.8456,174.70935,136.77646,64.88104,50.32592,4
sample_02286_MST_3,unknown,0.2,data/processed/landmarks/sample_02286_MST_3.npy,1.8171788,75.17407,0.37712985,71.45313,83.85708,60.9836,11.210254,88.63858,5
sample_05663_MST_6,unknown,0.2,data/processed/landmarks/sample_05663_MST_6.npy,0.6873494,37.264515,1.3717008,90.25601,56.117027,125.812065,82.51903,149.45949,5
sample_07378_MST_8,unknown,0.2,data/processed/landmarks/sample_07378_MST_8.npy,3.25811,96.036674,1.876598,41.745056,57.54462,78.75916,120.699326,67.67498,3
sample_00600_MST_1,unknown,0.2,data/processed/landmarks/sample_00600_MST_1.npy,9.362108,115.956635,8.051643,79.693985,59.110477,76.22881,86.01293,101.641,2
sample_03617_MST_4,unknown,0.2,data/processed/landmarks/sample_03617_MST_4.npy,1.6878799,59.479504,1.2729498,86.94341,123.51679,100.750206,90.60157,29.853796,4
sample_08406_MST_9,unknown,0.2,data/processed/landmarks/sample_08406_MST_9.npy,2.6735198,107.800446,1.7868365,31.917213,55.443783,111.66442,73.279495,108.78502,3
sample_01952_MST_2,unknown,0.2,data/processed/landmarks/sample_01952_MST_2.npy,1.6350186,118.58623,1.5593138,95.26069,83.8041,131.61623,101.93369,56.993057,4
sample_03169_MST_4,unknown,0.2,data/processed/landmarks/sample_03169_MST_4.npy,0.7117999,41.24626,1.4299039,76.42691,132.43237,55.190105,132.59929,34.367485,0
sample_00106_MST_1,unknown,0.2,data/processed/landmarks/sample_00106_MST_1.npy,4.0557404,73.843,2.3132288,23.421036,82.98689,64.17303,46.56617,131.09555,3
sample_01438_MST_2,unknown,0.2,data/processed/landmarks/sample_01438_MST_2.npy,2.5494459,109.753876,2.3951564,148.50598,160.3955,65.65053,146.80309,19.802204,4
