sample_id,label,mst,condition,correcto,attn_max_nodo
843cbafb-3486-45e3-888b-094de6bda6dd,peace_inverted,7,medio,1,8
80528356-4a87-46a5-bca3-7ebc7519fce0,two_up,2,claro,0,12
04ed14a5-5518-4df2-bf19-524d265ad747,like,7,medio,0,20
05f94658-9709-4359-8698-2146238f9799,dislike,5,medio,1,20
0643d9ac-8ade-49e9-b15f-90894cbafbdc,palm,6,medio,1,20
05439db6-95f8-47fa-ab9f-860f154567ed,mute,6,medio,1,8
054623d0-7998-487c-9bd2-4ed9a431f3c9,fist,3,claro,1,20
8056862b-3110-40a4-b22a-4616f92d1a52,peace_inverted,4,claro,1,7
45f96fed-18c0-44ef-ac7e-40fc5eeea9e5,call,7,medio,1,4
02045b8a-fb75-4593-a692-b6dba12da0ee,stop,2,claro,0,16
2d68c840-d06e-4f2a-b641-ec23bddc53aa,three,3,claro,1,15
031a45f8-01d7-4c78-a805-7ee0ebed11d1,stop,6,medio,1,1
028ea94d-849f-4af5-adc4-99d273b906d0,ok,3,claro,1,12
6ec9c5a3-1517-4b71-89b2-99dd315a517c,stop_inverted,3,claro,1,12
01e3d137-a400-4179-ac94-a5e2e6db585f,palm,10,oscuro,1,16
0557de6d-1ec9-446b-82e9-944536ba4fc2,mute,3,claro,1,8
718064f8-1f12-467a-9a6f-076e1d95c2e1,call,5,medio,1,4
01817ab3-001e-4fc8-b7e0-1b00289bbccc,rock,7,medio,1,20
05b7f77a-971c-451a-9af1-92947e6227c2,like,7,medio,0,1
61ea0856-59bf-4354-8fa7-19fc41adc4b4,stop_inverted,9,oscuro,1,11
04e82298-d2e3-4944-a6d5-67c4eefc4a80,dislike,1,claro,1,20
05b3c4c2-af16-4954-8739-bf260d8732f7,ok,7,medio,1,16
dfbda925-2ae9-4df2-b88d-8fdb28b1caeb,two_up,5,medio,1,12
a2bb141c-f84e-45b8-8d8c-da33e317fabe,three2,3,claro,1,12
040f9a35-bcc3-45c1-9089-9e59303237ed,rock,6,medio,1,19
020d20da-bd66-4709-9b7a-a37fe7cda6c2,mute,6,medio,1,8
22527ae8-0aaf-450d-a505-6d1301c06dd3,three,10,oscuro,1,12
1c997c2d-d3af-4845-9f74-f6a1ddcb7bf1,two_up_inverted,9,oscuro,1,8
04745c30-505a-4a1e-be71-f97b6ea335f5,mute,7,medio,1,8
1cbc34a1-fe24-45d3-94fc-92d866d1f7ac,two_up,3,claro,1,12
029bfb8d-54ef-4ad4-8a6c-7287187f70e4,peace_inverted,2,claro,1,8
50b1d6a0-78ca-4726-88d8-5f425ded4b0b,two_up,6,medio,1,12
06cf2846-61c0-4105-b8fb-567e67a56cc3,four,2,claro,1,1
0da8ed9e-0d13-4e04-8abd-607da9c1e93c,call,5,medio,1,4
0335cb58-0263-4d97-95f6-811e1d6c868d,rock,6,medio,1,20
909b50aa-0f7c-4c7d-95c0-277a6a1d2e10,peace_inverted,10,oscuro,1,8
04633f91-bbaa-4d37-9870-3a2af74744a4,peace_inverted,7,medio,1,8
039017d8-8f8d-44e5-a7cf-40c09fa48efc,mute,9,oscuro,1,8
01538d30-6da2-4168-9118-178c053aaa53,palm,10,oscuro,1,11
0748fbd2-7dff-46aa-9e6b-991a011cbd3c,ok,4,claro,1,15
05703d63-4bd3-49b3-a236-e06d7dde5e58,dislike,9,oscuro,1,20
61bcc40e-3ede-4715-a4f2-f84ca6661c0d,peace_inverted,6,medio,1,8
d63b0a2b-63c5-4781-932c-697135535d22,two_up_inverted,1,claro,1,8
02e6a642-5dd4-485e-8109-7f26c4c6cef2,stop,7,medio,1,16
264cfa85-6874-41fe-a86e-a583fcd37f35,three2,2,claro,1,12
01a3298e-ecbe-42da-b31a-9b0be6eca430,one,1,claro,1,4
073bf9eb-2d07-45d8-81e3-7cf933202839,palm,3,claro,1,12
d643cb5c-ccb8-442b-9d97-7abfe43fa117,two_up,5,medio,1,12
0652a490-4d26-47b8-a43e-7d36ec2740cf,palm,10,oscuro,1,15
02be6717-661c-4c57-bc43-3ae0b8fbb658,ok,5,medio,0,8
025532b4-1070-4659-83de-a060aaa09bf2,rock,9,oscuro,1,20
02fae964-0025-4c1d-a75c-aad3c044d979,ok,3,claro,1,4
053145d1-59b0-4f52-92df-b9b3e4d88906,palm,6,medio,0,16
01e1e455-9a2d-47dc-a233-59c37e696850,ok,10,oscuro,1,16
13c086a0-be6c-4d58-ad83-68e5fb0544dc,call,9,oscuro,1,4
5339570c-a8dd-430f-b8be-770a914f8d76,stop_inverted,9,oscuro,1,4
02afd59f-887a-4345-84db-d446cedc29b1,stop_inverted,1,claro,1,8
3cc20825-6ed0-4733-a9de-8c695d4ac1e8,three,2,claro,1,19
02ea9c0a-deda-49d3-9356-c011ff4c45dc,ok,9,oscuro,0,1
04220c41-2bb0-4e80-80e0-8897ce47c2cf,three,4,claro,1,16
06568698-ee1a-45d2-9c54-4f3138937834,four,10,oscuro,1,20
26f63046-7988-4781-9d1f-d3209c877fdf,three2,6,medio,1,11
47a34603-1429-4b86-acd5-56d635262bc2,stop_inverted,10,oscuro,0,1
03ce7f66-2aec-41d0-a02e-527470249c6f,dislike,10,oscuro,1,19
a6e44a1b-1295-4433-b71a-74215b4bfff3,peace_inverted,5,medio,1,8
02045b8a-fb75-4593-a692-b6dba12da0ee,stop,2,claro,0,16
10120783-c282-4ad1-b84f-52f158ab593d,call,10,oscuro,1,4
ef5581b8-17bf-4679-a62e-d10d5bcc18a6,two_up_inverted,5,medio,0,1
0313571e-da5f-4484-9683-465633cb8f38,rock,1,claro,0,1
05543fda-c2e2-437f-b7e9-9304ce68d7ac,mute,10,oscuro,1,8
0254066e-45c7-4f2c-a33f-c33f24f2d71c,fist,10,oscuro,1,20
01538d30-6da2-4168-9118-178c053aaa53,palm,10,oscuro,1,11
636f1764-f5c9-4449-9ca9-56d0f8b92e5f,two_up_inverted,4,claro,1,7
033cdc3b-56db-45b5-b7ca-999884bbb341,four,10,oscuro,1,1
05092e30-6f98-41f4-b2f6-e4da8278f8ef,peace,9,oscuro,1,12
0538b9b7-4ae4-4108-95d7-480ae9a8d009,three2,10,oscuro,1,12
0106a9ee-1253-420f-a2a9-5dd0ab3557f8,one,6,medio,1,8
514890e6-337e-4b36-bddd-2e325cf8e457,three2,10,oscuro,1,12
80528356-4a87-46a5-bca3-7ebc7519fce0,two_up,2,claro,0,12
abc625a9-1501-4e36-97fc-f62efe1f9295,stop_inverted,1,claro,1,12
02aa936d-4531-4579-b6a0-2755f7f6f2e5,mute,3,claro,1,20
984a5c69-13f2-49ec-93bd-da1915fafee9,peace_inverted,4,claro,1,8
1eb3fd3b-143e-41b4-ac29-0811c405d8ef,three,7,medio,1,12
0651e2dc-b593-4007-bc06-2b7db9da0b18,like,9,oscuro,1,4
04a09fbe-ac7d-4453-9ee0-e29fcaed15bc,mute,8,oscuro,0,4
004ae8d7-e079-4665-a5cf-0d9b3fbc9398,like,3,claro,1,4
03146d8f-15d9-406f-9934-61d869a97e0d,mute,10,oscuro,1,20
d183ff86-f56d-4b64-aeb6-eeea9a84ddd3,two_up_inverted,9,oscuro,1,8
052f9ac6-c6f5-4674-98dc-b61897dbd1a1,like,6,medio,1,4
3fdd3e65-d4e9-4d9b-bb86-3f671c59100b,three,5,medio,0,20
02b4bcce-e166-4ddd-b7f3-8cf3e47c6f1a,rock,10,oscuro,0,1
06d66a9d-bfbd-4a8a-a0ff-6c0f7e641118,like,10,oscuro,0,4
03e40ec7-00c2-49b3-822d-e06ff51f6691,like,5,medio,1,4
04ab22f1-3f8b-43dd-8743-23268f166913,rock,7,medio,0,1
023bff3c-b953-4b7e-adc8-2dd8adf26a70,like,1,claro,1,4
c2fd6279-e0dc-4633-9e96-ebc609a01a28,two_up,6,medio,0,1
0b5c09f3-4e19-497d-b040-ea5883b6b4fe,three2,3,claro,0,12
15392aaa-9e4e-41bf-a0de-2a50191e4885,three2,6,medio,1,11
0c965a03-e38d-4326-8e18-5d28d9e82b1e,three,5,medio,1,16
004ae8d7-e079-4665-a5cf-0d9b3fbc9398,like,3,claro,1,4
32ac34ce-1555-4f90-adad-290e92430577,two_up_inverted,10,oscuro,0,8
02d56d52-b7a1-41b2-b182-fe8c285b946c,one,3,claro,1,8
012d61ab-4619-4804-b263-a24c956f56b7,four,10,oscuro,1,20
05e7957d-a436-4a7a-bde0-8f567d9b1851,peace,1,claro,1,12
0412e2ba-1587-4674-ae01-ea07e40e65c4,mute,3,claro,1,8
047a7a3e-2881-466f-bf0f-8e8635f24cf0,ok,1,claro,1,15
03dee060-deee-4d00-aa43-6177bcf03dc3,rock,5,medio,1,19
02ca9b3b-d3d2-4dfd-b38a-fd8412c006a5,fist,10,oscuro,1,20
290d4c31-a8ec-4d91-95c8-f9ee5ef8551a,stop_inverted,1,claro,0,1
0164d37f-3b98-4434-948f-0ed27a45dd92,fist,2,claro,1,20
b1eac1c7-a0f8-4b5e-b12a-0a0d08f07da1,two_up,7,medio,1,12
0252f974-88f4-430a-952f-951a2b7c4dd4,stop,2,claro,1,12
8ef676e1-279b-45ed-954a-da5141812fce,two_up_inverted,2,claro,1,4
064ba466-ecde-4897-a13d-decca23c0d7d,fist,10,oscuro,1,1
03dd31f8-e50d-43e4-96a5-5c1b9de5863c,palm,8,oscuro,1,15
069075e8-a7d2-496b-a9aa-9ee497ff8598,ok,7,medio,0,8
0229de01-e5d9-4fc4-a0e2-0dd0a4b7bff7,mute,1,claro,1,20
e3c016e9-c0f6-4021-8d40-4bc3392feb92,three2,5,medio,1,1
01c4f492-09ee-49e1-986b-e29086d7883c,stop,1,claro,1,16
420c8de8-3a27-4569-b6d6-09693334cca6,two_up,1,claro,0,12
048415db-a88b-42f1-bafb-ac8caf2ec116,palm,8,oscuro,1,12
332b7ed6-0232-4ac8-819b-3224ff864001,stop_inverted,2,claro,1,8
0390056d-9f9e-4e88-93cd-d5f0055a1b1d,rock,6,medio,1,20
07aed51f-742b-4654-960e-449e326fd784,palm,9,oscuro,0,8
079b7183-54e4-4da9-907a-f31f22e415aa,palm,4,claro,1,16
002f3c49-9d32-48dc-a43c-ea558bd7a662,mute,7,medio,1,8
013da6a3-bb26-4f89-b775-0e745ca34ecd,mute,7,medio,1,8
0361d2fd-f2d3-40a6-a1ed-d2c0afb2eaa5,rock,6,medio,0,4
00861c9c-1990-4a35-b4d0-f7c3f0480590,palm,6,medio,1,20
8235ae5b-ebae-45da-8142-9d2c9bb144ab,two_up,6,medio,0,12
f407a51b-0e79-4bc6-a611-6e97df794784,two_up,5,medio,1,12
02f44a51-5ef9-4c9b-8c8a-bd2bac996f62,one,8,oscuro,0,1
06ad0a42-ea5e-4c19-81d6-4976771d950f,four,10,oscuro,1,16
012eeb3c-64a0-44b4-955c-0916e038ac44,rock,10,oscuro,1,19
5005f505-2ab6-4fb0-9789-32e9dbc7f874,two_up,9,oscuro,1,12
03b38e1c-41f1-4354-bfad-17c6febe0006,peace,1,claro,1,12
03269372-3c14-4d50-bec0-be9e963733fb,two_up,10,oscuro,1,8
0397406f-2c61-4fe7-a770-0a940fd21ccf,stop,6,medio,1,16
304deb71-6e3d-4be6-abc2-23272027cc66,three,5,medio,1,15
5d8c3d81-1b3a-4c6d-b0fe-d6d92dfbe7a9,peace_inverted,8,oscuro,1,8
09732089-243c-47e6-a314-264fae24871e,call,6,medio,1,4
734958c8-d0df-418f-91dd-75c782a1b870,call,1,claro,1,4
04d91ea6-4f5f-49ee-9138-e260a0dffa1b,fist,3,claro,1,4
0143c110-538e-4653-981f-5971108eebd2,ok,1,claro,1,16
0154d31c-9e6e-47e0-a8e9-a858f3efb1c6,peace,9,oscuro,1,11
0d146971-895a-4de1-baa4-35a2b66f6b1d,three2,8,oscuro,1,1
02890eb9-d24e-4d30-9d3b-d238697fa661,ok,8,oscuro,1,20
0216a47b-325f-4a91-9375-f411d254d5f4,ok,10,oscuro,0,1
0643d9ac-8ade-49e9-b15f-90894cbafbdc,palm,6,medio,1,20
ae7f0178-1625-4f82-883c-9884686aacf2,stop_inverted,10,oscuro,1,16
05b9f9ab-6a12-4450-8cb5-7be7b2f22fd1,one,10,oscuro,1,8
2faf6444-0fed-4f60-9e1a-a63dc134a5be,three,10,oscuro,1,16
05f74d6b-0053-48c0-9b99-363f344358e3,four,3,claro,1,16
0748fbd2-7dff-46aa-9e6b-991a011cbd3c,ok,4,claro,1,15
c5389f63-b635-4aba-afab-2fd9125cef6a,stop_inverted,2,claro,1,8
10526473-f2df-4722-8989-3dbc78bc36f2,call,1,claro,1,4
5f47668c-5763-4a3b-89fb-618907cce335,call,1,claro,1,4
03e90dbb-0387-477e-ba67-5f43a7f02213,palm,7,medio,0,16
2415d3c8-4646-4331-b07c-2beaebe70bab,call,1,claro,1,4
031dd13d-ae8b-4722-8e7d-5848b270d543,rock,6,medio,0,1
06b88a7f-fb2c-464c-8c20-7612cfeed344,like,10,oscuro,0,4
5e7d89ab-6cb3-43b8-b575-88e692d055d1,call,5,medio,1,4
01bc64c5-6d04-473d-8b69-0c4059224552,ok,10,oscuro,1,20
0310fda4-0ec0-4035-8187-89d1f6fbff1d,four,5,medio,1,20
240ee29f-53a6-4a62-80d3-e28dc9e8ce6e,three,1,claro,1,15
0362af28-3832-41b6-a7aa-01c8b9e3299a,dislike,10,oscuro,1,20
01dfb25d-547a-4ee0-a78c-dd58a361df82,mute,5,medio,1,8
00f63b7b-2fc3-404f-91d2-8c109f948468,ok,5,medio,1,16
00dee6a0-a258-4b06-bc82-2c96a4070487,palm,5,medio,0,1
343ec356-544b-47cb-acc7-e7d0d0fd111e,three,1,claro,1,11
02355348-6ac9-467d-b52f-1a740b9f8f2e,palm,5,medio,1,1
91423f22-13e1-4e46-9373-f355ac422939,two_up,2,claro,1,12
05167068-095e-4d2b-ab48-533c74e15b0e,palm,5,medio,0,15
02d8e051-a8f7-4f2b-b2bf-ac56e01fc6db,ok,2,claro,1,16
05cfda73-5107-4eb9-b280-ed5aed1a8816,one,8,oscuro,1,20
04220214-7b68-47db-885f-c76d7bc75aca,two_up,6,medio,0,12
46dd8883-e2f3-4095-9de2-36a5559aebbc,two_up_inverted,7,medio,1,8
18caedc5-70d0-4b5a-b69b-4f3f20eca0bb,stop_inverted,3,claro,1,12
a2bb141c-f84e-45b8-8d8c-da33e317fabe,three2,3,claro,1,12
02f6dc25-78c9-4460-ad15-df7c1a162231,palm,7,medio,0,16
00f46aea-67e3-47ec-8bb1-7db73c6e7792,one,2,claro,0,8
03725111-5f59-4e87-854d-ba14b01c8606,dislike,1,claro,1,20
002c0132-25cc-4ff6-b832-03fa82818e8a,four,10,oscuro,1,15
02972dc0-ecaf-4c91-88be-7fa2ea81a461,one,4,claro,1,4
04e8a0b9-3604-49d7-b839-3f34fc1b4772,ok,1,claro,1,12
0304afac-ddac-4aa4-b172-6a1368adf025,mute,10,oscuro,0,1
18caedc5-70d0-4b5a-b69b-4f3f20eca0bb,stop_inverted,3,claro,1,12
056929fc-a948-493b-bc8a-5cb8f25b0b98,one,7,medio,0,20
3176496a-3b35-4b17-a32e-628cf1189679,three,3,claro,1,16
0653fa7b-f5c1-4b1e-a3b9-be64363c2d69,dislike,2,claro,1,20
01e8ba52-7bdb-4957-94dc-6a2756d439ea,palm,5,medio,0,1
022fb692-c5c0-4e00-ac14-455bb4367a7b,one,7,medio,1,8
20e64fdc-40d1-4b1e-a537-f6905268585f,two_up,9,oscuro,1,12
00a0f6b1-11af-410c-a838-b7cf38b6cc88,peace,4,claro,1,12
02e06f96-9e5a-4d47-bcd8-769df3d5dc34,palm,9,oscuro,1,1
f1ff947f-e44a-4456-92e4-6152e6bfde2a,two_up,9,oscuro,1,12
3d81b2fb-22fe-4a2b-8419-7ef76ea8d6cb,call,8,oscuro,1,4
08df4a1d-0e1f-4fd8-8c35-86d173dcddf5,stop_inverted,3,claro,1,8
bf058bb5-0021-44b4-b119-b1acc2b656a9,stop_inverted,8,oscuro,1,8
062ab281-0d7b-4ba1-adfb-34fda2bc65dd,palm,8,oscuro,0,1
0bac9b85-6fd7-46b2-a24f-237dc7cff3ba,two_up_inverted,3,claro,1,8
024a6d53-eb47-4959-b4fd-7aef882fbb50,stop,8,oscuro,1,12
a2bb141c-f84e-45b8-8d8c-da33e317fabe,three2,3,claro,1,12
05d41ba2-3745-48a4-b783-4f30a898aec0,fist,6,medio,1,20
0337edd6-1cb2-4093-a290-dc5f6f8ef2bd,like,5,medio,1,4
06e06fa1-52b1-4343-b3af-3fb23e43fc11,one,6,medio,1,8
2c45b3d1-916b-4bda-8af5-f24ebb729e61,three,4,claro,1,16
058326d7-3704-43f1-a7c7-56fcad054648,palm,10,oscuro,1,16
00a6c250-88c5-4c1b-9713-0164e4a040ac,ok,3,claro,1,20
06cd9ef9-7260-4b5a-a823-63a4f8098e0a,ok,9,oscuro,1,15
06b0fd08-aedc-4625-9787-d9f5129be574,dislike,6,medio,1,19
005123bb-8aef-4b85-900d-804bbe9dcb85,peace,9,oscuro,1,11
24ca9799-5870-4ea8-8809-01b6c541b25e,call,10,oscuro,1,4
58e7fe0a-79e7-461c-a173-bd40020cac75,call,6,medio,0,20
5005f505-2ab6-4fb0-9789-32e9dbc7f874,two_up,9,oscuro,1,12
28280eae-bbd1-4203-ab7f-2801d14508d1,three,9,oscuro,1,16
b649b378-e921-4d02-9fd8-c0fe830c6be5,two_up,9,oscuro,1,11
07231b0a-068b-4626-88ba-8b8c4e4d2630,ok,6,medio,1,20
0030467f-b54a-405d-b274-7225972f804d,stop,4,claro,1,15
018a33f7-5624-42c6-8686-964a3ae48311,ok,1,claro,0,20
043f1e6d-f1f8-4180-a241-bceda4bca62a,peace,9,oscuro,1,1
06358daf-c33c-44db-a867-6224e08f2907,four,7,medio,1,16
299e2470-b663-4611-a953-a0fb3115e5c0,two_up_inverted,2,claro,1,8
e7c70377-a671-4eff-8217-40d034e1118b,two_up_inverted,10,oscuro,1,8
e7c70377-a671-4eff-8217-40d034e1118b,two_up_inverted,10,oscuro,1,8
0414e82f-a1be-46b9-a763-9c234f009bc9,ok,4,claro,1,20
01a3298e-ecbe-42da-b31a-9b0be6eca430,one,1,claro,1,4
97341457-cc89-4ce5-a4e9-2598d7880edf,two_up_inverted,5,medio,1,8
550bb1de-e460-429e-a394-da515dfd9169,call,3,claro,1,4
161009d1-c386-482d-a2d1-59e9d80444a1,three,4,claro,1,16
02e1be73-8c75-4cce-a52e-8af3fd175519,three2,2,claro,1,4
077473f2-c6f5-49a4-9a65-8c56723a0c49,fist,5,medio,1,19
043f1e6d-f1f8-4180-a241-bceda4bca62a,peace,9,oscuro,1,1
5cb21a04-a696-4218-8360-42579db02a5a,two_up,6,medio,1,12
03fa280c-07ec-4969-a4c1-f228a9f1add2,ok,10,oscuro,1,20
036c44ca-1592-4b6a-9a3a-e2717899b499,four,2,claro,1,16
0183560c-d91c-4d32-b6a5-f70158fc4fdd,one,5,medio,1,7
02890eb9-d24e-4d30-9d3b-d238697fa661,ok,8,oscuro,1,20
7d250579-122b-421b-a8de-d58c2e15d09c,two_up_inverted,7,medio,1,11
05fc4fa1-1aa2-415a-a0eb-90a66b740403,four,9,oscuro,1,20
03643c20-5e0b-4a4c-aaab-843f3cbd846a,four,7,medio,0,12
0131f2a8-82a0-442a-ba13-42415e52ac0a,two_up,10,oscuro,1,12
06bb328f-e737-4785-b9a7-de19d827d094,dislike,8,oscuro,1,20
03ac5380-8674-41da-844b-dc1946f04e3e,peace,8,oscuro,1,11
05a6f421-55b4-4830-b393-a15e6e6c2dc4,peace_inverted,9,oscuro,1,7
01188b38-1f61-4e7d-ae2b-ce89279d99f6,fist,7,medio,1,20
0310aa7a-c449-48e7-a1ee-60863887d212,stop,2,claro,1,20
1bdd27c4-c152-4e05-9d9e-cba684a85ba7,three2,7,medio,1,12
027be762-043a-4c55-af0c-647d0b93eaac,one,6,medio,1,7
05386ed0-2716-4ee7-8231-b6470bf4de3b,dislike,3,claro,1,20
02ea9c0a-deda-49d3-9356-c011ff4c45dc,ok,9,oscuro,0,1
837be6aa-5355-43ae-a254-3944932b6116,peace_inverted,2,claro,1,8
00987a96-2cdd-4a5f-95a8-457d358a13c1,rock,5,medio,1,20
0824f2f9-c590-4b73-b9eb-d6d00fca791a,like,10,oscuro,1,4
91423f22-13e1-4e46-9373-f355ac422939,two_up,2,claro,1,12
0ae441fc-c9e6-4c78-8374-45f4eb49be6b,two_up_inverted,6,medio,1,7
002b80a7-3292-4202-9a25-d6c8aac83a1e,dislike,9,oscuro,0,1
03bc3f5f-ae3c-436e-9789-dbb15720a928,stop,6,medio,1,16
02be3f4a-af89-4bc9-ac69-fc65c45ae34d,one,8,oscuro,1,8
0d303909-120a-41e9-9005-e445e955982d,call,2,claro,1,4
06edf85f-4f9f-48e6-9c8d-05d12eb3df28,one,10,oscuro,1,7
028930ac-4eec-4468-89ce-5fc1af2bfd23,mute,5,medio,1,8
01a35656-92a0-4893-bdb5-94f025c3dc8a,rock,10,oscuro,0,1
0460a741-bbe2-427a-9183-9b4241b6ea81,four,10,oscuro,1,16
04633f91-bbaa-4d37-9870-3a2af74744a4,peace_inverted,7,medio,1,8
0180507d-61d2-41d3-bb32-21eed46839d9,stop_inverted,10,oscuro,1,12
01937fc1-f704-4421-9d13-83f06633a4d5,peace,1,claro,0,1
2719d117-1915-4fc5-818d-5ca294ac56db,stop_inverted,7,medio,1,11
01c949be-3f8d-4921-9079-3550ec816b1b,palm,7,medio,1,20
0bba11b4-f9a2-4cf9-88a1-72bc1c4cc7df,three,1,claro,1,16
0fe2a4dd-58e4-4935-9234-2268c5dc0f85,peace_inverted,3,claro,1,8
65c78c9d-7bfa-45e8-b168-93fc1e50e5cb,two_up_inverted,3,claro,1,12
0297fdcd-966b-4e88-8c08-adc69f512bf6,peace,2,claro,1,7
04cbe892-abae-4813-a102-04e66526b3a4,like,9,oscuro,0,4
c8d5d5e7-60d9-4b93-9a52-85e9d6bee8e0,two_up_inverted,3,claro,1,12
19ae0c3c-a5d7-4986-b1bb-5ac263a2e7cd,call,5,medio,1,4
0024e456-a8d2-4bd0-872b-77145141039b,stop,10,oscuro,1,15
0683f64b-c14b-4416-8e28-80e9dcf09ecf,fist,9,oscuro,0,1
123f9ac4-5b49-48e2-8b95-63c9d316f9fe,stop_inverted,8,oscuro,1,7
0512ec67-512b-4554-a19d-f0b4ea57ecb4,peace,2,claro,1,11
02859656-e7e2-4e37-8d43-fa4eb2795f84,dislike,2,claro,0,1
732c17d4-37a7-4730-8819-942dd3fff62b,two_up_inverted,7,medio,1,7
2bffe51f-e4ed-42e0-b41c-bec86614336d,two_up_inverted,7,medio,1,8
01cd681c-a51b-493e-990e-d99ad96f63d0,like,10,oscuro,1,1
04d82bef-04aa-42e4-b832-cb344204ae12,peace,2,claro,1,12
02ebaa86-e5e5-47e7-bab5-d0d1b39bc0de,mute,6,medio,1,8
4aad8165-a5f8-472b-995e-d5ba88cad777,two_up_inverted,6,medio,1,8
002ce59b-be3f-4002-b2fe-367f84e2e3a4,one,9,oscuro,1,7
013b8087-0594-4c00-9c50-c84cce3717dd,rock,3,claro,1,20
26de106d-9eef-4417-90e7-3418f417fdb7,three2,2,claro,1,12
045d5ac7-0495-4955-b1c9-a6c2737528e7,rock,10,oscuro,1,20
0e984ec2-0c8e-4288-ad95-843732b91d51,three,6,medio,1,12
046f0c35-3bc0-455f-8abb-9eab14ad48fb,one,2,claro,1,8
04c38b9b-902e-432c-96d2-9d386c504bf5,four,5,medio,0,20
03ecc37c-d5f0-485e-a929-98f38588a0fa,one,4,claro,0,12
002b2e3b-9d21-4921-a418-8435bc65fa59,mute,3,claro,0,12
04d0c305-4775-4905-9bab-92ffb17bfcc6,peace,8,oscuro,0,1
71f034b8-0603-4947-bbaf-16370366a92f,call,10,oscuro,1,4
63cab7df-7229-4b33-a11a-a222b36c94cb,two_up_inverted,7,medio,1,12
0454399c-529b-4c44-b7bc-e6a870c18110,rock,7,medio,1,19
02b4bcce-e166-4ddd-b7f3-8cf3e47c6f1a,rock,10,oscuro,0,1
00678bdb-55b1-46e1-a2e6-7ccb587870f9,ok,5,medio,1,20
76edc5a2-1ee4-4136-9a75-737a49cd9124,call,3,claro,1,4
240ee29f-53a6-4a62-80d3-e28dc9e8ce6e,three,1,claro,1,15
10526473-f2df-4722-8989-3dbc78bc36f2,call,1,claro,1,4
064052a2-f367-4291-9553-1843669c7590,palm,1,claro,1,15
67628bed-7a5f-4fc2-8c5d-116230095baf,call,3,claro,1,4
01e8ba52-7bdb-4957-94dc-6a2756d439ea,palm,5,medio,0,1
013da6a3-bb26-4f89-b775-0e745ca34ecd,mute,7,medio,1,8
220527fb-6b59-405d-9e22-97f242fef276,three,6,medio,1,16
0064f9a1-322a-4530-a1bf-2440bcdd2dc0,ok,1,claro,1,20
0179c9fb-2a7f-44ba-b513-ca22e80cb888,ok,4,claro,1,20
0583dd64-f274-4533-99b2-4c47bf562b30,like,10,oscuro,0,4
0784e37b-5ed2-4901-a0d2-b001a5ae61de,ok,3,claro,1,16
0661e3c3-5b54-43f6-818b-3440476a8ebe,four,4,claro,0,20
06ac5665-d1f4-4586-9dd8-c8fbe93bd142,ok,1,claro,1,16
2baab879-938d-4288-83b7-55b6bacced82,three2,7,medio,0,11
04dc1bce-6a52-437d-821f-cf87eca59f13,dislike,8,oscuro,1,20
06bf18e1-3288-4647-9d3e-97f79d061392,like,2,claro,1,4
04d05385-1c03-43ef-9fd3-54d005246619,four,2,claro,1,16
00c9eb88-34c5-4350-b594-d30659ffb01c,fist,6,medio,1,16
08df4a1d-0e1f-4fd8-8c35-86d173dcddf5,stop_inverted,3,claro,1,8
010c2809-9193-4ce6-842b-0675733071bf,stop,2,claro,1,16
02f069af-8651-40d2-bb28-93268b6adef7,rock,9,oscuro,1,20
0361d2d9-a284-4a19-8790-9cfe5cc85083,dislike,5,medio,1,20
03aaf6c9-cf23-4b04-bc54-35b56d7261cd,rock,9,oscuro,1,19
010123b0-e889-498f-b3d9-fa85a91d6c2c,fist,7,medio,1,11
02021cd2-8a70-4e8a-86bd-2bc236bd8885,four,8,oscuro,1,1
2a703eeb-4446-457e-9aa9-d9265760c9b2,call,10,oscuro,1,4
1df0d03e-2d86-4e50-864e-70fe415d74ba,three2,2,claro,1,12
489a18f2-0665-4ef6-9a27-56720328251a,call,2,claro,1,4
0010d045-051c-42b0-a322-02670867dd72,stop,5,medio,1,11
00dfdf77-4b8b-4213-80b7-16f2b492fe4d,like,6,medio,0,4
00af17c9-93a2-4566-92ed-7be4d0d4ac55,ok,8,oscuro,1,15
b784ae88-13c2-45c5-b9c2-8126ac2ded79,three2,5,medio,1,12
0669b6a5-9bac-487e-9c62-4c7d91920a6b,palm,6,medio,1,16
01c8c817-dc63-4483-a3f8-4c9fdf23f562,stop,10,oscuro,1,4
02ef7428-f346-46e8-9732-bcff292845f1,rock,6,medio,1,19
00d5944d-922c-4f56-bf60-2d9c4ade51a7,dislike,7,medio,1,20
03728440-a146-4c8e-864c-56861746cd1d,rock,9,oscuro,0,20
02021cd2-8a70-4e8a-86bd-2bc236bd8885,four,8,oscuro,1,1
03099735-efd7-4f4c-b40e-10f2a0afed18,palm,4,claro,0,16
1375a540-6d19-47c4-9aa1-104ffc11ca8c,three,2,claro,1,16
5f3c6eb7-9e0b-4b21-8be8-f2cae2e5c86f,call,9,oscuro,1,4
5005f505-2ab6-4fb0-9789-32e9dbc7f874,two_up,9,oscuro,1,12
0512ec67-512b-4554-a19d-f0b4ea57ecb4,peace,2,claro,1,11
f7713264-f147-47f3-ace3-e3a8b1492e25,stop_inverted,6,medio,1,8
05e071ec-7c27-473f-b4a0-67ef165e4039,four,4,claro,1,19
41234315-a75f-4b80-b363-a2f1773c769a,peace_inverted,10,oscuro,1,8
