sample_id,mst_level
freihand_00006076,7
freihand_00019453,7
freihand_00010870,7
freihand_00018914,7
freihand_00024395,5
freihand_00015452,5
freihand_00002525,5
freihand_00030179,6
freihand_00001452,6
freihand_00028771,6
freihand_00000473,7
freihand_00006245,6
freihand_00021894,5
freihand_00022221,7
freihand_00013013,7
freihand_00020744,6
freihand_00030996,7
freihand_00024311,8
freihand_00016582,6
freihand_00012403,5
freihand_00005140,7
freihand_00023043,7
freihand_00008023,5
freihand_00024047,5
freihand_00012538,5
freihand_00012328,6
freihand_00024862,6
freihand_00023763,7
freihand_00030959,4
freihand_00003986,7
freihand_00030094,5
freihand_00032156,5
freihand_00020820,5
freihand_00027789,6
freihand_00023638,6
freihand_00021814,6
freihand_00003598,6
freihand_00013150,5
freihand_00012655,5
freihand_00031025,5
freihand_00024145,8
freihand_00007303,7
freihand_00015915,7
freihand_00009970,4
freihand_00026741,9
freihand_00003817,5
freihand_00029499,5
freihand_00026700,5
freihand_00003767,5
freihand_00019546,6
freihand_00006767,6
freihand_00026800,6
freihand_00021960,6
freihand_00016342,5
freihand_00015187,6
freihand_00023034,6
freihand_00028025,5
freihand_00005905,5
freihand_00026592,6
freihand_00009979,7
freihand_00027317,6
freihand_00006695,6
freihand_00000876,7
freihand_00027056,6
freihand_00007332,7
freihand_00018541,5
freihand_00000844,5
freihand_00012403,5
freihand_00001642,6
freihand_00021047,7
freihand_00031019,6
freihand_00007601,7
freihand_00012179,5
freihand_00025831,5
freihand_00010314,6
freihand_00002041,6
freihand_00002284,5
freihand_00010305,5
freihand_00016281,8
freihand_00012855,8
freihand_00016218,6
freihand_00026506,6
freihand_00000538,6
freihand_00025856,6
freihand_00022504,6
freihand_00006588,7
freihand_00000789,6
freihand_00008055,5
freihand_00006693,6
freihand_00027865,5
freihand_00027186,5
freihand_00031610,7
freihand_00029160,7
freihand_00008929,6
freihand_00009846,7
freihand_00017252,6
freihand_00021053,6
freihand_00028034,7
freihand_00026263,6
freihand_00011535,7
freihand_00002386,6
freihand_00022912,5
freihand_00007478,5
freihand_00028103,7
freihand_00016708,8
freihand_00014138,5
freihand_00014007,6
freihand_00004413,5
freihand_00030365,5
freihand_00002403,5
freihand_00022303,5
freihand_00012046,9
freihand_00031782,7
freihand_00020473,5
freihand_00015218,7
freihand_00017340,7
freihand_00003804,5
freihand_00031067,4
freihand_00012988,8
freihand_00022390,7
freihand_00019024,5
freihand_00015536,5
freihand_00019929,6
freihand_00021923,7
freihand_00008608,5
freihand_00025393,5
freihand_00012029,6
freihand_00004168,6
freihand_00018275,7
freihand_00032133,7
freihand_00007209,5
freihand_00012441,7
freihand_00008214,5
freihand_00017686,5
freihand_00013214,5
freihand_00006583,8
freihand_00015955,6
freihand_00003356,6
freihand_00002419,6
freihand_00003270,7
freihand_00004824,7
freihand_00005752,5
freihand_00032192,6
freihand_00028325,6
freihand_00019408,5
freihand_00001557,5
freihand_00025083,5
freihand_00022358,6
freihand_00022568,7
freihand_00000809,6
freihand_00005654,7
freihand_00000996,6
freihand_00021683,5
freihand_00005680,5
freihand_00021539,5
freihand_00024755,8
freihand_00031673,6
freihand_00002187,7
freihand_00014100,6
freihand_00029922,6
freihand_00029636,5
freihand_00007497,7
freihand_00012587,6
freihand_00007666,7
freihand_00004303,6
freihand_00002133,7
freihand_00021250,7
freihand_00007215,7
freihand_00004842,6
freihand_00026124,6
freihand_00020112,5
freihand_00001622,6
freihand_00029813,5
freihand_00025102,7
freihand_00004779,7
freihand_00020124,5
freihand_00022520,5
freihand_00003039,7
freihand_00001904,6
freihand_00021040,7
freihand_00022801,5
freihand_00010238,6
freihand_00029199,8
freihand_00017000,8
freihand_00004042,7
freihand_00014971,6
freihand_00006935,7
freihand_00015254,7
freihand_00006382,6
freihand_00001828,7
freihand_00017483,7
freihand_00009308,6
freihand_00031630,5
freihand_00022760,6
freihand_00008816,6
freihand_00018221,6
freihand_00025193,6
freihand_00017015,6
freihand_00008527,5
freihand_00012187,6
freihand_00007236,5
freihand_00015868,7
freihand_00023243,6
freihand_00007892,5
freihand_00010929,5
freihand_00032148,8
freihand_00030161,6
freihand_00030853,5
freihand_00008740,5
freihand_00026677,6
freihand_00013137,5
freihand_00024707,5
freihand_00015646,6
freihand_00010108,6
freihand_00002760,6
freihand_00019512,6
freihand_00022564,7
freihand_00017727,6
freihand_00028549,7
freihand_00028247,7
freihand_00012531,6
freihand_00008200,7
freihand_00021625,5
freihand_00031432,5
freihand_00024820,7
freihand_00021464,7
freihand_00015282,5
freihand_00000179,7
freihand_00031383,6
freihand_00015520,6
freihand_00029919,5
freihand_00007092,6
freihand_00032529,6
freihand_00020755,5
freihand_00007284,5
freihand_00007104,6
freihand_00006399,7
freihand_00021298,6
freihand_00008566,7
freihand_00012805,6
freihand_00002527,7
freihand_00025115,6
freihand_00024698,5
freihand_00010988,6
freihand_00017799,7
freihand_00012670,7
freihand_00019278,6
freihand_00026586,7
freihand_00015602,7
freihand_00013837,5
freihand_00002299,5
freihand_00017047,5
freihand_00008881,7
freihand_00029877,6
freihand_00008129,10
freihand_00021653,6
freihand_00007926,5
freihand_00017086,6
freihand_00009922,5
freihand_00005250,5
freihand_00015362,6
freihand_00005265,5
freihand_00014305,6
freihand_00025428,9
freihand_00013119,8
freihand_00027407,5
freihand_00020124,5
freihand_00005771,5
freihand_00017498,5
freihand_00009868,5
freihand_00020164,6
freihand_00005290,6
freihand_00011055,5
freihand_00032360,6
freihand_00015311,6
freihand_00020611,6
freihand_00028097,7
freihand_00000352,6
freihand_00006603,7
freihand_00019486,7
freihand_00012738,5
freihand_00029871,6
freihand_00003851,5
freihand_00013553,6
freihand_00017964,5
freihand_00032536,5
freihand_00007514,5
freihand_00026744,7
freihand_00031945,7
freihand_00015763,5
freihand_00030699,6
freihand_00013215,7
freihand_00004830,5
freihand_00013948,5
freihand_00018449,5
freihand_00018414,7
freihand_00003407,8
freihand_00013468,7
freihand_00010066,5
freihand_00029645,5
freihand_00021263,6
freihand_00017010,5
freihand_00027494,6
freihand_00003230,6
freihand_00019270,6
freihand_00008388,5
freihand_00011426,7
freihand_00024613,6
freihand_00001709,6
freihand_00005240,6
freihand_00006672,6
freihand_00020983,6
freihand_00024400,5
freihand_00004384,6
freihand_00007143,5
freihand_00002454,8
freihand_00020913,5
freihand_00026744,7
freihand_00019289,6
freihand_00031448,5
freihand_00009814,5
freihand_00026571,7
freihand_00005123,5
freihand_00021500,4
freihand_00005525,6
freihand_00003507,7
freihand_00001432,5
freihand_00021564,6
freihand_00012751,6
freihand_00021034,2
freihand_00027496,6
freihand_00031930,6
freihand_00025360,7
freihand_00022134,7
freihand_00017412,4
freihand_00003714,6
freihand_00029240,6
freihand_00001667,5
freihand_00021226,6
freihand_00009683,6
freihand_00019866,5
freihand_00004202,8
freihand_00011625,6
freihand_00020666,5
freihand_00020601,6
freihand_00029228,5
freihand_00030321,6
freihand_00005542,6
freihand_00020190,7
freihand_00028953,7
freihand_00029006,8
freihand_00031272,5
freihand_00021146,6
freihand_00030926,7
freihand_00024501,7
freihand_00029169,4
freihand_00022734,7
freihand_00023054,6
freihand_00004600,5
freihand_00008716,7
freihand_00012491,6
freihand_00021620,8
freihand_00031981,5
freihand_00000102,5
freihand_00000429,6
freihand_00017223,6
freihand_00021620,8
freihand_00028871,8
freihand_00017059,7
freihand_00019308,7
freihand_00018618,5
freihand_00018216,8
freihand_00002932,7
freihand_00016693,7
freihand_00020930,6
freihand_00027043,6
freihand_00016429,6
freihand_00030938,5
freihand_00002641,6
freihand_00026409,6
freihand_00000947,7
freihand_00031411,6
freihand_00003169,6
freihand_00007175,7
freihand_00003870,6
freihand_00024043,7
freihand_00014347,5
freihand_00014059,6
freihand_00007212,5
freihand_00022605,8
freihand_00010113,7
freihand_00009223,6
freihand_00009667,7
freihand_00005428,8
freihand_00031820,6
freihand_00003260,5
freihand_00025434,6
freihand_00009223,6
freihand_00004710,7
freihand_00020629,6
freihand_00005774,7
freihand_00021885,8
freihand_00020632,7
freihand_00006572,6
freihand_00021022,6
freihand_00018521,5
freihand_00031156,7
freihand_00005158,8
freihand_00010799,6
freihand_00013787,7
freihand_00006050,6
freihand_00025327,7
freihand_00003652,6
freihand_00025206,8
freihand_00027608,7
freihand_00031474,6
freihand_00015347,8
freihand_00016468,7
freihand_00019739,5
freihand_00008318,5
freihand_00007791,6
freihand_00019878,7
freihand_00011798,6
freihand_00001670,8
freihand_00010566,7
freihand_00017329,4
freihand_00002896,7
freihand_00016788,6
freihand_00012727,5
freihand_00005741,7
freihand_00007468,5
freihand_00026065,6
freihand_00005411,6
freihand_00022744,7
freihand_00021872,6
freihand_00012310,7
freihand_00008164,7
freihand_00000111,8
freihand_00020324,6
freihand_00025437,7
freihand_00027585,6
freihand_00017791,6
freihand_00011219,7
freihand_00019995,5
freihand_00013980,9
freihand_00000714,7
freihand_00004883,6
freihand_00027713,8
freihand_00011540,7
freihand_00003793,7
freihand_00015962,5
freihand_00019476,5
freihand_00031263,8
freihand_00030180,6
freihand_00019092,6
freihand_00020900,5
freihand_00019903,6
freihand_00015396,6
freihand_00005666,7
freihand_00024999,5
freihand_00015889,6
freihand_00002484,7
freihand_00016140,5
freihand_00024037,5
freihand_00024684,8
freihand_00012074,6
freihand_00011504,5
freihand_00007981,6
freihand_00028536,7
freihand_00009535,7
freihand_00031304,7
freihand_00016640,6
freihand_00032102,5
freihand_00002588,7
freihand_00001513,5
freihand_00006949,8
freihand_00001292,6
freihand_00004691,9
freihand_00021516,6
freihand_00013611,5
freihand_00026439,7
freihand_00018640,6
freihand_00010998,7
freihand_00011819,7
freihand_00014129,6
freihand_00011856,6
freihand_00006656,7
freihand_00016971,5
freihand_00011020,7
freihand_00009864,6
freihand_00016910,4
freihand_00030290,7
freihand_00022441,5
freihand_00008750,6
freihand_00024487,7
freihand_00007750,7
freihand_00019357,5
freihand_00024612,6
freihand_00014379,5
freihand_00000597,6
freihand_00027974,6
freihand_00030435,5
freihand_00017311,8
freihand_00001504,8
freihand_00029428,7
freihand_00025770,7
freihand_00002655,7
freihand_00003340,6
freihand_00015426,6
freihand_00003244,7
freihand_00010216,6
freihand_00022335,5
freihand_00030876,5
freihand_00002339,7
freihand_00022273,5
freihand_00031358,7
freihand_00027661,7
freihand_00010747,6
freihand_00022688,6
freihand_00007774,6
freihand_00031252,5
freihand_00006499,8
freihand_00020597,7
freihand_00024057,5
freihand_00006467,5
freihand_00015543,5
freihand_00000000,6
freihand_00000702,7
freihand_00022886,7
09bd10e3-d3df-4357-a647-d9f2697a4b42,6
freihand_00024743,8
freihand_00022869,6
freihand_00017626,7
freihand_00025169,5
freihand_00030361,6
freihand_00014811,7
freihand_00007843,6
freihand_00003058,7
freihand_00025239,6
freihand_00020718,6
freihand_00029066,6
freihand_00010331,5
freihand_00003643,7
freihand_00019249,5
freihand_00023009,6
freihand_00004328,7
freihand_00026753,6
freihand_00021353,8
freihand_00021529,6
freihand_00023233,5
freihand_00027367,6
freihand_00004281,8
freihand_00009842,8
freihand_00027680,6
freihand_00000890,7
freihand_00005280,5
freihand_00023974,6
freihand_00023437,6
freihand_00012553,7
freihand_00006235,6
freihand_00016793,8
freihand_00028046,6
freihand_00022693,6
freihand_00025895,5
freihand_00028315,5
freihand_00024665,6
freihand_00028379,5
freihand_00014257,6
freihand_00029692,6
freihand_00029756,8
freihand_00022142,6
freihand_00009586,6
freihand_00024384,6
freihand_00011912,6
freihand_00005391,5
freihand_00028839,6
freihand_00016065,5
freihand_00011694,8
freihand_00023561,8
freihand_00009032,5
freihand_00015246,6
freihand_00016902,5
freihand_00026044,1
freihand_00029993,8
freihand_00009452,7
freihand_00017436,7
freihand_00001222,8
freihand_00005215,6
freihand_00024705,8
freihand_00001347,5
freihand_00017913,6
freihand_00010441,5
freihand_00030799,5
freihand_00027128,6
freihand_00028054,5
freihand_00004305,6
freihand_00027985,8
freihand_00015698,5
freihand_00032039,5
freihand_00018282,6
freihand_00031311,7
freihand_00008896,7
freihand_00025727,6
freihand_00013798,7
freihand_00017689,6
freihand_00032115,5
freihand_00016062,5
freihand_00027250,7
freihand_00010857,6
freihand_00031270,5
freihand_00022187,5
freihand_00011894,8
freihand_00019691,5
freihand_00027746,7
freihand_00004333,5
freihand_00018089,6
freihand_00007220,8
freihand_00014116,6
freihand_00018157,7
freihand_00000668,8
freihand_00028419,6
freihand_00024063,7
freihand_00024994,5
freihand_00007183,5
freihand_00023625,8
freihand_00010624,6
freihand_00029584,6
freihand_00020964,9
freihand_00031725,8
freihand_00021228,6
freihand_00025167,6
freihand_00024336,5
freihand_00017417,7
freihand_00014405,8
freihand_00026205,6
freihand_00002846,7
freihand_00030332,4
freihand_00006894,5
freihand_00031570,7
freihand_00024919,2
freihand_00017963,6
freihand_00012225,6
freihand_00009690,6
freihand_00004990,6
freihand_00004696,6
freihand_00025430,7
freihand_00005817,5
freihand_00013904,6
freihand_00012019,6
freihand_00027357,7
freihand_00002360,7
freihand_00031561,6
freihand_00025654,7
freihand_00008642,6
freihand_00032135,2
freihand_00008526,7
freihand_00009863,6
freihand_00030871,6
freihand_00023434,8
freihand_00025091,6
freihand_00009545,8
freihand_00005173,7
freihand_00005110,6
freihand_00015937,5
freihand_00023226,7
freihand_00024994,5
freihand_00004986,5
freihand_00027896,6
freihand_00008781,6
freihand_00031072,5
freihand_00012569,5
freihand_00021760,7
freihand_00014665,7
freihand_00020198,6
freihand_00002868,5
freihand_00011764,7
freihand_00000876,7
freihand_00000175,5
freihand_00010813,8
freihand_00004848,6
freihand_00025317,7
freihand_00027180,5
freihand_00007097,6
freihand_00030406,7
freihand_00006413,6
freihand_00007616,8
freihand_00023224,7
freihand_00032323,6
freihand_00026536,6
freihand_00017179,5
freihand_00011321,9
freihand_00028872,5
freihand_00007192,7
freihand_00025103,7
freihand_00013009,5
freihand_00025608,7
freihand_00025743,7
freihand_00020399,6
freihand_00011580,6
freihand_00015800,8
freihand_00003531,5
freihand_00006323,5
freihand_00021301,5
freihand_00010492,7
freihand_00028282,5
freihand_00008596,6
freihand_00025620,7
freihand_00009172,8
freihand_00007556,5
freihand_00011985,6
freihand_00019288,5
freihand_00019112,6
freihand_00017389,5
freihand_00005416,6
freihand_00001065,5
freihand_00009039,6
freihand_00005461,8
freihand_00031484,6
freihand_00003197,6
freihand_00028235,8
freihand_00010683,9
freihand_00024250,6
freihand_00007324,7
freihand_00007024,6
freihand_00024611,9
freihand_00009349,5
freihand_00018425,7
freihand_00006063,7
freihand_00019410,6
freihand_00013227,7
freihand_00009362,8
freihand_00018528,5
freihand_00004090,4
freihand_00025012,5
freihand_00004579,5
freihand_00028387,6
freihand_00000828,7
freihand_00020715,5
freihand_00031461,6
freihand_00001850,6
freihand_00022049,8
freihand_00021297,7
freihand_00015763,5
freihand_00023891,5
freihand_00023334,8
freihand_00023933,7
freihand_00009292,7
freihand_00003695,5
freihand_00023391,7
freihand_00018655,4
freihand_00030999,7
freihand_00022751,7
freihand_00019849,5
freihand_00024983,5
freihand_00018195,6
freihand_00024905,6
freihand_00026524,5
freihand_00016680,5
freihand_00006205,7
freihand_00032316,5
freihand_00021834,5
freihand_00013582,8
freihand_00009742,7
freihand_00024740,7
freihand_00015896,5
freihand_00027131,8
freihand_00022935,7
freihand_00004792,8
freihand_00007429,9
freihand_00028629,7
freihand_00017565,4
freihand_00031532,8
freihand_00026969,5
freihand_00020842,5
freihand_00004961,5
freihand_00018547,5
freihand_00024842,7
freihand_00001425,5
freihand_00017174,6
freihand_00017344,6
freihand_00030483,7
freihand_00021297,7
freihand_00017753,7
freihand_00010563,8
freihand_00011986,6
freihand_00031040,6
freihand_00021270,7
freihand_00014732,5
freihand_00004395,8
freihand_00018401,6
freihand_00009975,6
freihand_00015975,5
freihand_00031170,7
freihand_00018673,8
freihand_00020233,6
freihand_00001339,5
freihand_00024885,7
freihand_00002015,4
freihand_00020133,6
freihand_00013820,6
freihand_00003217,6
freihand_00002366,7
freihand_00008476,6
freihand_00020508,5
freihand_00017967,7
freihand_00004091,7
freihand_00010784,5
freihand_00024945,5
freihand_00028141,7
freihand_00030962,6
freihand_00000568,6
freihand_00017619,6
freihand_00000245,7
freihand_00031825,4
freihand_00005290,6
freihand_00026156,6
freihand_00031529,8
freihand_00020699,6
freihand_00000499,6
freihand_00001429,5
freihand_00003398,5
freihand_00011398,7
freihand_00017015,6
freihand_00017589,5
freihand_00026470,6
freihand_00022058,7
freihand_00025353,7
freihand_00015210,6
freihand_00003503,7
freihand_00032205,8
freihand_00019817,5
freihand_00028376,6
freihand_00001139,7
freihand_00031522,7
freihand_00017886,6
freihand_00017980,5
freihand_00002426,8
freihand_00001008,8
freihand_00012246,5
freihand_00014715,7
freihand_00028983,7
freihand_00027198,6
freihand_00009899,6
freihand_00014549,5
freihand_00006266,6
freihand_00023315,6
freihand_00018804,6
freihand_00023209,6
freihand_00029473,8
freihand_00001735,5
freihand_00030921,7
freihand_00021005,5
freihand_00005447,7
freihand_00003138,7
freihand_00017679,6
freihand_00027857,7
freihand_00024406,6
freihand_00020538,9
freihand_00008352,6
freihand_00021561,6
freihand_00008413,5
freihand_00007396,5
freihand_00002065,5
freihand_00007053,5
freihand_00006269,6
freihand_00029872,5
freihand_00004616,7
freihand_00006470,8
freihand_00010896,6
freihand_00004058,7
freihand_00010950,8
freihand_00031249,4
freihand_00032388,5
freihand_00025835,7
freihand_00009161,5
freihand_00031780,8
freihand_00016922,6
freihand_00011973,7
freihand_00019400,7
freihand_00020570,5
freihand_00003858,6
freihand_00019396,7
freihand_00014700,5
freihand_00020247,8
freihand_00028995,6
freihand_00024323,7
freihand_00020923,6
freihand_00010564,6
freihand_00020983,6
freihand_00002868,5
freihand_00029727,7
freihand_00024119,5
freihand_00019141,8
freihand_00001682,7
freihand_00015244,6
freihand_00007133,8
freihand_00027027,7
freihand_00018601,6
freihand_00005121,8
freihand_00031881,7
freihand_00013168,7
freihand_00030051,6
freihand_00002846,7
freihand_00028792,7
freihand_00025383,6
freihand_00015414,6
freihand_00028354,6
freihand_00000475,7
freihand_00004266,6
freihand_00002580,5
freihand_00030569,5
freihand_00011229,8
freihand_00003827,5
freihand_00001999,7
freihand_00031861,5
freihand_00015741,5
freihand_00014595,5
freihand_00022097,6
freihand_00006993,6
freihand_00008515,7
freihand_00012581,7
freihand_00005624,5
freihand_00001232,6
freihand_00020188,6
freihand_00022748,6
freihand_00000366,5
freihand_00001873,7
freihand_00015948,6
freihand_00013381,6
freihand_00014554,6
freihand_00030491,6
freihand_00002938,7
freihand_00021933,5
freihand_00013054,6
freihand_00008374,6
freihand_00018558,7
freihand_00022902,9
freihand_00000545,5
freihand_00002518,6
freihand_00010555,7
freihand_00008676,9
freihand_00009442,6
freihand_00014983,8
freihand_00014566,6
freihand_00030927,6
freihand_00012655,5
freihand_00019805,6
freihand_00026792,9
freihand_00006935,7
freihand_00016182,6
freihand_00022770,6
freihand_00014410,7
freihand_00004494,5
freihand_00016590,6
freihand_00027941,6
freihand_00014819,7
freihand_00030259,7
freihand_00018250,6
freihand_00012173,5
freihand_00001808,6
freihand_00020253,8
freihand_00004198,5
freihand_00012221,6
freihand_00030514,7
freihand_00007147,6
freihand_00025323,6
freihand_00023835,7
freihand_00025943,7
freihand_00007599,7
freihand_00021882,6
freihand_00021118,7
freihand_00016575,6
freihand_00014498,5
freihand_00022788,6
freihand_00031038,6
freihand_00010783,6
freihand_00032020,7
freihand_00018880,5
freihand_00007770,7
freihand_00007828,8
freihand_00007592,7
freihand_00030150,6
freihand_00031036,5
freihand_00012510,7
freihand_00026070,8
freihand_00017945,8
freihand_00019281,7
freihand_00019107,6
freihand_00028187,6
freihand_00011253,8
freihand_00025325,6
freihand_00028660,6
freihand_00009451,8
freihand_00025861,6
freihand_00029315,7
freihand_00016001,6
freihand_00021052,8
freihand_00000711,8
freihand_00020272,5
freihand_00012710,6
freihand_00005976,5
freihand_00027956,6
freihand_00008156,7
freihand_00019969,6
freihand_00010513,5
freihand_00001479,9
freihand_00014757,5
freihand_00014957,7
freihand_00021994,7
freihand_00030957,5
freihand_00007995,6
freihand_00000880,8
freihand_00030529,6
freihand_00012563,6
freihand_00002455,6
freihand_00018442,6
freihand_00030443,6
freihand_00005824,5
freihand_00030611,7
freihand_00009225,8
freihand_00000244,7
freihand_00005834,5
freihand_00010799,6
freihand_00020197,6
freihand_00023658,5
freihand_00026530,7
freihand_00030294,7
freihand_00031258,7
freihand_00026536,6
freihand_00024488,7
freihand_00001652,5
freihand_00012437,5
freihand_00013328,6
freihand_00015181,5
freihand_00014212,7
freihand_00001897,7
freihand_00014202,6
freihand_00001887,5
freihand_00028692,5
freihand_00018669,6
freihand_00003925,7
freihand_00026727,7
freihand_00019448,6
freihand_00002026,5
freihand_00024741,6
freihand_00015176,5
freihand_00018222,6
freihand_00003469,5
freihand_00016161,5
freihand_00022580,8
freihand_00004460,7
freihand_00002461,6
freihand_00002179,6
freihand_00025207,7
freihand_00027117,6
freihand_00019905,6
freihand_00029138,6
freihand_00004454,7
freihand_00019260,7
freihand_00002949,7
freihand_00008058,8
freihand_00001788,5
freihand_00016204,6
freihand_00015370,6
freihand_00018491,8
freihand_00032430,8
freihand_00005081,6
freihand_00004789,6
freihand_00030719,5
freihand_00019591,4
freihand_00017588,8
freihand_00000112,8
freihand_00021897,7
freihand_00013074,6
freihand_00006720,6
freihand_00026890,7
freihand_00006639,5
freihand_00002731,4
freihand_00010575,8
freihand_00011634,6
freihand_00005111,6
freihand_00023112,6
freihand_00008939,6
freihand_00007497,7
freihand_00024493,6
freihand_00025481,5
freihand_00032429,6
freihand_00004937,6
freihand_00026695,5
freihand_00022239,5
freihand_00000234,8
freihand_00011871,6
freihand_00023425,7
freihand_00009581,5
freihand_00000815,4
freihand_00012727,5
freihand_00005440,8
freihand_00005089,5
freihand_00012087,7
freihand_00005581,8
freihand_00024161,8
freihand_00012979,6
freihand_00030582,5
freihand_00019314,6
freihand_00029234,7
freihand_00005807,7
freihand_00031331,6
freihand_00001682,7
freihand_00012284,7
freihand_00007120,6
freihand_00021862,7
freihand_00009740,6
freihand_00015050,8
freihand_00019544,6
freihand_00015647,5
freihand_00018011,8
freihand_00013402,6
freihand_00010073,5
freihand_00017202,6
freihand_00031677,6
freihand_00026306,8
freihand_00018284,6
freihand_00010584,6
freihand_00010749,7
freihand_00003095,8
freihand_00024019,6
freihand_00017748,4
freihand_00008968,6
freihand_00000878,6
freihand_00016739,7
freihand_00008911,5
freihand_00016783,7
freihand_00010005,5
freihand_00007201,5
freihand_00007104,6
freihand_00017860,5
freihand_00015881,5
freihand_00015677,7
freihand_00013131,6
freihand_00005448,6
freihand_00020753,7
freihand_00020380,5
freihand_00023665,7
freihand_00023623,5
freihand_00008519,8
freihand_00005662,7
freihand_00006871,6
freihand_00028768,6
freihand_00009121,6
freihand_00013392,6
freihand_00017309,8
freihand_00004758,5
freihand_00022198,7
freihand_00025965,5
freihand_00028044,7
freihand_00015646,6
freihand_00002172,5
freihand_00029685,7
freihand_00006305,7
freihand_00027195,6
freihand_00027763,6
freihand_00006023,6
freihand_00001279,7
freihand_00002898,8
freihand_00017989,6
freihand_00017737,8
freihand_00025983,5
freihand_00013953,7
freihand_00021834,5
freihand_00020242,7
freihand_00002861,5
freihand_00009367,7
freihand_00010093,7
freihand_00021471,6
freihand_00006126,8
freihand_00004764,7
freihand_00008559,5
freihand_00009724,5
freihand_00017049,7
freihand_00021912,5
freihand_00002896,7
freihand_00021315,5
freihand_00001063,7
freihand_00002936,5
freihand_00020868,6
freihand_00009548,5
freihand_00028530,5
freihand_00004019,6
freihand_00018385,7
freihand_00028439,7
freihand_00027841,5
freihand_00009489,5
freihand_00026175,8
freihand_00011099,5
freihand_00022253,5
freihand_00016991,5
freihand_00028732,5
freihand_00010402,6
freihand_00011052,6
freihand_00029110,7
freihand_00025562,6
freihand_00023412,6
freihand_00028029,6
freihand_00031090,5
freihand_00026567,6
freihand_00007402,5
freihand_00010254,7
freihand_00012060,5
freihand_00029808,5
freihand_00006193,6
freihand_00031930,6
freihand_00014524,6
freihand_00003617,6
freihand_00002399,5
freihand_00012271,6
freihand_00030899,7
freihand_00006224,5
freihand_00019890,5
freihand_00008089,7
freihand_00023022,7
freihand_00013051,6
freihand_00000180,5
freihand_00005005,7
freihand_00011966,7
freihand_00024660,5
freihand_00022838,6
freihand_00015444,7
freihand_00027802,7
freihand_00029670,6
freihand_00003151,7
freihand_00012785,6
freihand_00016195,6
freihand_00005344,8
freihand_00025988,6
freihand_00030327,7
freihand_00029658,6
freihand_00023310,9
freihand_00008248,5
freihand_00020542,6
freihand_00031970,5
freihand_00006360,8
freihand_00011867,8
freihand_00008586,7
freihand_00025475,5
freihand_00000683,5
freihand_00027715,6
freihand_00004466,8
freihand_00032131,8
freihand_00019576,6
freihand_00000819,5
freihand_00025846,5
freihand_00021019,7
03c75cdf-0226-4cd1-a4f2-9f852363fff2,6
freihand_00024761,8
freihand_00017910,6
freihand_00012173,5
freihand_00008356,6
freihand_00003836,7
freihand_00017203,7
freihand_00027932,6
freihand_00011335,5
freihand_00004652,8
freihand_00003793,7
freihand_00030745,6
freihand_00017000,8
freihand_00006213,6
freihand_00016456,6
freihand_00006638,7
freihand_00011279,7
freihand_00025130,8
freihand_00006301,6
freihand_00007874,5
freihand_00017352,7
freihand_00015592,5
freihand_00030291,6
freihand_00008781,6
freihand_00003582,7
freihand_00010725,8
freihand_00031244,7
freihand_00007500,5
freihand_00026877,6
freihand_00028626,7
freihand_00027169,7
freihand_00002351,6
freihand_00017232,7
freihand_00024355,5
freihand_00013861,6
freihand_00010780,8
freihand_00000481,5
freihand_00024449,6
freihand_00022483,6
freihand_00014242,7
freihand_00003423,5
freihand_00030601,7
freihand_00010861,7
freihand_00017633,7
freihand_00027096,5
freihand_00023251,7
freihand_00007970,7
freihand_00013281,6
freihand_00010325,4
freihand_00012003,7
freihand_00016414,6
freihand_00020209,5
freihand_00030492,7
freihand_00004622,7
freihand_00029567,5
freihand_00004443,7
freihand_00008413,5
freihand_00028553,6
freihand_00019097,6
freihand_00016082,6
freihand_00030552,5
freihand_00029737,6
freihand_00010526,6
freihand_00025835,7
freihand_00014568,6
freihand_00014509,8
freihand_00013430,5
freihand_00010169,7
freihand_00027993,5
freihand_00020701,6
freihand_00007769,5
freihand_00010001,6
freihand_00003730,6
freihand_00013099,7
freihand_00031898,6
freihand_00007239,6
freihand_00023357,6
freihand_00023888,5
freihand_00023000,8
freihand_00021475,4
freihand_00010330,7
freihand_00031404,5
freihand_00024697,7
freihand_00016253,7
freihand_00001878,5
freihand_00013675,7
freihand_00025417,6
freihand_00017495,7
freihand_00017412,4
freihand_00029582,7
freihand_00012999,5
freihand_00020329,7
freihand_00021506,5
freihand_00011424,5
freihand_00019920,5
freihand_00031907,5
freihand_00029311,8
freihand_00022186,6
freihand_00012104,5
freihand_00013360,6
freihand_00015756,6
freihand_00003854,5
freihand_00007105,5
freihand_00017357,3
freihand_00002533,7
freihand_00022018,6
freihand_00002022,6
freihand_00024258,7
freihand_00024001,5
freihand_00019882,7
freihand_00031734,5
freihand_00008422,7
freihand_00031559,6
freihand_00013352,7
freihand_00020903,6
freihand_00025592,6
freihand_00007940,6
freihand_00025640,6
freihand_00019869,6
freihand_00001990,5
freihand_00032160,7
freihand_00032058,5
freihand_00000823,7
freihand_00013379,5
freihand_00018064,5
freihand_00031714,5
freihand_00015616,7
freihand_00021014,7
0220d545-b827-40a9-8355-279fa1c23e79,6
freihand_00030852,5
freihand_00019031,6
freihand_00018519,5
freihand_00024177,6
freihand_00031642,7
freihand_00000917,5
freihand_00007568,5
freihand_00019810,7
freihand_00028863,6
freihand_00013698,6
freihand_00021335,6
freihand_00012192,5
