sample_id,dataset,mst_level,status,image_path,landmark_path
freihand_00019791,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00019791.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00019791.npy
freihand_00030859,freihand,8,ok,datasets/FreiHAND_pub_v2/training/rgb/00030859.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00030859.npy
f5366afd-5d2d-49dc-be49-7b1bd568bdb2,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/f5366afd-5d2d-49dc-be49-7b1bd568bdb2.npy
freihand_00002625,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00002625.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002625.npy
b5dfb95f-76d6-4f3a-a4fb-151b63897a01,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/like/b5dfb95f-76d6-4f3a-a4fb-151b63897a01.npy
74b729bb-005c-4d49-9a49-3b9dcec703bd,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/74b729bb-005c-4d49-9a49-3b9dcec703bd.npy
b620e490-6131-4432-95f7-d973610d9e22,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/b620e490-6131-4432-95f7-d973610d9e22.npy
freihand_00031230,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00031230.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00031230.npy
freihand_00028138,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00028138.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00028138.npy
freihand_00018165,freihand,8,ok,datasets/FreiHAND_pub_v2/training/rgb/00018165.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018165.npy
4162c558-0956-4e01-99be-a50b465d6bf0,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/4162c558-0956-4e01-99be-a50b465d6bf0.npy
freihand_00018584,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00018584.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018584.npy
a9b390b1-fc62-4c74-b5b6-8e17330d46e7,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/a9b390b1-fc62-4c74-b5b6-8e17330d46e7.npy
5f433b01-4d93-4fe9-b8fe-8430a62e83c0,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/5f433b01-4d93-4fe9-b8fe-8430a62e83c0.npy
efa0ae4f-81d0-4889-8e71-515204a7e9bb,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/efa0ae4f-81d0-4889-8e71-515204a7e9bb.npy
1c465898-2600-4eb2-8325-20b7840ed53b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/1c465898-2600-4eb2-8325-20b7840ed53b.npy
78a49a3f-15a5-4d87-9b62-4391c22502c2,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/78a49a3f-15a5-4d87-9b62-4391c22502c2.npy
17420605-dd2c-4eca-9479-508837935c19,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/17420605-dd2c-4eca-9479-508837935c19.npy
978a0e2c-69f8-4cf1-ba4c-6a54ff5da520,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/978a0e2c-69f8-4cf1-ba4c-6a54ff5da520.npy
77439e59-c640-49e2-b09a-a44c636df1bc,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/77439e59-c640-49e2-b09a-a44c636df1bc.npy
0bc480d2-3a2e-4460-ad2e-a5b838c7b1aa,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/0bc480d2-3a2e-4460-ad2e-a5b838c7b1aa.npy
freihand_00002986,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00002986.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002986.npy
22c864dd-6130-4213-9a3d-a4a0fb53fa7c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/22c864dd-6130-4213-9a3d-a4a0fb53fa7c.npy
freihand_00005621,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00005621.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005621.npy
freihand_00031734,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00031734.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00031734.npy
freihand_00008897,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00008897.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00008897.npy
d06b15e0-a985-48ff-bfa7-d02475b8dfbf,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/d06b15e0-a985-48ff-bfa7-d02475b8dfbf.npy
freihand_00006056,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00006056.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00006056.npy
3211276e-778c-4bae-be1a-c21d7876e2a6,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/3211276e-778c-4bae-be1a-c21d7876e2a6.npy
freihand_00029344,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00029344.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00029344.npy
c29003da-578d-44fe-b18f-82a6a8f25a83,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/c29003da-578d-44fe-b18f-82a6a8f25a83.npy
dfe30dd8-448c-4660-b08b-4485f87f25dc,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/dfe30dd8-448c-4660-b08b-4485f87f25dc.npy
4e421cfa-5621-4215-9084-9dabed8650fa,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/4e421cfa-5621-4215-9084-9dabed8650fa.npy
01594e59-9c0a-4ca1-9cab-b9e9741cd91f,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/mute/01594e59-9c0a-4ca1-9cab-b9e9741cd91f.npy
freihand_00024739,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00024739.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00024739.npy
33c7d476-300e-4a4c-8c2c-3e3637906f7e,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/33c7d476-300e-4a4c-8c2c-3e3637906f7e.npy
freihand_00031998,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00031998.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00031998.npy
freihand_00024188,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00024188.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00024188.npy
da21caf2-025e-47d9-b5d5-daae520e520a,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/da21caf2-025e-47d9-b5d5-daae520e520a.npy
freihand_00003794,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00003794.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00003794.npy
3c6e3ad6-5769-4b11-b213-21186ec3b17c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/3c6e3ad6-5769-4b11-b213-21186ec3b17c.npy
freihand_00014525,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00014525.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00014525.npy
ab74bf8c-47ca-4754-a53f-f56e89bf4ec3,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/ab74bf8c-47ca-4754-a53f-f56e89bf4ec3.npy
freihand_00005385,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00005385.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005385.npy
freihand_00022436,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00022436.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022436.npy
freihand_00012970,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00012970.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00012970.npy
freihand_00015138,freihand,8,ok,datasets/FreiHAND_pub_v2/training/rgb/00015138.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00015138.npy
80f1678f-1f88-478f-8e96-84db57b709f7,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/80f1678f-1f88-478f-8e96-84db57b709f7.npy
10078bf3-a845-44cb-99bf-40f0a4fdbc9b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/10078bf3-a845-44cb-99bf-40f0a4fdbc9b.npy
freihand_00012955,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00012955.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00012955.npy
5b0638e5-57c6-4613-8451-21160f283484,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/5b0638e5-57c6-4613-8451-21160f283484.npy
freihand_00018056,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00018056.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018056.npy
freihand_00001875,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00001875.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00001875.npy
e40a370f-4e0d-490f-aacd-b3f15e407d55,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/mute/e40a370f-4e0d-490f-aacd-b3f15e407d55.npy
03d998e9-4c6f-4361-b8ee-34cac8f82b1b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/03d998e9-4c6f-4361-b8ee-34cac8f82b1b.npy
freihand_00028349,freihand,8,ok,datasets/FreiHAND_pub_v2/training/rgb/00028349.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00028349.npy
freihand_00032001,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00032001.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00032001.npy
freihand_00030545,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00030545.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00030545.npy
0ecc575f-3a76-43f9-a6fc-6e4ded3f0cd7,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/0ecc575f-3a76-43f9-a6fc-6e4ded3f0cd7.npy
87bd77ee-9028-4b7f-8833-cde453218269,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/87bd77ee-9028-4b7f-8833-cde453218269.npy
freihand_00003716,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00003716.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00003716.npy
freihand_00027074,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00027074.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027074.npy
f39329c0-d1df-47aa-859e-1b09e407506f,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/f39329c0-d1df-47aa-859e-1b09e407506f.npy
bb9c6042-eeba-4616-9440-e06a9e75f656,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/fist/bb9c6042-eeba-4616-9440-e06a9e75f656.npy
freihand_00006212,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00006212.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00006212.npy
freihand_00015946,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00015946.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00015946.npy
freihand_00027908,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00027908.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027908.npy
7ef7236c-58a0-4915-9c49-6adee245f08a,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/7ef7236c-58a0-4915-9c49-6adee245f08a.npy
adaf6ab0-2d68-49e6-b552-59b62175eb1d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop/adaf6ab0-2d68-49e6-b552-59b62175eb1d.npy
e7b1fd8c-7473-4351-b683-66cd7fbca171,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/e7b1fd8c-7473-4351-b683-66cd7fbca171.npy
freihand_00028669,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00028669.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00028669.npy
cbf0231e-18b3-48a4-a2b3-b553b900e53f,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/cbf0231e-18b3-48a4-a2b3-b553b900e53f.npy
398458e8-8a61-46c9-844b-26a0057b6309,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/398458e8-8a61-46c9-844b-26a0057b6309.npy
9c5f5ca3-133d-44d7-9089-0b1071801340,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/9c5f5ca3-133d-44d7-9089-0b1071801340.npy
98f1fad8-d16f-4a58-bc75-1cc68eb18cda,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace/98f1fad8-d16f-4a58-bc75-1cc68eb18cda.npy
freihand_00018544,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00018544.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018544.npy
0663c660-0a2d-4fbd-9499-a4a22816a2ef,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/0663c660-0a2d-4fbd-9499-a4a22816a2ef.npy
f4d9e70f-6972-4c79-8785-5c7d39d7d328,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/f4d9e70f-6972-4c79-8785-5c7d39d7d328.npy
freihand_00022786,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00022786.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022786.npy
freihand_00027436,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00027436.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027436.npy
3363b5d8-05d0-4e7e-9c79-a3f7450de18d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/one/3363b5d8-05d0-4e7e-9c79-a3f7450de18d.npy
freihand_00027875,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00027875.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027875.npy
freihand_00032383,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00032383.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00032383.npy
freihand_00019922,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00019922.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00019922.npy
freihand_00009140,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00009140.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009140.npy
03502a70-16ef-4f3f-b8f7-a0869c6b1d98,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/03502a70-16ef-4f3f-b8f7-a0869c6b1d98.npy
e2a4a8ad-3299-4617-9021-24283c0b7382,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/e2a4a8ad-3299-4617-9021-24283c0b7382.npy
freihand_00005896,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00005896.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005896.npy
freihand_00005335,freihand,1,ok,datasets/FreiHAND_pub_v2/training/rgb/00005335.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005335.npy
freihand_00018016,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00018016.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018016.npy
9101f1fe-df0e-498c-9abb-23fccf701193,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/peace_inverted/9101f1fe-df0e-498c-9abb-23fccf701193.npy
freihand_00009588,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00009588.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009588.npy
freihand_00011274,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00011274.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00011274.npy
23ffa846-d4ac-49b6-bec0-a0137c2ec961,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/23ffa846-d4ac-49b6-bec0-a0137c2ec961.npy
freihand_00014302,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00014302.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00014302.npy
freihand_00018825,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00018825.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00018825.npy
1ed22fa0-d082-4283-862e-4a4724b2fccb,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/1ed22fa0-d082-4283-862e-4a4724b2fccb.npy
freihand_00025499,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00025499.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00025499.npy
12852df8-0a7b-4f63-97b9-6c94a39ae4f4,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/12852df8-0a7b-4f63-97b9-6c94a39ae4f4.npy
freihand_00014454,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00014454.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00014454.npy
2c111bec-2dd1-4ea6-abf7-1f725e95962c,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/2c111bec-2dd1-4ea6-abf7-1f725e95962c.npy
freihand_00001587,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00001587.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00001587.npy
freihand_00005903,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00005903.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005903.npy
d87940c8-5821-4544-942a-d27fe0cb8086,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/d87940c8-5821-4544-942a-d27fe0cb8086.npy
fff1903e-0ba7-4625-92bf-280a33e62da8,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/like/fff1903e-0ba7-4625-92bf-280a33e62da8.npy
freihand_00008768,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00008768.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00008768.npy
freihand_00005221,freihand,4,ok,datasets/FreiHAND_pub_v2/training/rgb/00005221.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005221.npy
ee69ab8b-7819-4b59-8ff6-73ce9cf3065d,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/ee69ab8b-7819-4b59-8ff6-73ce9cf3065d.npy
freihand_00027605,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00027605.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00027605.npy
freihand_00024948,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00024948.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00024948.npy
0b8bf841-dafb-403d-b424-3a88689dd9d7,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/four/0b8bf841-dafb-403d-b424-3a88689dd9d7.npy
d8267372-1a77-455c-ba41-0fc0c80683e9,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/call/d8267372-1a77-455c-ba41-0fc0c80683e9.npy
d6d27352-04d6-4a6a-80e6-f1ee56f30806,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/d6d27352-04d6-4a6a-80e6-f1ee56f30806.npy
d63b9e77-3980-4bb2-bc35-9efb5880f541,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/d63b9e77-3980-4bb2-bc35-9efb5880f541.npy
freihand_00022775,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00022775.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022775.npy
d90d8292-4151-4a4b-aed6-f5b85d5c10be,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/palm/d90d8292-4151-4a4b-aed6-f5b85d5c10be.npy
freihand_00005895,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00005895.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00005895.npy
4e261d53-3262-457f-91ce-3fb7b0172447,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/stop_inverted/4e261d53-3262-457f-91ce-3fb7b0172447.npy
freihand_00019345,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00019345.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00019345.npy
freihand_00009870,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00009870.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00009870.npy
285a9392-3c17-4b86-a70b-5ba199ec0f08,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/285a9392-3c17-4b86-a70b-5ba199ec0f08.npy
fdfdeeb6-39b4-4ef0-977d-68e69fc9392b,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/fdfdeeb6-39b4-4ef0-977d-68e69fc9392b.npy
5c560c84-9cea-4eb4-a410-5ac4a4352e26,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up_inverted/5c560c84-9cea-4eb4-a410-5ac4a4352e26.npy
freihand_00017932,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00017932.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00017932.npy
37b566ff-0b22-4c27-9a1b-0ea9ec567593,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/rock/37b566ff-0b22-4c27-9a1b-0ea9ec567593.npy
freihand_00013919,freihand,5,ok,datasets/FreiHAND_pub_v2/training/rgb/00013919.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00013919.npy
freihand_00022217,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00022217.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00022217.npy
freihand_00002895,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00002895.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002895.npy
681517e6-e78d-4670-b041-711b2482caa4,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/ok/681517e6-e78d-4670-b041-711b2482caa4.npy
39752f1e-b7a7-4ea1-ae40-0ef71c3ee942,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/two_up/39752f1e-b7a7-4ea1-ae40-0ef71c3ee942.npy
freihand_00002473,freihand,6,ok,datasets/FreiHAND_pub_v2/training/rgb/00002473.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002473.npy
fa8b51c5-73b2-406b-ba21-057bb5c6fe06,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three2/fa8b51c5-73b2-406b-ba21-057bb5c6fe06.npy
freihand_00002360,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00002360.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00002360.npy
freihand_00025347,freihand,7,ok,datasets/FreiHAND_pub_v2/training/rgb/00025347.jpg,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/freihand_00025347.npy
a5207ee7-0282-4e11-8275-54ac17071a3a,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/dislike/a5207ee7-0282-4e11-8275-54ac17071a3a.npy
b08c03a3-2458-4b09-80bd-65586874b6ae,hagrid,,missing_image,,/home/mateo/PRACTICAS/balanceo_datasets/data/processed/landmarks/hagrid/three/b08c03a3-2458-4b09-80bd-65586874b6ae.npy
