sample_id,dataset,mst_level,image_path,status
freihand_00005835,freihand,6,datasets\training\rgb\00005835.jpg,ok
freihand_00005836,freihand,7,datasets\training\rgb\00005836.jpg,ok
freihand_00005837,freihand,6,datasets\training\rgb\00005837.jpg,ok
freihand_00005838,freihand,,datasets\training\rgb\00005838.jpg,error:No se detecto mano
freihand_00005839,freihand,,datasets\training\rgb\00005839.jpg,error:Fallo en segmentacion
freihand_00005840,freihand,8,datasets\training\rgb\00005840.jpg,ok
freihand_00005841,freihand,5,datasets\training\rgb\00005841.jpg,ok
freihand_00005842,freihand,6,datasets\training\rgb\00005842.jpg,ok
freihand_00005843,freihand,7,datasets\training\rgb\00005843.jpg,ok
freihand_00005844,freihand,6,datasets\training\rgb\00005844.jpg,ok
freihand_00005845,freihand,6,datasets\training\rgb\00005845.jpg,ok
freihand_00005846,freihand,6,datasets\training\rgb\00005846.jpg,ok
freihand_00005847,freihand,,datasets\training\rgb\00005847.jpg,error:No se detecto mano
freihand_00005848,freihand,8,datasets\training\rgb\00005848.jpg,ok
freihand_00005849,freihand,5,datasets\training\rgb\00005849.jpg,ok
freihand_00005850,freihand,7,datasets\training\rgb\00005850.jpg,ok
freihand_00005851,freihand,9,datasets\training\rgb\00005851.jpg,ok
freihand_00005852,freihand,7,datasets\training\rgb\00005852.jpg,ok
freihand_00005853,freihand,8,datasets\training\rgb\00005853.jpg,ok
freihand_00005854,freihand,9,datasets\training\rgb\00005854.jpg,ok
freihand_00005855,freihand,7,datasets\training\rgb\00005855.jpg,ok
freihand_00005856,freihand,,datasets\training\rgb\00005856.jpg,error:No se detecto mano
freihand_00005857,freihand,5,datasets\training\rgb\00005857.jpg,ok
freihand_00005858,freihand,5,datasets\training\rgb\00005858.jpg,ok
freihand_00005859,freihand,6,datasets\training\rgb\00005859.jpg,ok
freihand_00005860,freihand,6,datasets\training\rgb\00005860.jpg,ok
freihand_00005861,freihand,9,datasets\training\rgb\00005861.jpg,ok
freihand_00005862,freihand,8,datasets\training\rgb\00005862.jpg,ok
freihand_00005863,freihand,7,datasets\training\rgb\00005863.jpg,ok
freihand_00005864,freihand,7,datasets\training\rgb\00005864.jpg,ok
freihand_00005865,freihand,6,datasets\training\rgb\00005865.jpg,ok
freihand_00005866,freihand,6,datasets\training\rgb\00005866.jpg,ok
freihand_00005867,freihand,8,datasets\training\rgb\00005867.jpg,ok
freihand_00005868,freihand,8,datasets\training\rgb\00005868.jpg,ok
freihand_00005869,freihand,7,datasets\training\rgb\00005869.jpg,ok
freihand_00005870,freihand,6,datasets\training\rgb\00005870.jpg,ok
freihand_00005871,freihand,7,datasets\training\rgb\00005871.jpg,ok
freihand_00005872,freihand,6,datasets\training\rgb\00005872.jpg,ok
freihand_00005873,freihand,8,datasets\training\rgb\00005873.jpg,ok
freihand_00005874,freihand,6,datasets\training\rgb\00005874.jpg,ok
freihand_00005875,freihand,8,datasets\training\rgb\00005875.jpg,ok
freihand_00005876,freihand,,datasets\training\rgb\00005876.jpg,error:No se detecto mano
freihand_00005877,freihand,7,datasets\training\rgb\00005877.jpg,ok
freihand_00005878,freihand,5,datasets\training\rgb\00005878.jpg,ok
freihand_00005879,freihand,9,datasets\training\rgb\00005879.jpg,ok
freihand_00005880,freihand,7,datasets\training\rgb\00005880.jpg,ok
freihand_00005881,freihand,,datasets\training\rgb\00005881.jpg,error:No se detecto mano
freihand_00005882,freihand,9,datasets\training\rgb\00005882.jpg,ok
freihand_00005883,freihand,8,datasets\training\rgb\00005883.jpg,ok
freihand_00005884,freihand,5,datasets\training\rgb\00005884.jpg,ok
freihand_00005885,freihand,5,datasets\training\rgb\00005885.jpg,ok
freihand_00005886,freihand,7,datasets\training\rgb\00005886.jpg,ok
freihand_00005887,freihand,9,datasets\training\rgb\00005887.jpg,ok
freihand_00005888,freihand,7,datasets\training\rgb\00005888.jpg,ok
freihand_00005889,freihand,6,datasets\training\rgb\00005889.jpg,ok
freihand_00005890,freihand,7,datasets\training\rgb\00005890.jpg,ok
freihand_00005891,freihand,5,datasets\training\rgb\00005891.jpg,ok
freihand_00005892,freihand,7,datasets\training\rgb\00005892.jpg,ok
freihand_00005893,freihand,5,datasets\training\rgb\00005893.jpg,ok
freihand_00005894,freihand,6,datasets\training\rgb\00005894.jpg,ok
freihand_00005895,freihand,8,datasets\training\rgb\00005895.jpg,ok
freihand_00005896,freihand,6,datasets\training\rgb\00005896.jpg,ok
freihand_00005897,freihand,7,datasets\training\rgb\00005897.jpg,ok
freihand_00005898,freihand,6,datasets\training\rgb\00005898.jpg,ok
freihand_00005899,freihand,5,datasets\training\rgb\00005899.jpg,ok
freihand_00005900,freihand,7,datasets\training\rgb\00005900.jpg,ok
freihand_00005901,freihand,6,datasets\training\rgb\00005901.jpg,ok
freihand_00005902,freihand,5,datasets\training\rgb\00005902.jpg,ok
freihand_00005903,freihand,6,datasets\training\rgb\00005903.jpg,ok
freihand_00005904,freihand,7,datasets\training\rgb\00005904.jpg,ok
freihand_00005905,freihand,6,datasets\training\rgb\00005905.jpg,ok
freihand_00005906,freihand,,datasets\training\rgb\00005906.jpg,error:No se detecto mano
freihand_00005907,freihand,8,datasets\training\rgb\00005907.jpg,ok
freihand_00005908,freihand,6,datasets\training\rgb\00005908.jpg,ok
freihand_00005909,freihand,6,datasets\training\rgb\00005909.jpg,ok
freihand_00005910,freihand,8,datasets\training\rgb\00005910.jpg,ok
freihand_00005911,freihand,,datasets\training\rgb\00005911.jpg,error:No se detecto mano
freihand_00005912,freihand,6,datasets\training\rgb\00005912.jpg,ok
freihand_00005913,freihand,7,datasets\training\rgb\00005913.jpg,ok
freihand_00005914,freihand,6,datasets\training\rgb\00005914.jpg,ok
freihand_00005915,freihand,6,datasets\training\rgb\00005915.jpg,ok
freihand_00005916,freihand,8,datasets\training\rgb\00005916.jpg,ok
freihand_00005917,freihand,7,datasets\training\rgb\00005917.jpg,ok
freihand_00005918,freihand,8,datasets\training\rgb\00005918.jpg,ok
freihand_00005919,freihand,5,datasets\training\rgb\00005919.jpg,ok
freihand_00005920,freihand,8,datasets\training\rgb\00005920.jpg,ok
freihand_00005921,freihand,8,datasets\training\rgb\00005921.jpg,ok
freihand_00005922,freihand,6,datasets\training\rgb\00005922.jpg,ok
freihand_00005923,freihand,5,datasets\training\rgb\00005923.jpg,ok
freihand_00005924,freihand,7,datasets\training\rgb\00005924.jpg,ok
freihand_00005925,freihand,5,datasets\training\rgb\00005925.jpg,ok
freihand_00005926,freihand,7,datasets\training\rgb\00005926.jpg,ok
freihand_00005927,freihand,7,datasets\training\rgb\00005927.jpg,ok
freihand_00005928,freihand,,datasets\training\rgb\00005928.jpg,error:No se detecto mano
freihand_00005929,freihand,6,datasets\training\rgb\00005929.jpg,ok
freihand_00005930,freihand,7,datasets\training\rgb\00005930.jpg,ok
freihand_00005931,freihand,5,datasets\training\rgb\00005931.jpg,ok
freihand_00005932,freihand,6,datasets\training\rgb\00005932.jpg,ok
freihand_00005933,freihand,6,datasets\training\rgb\00005933.jpg,ok
freihand_00005934,freihand,7,datasets\training\rgb\00005934.jpg,ok
freihand_00005935,freihand,6,datasets\training\rgb\00005935.jpg,ok
freihand_00005936,freihand,7,datasets\training\rgb\00005936.jpg,ok
freihand_00005937,freihand,5,datasets\training\rgb\00005937.jpg,ok
freihand_00005938,freihand,,datasets\training\rgb\00005938.jpg,error:No se detecto mano
freihand_00005939,freihand,6,datasets\training\rgb\00005939.jpg,ok
freihand_00005940,freihand,6,datasets\training\rgb\00005940.jpg,ok
freihand_00005941,freihand,6,datasets\training\rgb\00005941.jpg,ok
freihand_00005942,freihand,7,datasets\training\rgb\00005942.jpg,ok
freihand_00005943,freihand,6,datasets\training\rgb\00005943.jpg,ok
freihand_00005944,freihand,6,datasets\training\rgb\00005944.jpg,ok
freihand_00005945,freihand,8,datasets\training\rgb\00005945.jpg,ok
freihand_00005946,freihand,,datasets\training\rgb\00005946.jpg,error:No se detecto mano
freihand_00005947,freihand,8,datasets\training\rgb\00005947.jpg,ok
freihand_00005948,freihand,6,datasets\training\rgb\00005948.jpg,ok
freihand_00005949,freihand,7,datasets\training\rgb\00005949.jpg,ok
freihand_00005950,freihand,6,datasets\training\rgb\00005950.jpg,ok
freihand_00005951,freihand,5,datasets\training\rgb\00005951.jpg,ok
freihand_00005952,freihand,5,datasets\training\rgb\00005952.jpg,ok
freihand_00005953,freihand,6,datasets\training\rgb\00005953.jpg,ok
freihand_00005954,freihand,5,datasets\training\rgb\00005954.jpg,ok
freihand_00005955,freihand,6,datasets\training\rgb\00005955.jpg,ok
freihand_00005956,freihand,9,datasets\training\rgb\00005956.jpg,ok
freihand_00005957,freihand,7,datasets\training\rgb\00005957.jpg,ok
freihand_00005958,freihand,5,datasets\training\rgb\00005958.jpg,ok
freihand_00005959,freihand,7,datasets\training\rgb\00005959.jpg,ok
freihand_00005960,freihand,8,datasets\training\rgb\00005960.jpg,ok
freihand_00005961,freihand,7,datasets\training\rgb\00005961.jpg,ok
freihand_00005962,freihand,7,datasets\training\rgb\00005962.jpg,ok
freihand_00005963,freihand,7,datasets\training\rgb\00005963.jpg,ok
freihand_00005964,freihand,,datasets\training\rgb\00005964.jpg,error:No se detecto mano
freihand_00005965,freihand,5,datasets\training\rgb\00005965.jpg,ok
freihand_00005966,freihand,7,datasets\training\rgb\00005966.jpg,ok
freihand_00005967,freihand,6,datasets\training\rgb\00005967.jpg,ok
freihand_00005968,freihand,6,datasets\training\rgb\00005968.jpg,ok
freihand_00005969,freihand,7,datasets\training\rgb\00005969.jpg,ok
freihand_00005970,freihand,1,datasets\training\rgb\00005970.jpg,ok
freihand_00005971,freihand,6,datasets\training\rgb\00005971.jpg,ok
freihand_00005972,freihand,8,datasets\training\rgb\00005972.jpg,ok
freihand_00005973,freihand,5,datasets\training\rgb\00005973.jpg,ok
freihand_00005974,freihand,6,datasets\training\rgb\00005974.jpg,ok
freihand_00005975,freihand,6,datasets\training\rgb\00005975.jpg,ok
freihand_00005976,freihand,6,datasets\training\rgb\00005976.jpg,ok
freihand_00005977,freihand,8,datasets\training\rgb\00005977.jpg,ok
freihand_00005978,freihand,6,datasets\training\rgb\00005978.jpg,ok
freihand_00005979,freihand,9,datasets\training\rgb\00005979.jpg,ok
freihand_00005980,freihand,8,datasets\training\rgb\00005980.jpg,ok
freihand_00005981,freihand,7,datasets\training\rgb\00005981.jpg,ok
freihand_00005982,freihand,6,datasets\training\rgb\00005982.jpg,ok
freihand_00005983,freihand,7,datasets\training\rgb\00005983.jpg,ok
freihand_00005984,freihand,7,datasets\training\rgb\00005984.jpg,ok
freihand_00005985,freihand,5,datasets\training\rgb\00005985.jpg,ok
freihand_00005986,freihand,7,datasets\training\rgb\00005986.jpg,ok
freihand_00005987,freihand,,datasets\training\rgb\00005987.jpg,error:No se detecto mano
freihand_00005988,freihand,8,datasets\training\rgb\00005988.jpg,ok
freihand_00005989,freihand,,datasets\training\rgb\00005989.jpg,error:No se detecto mano
freihand_00005990,freihand,,datasets\training\rgb\00005990.jpg,error:No se detecto mano
freihand_00005991,freihand,6,datasets\training\rgb\00005991.jpg,ok
freihand_00005992,freihand,7,datasets\training\rgb\00005992.jpg,ok
freihand_00005993,freihand,5,datasets\training\rgb\00005993.jpg,ok
freihand_00005994,freihand,5,datasets\training\rgb\00005994.jpg,ok
freihand_00005995,freihand,5,datasets\training\rgb\00005995.jpg,ok
freihand_00005996,freihand,8,datasets\training\rgb\00005996.jpg,ok
freihand_00005997,freihand,9,datasets\training\rgb\00005997.jpg,ok
freihand_00005998,freihand,5,datasets\training\rgb\00005998.jpg,ok
freihand_00005999,freihand,6,datasets\training\rgb\00005999.jpg,ok
freihand_00006000,freihand,6,datasets\training\rgb\00006000.jpg,ok
freihand_00006001,freihand,7,datasets\training\rgb\00006001.jpg,ok
freihand_00006002,freihand,6,datasets\training\rgb\00006002.jpg,ok
freihand_00006003,freihand,5,datasets\training\rgb\00006003.jpg,ok
freihand_00006004,freihand,7,datasets\training\rgb\00006004.jpg,ok
freihand_00006005,freihand,7,datasets\training\rgb\00006005.jpg,ok
freihand_00006006,freihand,9,datasets\training\rgb\00006006.jpg,ok
freihand_00006007,freihand,7,datasets\training\rgb\00006007.jpg,ok
freihand_00006008,freihand,6,datasets\training\rgb\00006008.jpg,ok
freihand_00006009,freihand,8,datasets\training\rgb\00006009.jpg,ok
freihand_00006010,freihand,10,datasets\training\rgb\00006010.jpg,ok
freihand_00006011,freihand,8,datasets\training\rgb\00006011.jpg,ok
freihand_00006012,freihand,7,datasets\training\rgb\00006012.jpg,ok
freihand_00006013,freihand,7,datasets\training\rgb\00006013.jpg,ok
freihand_00006014,freihand,8,datasets\training\rgb\00006014.jpg,ok
freihand_00006015,freihand,6,datasets\training\rgb\00006015.jpg,ok
freihand_00006016,freihand,6,datasets\training\rgb\00006016.jpg,ok
freihand_00006017,freihand,5,datasets\training\rgb\00006017.jpg,ok
freihand_00006018,freihand,8,datasets\training\rgb\00006018.jpg,ok
freihand_00006019,freihand,7,datasets\training\rgb\00006019.jpg,ok
freihand_00006020,freihand,7,datasets\training\rgb\00006020.jpg,ok
freihand_00006021,freihand,5,datasets\training\rgb\00006021.jpg,ok
freihand_00006022,freihand,5,datasets\training\rgb\00006022.jpg,ok
freihand_00006023,freihand,6,datasets\training\rgb\00006023.jpg,ok
freihand_00006024,freihand,5,datasets\training\rgb\00006024.jpg,ok
freihand_00006025,freihand,6,datasets\training\rgb\00006025.jpg,ok
freihand_00006026,freihand,6,datasets\training\rgb\00006026.jpg,ok
freihand_00006027,freihand,6,datasets\training\rgb\00006027.jpg,ok
freihand_00006028,freihand,,datasets\training\rgb\00006028.jpg,error:No se detecto mano
freihand_00006029,freihand,8,datasets\training\rgb\00006029.jpg,ok
freihand_00006030,freihand,9,datasets\training\rgb\00006030.jpg,ok
freihand_00006031,freihand,8,datasets\training\rgb\00006031.jpg,ok
freihand_00006032,freihand,6,datasets\training\rgb\00006032.jpg,ok
freihand_00006033,freihand,9,datasets\training\rgb\00006033.jpg,ok
freihand_00006034,freihand,5,datasets\training\rgb\00006034.jpg,ok
freihand_00006035,freihand,5,datasets\training\rgb\00006035.jpg,ok
freihand_00006036,freihand,6,datasets\training\rgb\00006036.jpg,ok
freihand_00006037,freihand,5,datasets\training\rgb\00006037.jpg,ok
freihand_00006038,freihand,5,datasets\training\rgb\00006038.jpg,ok
freihand_00006039,freihand,7,datasets\training\rgb\00006039.jpg,ok
freihand_00006040,freihand,8,datasets\training\rgb\00006040.jpg,ok
freihand_00006041,freihand,7,datasets\training\rgb\00006041.jpg,ok
freihand_00006042,freihand,7,datasets\training\rgb\00006042.jpg,ok
freihand_00006043,freihand,6,datasets\training\rgb\00006043.jpg,ok
freihand_00006044,freihand,5,datasets\training\rgb\00006044.jpg,ok
freihand_00006045,freihand,,datasets\training\rgb\00006045.jpg,error:No se detecto mano
freihand_00006046,freihand,9,datasets\training\rgb\00006046.jpg,ok
freihand_00006047,freihand,7,datasets\training\rgb\00006047.jpg,ok
freihand_00006048,freihand,8,datasets\training\rgb\00006048.jpg,ok
freihand_00006049,freihand,6,datasets\training\rgb\00006049.jpg,ok
freihand_00006050,freihand,6,datasets\training\rgb\00006050.jpg,ok
freihand_00006051,freihand,7,datasets\training\rgb\00006051.jpg,ok
freihand_00006052,freihand,7,datasets\training\rgb\00006052.jpg,ok
freihand_00006053,freihand,6,datasets\training\rgb\00006053.jpg,ok
freihand_00006054,freihand,7,datasets\training\rgb\00006054.jpg,ok
freihand_00006055,freihand,,datasets\training\rgb\00006055.jpg,error:No se detecto mano
freihand_00006056,freihand,7,datasets\training\rgb\00006056.jpg,ok
freihand_00006057,freihand,7,datasets\training\rgb\00006057.jpg,ok
freihand_00006058,freihand,7,datasets\training\rgb\00006058.jpg,ok
freihand_00006059,freihand,,datasets\training\rgb\00006059.jpg,error:No se detecto mano
freihand_00006060,freihand,5,datasets\training\rgb\00006060.jpg,ok
freihand_00006061,freihand,6,datasets\training\rgb\00006061.jpg,ok
freihand_00006062,freihand,6,datasets\training\rgb\00006062.jpg,ok
freihand_00006063,freihand,8,datasets\training\rgb\00006063.jpg,ok
freihand_00006064,freihand,8,datasets\training\rgb\00006064.jpg,ok
freihand_00006065,freihand,,datasets\training\rgb\00006065.jpg,error:No se detecto mano
freihand_00006066,freihand,,datasets\training\rgb\00006066.jpg,error:No se detecto mano
freihand_00006067,freihand,8,datasets\training\rgb\00006067.jpg,ok
freihand_00006068,freihand,8,datasets\training\rgb\00006068.jpg,ok
freihand_00006069,freihand,5,datasets\training\rgb\00006069.jpg,ok
freihand_00006070,freihand,6,datasets\training\rgb\00006070.jpg,ok
freihand_00006071,freihand,7,datasets\training\rgb\00006071.jpg,ok
freihand_00006072,freihand,6,datasets\training\rgb\00006072.jpg,ok
freihand_00006073,freihand,6,datasets\training\rgb\00006073.jpg,ok
freihand_00006074,freihand,7,datasets\training\rgb\00006074.jpg,ok
freihand_00006075,freihand,7,datasets\training\rgb\00006075.jpg,ok
freihand_00006076,freihand,7,datasets\training\rgb\00006076.jpg,ok
freihand_00006077,freihand,6,datasets\training\rgb\00006077.jpg,ok
freihand_00006078,freihand,8,datasets\training\rgb\00006078.jpg,ok
freihand_00006079,freihand,6,datasets\training\rgb\00006079.jpg,ok
freihand_00006080,freihand,8,datasets\training\rgb\00006080.jpg,ok
freihand_00006081,freihand,8,datasets\training\rgb\00006081.jpg,ok
freihand_00006082,freihand,7,datasets\training\rgb\00006082.jpg,ok
freihand_00006083,freihand,7,datasets\training\rgb\00006083.jpg,ok
freihand_00006084,freihand,6,datasets\training\rgb\00006084.jpg,ok
freihand_00006085,freihand,8,datasets\training\rgb\00006085.jpg,ok
freihand_00006086,freihand,7,datasets\training\rgb\00006086.jpg,ok
freihand_00006087,freihand,6,datasets\training\rgb\00006087.jpg,ok
freihand_00006088,freihand,9,datasets\training\rgb\00006088.jpg,ok
freihand_00006089,freihand,8,datasets\training\rgb\00006089.jpg,ok
freihand_00006090,freihand,7,datasets\training\rgb\00006090.jpg,ok
freihand_00006091,freihand,10,datasets\training\rgb\00006091.jpg,ok
freihand_00006092,freihand,,datasets\training\rgb\00006092.jpg,error:No se detecto mano
freihand_00006093,freihand,5,datasets\training\rgb\00006093.jpg,ok
freihand_00006094,freihand,6,datasets\training\rgb\00006094.jpg,ok
freihand_00006095,freihand,6,datasets\training\rgb\00006095.jpg,ok
freihand_00006096,freihand,6,datasets\training\rgb\00006096.jpg,ok
freihand_00006097,freihand,5,datasets\training\rgb\00006097.jpg,ok
freihand_00006098,freihand,4,datasets\training\rgb\00006098.jpg,ok
freihand_00006099,freihand,7,datasets\training\rgb\00006099.jpg,ok
freihand_00006100,freihand,5,datasets\training\rgb\00006100.jpg,ok
freihand_00006101,freihand,8,datasets\training\rgb\00006101.jpg,ok
freihand_00006102,freihand,7,datasets\training\rgb\00006102.jpg,ok
freihand_00006103,freihand,7,datasets\training\rgb\00006103.jpg,ok
freihand_00006104,freihand,7,datasets\training\rgb\00006104.jpg,ok
freihand_00006105,freihand,,datasets\training\rgb\00006105.jpg,error:No se detecto mano
freihand_00006106,freihand,7,datasets\training\rgb\00006106.jpg,ok
freihand_00006107,freihand,6,datasets\training\rgb\00006107.jpg,ok
freihand_00006108,freihand,8,datasets\training\rgb\00006108.jpg,ok
freihand_00006109,freihand,8,datasets\training\rgb\00006109.jpg,ok
freihand_00006110,freihand,7,datasets\training\rgb\00006110.jpg,ok
freihand_00006111,freihand,7,datasets\training\rgb\00006111.jpg,ok
freihand_00006112,freihand,7,datasets\training\rgb\00006112.jpg,ok
freihand_00006113,freihand,5,datasets\training\rgb\00006113.jpg,ok
freihand_00006114,freihand,5,datasets\training\rgb\00006114.jpg,ok
freihand_00006115,freihand,2,datasets\training\rgb\00006115.jpg,ok
freihand_00006116,freihand,8,datasets\training\rgb\00006116.jpg,ok
freihand_00006117,freihand,6,datasets\training\rgb\00006117.jpg,ok
freihand_00006118,freihand,7,datasets\training\rgb\00006118.jpg,ok
freihand_00006119,freihand,6,datasets\training\rgb\00006119.jpg,ok
freihand_00006120,freihand,,datasets\training\rgb\00006120.jpg,error:No se detecto mano
freihand_00006121,freihand,6,datasets\training\rgb\00006121.jpg,ok
freihand_00006122,freihand,7,datasets\training\rgb\00006122.jpg,ok
freihand_00006123,freihand,4,datasets\training\rgb\00006123.jpg,ok
freihand_00006124,freihand,7,datasets\training\rgb\00006124.jpg,ok
freihand_00006125,freihand,6,datasets\training\rgb\00006125.jpg,ok
freihand_00006126,freihand,8,datasets\training\rgb\00006126.jpg,ok
freihand_00006127,freihand,6,datasets\training\rgb\00006127.jpg,ok
freihand_00006128,freihand,7,datasets\training\rgb\00006128.jpg,ok
freihand_00006129,freihand,5,datasets\training\rgb\00006129.jpg,ok
freihand_00006130,freihand,7,datasets\training\rgb\00006130.jpg,ok
freihand_00006131,freihand,,datasets\training\rgb\00006131.jpg,error:No se detecto mano
freihand_00006132,freihand,7,datasets\training\rgb\00006132.jpg,ok
freihand_00006133,freihand,7,datasets\training\rgb\00006133.jpg,ok
freihand_00006134,freihand,5,datasets\training\rgb\00006134.jpg,ok
freihand_00006135,freihand,8,datasets\training\rgb\00006135.jpg,ok
freihand_00006136,freihand,6,datasets\training\rgb\00006136.jpg,ok
freihand_00006137,freihand,5,datasets\training\rgb\00006137.jpg,ok
freihand_00006138,freihand,9,datasets\training\rgb\00006138.jpg,ok
freihand_00006139,freihand,6,datasets\training\rgb\00006139.jpg,ok
freihand_00006140,freihand,5,datasets\training\rgb\00006140.jpg,ok
freihand_00006141,freihand,9,datasets\training\rgb\00006141.jpg,ok
freihand_00006142,freihand,7,datasets\training\rgb\00006142.jpg,ok
freihand_00006143,freihand,,datasets\training\rgb\00006143.jpg,error:No se detecto mano
freihand_00006144,freihand,5,datasets\training\rgb\00006144.jpg,ok
freihand_00006145,freihand,5,datasets\training\rgb\00006145.jpg,ok
freihand_00006146,freihand,8,datasets\training\rgb\00006146.jpg,ok
freihand_00006147,freihand,7,datasets\training\rgb\00006147.jpg,ok
freihand_00006148,freihand,6,datasets\training\rgb\00006148.jpg,ok
freihand_00006149,freihand,8,datasets\training\rgb\00006149.jpg,ok
freihand_00006150,freihand,7,datasets\training\rgb\00006150.jpg,ok
freihand_00006151,freihand,5,datasets\training\rgb\00006151.jpg,ok
freihand_00006152,freihand,4,datasets\training\rgb\00006152.jpg,ok
freihand_00006153,freihand,8,datasets\training\rgb\00006153.jpg,ok
freihand_00006154,freihand,7,datasets\training\rgb\00006154.jpg,ok
freihand_00006155,freihand,8,datasets\training\rgb\00006155.jpg,ok
freihand_00006156,freihand,6,datasets\training\rgb\00006156.jpg,ok
freihand_00006157,freihand,9,datasets\training\rgb\00006157.jpg,ok
freihand_00006158,freihand,5,datasets\training\rgb\00006158.jpg,ok
freihand_00006159,freihand,9,datasets\training\rgb\00006159.jpg,ok
freihand_00006160,freihand,5,datasets\training\rgb\00006160.jpg,ok
freihand_00006161,freihand,7,datasets\training\rgb\00006161.jpg,ok
freihand_00006162,freihand,4,datasets\training\rgb\00006162.jpg,ok
freihand_00006163,freihand,8,datasets\training\rgb\00006163.jpg,ok
freihand_00006164,freihand,5,datasets\training\rgb\00006164.jpg,ok
freihand_00006165,freihand,6,datasets\training\rgb\00006165.jpg,ok
freihand_00006166,freihand,,datasets\training\rgb\00006166.jpg,error:No se detecto mano
freihand_00006167,freihand,8,datasets\training\rgb\00006167.jpg,ok
freihand_00006168,freihand,5,datasets\training\rgb\00006168.jpg,ok
freihand_00006169,freihand,7,datasets\training\rgb\00006169.jpg,ok
freihand_00006170,freihand,10,datasets\training\rgb\00006170.jpg,ok
freihand_00006171,freihand,6,datasets\training\rgb\00006171.jpg,ok
freihand_00006172,freihand,6,datasets\training\rgb\00006172.jpg,ok
freihand_00006173,freihand,5,datasets\training\rgb\00006173.jpg,ok
freihand_00006174,freihand,6,datasets\training\rgb\00006174.jpg,ok
freihand_00006175,freihand,8,datasets\training\rgb\00006175.jpg,ok
freihand_00006176,freihand,7,datasets\training\rgb\00006176.jpg,ok
freihand_00006177,freihand,5,datasets\training\rgb\00006177.jpg,ok
freihand_00006178,freihand,8,datasets\training\rgb\00006178.jpg,ok
freihand_00006179,freihand,2,datasets\training\rgb\00006179.jpg,ok
freihand_00006180,freihand,7,datasets\training\rgb\00006180.jpg,ok
freihand_00006181,freihand,7,datasets\training\rgb\00006181.jpg,ok
freihand_00006182,freihand,5,datasets\training\rgb\00006182.jpg,ok
freihand_00006183,freihand,,datasets\training\rgb\00006183.jpg,error:No se detecto mano
freihand_00006184,freihand,6,datasets\training\rgb\00006184.jpg,ok
freihand_00006185,freihand,5,datasets\training\rgb\00006185.jpg,ok
freihand_00006186,freihand,7,datasets\training\rgb\00006186.jpg,ok
freihand_00006187,freihand,6,datasets\training\rgb\00006187.jpg,ok
freihand_00006188,freihand,5,datasets\training\rgb\00006188.jpg,ok
freihand_00006189,freihand,6,datasets\training\rgb\00006189.jpg,ok
freihand_00006190,freihand,7,datasets\training\rgb\00006190.jpg,ok
freihand_00006191,freihand,8,datasets\training\rgb\00006191.jpg,ok
freihand_00006192,freihand,9,datasets\training\rgb\00006192.jpg,ok
freihand_00006193,freihand,6,datasets\training\rgb\00006193.jpg,ok
freihand_00006194,freihand,7,datasets\training\rgb\00006194.jpg,ok
freihand_00006195,freihand,7,datasets\training\rgb\00006195.jpg,ok
freihand_00006196,freihand,6,datasets\training\rgb\00006196.jpg,ok
freihand_00006197,freihand,8,datasets\training\rgb\00006197.jpg,ok
freihand_00006198,freihand,8,datasets\training\rgb\00006198.jpg,ok
freihand_00006199,freihand,7,datasets\training\rgb\00006199.jpg,ok
freihand_00006200,freihand,6,datasets\training\rgb\00006200.jpg,ok
freihand_00006201,freihand,6,datasets\training\rgb\00006201.jpg,ok
freihand_00006202,freihand,7,datasets\training\rgb\00006202.jpg,ok
freihand_00006203,freihand,7,datasets\training\rgb\00006203.jpg,ok
freihand_00006204,freihand,5,datasets\training\rgb\00006204.jpg,ok
freihand_00006205,freihand,7,datasets\training\rgb\00006205.jpg,ok
freihand_00006206,freihand,6,datasets\training\rgb\00006206.jpg,ok
freihand_00006207,freihand,7,datasets\training\rgb\00006207.jpg,ok
freihand_00006208,freihand,5,datasets\training\rgb\00006208.jpg,ok
freihand_00006209,freihand,6,datasets\training\rgb\00006209.jpg,ok
freihand_00006210,freihand,7,datasets\training\rgb\00006210.jpg,ok
freihand_00006211,freihand,6,datasets\training\rgb\00006211.jpg,ok
freihand_00006212,freihand,5,datasets\training\rgb\00006212.jpg,ok
freihand_00006213,freihand,6,datasets\training\rgb\00006213.jpg,ok
freihand_00006214,freihand,5,datasets\training\rgb\00006214.jpg,ok
freihand_00006215,freihand,7,datasets\training\rgb\00006215.jpg,ok
freihand_00006216,freihand,8,datasets\training\rgb\00006216.jpg,ok
freihand_00006217,freihand,7,datasets\training\rgb\00006217.jpg,ok
freihand_00006218,freihand,5,datasets\training\rgb\00006218.jpg,ok
freihand_00006219,freihand,6,datasets\training\rgb\00006219.jpg,ok
freihand_00006220,freihand,7,datasets\training\rgb\00006220.jpg,ok
freihand_00006221,freihand,6,datasets\training\rgb\00006221.jpg,ok
freihand_00006222,freihand,7,datasets\training\rgb\00006222.jpg,ok
freihand_00006223,freihand,5,datasets\training\rgb\00006223.jpg,ok
freihand_00006224,freihand,6,datasets\training\rgb\00006224.jpg,ok
freihand_00006225,freihand,8,datasets\training\rgb\00006225.jpg,ok
freihand_00006226,freihand,6,datasets\training\rgb\00006226.jpg,ok
freihand_00006227,freihand,7,datasets\training\rgb\00006227.jpg,ok
freihand_00006228,freihand,5,datasets\training\rgb\00006228.jpg,ok
