sample_id,path_landmarks,label,condition,dataset,mst,mst_origin,split
freihand_00003498,data/processed/landmarks/freihand_00003498.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021478,data/processed/landmarks/freihand_00021478.npy,unknown,claro,freihand,1,imputed,train
freihand_00014848,data/processed/landmarks/freihand_00014848.npy,unknown,claro,freihand,2,imputed,train
freihand_00026039,data/processed/landmarks/freihand_00026039.npy,unknown,medio,freihand,6,imputed,train
freihand_00009355,data/processed/landmarks/freihand_00009355.npy,unknown,claro,freihand,2,imputed,train
freihand_00006964,data/processed/landmarks/freihand_00006964.npy,unknown,claro,freihand,2,imputed,train
freihand_00000753,data/processed/landmarks/freihand_00000753.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00026689,data/processed/landmarks/freihand_00026689.npy,unknown,claro,freihand,3,imputed,train
freihand_00028414,data/processed/landmarks/freihand_00028414.npy,unknown,claro,freihand,2,imputed,train
freihand_00018834,data/processed/landmarks/freihand_00018834.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00028830,data/processed/landmarks/freihand_00028830.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021250,data/processed/landmarks/freihand_00021250.npy,unknown,claro,freihand,2,imputed,train
freihand_00013240,data/processed/landmarks/freihand_00013240.npy,unknown,claro,freihand,2,imputed,train
freihand_00023679,data/processed/landmarks/freihand_00023679.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00031758,data/processed/landmarks/freihand_00031758.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00024868,data/processed/landmarks/freihand_00024868.npy,unknown,claro,freihand,2,imputed,train
freihand_00029593,data/processed/landmarks/freihand_00029593.npy,unknown,claro,freihand,1,imputed,train
freihand_00032412,data/processed/landmarks/freihand_00032412.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00010802,data/processed/landmarks/freihand_00010802.npy,unknown,medio,freihand,5,imputed,train
freihand_00000599,data/processed/landmarks/freihand_00000599.npy,unknown,medio,freihand,5,imputed,train
freihand_00020253,data/processed/landmarks/freihand_00020253.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012964,data/processed/landmarks/freihand_00012964.npy,unknown,claro,freihand,3,imputed,train
freihand_00018127,data/processed/landmarks/freihand_00018127.npy,unknown,claro,freihand,3,imputed,train
freihand_00030493,data/processed/landmarks/freihand_00030493.npy,unknown,claro,freihand,2,imputed,train
freihand_00008582,data/processed/landmarks/freihand_00008582.npy,unknown,medio,freihand,5,imputed,train
freihand_00016260,data/processed/landmarks/freihand_00016260.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022029,data/processed/landmarks/freihand_00022029.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00015348,data/processed/landmarks/freihand_00015348.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00029753,data/processed/landmarks/freihand_00029753.npy,unknown,medio,freihand,6,imputed,train
freihand_00024063,data/processed/landmarks/freihand_00024063.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012865,data/processed/landmarks/freihand_00012865.npy,unknown,claro,freihand,2,imputed,train
freihand_00010026,data/processed/landmarks/freihand_00010026.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012974,data/processed/landmarks/freihand_00012974.npy,unknown,medio,freihand,5,imputed,train
freihand_00031195,data/processed/landmarks/freihand_00031195.npy,unknown,claro,freihand,2,imputed,train
freihand_00013699,data/processed/landmarks/freihand_00013699.npy,unknown,claro,freihand,2,imputed,train
freihand_00009550,data/processed/landmarks/freihand_00009550.npy,unknown,claro,freihand,2,imputed,train
freihand_00024169,data/processed/landmarks/freihand_00024169.npy,unknown,claro,freihand,3,imputed,train
freihand_00027561,data/processed/landmarks/freihand_00027561.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00023512,data/processed/landmarks/freihand_00023512.npy,unknown,claro,freihand,2,imputed,train
freihand_00027807,data/processed/landmarks/freihand_00027807.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00017598,data/processed/landmarks/freihand_00017598.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00024531,data/processed/landmarks/freihand_00024531.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00027311,data/processed/landmarks/freihand_00027311.npy,unknown,medio,freihand,6,imputed,train
freihand_00001309,data/processed/landmarks/freihand_00001309.npy,unknown,claro,freihand,3,imputed,train
freihand_00014082,data/processed/landmarks/freihand_00014082.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00030536,data/processed/landmarks/freihand_00030536.npy,unknown,medio,freihand,6,imputed,train
freihand_00000639,data/processed/landmarks/freihand_00000639.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00008472,data/processed/landmarks/freihand_00008472.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00011446,data/processed/landmarks/freihand_00011446.npy,unknown,claro,freihand,2,imputed,train
freihand_00010693,data/processed/landmarks/freihand_00010693.npy,unknown,claro,freihand,2,imputed,train
freihand_00009671,data/processed/landmarks/freihand_00009671.npy,unknown,medio,freihand,7,imputed,train
freihand_00017064,data/processed/landmarks/freihand_00017064.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00007223,data/processed/landmarks/freihand_00007223.npy,unknown,medio,freihand,5,imputed,train
freihand_00022244,data/processed/landmarks/freihand_00022244.npy,unknown,medio,freihand,7,imputed,train
freihand_00024700,data/processed/landmarks/freihand_00024700.npy,unknown,claro,freihand,3,imputed,train
freihand_00025530,data/processed/landmarks/freihand_00025530.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00027421,data/processed/landmarks/freihand_00027421.npy,unknown,claro,freihand,3,imputed,train
freihand_00024228,data/processed/landmarks/freihand_00024228.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00022593,data/processed/landmarks/freihand_00022593.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021627,data/processed/landmarks/freihand_00021627.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00020541,data/processed/landmarks/freihand_00020541.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00016847,data/processed/landmarks/freihand_00016847.npy,unknown,medio,freihand,7,imputed,train
freihand_00007965,data/processed/landmarks/freihand_00007965.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00010514,data/processed/landmarks/freihand_00010514.npy,unknown,medio,freihand,7,imputed,train
freihand_00028941,data/processed/landmarks/freihand_00028941.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012299,data/processed/landmarks/freihand_00012299.npy,unknown,medio,freihand,6,imputed,train
freihand_00004898,data/processed/landmarks/freihand_00004898.npy,unknown,medio,freihand,7,imputed,train
freihand_00030911,data/processed/landmarks/freihand_00030911.npy,unknown,medio,freihand,7,imputed,train
freihand_00012820,data/processed/landmarks/freihand_00012820.npy,unknown,claro,freihand,4,imputed,train
freihand_00014604,data/processed/landmarks/freihand_00014604.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022099,data/processed/landmarks/freihand_00022099.npy,unknown,claro,freihand,3,imputed,train
freihand_00027915,data/processed/landmarks/freihand_00027915.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00000218,data/processed/landmarks/freihand_00000218.npy,unknown,medio,freihand,5,imputed,train
freihand_00005784,data/processed/landmarks/freihand_00005784.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00000440,data/processed/landmarks/freihand_00000440.npy,unknown,medio,freihand,5,imputed,train
freihand_00030198,data/processed/landmarks/freihand_00030198.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021702,data/processed/landmarks/freihand_00021702.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00018692,data/processed/landmarks/freihand_00018692.npy,unknown,medio,freihand,5,imputed,train
freihand_00011789,data/processed/landmarks/freihand_00011789.npy,unknown,medio,freihand,6,imputed,train
freihand_00000197,data/processed/landmarks/freihand_00000197.npy,unknown,medio,freihand,7,imputed,train
freihand_00015001,data/processed/landmarks/freihand_00015001.npy,unknown,claro,freihand,3,imputed,train
freihand_00006541,data/processed/landmarks/freihand_00006541.npy,unknown,claro,freihand,1,imputed,train
freihand_00009370,data/processed/landmarks/freihand_00009370.npy,unknown,claro,freihand,3,imputed,train
freihand_00032082,data/processed/landmarks/freihand_00032082.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00004579,data/processed/landmarks/freihand_00004579.npy,unknown,claro,freihand,3,imputed,train
freihand_00022402,data/processed/landmarks/freihand_00022402.npy,unknown,claro,freihand,3,imputed,train
freihand_00014099,data/processed/landmarks/freihand_00014099.npy,unknown,medio,freihand,7,imputed,train
freihand_00021728,data/processed/landmarks/freihand_00021728.npy,unknown,medio,freihand,5,imputed,train
freihand_00000372,data/processed/landmarks/freihand_00000372.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00029234,data/processed/landmarks/freihand_00029234.npy,unknown,medio,freihand,5,imputed,train
freihand_00012571,data/processed/landmarks/freihand_00012571.npy,unknown,claro,freihand,2,imputed,train
freihand_00028021,data/processed/landmarks/freihand_00028021.npy,unknown,claro,freihand,1,imputed,train
freihand_00000190,data/processed/landmarks/freihand_00000190.npy,unknown,claro,freihand,4,imputed,train
freihand_00014608,data/processed/landmarks/freihand_00014608.npy,unknown,claro,freihand,4,imputed,train
freihand_00002593,data/processed/landmarks/freihand_00002593.npy,unknown,claro,freihand,3,imputed,train
freihand_00003335,data/processed/landmarks/freihand_00003335.npy,unknown,medio,freihand,6,imputed,train
freihand_00003024,data/processed/landmarks/freihand_00003024.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00002053,data/processed/landmarks/freihand_00002053.npy,unknown,claro,freihand,2,imputed,train
freihand_00027378,data/processed/landmarks/freihand_00027378.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00004750,data/processed/landmarks/freihand_00004750.npy,unknown,claro,freihand,3,imputed,train
freihand_00027301,data/processed/landmarks/freihand_00027301.npy,unknown,claro,freihand,3,imputed,train
freihand_00014162,data/processed/landmarks/freihand_00014162.npy,unknown,medio,freihand,6,imputed,train
freihand_00017102,data/processed/landmarks/freihand_00017102.npy,unknown,medio,freihand,7,imputed,train
freihand_00005604,data/processed/landmarks/freihand_00005604.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00026879,data/processed/landmarks/freihand_00026879.npy,unknown,medio,freihand,6,imputed,train
freihand_00031924,data/processed/landmarks/freihand_00031924.npy,unknown,claro,freihand,2,imputed,train
freihand_00016276,data/processed/landmarks/freihand_00016276.npy,unknown,claro,freihand,4,imputed,train
freihand_00030242,data/processed/landmarks/freihand_00030242.npy,unknown,medio,freihand,7,imputed,train
freihand_00000675,data/processed/landmarks/freihand_00000675.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00008967,data/processed/landmarks/freihand_00008967.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00029567,data/processed/landmarks/freihand_00029567.npy,unknown,medio,freihand,6,imputed,train
freihand_00029208,data/processed/landmarks/freihand_00029208.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021799,data/processed/landmarks/freihand_00021799.npy,unknown,claro,freihand,3,imputed,train
freihand_00000642,data/processed/landmarks/freihand_00000642.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028410,data/processed/landmarks/freihand_00028410.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001998,data/processed/landmarks/freihand_00001998.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028970,data/processed/landmarks/freihand_00028970.npy,unknown,medio,freihand,6,imputed,train
freihand_00004122,data/processed/landmarks/freihand_00004122.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00029262,data/processed/landmarks/freihand_00029262.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00023182,data/processed/landmarks/freihand_00023182.npy,unknown,claro,freihand,3,imputed,train
freihand_00025754,data/processed/landmarks/freihand_00025754.npy,unknown,medio,freihand,5,imputed,train
freihand_00019602,data/processed/landmarks/freihand_00019602.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00031270,data/processed/landmarks/freihand_00031270.npy,unknown,claro,freihand,1,imputed,train
freihand_00018657,data/processed/landmarks/freihand_00018657.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00006595,data/processed/landmarks/freihand_00006595.npy,unknown,claro,freihand,3,imputed,train
freihand_00005934,data/processed/landmarks/freihand_00005934.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012679,data/processed/landmarks/freihand_00012679.npy,unknown,claro,freihand,1,imputed,train
freihand_00008426,data/processed/landmarks/freihand_00008426.npy,unknown,medio,freihand,5,imputed,train
freihand_00021332,data/processed/landmarks/freihand_00021332.npy,unknown,medio,freihand,6,imputed,train
freihand_00001359,data/processed/landmarks/freihand_00001359.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00021278,data/processed/landmarks/freihand_00021278.npy,unknown,medio,freihand,6,imputed,train
freihand_00024456,data/processed/landmarks/freihand_00024456.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00022304,data/processed/landmarks/freihand_00022304.npy,unknown,medio,freihand,7,imputed,train
freihand_00009216,data/processed/landmarks/freihand_00009216.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011701,data/processed/landmarks/freihand_00011701.npy,unknown,claro,freihand,1,imputed,train
freihand_00029602,data/processed/landmarks/freihand_00029602.npy,unknown,claro,freihand,2,imputed,train
freihand_00021680,data/processed/landmarks/freihand_00021680.npy,unknown,medio,freihand,7,imputed,train
freihand_00029986,data/processed/landmarks/freihand_00029986.npy,unknown,claro,freihand,2,imputed,train
freihand_00006388,data/processed/landmarks/freihand_00006388.npy,unknown,claro,freihand,2,imputed,train
freihand_00022677,data/processed/landmarks/freihand_00022677.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013468,data/processed/landmarks/freihand_00013468.npy,unknown,claro,freihand,2,imputed,train
freihand_00002627,data/processed/landmarks/freihand_00002627.npy,unknown,medio,freihand,6,imputed,train
freihand_00004085,data/processed/landmarks/freihand_00004085.npy,unknown,medio,freihand,6,imputed,train
freihand_00013746,data/processed/landmarks/freihand_00013746.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003353,data/processed/landmarks/freihand_00003353.npy,unknown,medio,freihand,7,imputed,train
freihand_00002860,data/processed/landmarks/freihand_00002860.npy,unknown,claro,freihand,3,imputed,train
freihand_00031240,data/processed/landmarks/freihand_00031240.npy,unknown,claro,freihand,1,imputed,train
freihand_00025873,data/processed/landmarks/freihand_00025873.npy,unknown,claro,freihand,1,imputed,train
freihand_00027759,data/processed/landmarks/freihand_00027759.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012197,data/processed/landmarks/freihand_00012197.npy,unknown,medio,freihand,6,imputed,train
freihand_00022505,data/processed/landmarks/freihand_00022505.npy,unknown,medio,freihand,7,imputed,train
freihand_00015088,data/processed/landmarks/freihand_00015088.npy,unknown,claro,freihand,3,imputed,train
freihand_00001405,data/processed/landmarks/freihand_00001405.npy,unknown,claro,freihand,4,imputed,train
freihand_00000861,data/processed/landmarks/freihand_00000861.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016529,data/processed/landmarks/freihand_00016529.npy,unknown,medio,freihand,6,imputed,train
freihand_00008774,data/processed/landmarks/freihand_00008774.npy,unknown,medio,freihand,6,imputed,train
freihand_00001519,data/processed/landmarks/freihand_00001519.npy,unknown,claro,freihand,1,imputed,train
freihand_00025980,data/processed/landmarks/freihand_00025980.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00019060,data/processed/landmarks/freihand_00019060.npy,unknown,claro,freihand,1,imputed,train
freihand_00013903,data/processed/landmarks/freihand_00013903.npy,unknown,claro,freihand,2,imputed,train
freihand_00031334,data/processed/landmarks/freihand_00031334.npy,unknown,medio,freihand,6,imputed,train
freihand_00000405,data/processed/landmarks/freihand_00000405.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013389,data/processed/landmarks/freihand_00013389.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00001271,data/processed/landmarks/freihand_00001271.npy,unknown,medio,freihand,5,imputed,train
freihand_00027614,data/processed/landmarks/freihand_00027614.npy,unknown,medio,freihand,6,imputed,train
freihand_00028148,data/processed/landmarks/freihand_00028148.npy,unknown,medio,freihand,6,imputed,train
freihand_00030251,data/processed/landmarks/freihand_00030251.npy,unknown,medio,freihand,5,imputed,train
freihand_00006939,data/processed/landmarks/freihand_00006939.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00018734,data/processed/landmarks/freihand_00018734.npy,unknown,medio,freihand,5,imputed,train
freihand_00025860,data/processed/landmarks/freihand_00025860.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016865,data/processed/landmarks/freihand_00016865.npy,unknown,medio,freihand,6,imputed,train
freihand_00003319,data/processed/landmarks/freihand_00003319.npy,unknown,claro,freihand,2,imputed,train
freihand_00029296,data/processed/landmarks/freihand_00029296.npy,unknown,claro,freihand,3,imputed,train
freihand_00011351,data/processed/landmarks/freihand_00011351.npy,unknown,medio,freihand,5,imputed,train
freihand_00030006,data/processed/landmarks/freihand_00030006.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00025360,data/processed/landmarks/freihand_00025360.npy,unknown,claro,freihand,2,imputed,train
freihand_00006630,data/processed/landmarks/freihand_00006630.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00000705,data/processed/landmarks/freihand_00000705.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002109,data/processed/landmarks/freihand_00002109.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00018857,data/processed/landmarks/freihand_00018857.npy,unknown,medio,freihand,6,imputed,train
freihand_00020703,data/processed/landmarks/freihand_00020703.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00014244,data/processed/landmarks/freihand_00014244.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00011375,data/processed/landmarks/freihand_00011375.npy,unknown,medio,freihand,5,imputed,train
freihand_00026057,data/processed/landmarks/freihand_00026057.npy,unknown,medio,freihand,7,imputed,train
freihand_00008911,data/processed/landmarks/freihand_00008911.npy,unknown,claro,freihand,4,imputed,train
freihand_00021054,data/processed/landmarks/freihand_00021054.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00007700,data/processed/landmarks/freihand_00007700.npy,unknown,medio,freihand,7,imputed,train
freihand_00022053,data/processed/landmarks/freihand_00022053.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00016607,data/processed/landmarks/freihand_00016607.npy,unknown,medio,freihand,5,imputed,train
freihand_00002032,data/processed/landmarks/freihand_00002032.npy,unknown,claro,freihand,2,imputed,train
freihand_00012643,data/processed/landmarks/freihand_00012643.npy,unknown,claro,freihand,1,imputed,train
freihand_00009883,data/processed/landmarks/freihand_00009883.npy,unknown,claro,freihand,1,imputed,train
freihand_00008942,data/processed/landmarks/freihand_00008942.npy,unknown,medio,freihand,6,imputed,train
freihand_00005626,data/processed/landmarks/freihand_00005626.npy,unknown,claro,freihand,1,imputed,train
freihand_00014658,data/processed/landmarks/freihand_00014658.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00021841,data/processed/landmarks/freihand_00021841.npy,unknown,claro,freihand,2,imputed,train
freihand_00012106,data/processed/landmarks/freihand_00012106.npy,unknown,claro,freihand,4,imputed,train
freihand_00016562,data/processed/landmarks/freihand_00016562.npy,unknown,medio,freihand,6,imputed,train
freihand_00017522,data/processed/landmarks/freihand_00017522.npy,unknown,medio,freihand,5,imputed,train
freihand_00031250,data/processed/landmarks/freihand_00031250.npy,unknown,medio,freihand,7,imputed,train
freihand_00001984,data/processed/landmarks/freihand_00001984.npy,unknown,claro,freihand,3,imputed,train
freihand_00003257,data/processed/landmarks/freihand_00003257.npy,unknown,medio,freihand,6,imputed,train
freihand_00020600,data/processed/landmarks/freihand_00020600.npy,unknown,medio,freihand,7,imputed,train
freihand_00004361,data/processed/landmarks/freihand_00004361.npy,unknown,medio,freihand,7,imputed,train
freihand_00014687,data/processed/landmarks/freihand_00014687.npy,unknown,medio,freihand,5,imputed,train
freihand_00009931,data/processed/landmarks/freihand_00009931.npy,unknown,claro,freihand,3,imputed,train
freihand_00021650,data/processed/landmarks/freihand_00021650.npy,unknown,medio,freihand,5,imputed,train
freihand_00020742,data/processed/landmarks/freihand_00020742.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00000898,data/processed/landmarks/freihand_00000898.npy,unknown,claro,freihand,2,imputed,train
freihand_00013921,data/processed/landmarks/freihand_00013921.npy,unknown,claro,freihand,1,imputed,train
freihand_00022893,data/processed/landmarks/freihand_00022893.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00012980,data/processed/landmarks/freihand_00012980.npy,unknown,medio,freihand,5,imputed,train
freihand_00007363,data/processed/landmarks/freihand_00007363.npy,unknown,claro,freihand,4,imputed,train
freihand_00013688,data/processed/landmarks/freihand_00013688.npy,unknown,medio,freihand,5,imputed,train
freihand_00020627,data/processed/landmarks/freihand_00020627.npy,unknown,medio,freihand,6,imputed,train
freihand_00019975,data/processed/landmarks/freihand_00019975.npy,unknown,claro,freihand,4,imputed,train
freihand_00008543,data/processed/landmarks/freihand_00008543.npy,unknown,medio,freihand,6,imputed,train
freihand_00023531,data/processed/landmarks/freihand_00023531.npy,unknown,medio,freihand,6,imputed,train
freihand_00020581,data/processed/landmarks/freihand_00020581.npy,unknown,claro,freihand,1,imputed,train
freihand_00006293,data/processed/landmarks/freihand_00006293.npy,unknown,medio,freihand,7,imputed,train
freihand_00030094,data/processed/landmarks/freihand_00030094.npy,unknown,claro,freihand,1,imputed,train
freihand_00018014,data/processed/landmarks/freihand_00018014.npy,unknown,medio,freihand,7,imputed,train
freihand_00003223,data/processed/landmarks/freihand_00003223.npy,unknown,claro,freihand,1,imputed,train
freihand_00030586,data/processed/landmarks/freihand_00030586.npy,unknown,claro,freihand,2,imputed,train
freihand_00017812,data/processed/landmarks/freihand_00017812.npy,unknown,claro,freihand,2,imputed,train
freihand_00010641,data/processed/landmarks/freihand_00010641.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00014702,data/processed/landmarks/freihand_00014702.npy,unknown,medio,freihand,6,imputed,train
freihand_00018923,data/processed/landmarks/freihand_00018923.npy,unknown,medio,freihand,6,imputed,train
freihand_00012996,data/processed/landmarks/freihand_00012996.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00007143,data/processed/landmarks/freihand_00007143.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00027611,data/processed/landmarks/freihand_00027611.npy,unknown,medio,freihand,7,imputed,train
freihand_00027211,data/processed/landmarks/freihand_00027211.npy,unknown,claro,freihand,2,imputed,train
freihand_00007615,data/processed/landmarks/freihand_00007615.npy,unknown,claro,freihand,1,imputed,train
freihand_00002476,data/processed/landmarks/freihand_00002476.npy,unknown,claro,freihand,1,imputed,train
freihand_00002862,data/processed/landmarks/freihand_00002862.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00015321,data/processed/landmarks/freihand_00015321.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00013188,data/processed/landmarks/freihand_00013188.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00030369,data/processed/landmarks/freihand_00030369.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00019556,data/processed/landmarks/freihand_00019556.npy,unknown,medio,freihand,5,imputed,train
freihand_00022574,data/processed/landmarks/freihand_00022574.npy,unknown,medio,freihand,5,imputed,train
freihand_00014223,data/processed/landmarks/freihand_00014223.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00027336,data/processed/landmarks/freihand_00027336.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028118,data/processed/landmarks/freihand_00028118.npy,unknown,medio,freihand,7,imputed,train
freihand_00005683,data/processed/landmarks/freihand_00005683.npy,unknown,claro,freihand,1,imputed,train
freihand_00008242,data/processed/landmarks/freihand_00008242.npy,unknown,claro,freihand,2,imputed,train
freihand_00025690,data/processed/landmarks/freihand_00025690.npy,unknown,claro,freihand,4,imputed,train
freihand_00020196,data/processed/landmarks/freihand_00020196.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00027357,data/processed/landmarks/freihand_00027357.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001532,data/processed/landmarks/freihand_00001532.npy,unknown,medio,freihand,5,imputed,train
freihand_00012025,data/processed/landmarks/freihand_00012025.npy,unknown,claro,freihand,3,imputed,train
freihand_00003788,data/processed/landmarks/freihand_00003788.npy,unknown,medio,freihand,7,imputed,train
freihand_00011162,data/processed/landmarks/freihand_00011162.npy,unknown,medio,freihand,6,imputed,train
freihand_00008459,data/processed/landmarks/freihand_00008459.npy,unknown,medio,freihand,6,imputed,train
freihand_00025706,data/processed/landmarks/freihand_00025706.npy,unknown,medio,freihand,5,imputed,train
freihand_00031787,data/processed/landmarks/freihand_00031787.npy,unknown,medio,freihand,6,imputed,train
freihand_00024057,data/processed/landmarks/freihand_00024057.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016159,data/processed/landmarks/freihand_00016159.npy,unknown,claro,freihand,4,imputed,train
freihand_00002910,data/processed/landmarks/freihand_00002910.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013703,data/processed/landmarks/freihand_00013703.npy,unknown,medio,freihand,6,imputed,train
freihand_00022013,data/processed/landmarks/freihand_00022013.npy,unknown,medio,freihand,7,imputed,train
freihand_00018188,data/processed/landmarks/freihand_00018188.npy,unknown,medio,freihand,5,imputed,train
freihand_00025583,data/processed/landmarks/freihand_00025583.npy,unknown,medio,freihand,6,imputed,train
freihand_00028865,data/processed/landmarks/freihand_00028865.npy,unknown,medio,freihand,7,imputed,train
freihand_00012907,data/processed/landmarks/freihand_00012907.npy,unknown,claro,freihand,1,imputed,train
freihand_00016027,data/processed/landmarks/freihand_00016027.npy,unknown,claro,freihand,2,imputed,train
freihand_00029242,data/processed/landmarks/freihand_00029242.npy,unknown,claro,freihand,2,imputed,train
freihand_00000131,data/processed/landmarks/freihand_00000131.npy,unknown,medio,freihand,6,imputed,train
freihand_00001503,data/processed/landmarks/freihand_00001503.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00008025,data/processed/landmarks/freihand_00008025.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00018203,data/processed/landmarks/freihand_00018203.npy,unknown,medio,freihand,7,imputed,train
freihand_00028831,data/processed/landmarks/freihand_00028831.npy,unknown,claro,freihand,3,imputed,train
freihand_00008741,data/processed/landmarks/freihand_00008741.npy,unknown,medio,freihand,6,imputed,train
freihand_00024685,data/processed/landmarks/freihand_00024685.npy,unknown,claro,freihand,4,imputed,train
freihand_00016151,data/processed/landmarks/freihand_00016151.npy,unknown,medio,freihand,6,imputed,train
freihand_00014276,data/processed/landmarks/freihand_00014276.npy,unknown,medio,freihand,7,imputed,train
freihand_00031766,data/processed/landmarks/freihand_00031766.npy,unknown,medio,freihand,5,imputed,train
freihand_00014044,data/processed/landmarks/freihand_00014044.npy,unknown,claro,freihand,3,imputed,train
freihand_00015616,data/processed/landmarks/freihand_00015616.npy,unknown,claro,freihand,3,imputed,train
freihand_00001171,data/processed/landmarks/freihand_00001171.npy,unknown,claro,freihand,2,imputed,train
freihand_00021390,data/processed/landmarks/freihand_00021390.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00014388,data/processed/landmarks/freihand_00014388.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00023188,data/processed/landmarks/freihand_00023188.npy,unknown,claro,freihand,3,imputed,train
freihand_00019232,data/processed/landmarks/freihand_00019232.npy,unknown,medio,freihand,6,imputed,train
freihand_00020071,data/processed/landmarks/freihand_00020071.npy,unknown,claro,freihand,1,imputed,train
freihand_00022875,data/processed/landmarks/freihand_00022875.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00020343,data/processed/landmarks/freihand_00020343.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00030695,data/processed/landmarks/freihand_00030695.npy,unknown,medio,freihand,5,imputed,train
