sample_id,path_secuencia,path_landmarks,label,condition,dataset,mst,mst_origin,split
ae3e0494-e500-4d10-885a-3dea0871d11e,secuencias_stgcn/synthetic/ae3e0494-e500-4d10-885a-3dea0871d11e.npy,data/processed/landmarks/ae3e0494-e500-4d10-885a-3dea0871d11e.npy,call,oscuro,hagrid,10,imputed,train
ec7c45b4-01cd-4165-a9b0-4c968bc10787,secuencias_stgcn/synthetic/ec7c45b4-01cd-4165-a9b0-4c968bc10787.npy,data/processed/landmarks/ec7c45b4-01cd-4165-a9b0-4c968bc10787.npy,peace_inverted,oscuro,hagrid,10,imputed,train
8c859044-fef2-4533-9d2c-5b1c6827fcb3,secuencias_stgcn/synthetic/8c859044-fef2-4533-9d2c-5b1c6827fcb3.npy,data/processed/landmarks/8c859044-fef2-4533-9d2c-5b1c6827fcb3.npy,three,oscuro,hagrid,9,imputed,train
2baf58ce-1830-410f-a43d-c91cbd9a8c54,secuencias_stgcn/synthetic/2baf58ce-1830-410f-a43d-c91cbd9a8c54.npy,data/processed/landmarks/2baf58ce-1830-410f-a43d-c91cbd9a8c54.npy,call,claro,hagrid,1,imputed,train
40aaec07-a1ab-4e43-99ba-57f02974795e,secuencias_stgcn/synthetic/40aaec07-a1ab-4e43-99ba-57f02974795e.npy,data/processed/landmarks/40aaec07-a1ab-4e43-99ba-57f02974795e.npy,rock,oscuro,hagrid,9,imputed,train
a2d2ae90-2711-4112-bf83-e1cb07181239,secuencias_stgcn/synthetic/a2d2ae90-2711-4112-bf83-e1cb07181239.npy,data/processed/landmarks/a2d2ae90-2711-4112-bf83-e1cb07181239.npy,peace_inverted,medio,hagrid,5,imputed,train
freihand_00001778,secuencias_stgcn/synthetic/freihand_00001778.npy,data/processed/landmarks/freihand_00001778.npy,unknown,medio,freihand,5,imputed,train
freihand_00023210,secuencias_stgcn/synthetic/freihand_00023210.npy,data/processed/landmarks/freihand_00023210.npy,unknown,medio,freihand,5,imputed,train
freihand_00020095,secuencias_stgcn/synthetic/freihand_00020095.npy,data/processed/landmarks/freihand_00020095.npy,unknown,claro,freihand,4,imputed,train
freihand_00021154,secuencias_stgcn/synthetic/freihand_00021154.npy,data/processed/landmarks/freihand_00021154.npy,unknown,claro,freihand,1,imputed,train
freihand_00008853,secuencias_stgcn/synthetic/freihand_00008853.npy,data/processed/landmarks/freihand_00008853.npy,unknown,oscuro,freihand,10,imputed,train
f875c990-9478-492a-a339-93a486d980c9,secuencias_stgcn/synthetic/f875c990-9478-492a-a339-93a486d980c9.npy,data/processed/landmarks/f875c990-9478-492a-a339-93a486d980c9.npy,like,claro,hagrid,3,imputed,train
27e72265-1d8b-48f4-a8f9-26deea8fcd7c,secuencias_stgcn/synthetic/27e72265-1d8b-48f4-a8f9-26deea8fcd7c.npy,data/processed/landmarks/27e72265-1d8b-48f4-a8f9-26deea8fcd7c.npy,like,claro,hagrid,3,imputed,train
freihand_00011071,secuencias_stgcn/synthetic/freihand_00011071.npy,data/processed/landmarks/freihand_00011071.npy,unknown,claro,freihand,3,imputed,train
8612e5c8-89df-4fa7-ad90-3fc0885ba5ef,secuencias_stgcn/synthetic/8612e5c8-89df-4fa7-ad90-3fc0885ba5ef.npy,data/processed/landmarks/8612e5c8-89df-4fa7-ad90-3fc0885ba5ef.npy,dislike,medio,hagrid,7,imputed,train
freihand_00026533,secuencias_stgcn/synthetic/freihand_00026533.npy,data/processed/landmarks/freihand_00026533.npy,unknown,claro,freihand,1,imputed,train
freihand_00021988,secuencias_stgcn/synthetic/freihand_00021988.npy,data/processed/landmarks/freihand_00021988.npy,unknown,claro,freihand,3,imputed,train
freihand_00002912,secuencias_stgcn/synthetic/freihand_00002912.npy,data/processed/landmarks/freihand_00002912.npy,unknown,medio,freihand,6,imputed,train
freihand_00019496,secuencias_stgcn/synthetic/freihand_00019496.npy,data/processed/landmarks/freihand_00019496.npy,unknown,medio,freihand,6,imputed,train
8731f8ce-2905-4d93-b03f-7fb3698ffff5,secuencias_stgcn/synthetic/8731f8ce-2905-4d93-b03f-7fb3698ffff5.npy,data/processed/landmarks/8731f8ce-2905-4d93-b03f-7fb3698ffff5.npy,peace_inverted,medio,hagrid,7,imputed,train
f8abaef4-9e9f-43d7-a2d3-0dba9e379624,secuencias_stgcn/synthetic/f8abaef4-9e9f-43d7-a2d3-0dba9e379624.npy,data/processed/landmarks/f8abaef4-9e9f-43d7-a2d3-0dba9e379624.npy,one,claro,hagrid,1,imputed,train
e4f5398d-5d32-479a-a8d3-c47f1d20b595,secuencias_stgcn/synthetic/e4f5398d-5d32-479a-a8d3-c47f1d20b595.npy,data/processed/landmarks/e4f5398d-5d32-479a-a8d3-c47f1d20b595.npy,three,oscuro,hagrid,9,imputed,train
da203c0c-20c7-44b0-94df-8c780d12093e,secuencias_stgcn/synthetic/da203c0c-20c7-44b0-94df-8c780d12093e.npy,data/processed/landmarks/da203c0c-20c7-44b0-94df-8c780d12093e.npy,two_up_inverted,claro,hagrid,2,imputed,train
a723f5f0-a024-4781-81c1-331008413654,secuencias_stgcn/synthetic/a723f5f0-a024-4781-81c1-331008413654.npy,data/processed/landmarks/a723f5f0-a024-4781-81c1-331008413654.npy,like,oscuro,hagrid,10,imputed,train
freihand_00027766,secuencias_stgcn/synthetic/freihand_00027766.npy,data/processed/landmarks/freihand_00027766.npy,unknown,claro,freihand,2,imputed,train
freihand_00006489,secuencias_stgcn/synthetic/freihand_00006489.npy,data/processed/landmarks/freihand_00006489.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00011275,secuencias_stgcn/synthetic/freihand_00011275.npy,data/processed/landmarks/freihand_00011275.npy,unknown,claro,freihand,2,imputed,train
76245bdc-36b8-4002-96b6-f5ba1dee367b,secuencias_stgcn/synthetic/76245bdc-36b8-4002-96b6-f5ba1dee367b.npy,data/processed/landmarks/76245bdc-36b8-4002-96b6-f5ba1dee367b.npy,four,medio,hagrid,6,imputed,train
8b4d8d5e-8ac3-48c2-aed7-afee1871bbb3,secuencias_stgcn/synthetic/8b4d8d5e-8ac3-48c2-aed7-afee1871bbb3.npy,data/processed/landmarks/8b4d8d5e-8ac3-48c2-aed7-afee1871bbb3.npy,ok,oscuro,hagrid,9,imputed,train
freihand_00023577,secuencias_stgcn/synthetic/freihand_00023577.npy,data/processed/landmarks/freihand_00023577.npy,unknown,oscuro,freihand,10,imputed,train
ecaf195f-4f72-47b2-85a0-9041791b74f1,secuencias_stgcn/synthetic/ecaf195f-4f72-47b2-85a0-9041791b74f1.npy,data/processed/landmarks/ecaf195f-4f72-47b2-85a0-9041791b74f1.npy,four,oscuro,hagrid,8,imputed,train
freihand_00019815,secuencias_stgcn/synthetic/freihand_00019815.npy,data/processed/landmarks/freihand_00019815.npy,unknown,oscuro,freihand,9,imputed,train
801279b6-09fa-4dfc-af6b-dbb920fb26d7,secuencias_stgcn/synthetic/801279b6-09fa-4dfc-af6b-dbb920fb26d7.npy,data/processed/landmarks/801279b6-09fa-4dfc-af6b-dbb920fb26d7.npy,peace,oscuro,hagrid,8,imputed,train
c022749a-1c77-4e41-9b60-324b29d02b4a,secuencias_stgcn/synthetic/c022749a-1c77-4e41-9b60-324b29d02b4a.npy,data/processed/landmarks/c022749a-1c77-4e41-9b60-324b29d02b4a.npy,like,medio,hagrid,7,imputed,train
freihand_00020395,secuencias_stgcn/synthetic/freihand_00020395.npy,data/processed/landmarks/freihand_00020395.npy,unknown,claro,freihand,3,imputed,train
d8dbbfbe-e3db-4a50-b677-1b7f7b291d8a,secuencias_stgcn/synthetic/d8dbbfbe-e3db-4a50-b677-1b7f7b291d8a.npy,data/processed/landmarks/d8dbbfbe-e3db-4a50-b677-1b7f7b291d8a.npy,two_up,claro,hagrid,1,imputed,train
393970c8-2d4a-4bdd-9147-321311dd9e33,secuencias_stgcn/synthetic/393970c8-2d4a-4bdd-9147-321311dd9e33.npy,data/processed/landmarks/393970c8-2d4a-4bdd-9147-321311dd9e33.npy,peace,claro,hagrid,4,imputed,train
f3ddc9c7-a92d-40f7-b09b-3edde2b958cc,secuencias_stgcn/synthetic/f3ddc9c7-a92d-40f7-b09b-3edde2b958cc.npy,data/processed/landmarks/f3ddc9c7-a92d-40f7-b09b-3edde2b958cc.npy,two_up_inverted,claro,hagrid,2,imputed,train
085f0f1a-8a40-439b-b281-aec863dbca94,secuencias_stgcn/synthetic/085f0f1a-8a40-439b-b281-aec863dbca94.npy,data/processed/landmarks/085f0f1a-8a40-439b-b281-aec863dbca94.npy,like,medio,hagrid,6,imputed,train
freihand_00003674,secuencias_stgcn/synthetic/freihand_00003674.npy,data/processed/landmarks/freihand_00003674.npy,unknown,medio,freihand,6,imputed,train
a65c4011-1605-4c41-b756-2bb09486a190,secuencias_stgcn/synthetic/a65c4011-1605-4c41-b756-2bb09486a190.npy,data/processed/landmarks/a65c4011-1605-4c41-b756-2bb09486a190.npy,stop,oscuro,hagrid,9,imputed,train
freihand_00028661,secuencias_stgcn/synthetic/freihand_00028661.npy,data/processed/landmarks/freihand_00028661.npy,unknown,medio,freihand,5,imputed,train
ac52f50f-1f85-4e63-86b9-e44a746e56c8,secuencias_stgcn/synthetic/ac52f50f-1f85-4e63-86b9-e44a746e56c8.npy,data/processed/landmarks/ac52f50f-1f85-4e63-86b9-e44a746e56c8.npy,stop_inverted,medio,hagrid,6,imputed,train
freihand_00005895,secuencias_stgcn/synthetic/freihand_00005895.npy,data/processed/landmarks/freihand_00005895.npy,unknown,oscuro,freihand,8,imputed,train
986e5c64-45b4-4ad5-97e5-69b68ca7abe2,secuencias_stgcn/synthetic/986e5c64-45b4-4ad5-97e5-69b68ca7abe2.npy,data/processed/landmarks/986e5c64-45b4-4ad5-97e5-69b68ca7abe2.npy,peace,oscuro,hagrid,10,imputed,train
freihand_00002804,secuencias_stgcn/synthetic/freihand_00002804.npy,data/processed/landmarks/freihand_00002804.npy,unknown,medio,freihand,5,imputed,train
9c294f5d-06ec-44a9-91fa-955bb43a1d2c,secuencias_stgcn/synthetic/9c294f5d-06ec-44a9-91fa-955bb43a1d2c.npy,data/processed/landmarks/9c294f5d-06ec-44a9-91fa-955bb43a1d2c.npy,three2,medio,hagrid,5,imputed,train
freihand_00022432,secuencias_stgcn/synthetic/freihand_00022432.npy,data/processed/landmarks/freihand_00022432.npy,unknown,claro,freihand,3,imputed,train
freihand_00008686,secuencias_stgcn/synthetic/freihand_00008686.npy,data/processed/landmarks/freihand_00008686.npy,unknown,claro,freihand,3,imputed,train
freihand_00025838,secuencias_stgcn/synthetic/freihand_00025838.npy,data/processed/landmarks/freihand_00025838.npy,unknown,medio,freihand,5,imputed,train
freihand_00007333,secuencias_stgcn/synthetic/freihand_00007333.npy,data/processed/landmarks/freihand_00007333.npy,unknown,claro,freihand,2,imputed,train
b82ae085-1696-483e-bc63-becc41e958e9,secuencias_stgcn/synthetic/b82ae085-1696-483e-bc63-becc41e958e9.npy,data/processed/landmarks/b82ae085-1696-483e-bc63-becc41e958e9.npy,three,claro,hagrid,3,imputed,train
9eef14c7-4f1b-436f-9411-81ccd41575c6,secuencias_stgcn/synthetic/9eef14c7-4f1b-436f-9411-81ccd41575c6.npy,data/processed/landmarks/9eef14c7-4f1b-436f-9411-81ccd41575c6.npy,palm,oscuro,hagrid,9,imputed,train
936aa8bb-602b-4e34-bb77-9e53c06707e1,secuencias_stgcn/synthetic/936aa8bb-602b-4e34-bb77-9e53c06707e1.npy,data/processed/landmarks/936aa8bb-602b-4e34-bb77-9e53c06707e1.npy,three,claro,hagrid,3,imputed,train
14dc2e79-764a-4d48-8560-2758ec5a1f1a,secuencias_stgcn/synthetic/14dc2e79-764a-4d48-8560-2758ec5a1f1a.npy,data/processed/landmarks/14dc2e79-764a-4d48-8560-2758ec5a1f1a.npy,one,medio,hagrid,5,imputed,train
abd29b59-cff6-473a-b611-3f1adace5ae2,secuencias_stgcn/synthetic/abd29b59-cff6-473a-b611-3f1adace5ae2.npy,data/processed/landmarks/abd29b59-cff6-473a-b611-3f1adace5ae2.npy,palm,medio,hagrid,5,imputed,train
bc0198e8-f108-403a-a785-f4a1c0a80900,secuencias_stgcn/synthetic/bc0198e8-f108-403a-a785-f4a1c0a80900.npy,data/processed/landmarks/bc0198e8-f108-403a-a785-f4a1c0a80900.npy,like,medio,hagrid,5,imputed,train
freihand_00025438,secuencias_stgcn/synthetic/freihand_00025438.npy,data/processed/landmarks/freihand_00025438.npy,unknown,claro,freihand,1,imputed,train
freihand_00030481,secuencias_stgcn/synthetic/freihand_00030481.npy,data/processed/landmarks/freihand_00030481.npy,unknown,claro,freihand,1,imputed,train
freihand_00014926,secuencias_stgcn/synthetic/freihand_00014926.npy,data/processed/landmarks/freihand_00014926.npy,unknown,claro,freihand,4,imputed,train
freihand_00005870,secuencias_stgcn/synthetic/freihand_00005870.npy,data/processed/landmarks/freihand_00005870.npy,unknown,medio,freihand,7,imputed,train
173f0ef2-5254-4b2a-a7e4-180905ecd24e,secuencias_stgcn/synthetic/173f0ef2-5254-4b2a-a7e4-180905ecd24e.npy,data/processed/landmarks/173f0ef2-5254-4b2a-a7e4-180905ecd24e.npy,three,claro,hagrid,1,imputed,train
freihand_00010513,secuencias_stgcn/synthetic/freihand_00010513.npy,data/processed/landmarks/freihand_00010513.npy,unknown,claro,freihand,2,imputed,train
freihand_00026901,secuencias_stgcn/synthetic/freihand_00026901.npy,data/processed/landmarks/freihand_00026901.npy,unknown,oscuro,freihand,9,imputed,train
82661a2c-64c6-4be6-8229-d9fc259b426c,secuencias_stgcn/synthetic/82661a2c-64c6-4be6-8229-d9fc259b426c.npy,data/processed/landmarks/82661a2c-64c6-4be6-8229-d9fc259b426c.npy,one,claro,hagrid,1,imputed,train
d680edd9-dfa6-4ce7-a6a8-5c4daa7b66e4,secuencias_stgcn/synthetic/d680edd9-dfa6-4ce7-a6a8-5c4daa7b66e4.npy,data/processed/landmarks/d680edd9-dfa6-4ce7-a6a8-5c4daa7b66e4.npy,mute,medio,hagrid,7,imputed,train
50a97050-8e2c-4395-8fc9-0ed90a3c8239,secuencias_stgcn/synthetic/50a97050-8e2c-4395-8fc9-0ed90a3c8239.npy,data/processed/landmarks/50a97050-8e2c-4395-8fc9-0ed90a3c8239.npy,three,claro,hagrid,3,imputed,train
b7f17b10-efe5-4757-9c1f-23bbbf59c3d5,secuencias_stgcn/synthetic/b7f17b10-efe5-4757-9c1f-23bbbf59c3d5.npy,data/processed/landmarks/b7f17b10-efe5-4757-9c1f-23bbbf59c3d5.npy,rock,medio,hagrid,7,imputed,train
901d259b-e5b2-4b41-8cb5-0464760af1b2,secuencias_stgcn/synthetic/901d259b-e5b2-4b41-8cb5-0464760af1b2.npy,data/processed/landmarks/901d259b-e5b2-4b41-8cb5-0464760af1b2.npy,fist,claro,hagrid,2,imputed,train
2a9bda21-d14f-407f-b113-f27d3a7a114a,secuencias_stgcn/synthetic/2a9bda21-d14f-407f-b113-f27d3a7a114a.npy,data/processed/landmarks/2a9bda21-d14f-407f-b113-f27d3a7a114a.npy,three2,claro,hagrid,2,imputed,train
f0c8be11-2195-472d-8425-d5239d8ea3b8,secuencias_stgcn/synthetic/f0c8be11-2195-472d-8425-d5239d8ea3b8.npy,data/processed/landmarks/f0c8be11-2195-472d-8425-d5239d8ea3b8.npy,mute,oscuro,hagrid,8,imputed,train
6a629c7b-db87-459d-a57b-56a3442d8807,secuencias_stgcn/synthetic/6a629c7b-db87-459d-a57b-56a3442d8807.npy,data/processed/landmarks/6a629c7b-db87-459d-a57b-56a3442d8807.npy,like,claro,hagrid,1,imputed,train
freihand_00026516,secuencias_stgcn/synthetic/freihand_00026516.npy,data/processed/landmarks/freihand_00026516.npy,unknown,medio,freihand,6,imputed,train
c7ee5324-431d-41f7-8b8c-02528128ae71,secuencias_stgcn/synthetic/c7ee5324-431d-41f7-8b8c-02528128ae71.npy,data/processed/landmarks/c7ee5324-431d-41f7-8b8c-02528128ae71.npy,four,oscuro,hagrid,8,imputed,train
freihand_00012070,secuencias_stgcn/synthetic/freihand_00012070.npy,data/processed/landmarks/freihand_00012070.npy,unknown,claro,freihand,4,imputed,train
freihand_00030657,secuencias_stgcn/synthetic/freihand_00030657.npy,data/processed/landmarks/freihand_00030657.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00026770,secuencias_stgcn/synthetic/freihand_00026770.npy,data/processed/landmarks/freihand_00026770.npy,unknown,claro,freihand,1,imputed,train
d0b98c08-75f9-4215-8f7e-e5768aca9065,secuencias_stgcn/synthetic/d0b98c08-75f9-4215-8f7e-e5768aca9065.npy,data/processed/landmarks/d0b98c08-75f9-4215-8f7e-e5768aca9065.npy,fist,claro,hagrid,2,imputed,train
freihand_00022510,secuencias_stgcn/synthetic/freihand_00022510.npy,data/processed/landmarks/freihand_00022510.npy,unknown,claro,freihand,3,imputed,train
a50d4e55-19e2-4664-91ba-fbd5aca2819d,secuencias_stgcn/synthetic/a50d4e55-19e2-4664-91ba-fbd5aca2819d.npy,data/processed/landmarks/a50d4e55-19e2-4664-91ba-fbd5aca2819d.npy,three2,claro,hagrid,3,imputed,train
b8b93cbc-33c2-4cdf-9cfa-b493c50f745b,secuencias_stgcn/synthetic/b8b93cbc-33c2-4cdf-9cfa-b493c50f745b.npy,data/processed/landmarks/b8b93cbc-33c2-4cdf-9cfa-b493c50f745b.npy,one,oscuro,hagrid,8,imputed,train
6405e67a-860b-43f0-a770-df61d56565e5,secuencias_stgcn/synthetic/6405e67a-860b-43f0-a770-df61d56565e5.npy,data/processed/landmarks/6405e67a-860b-43f0-a770-df61d56565e5.npy,ok,oscuro,hagrid,10,imputed,train
freihand_00007713,secuencias_stgcn/synthetic/freihand_00007713.npy,data/processed/landmarks/freihand_00007713.npy,unknown,oscuro,freihand,10,imputed,train
cce6f086-66c5-41dd-ba29-242182d0e7e6,secuencias_stgcn/synthetic/cce6f086-66c5-41dd-ba29-242182d0e7e6.npy,data/processed/landmarks/cce6f086-66c5-41dd-ba29-242182d0e7e6.npy,peace,claro,hagrid,1,imputed,train
freihand_00021952,secuencias_stgcn/synthetic/freihand_00021952.npy,data/processed/landmarks/freihand_00021952.npy,unknown,claro,freihand,2,imputed,train
freihand_00022086,secuencias_stgcn/synthetic/freihand_00022086.npy,data/processed/landmarks/freihand_00022086.npy,unknown,oscuro,freihand,8,imputed,train
193ffe84-87b2-47e3-8c7c-165757514ec6,secuencias_stgcn/synthetic/193ffe84-87b2-47e3-8c7c-165757514ec6.npy,data/processed/landmarks/193ffe84-87b2-47e3-8c7c-165757514ec6.npy,peace_inverted,medio,hagrid,6,imputed,train
09349e4f-6d81-481d-9de7-e7b3b411c9c7,secuencias_stgcn/synthetic/09349e4f-6d81-481d-9de7-e7b3b411c9c7.npy,data/processed/landmarks/09349e4f-6d81-481d-9de7-e7b3b411c9c7.npy,call,claro,hagrid,3,imputed,train
freihand_00011671,secuencias_stgcn/synthetic/freihand_00011671.npy,data/processed/landmarks/freihand_00011671.npy,unknown,claro,freihand,3,imputed,train
freihand_00032461,secuencias_stgcn/synthetic/freihand_00032461.npy,data/processed/landmarks/freihand_00032461.npy,unknown,claro,freihand,1,imputed,train
cb84d93d-f3c1-4d70-b37d-7c0cfbcd242f,secuencias_stgcn/synthetic/cb84d93d-f3c1-4d70-b37d-7c0cfbcd242f.npy,data/processed/landmarks/cb84d93d-f3c1-4d70-b37d-7c0cfbcd242f.npy,like,medio,hagrid,7,imputed,train
freihand_00009648,secuencias_stgcn/synthetic/freihand_00009648.npy,data/processed/landmarks/freihand_00009648.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001576,secuencias_stgcn/synthetic/freihand_00001576.npy,data/processed/landmarks/freihand_00001576.npy,unknown,claro,freihand,4,imputed,train
freihand_00004351,secuencias_stgcn/synthetic/freihand_00004351.npy,data/processed/landmarks/freihand_00004351.npy,unknown,claro,freihand,2,imputed,train
freihand_00024509,secuencias_stgcn/synthetic/freihand_00024509.npy,data/processed/landmarks/freihand_00024509.npy,unknown,medio,freihand,7,imputed,train
freihand_00021977,secuencias_stgcn/synthetic/freihand_00021977.npy,data/processed/landmarks/freihand_00021977.npy,unknown,medio,freihand,6,imputed,train
3288faf0-dcd3-42b8-95f1-2a170cc191f3,secuencias_stgcn/synthetic/3288faf0-dcd3-42b8-95f1-2a170cc191f3.npy,data/processed/landmarks/3288faf0-dcd3-42b8-95f1-2a170cc191f3.npy,rock,medio,hagrid,5,imputed,train
645dcdc7-5629-49bc-bac7-0007251d9b5a,secuencias_stgcn/synthetic/645dcdc7-5629-49bc-bac7-0007251d9b5a.npy,data/processed/landmarks/645dcdc7-5629-49bc-bac7-0007251d9b5a.npy,call,claro,hagrid,1,imputed,train
5f4f4db1-bd12-4662-a575-650134c76501,secuencias_stgcn/synthetic/5f4f4db1-bd12-4662-a575-650134c76501.npy,data/processed/landmarks/5f4f4db1-bd12-4662-a575-650134c76501.npy,two_up_inverted,oscuro,hagrid,8,imputed,train
freihand_00027682,secuencias_stgcn/synthetic/freihand_00027682.npy,data/processed/landmarks/freihand_00027682.npy,unknown,claro,freihand,2,imputed,train
5a4dddb7-569d-4e89-9b01-ee313eec18f2,secuencias_stgcn/synthetic/5a4dddb7-569d-4e89-9b01-ee313eec18f2.npy,data/processed/landmarks/5a4dddb7-569d-4e89-9b01-ee313eec18f2.npy,stop,claro,hagrid,1,imputed,train
785439c0-7920-4b4d-8d1b-c659be61009d,secuencias_stgcn/synthetic/785439c0-7920-4b4d-8d1b-c659be61009d.npy,data/processed/landmarks/785439c0-7920-4b4d-8d1b-c659be61009d.npy,one,oscuro,hagrid,9,imputed,train
freihand_00015403,secuencias_stgcn/synthetic/freihand_00015403.npy,data/processed/landmarks/freihand_00015403.npy,unknown,claro,freihand,1,imputed,train
freihand_00028975,secuencias_stgcn/synthetic/freihand_00028975.npy,data/processed/landmarks/freihand_00028975.npy,unknown,claro,freihand,1,imputed,train
84f5330a-ec2e-4dfb-9073-52a8897e619d,secuencias_stgcn/synthetic/84f5330a-ec2e-4dfb-9073-52a8897e619d.npy,data/processed/landmarks/84f5330a-ec2e-4dfb-9073-52a8897e619d.npy,peace_inverted,claro,hagrid,2,imputed,train
e250c95a-bdea-4cdb-b9d4-e3a3339e5191,secuencias_stgcn/synthetic/e250c95a-bdea-4cdb-b9d4-e3a3339e5191.npy,data/processed/landmarks/e250c95a-bdea-4cdb-b9d4-e3a3339e5191.npy,rock,oscuro,hagrid,10,imputed,train
freihand_00028222,secuencias_stgcn/synthetic/freihand_00028222.npy,data/processed/landmarks/freihand_00028222.npy,unknown,claro,freihand,4,imputed,train
freihand_00028686,secuencias_stgcn/synthetic/freihand_00028686.npy,data/processed/landmarks/freihand_00028686.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00002703,secuencias_stgcn/synthetic/freihand_00002703.npy,data/processed/landmarks/freihand_00002703.npy,unknown,oscuro,freihand,10,imputed,train
f2193c40-b5ee-48f2-9ad3-838ea8515985,secuencias_stgcn/synthetic/f2193c40-b5ee-48f2-9ad3-838ea8515985.npy,data/processed/landmarks/f2193c40-b5ee-48f2-9ad3-838ea8515985.npy,three2,claro,hagrid,3,imputed,train
freihand_00028857,secuencias_stgcn/synthetic/freihand_00028857.npy,data/processed/landmarks/freihand_00028857.npy,unknown,oscuro,freihand,10,imputed,train
0503eafd-aa9d-4689-beda-c96ef045e50f,secuencias_stgcn/synthetic/0503eafd-aa9d-4689-beda-c96ef045e50f.npy,data/processed/landmarks/0503eafd-aa9d-4689-beda-c96ef045e50f.npy,one,oscuro,hagrid,10,imputed,train
freihand_00013475,secuencias_stgcn/synthetic/freihand_00013475.npy,data/processed/landmarks/freihand_00013475.npy,unknown,medio,freihand,7,imputed,train
freihand_00012894,secuencias_stgcn/synthetic/freihand_00012894.npy,data/processed/landmarks/freihand_00012894.npy,unknown,oscuro,freihand,10,imputed,train
c2f36450-2f1a-4e17-b5e2-a3ece81b9046,secuencias_stgcn/synthetic/c2f36450-2f1a-4e17-b5e2-a3ece81b9046.npy,data/processed/landmarks/c2f36450-2f1a-4e17-b5e2-a3ece81b9046.npy,two_up_inverted,claro,hagrid,2,imputed,train
a0fc266b-0264-411f-b584-c20decf3596c,secuencias_stgcn/synthetic/a0fc266b-0264-411f-b584-c20decf3596c.npy,data/processed/landmarks/a0fc266b-0264-411f-b584-c20decf3596c.npy,four,medio,hagrid,6,imputed,train
freihand_00029726,secuencias_stgcn/synthetic/freihand_00029726.npy,data/processed/landmarks/freihand_00029726.npy,unknown,medio,freihand,5,imputed,train
freihand_00023878,secuencias_stgcn/synthetic/freihand_00023878.npy,data/processed/landmarks/freihand_00023878.npy,unknown,claro,freihand,1,imputed,train
freihand_00014797,secuencias_stgcn/synthetic/freihand_00014797.npy,data/processed/landmarks/freihand_00014797.npy,unknown,claro,freihand,1,imputed,train
0fb9d9c5-a90f-4517-b5e4-097d3c4851d5,secuencias_stgcn/synthetic/0fb9d9c5-a90f-4517-b5e4-097d3c4851d5.npy,data/processed/landmarks/0fb9d9c5-a90f-4517-b5e4-097d3c4851d5.npy,rock,oscuro,hagrid,10,imputed,train
freihand_00027764,secuencias_stgcn/synthetic/freihand_00027764.npy,data/processed/landmarks/freihand_00027764.npy,unknown,medio,freihand,7,imputed,train
freihand_00012943,secuencias_stgcn/synthetic/freihand_00012943.npy,data/processed/landmarks/freihand_00012943.npy,unknown,claro,freihand,4,imputed,train
652069a1-04aa-4480-8724-8fdd3f44523c,secuencias_stgcn/synthetic/652069a1-04aa-4480-8724-8fdd3f44523c.npy,data/processed/landmarks/652069a1-04aa-4480-8724-8fdd3f44523c.npy,three,medio,hagrid,6,imputed,train
freihand_00030916,secuencias_stgcn/synthetic/freihand_00030916.npy,data/processed/landmarks/freihand_00030916.npy,unknown,claro,freihand,3,imputed,train
freihand_00018139,secuencias_stgcn/synthetic/freihand_00018139.npy,data/processed/landmarks/freihand_00018139.npy,unknown,claro,freihand,3,imputed,train
fac72ae2-418c-4297-8f1a-de35e7a0d72a,secuencias_stgcn/synthetic/fac72ae2-418c-4297-8f1a-de35e7a0d72a.npy,data/processed/landmarks/fac72ae2-418c-4297-8f1a-de35e7a0d72a.npy,two_up_inverted,oscuro,hagrid,10,imputed,train
freihand_00022540,secuencias_stgcn/synthetic/freihand_00022540.npy,data/processed/landmarks/freihand_00022540.npy,unknown,claro,freihand,2,imputed,train
freihand_00002971,secuencias_stgcn/synthetic/freihand_00002971.npy,data/processed/landmarks/freihand_00002971.npy,unknown,claro,freihand,3,imputed,train
65ccd89c-2766-4630-8e9f-879ded3d29b9,secuencias_stgcn/synthetic/65ccd89c-2766-4630-8e9f-879ded3d29b9.npy,data/processed/landmarks/65ccd89c-2766-4630-8e9f-879ded3d29b9.npy,peace,oscuro,hagrid,8,imputed,train
freihand_00016759,secuencias_stgcn/synthetic/freihand_00016759.npy,data/processed/landmarks/freihand_00016759.npy,unknown,claro,freihand,4,imputed,train
35150611-5051-4af8-ab27-62cf192592b9,secuencias_stgcn/synthetic/35150611-5051-4af8-ab27-62cf192592b9.npy,data/processed/landmarks/35150611-5051-4af8-ab27-62cf192592b9.npy,two_up,medio,hagrid,6,imputed,train
freihand_00016464,secuencias_stgcn/synthetic/freihand_00016464.npy,data/processed/landmarks/freihand_00016464.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013614,secuencias_stgcn/synthetic/freihand_00013614.npy,data/processed/landmarks/freihand_00013614.npy,unknown,oscuro,freihand,10,imputed,train
0da9d1ec-c392-472e-a44e-ee617d5c33ea,secuencias_stgcn/synthetic/0da9d1ec-c392-472e-a44e-ee617d5c33ea.npy,data/processed/landmarks/0da9d1ec-c392-472e-a44e-ee617d5c33ea.npy,stop_inverted,medio,hagrid,6,imputed,train
