sample_id,path_secuencia,path_landmarks,label,condition,dataset,mst,mst_origin,split
freihand_00013634,secuencias_stgcn/freihand/freihand_00013634.npy,data/processed/landmarks/freihand_00013634.npy,unknown,medio,freihand,5,imputed,train
freihand_00028162,secuencias_stgcn/freihand/freihand_00028162.npy,data/processed/landmarks/freihand_00028162.npy,unknown,claro,freihand,4,imputed,train
freihand_00027145,secuencias_stgcn/freihand/freihand_00027145.npy,data/processed/landmarks/freihand_00027145.npy,unknown,claro,freihand,3,imputed,train
freihand_00011180,secuencias_stgcn/freihand/freihand_00011180.npy,data/processed/landmarks/freihand_00011180.npy,unknown,medio,freihand,6,imputed,train
freihand_00012290,secuencias_stgcn/freihand/freihand_00012290.npy,data/processed/landmarks/freihand_00012290.npy,unknown,medio,freihand,6,imputed,train
freihand_00007661,secuencias_stgcn/freihand/freihand_00007661.npy,data/processed/landmarks/freihand_00007661.npy,unknown,medio,freihand,5,imputed,train
freihand_00005227,secuencias_stgcn/freihand/freihand_00005227.npy,data/processed/landmarks/freihand_00005227.npy,unknown,claro,freihand,2,imputed,train
freihand_00025644,secuencias_stgcn/freihand/freihand_00025644.npy,data/processed/landmarks/freihand_00025644.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00011684,secuencias_stgcn/freihand/freihand_00011684.npy,data/processed/landmarks/freihand_00011684.npy,unknown,medio,freihand,6,imputed,train
freihand_00001300,secuencias_stgcn/freihand/freihand_00001300.npy,data/processed/landmarks/freihand_00001300.npy,unknown,claro,freihand,2,imputed,train
freihand_00032360,secuencias_stgcn/freihand/freihand_00032360.npy,data/processed/landmarks/freihand_00032360.npy,unknown,medio,freihand,6,imputed,train
freihand_00011074,secuencias_stgcn/freihand/freihand_00011074.npy,data/processed/landmarks/freihand_00011074.npy,unknown,claro,freihand,2,imputed,train
freihand_00018029,secuencias_stgcn/freihand/freihand_00018029.npy,data/processed/landmarks/freihand_00018029.npy,unknown,medio,freihand,7,imputed,train
freihand_00021636,secuencias_stgcn/freihand/freihand_00021636.npy,data/processed/landmarks/freihand_00021636.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00026259,secuencias_stgcn/freihand/freihand_00026259.npy,data/processed/landmarks/freihand_00026259.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00012858,secuencias_stgcn/freihand/freihand_00012858.npy,data/processed/landmarks/freihand_00012858.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00025001,secuencias_stgcn/freihand/freihand_00025001.npy,data/processed/landmarks/freihand_00025001.npy,unknown,medio,freihand,7,imputed,train
freihand_00005715,secuencias_stgcn/freihand/freihand_00005715.npy,data/processed/landmarks/freihand_00005715.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00006758,secuencias_stgcn/freihand/freihand_00006758.npy,data/processed/landmarks/freihand_00006758.npy,unknown,medio,freihand,5,imputed,train
freihand_00016973,secuencias_stgcn/freihand/freihand_00016973.npy,data/processed/landmarks/freihand_00016973.npy,unknown,medio,freihand,6,imputed,train
freihand_00025433,secuencias_stgcn/freihand/freihand_00025433.npy,data/processed/landmarks/freihand_00025433.npy,unknown,medio,freihand,7,imputed,train
freihand_00017110,secuencias_stgcn/freihand/freihand_00017110.npy,data/processed/landmarks/freihand_00017110.npy,unknown,claro,freihand,1,imputed,train
freihand_00007580,secuencias_stgcn/freihand/freihand_00007580.npy,data/processed/landmarks/freihand_00007580.npy,unknown,medio,freihand,7,imputed,train
freihand_00001874,secuencias_stgcn/freihand/freihand_00001874.npy,data/processed/landmarks/freihand_00001874.npy,unknown,medio,freihand,5,imputed,train
freihand_00023321,secuencias_stgcn/freihand/freihand_00023321.npy,data/processed/landmarks/freihand_00023321.npy,unknown,medio,freihand,5,imputed,train
freihand_00004513,secuencias_stgcn/freihand/freihand_00004513.npy,data/processed/landmarks/freihand_00004513.npy,unknown,claro,freihand,4,imputed,train
freihand_00027011,secuencias_stgcn/freihand/freihand_00027011.npy,data/processed/landmarks/freihand_00027011.npy,unknown,medio,freihand,5,imputed,train
freihand_00027854,secuencias_stgcn/freihand/freihand_00027854.npy,data/processed/landmarks/freihand_00027854.npy,unknown,medio,freihand,5,imputed,train
freihand_00013735,secuencias_stgcn/freihand/freihand_00013735.npy,data/processed/landmarks/freihand_00013735.npy,unknown,claro,freihand,1,imputed,train
freihand_00016166,secuencias_stgcn/freihand/freihand_00016166.npy,data/processed/landmarks/freihand_00016166.npy,unknown,medio,freihand,7,imputed,train
freihand_00002379,secuencias_stgcn/freihand/freihand_00002379.npy,data/processed/landmarks/freihand_00002379.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013092,secuencias_stgcn/freihand/freihand_00013092.npy,data/processed/landmarks/freihand_00013092.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00028737,secuencias_stgcn/freihand/freihand_00028737.npy,data/processed/landmarks/freihand_00028737.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005777,secuencias_stgcn/freihand/freihand_00005777.npy,data/processed/landmarks/freihand_00005777.npy,unknown,medio,freihand,5,imputed,train
freihand_00013686,secuencias_stgcn/freihand/freihand_00013686.npy,data/processed/landmarks/freihand_00013686.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022436,secuencias_stgcn/freihand/freihand_00022436.npy,data/processed/landmarks/freihand_00022436.npy,unknown,medio,freihand,5,imputed,train
freihand_00023760,secuencias_stgcn/freihand/freihand_00023760.npy,data/processed/landmarks/freihand_00023760.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00003781,secuencias_stgcn/freihand/freihand_00003781.npy,data/processed/landmarks/freihand_00003781.npy,unknown,claro,freihand,2,imputed,train
freihand_00004730,secuencias_stgcn/freihand/freihand_00004730.npy,data/processed/landmarks/freihand_00004730.npy,unknown,medio,freihand,5,imputed,train
freihand_00012428,secuencias_stgcn/freihand/freihand_00012428.npy,data/processed/landmarks/freihand_00012428.npy,unknown,medio,freihand,5,imputed,train
freihand_00018934,secuencias_stgcn/freihand/freihand_00018934.npy,data/processed/landmarks/freihand_00018934.npy,unknown,claro,freihand,1,imputed,train
freihand_00010018,secuencias_stgcn/freihand/freihand_00010018.npy,data/processed/landmarks/freihand_00010018.npy,unknown,claro,freihand,1,imputed,train
freihand_00017482,secuencias_stgcn/freihand/freihand_00017482.npy,data/processed/landmarks/freihand_00017482.npy,unknown,claro,freihand,3,imputed,train
freihand_00013753,secuencias_stgcn/freihand/freihand_00013753.npy,data/processed/landmarks/freihand_00013753.npy,unknown,claro,freihand,3,imputed,train
freihand_00010849,secuencias_stgcn/freihand/freihand_00010849.npy,data/processed/landmarks/freihand_00010849.npy,unknown,claro,freihand,4,imputed,train
freihand_00019119,secuencias_stgcn/freihand/freihand_00019119.npy,data/processed/landmarks/freihand_00019119.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00019777,secuencias_stgcn/freihand/freihand_00019777.npy,data/processed/landmarks/freihand_00019777.npy,unknown,claro,freihand,2,imputed,train
freihand_00009914,secuencias_stgcn/freihand/freihand_00009914.npy,data/processed/landmarks/freihand_00009914.npy,unknown,medio,freihand,7,imputed,train
freihand_00020926,secuencias_stgcn/freihand/freihand_00020926.npy,data/processed/landmarks/freihand_00020926.npy,unknown,claro,freihand,1,imputed,train
freihand_00009751,secuencias_stgcn/freihand/freihand_00009751.npy,data/processed/landmarks/freihand_00009751.npy,unknown,claro,freihand,1,imputed,train
freihand_00011069,secuencias_stgcn/freihand/freihand_00011069.npy,data/processed/landmarks/freihand_00011069.npy,unknown,medio,freihand,6,imputed,train
freihand_00029414,secuencias_stgcn/freihand/freihand_00029414.npy,data/processed/landmarks/freihand_00029414.npy,unknown,medio,freihand,7,imputed,train
freihand_00019234,secuencias_stgcn/freihand/freihand_00019234.npy,data/processed/landmarks/freihand_00019234.npy,unknown,claro,freihand,4,imputed,train
freihand_00021858,secuencias_stgcn/freihand/freihand_00021858.npy,data/processed/landmarks/freihand_00021858.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00013712,secuencias_stgcn/freihand/freihand_00013712.npy,data/processed/landmarks/freihand_00013712.npy,unknown,medio,freihand,5,imputed,train
freihand_00020643,secuencias_stgcn/freihand/freihand_00020643.npy,data/processed/landmarks/freihand_00020643.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00029544,secuencias_stgcn/freihand/freihand_00029544.npy,data/processed/landmarks/freihand_00029544.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00014488,secuencias_stgcn/freihand/freihand_00014488.npy,data/processed/landmarks/freihand_00014488.npy,unknown,claro,freihand,4,imputed,train
freihand_00015189,secuencias_stgcn/freihand/freihand_00015189.npy,data/processed/landmarks/freihand_00015189.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00031884,secuencias_stgcn/freihand/freihand_00031884.npy,data/processed/landmarks/freihand_00031884.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00005231,secuencias_stgcn/freihand/freihand_00005231.npy,data/processed/landmarks/freihand_00005231.npy,unknown,medio,freihand,6,imputed,train
freihand_00006179,secuencias_stgcn/freihand/freihand_00006179.npy,data/processed/landmarks/freihand_00006179.npy,unknown,medio,freihand,7,imputed,train
freihand_00022572,secuencias_stgcn/freihand/freihand_00022572.npy,data/processed/landmarks/freihand_00022572.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00005893,secuencias_stgcn/freihand/freihand_00005893.npy,data/processed/landmarks/freihand_00005893.npy,unknown,claro,freihand,4,imputed,train
freihand_00029857,secuencias_stgcn/freihand/freihand_00029857.npy,data/processed/landmarks/freihand_00029857.npy,unknown,claro,freihand,4,imputed,train
freihand_00012386,secuencias_stgcn/freihand/freihand_00012386.npy,data/processed/landmarks/freihand_00012386.npy,unknown,medio,freihand,5,imputed,train
freihand_00030400,secuencias_stgcn/freihand/freihand_00030400.npy,data/processed/landmarks/freihand_00030400.npy,unknown,claro,freihand,4,imputed,train
freihand_00005599,secuencias_stgcn/freihand/freihand_00005599.npy,data/processed/landmarks/freihand_00005599.npy,unknown,claro,freihand,3,imputed,train
freihand_00016966,secuencias_stgcn/freihand/freihand_00016966.npy,data/processed/landmarks/freihand_00016966.npy,unknown,claro,freihand,1,imputed,train
freihand_00027468,secuencias_stgcn/freihand/freihand_00027468.npy,data/processed/landmarks/freihand_00027468.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00018473,secuencias_stgcn/freihand/freihand_00018473.npy,data/processed/landmarks/freihand_00018473.npy,unknown,medio,freihand,7,imputed,train
freihand_00025763,secuencias_stgcn/freihand/freihand_00025763.npy,data/processed/landmarks/freihand_00025763.npy,unknown,medio,freihand,5,imputed,train
freihand_00029143,secuencias_stgcn/freihand/freihand_00029143.npy,data/processed/landmarks/freihand_00029143.npy,unknown,claro,freihand,3,imputed,train
freihand_00000611,secuencias_stgcn/freihand/freihand_00000611.npy,data/processed/landmarks/freihand_00000611.npy,unknown,medio,freihand,6,imputed,train
freihand_00016279,secuencias_stgcn/freihand/freihand_00016279.npy,data/processed/landmarks/freihand_00016279.npy,unknown,claro,freihand,2,imputed,train
freihand_00022841,secuencias_stgcn/freihand/freihand_00022841.npy,data/processed/landmarks/freihand_00022841.npy,unknown,medio,freihand,5,imputed,train
freihand_00016142,secuencias_stgcn/freihand/freihand_00016142.npy,data/processed/landmarks/freihand_00016142.npy,unknown,medio,freihand,6,imputed,train
freihand_00023451,secuencias_stgcn/freihand/freihand_00023451.npy,data/processed/landmarks/freihand_00023451.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00022872,secuencias_stgcn/freihand/freihand_00022872.npy,data/processed/landmarks/freihand_00022872.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00016781,secuencias_stgcn/freihand/freihand_00016781.npy,data/processed/landmarks/freihand_00016781.npy,unknown,medio,freihand,5,imputed,train
freihand_00007081,secuencias_stgcn/freihand/freihand_00007081.npy,data/processed/landmarks/freihand_00007081.npy,unknown,claro,freihand,3,imputed,train
freihand_00015267,secuencias_stgcn/freihand/freihand_00015267.npy,data/processed/landmarks/freihand_00015267.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00029749,secuencias_stgcn/freihand/freihand_00029749.npy,data/processed/landmarks/freihand_00029749.npy,unknown,claro,freihand,1,imputed,train
freihand_00001176,secuencias_stgcn/freihand/freihand_00001176.npy,data/processed/landmarks/freihand_00001176.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00015679,secuencias_stgcn/freihand/freihand_00015679.npy,data/processed/landmarks/freihand_00015679.npy,unknown,claro,freihand,4,imputed,train
freihand_00020001,secuencias_stgcn/freihand/freihand_00020001.npy,data/processed/landmarks/freihand_00020001.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00019827,secuencias_stgcn/freihand/freihand_00019827.npy,data/processed/landmarks/freihand_00019827.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00019539,secuencias_stgcn/freihand/freihand_00019539.npy,data/processed/landmarks/freihand_00019539.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019543,secuencias_stgcn/freihand/freihand_00019543.npy,data/processed/landmarks/freihand_00019543.npy,unknown,claro,freihand,1,imputed,train
freihand_00011747,secuencias_stgcn/freihand/freihand_00011747.npy,data/processed/landmarks/freihand_00011747.npy,unknown,medio,freihand,6,imputed,train
freihand_00022273,secuencias_stgcn/freihand/freihand_00022273.npy,data/processed/landmarks/freihand_00022273.npy,unknown,claro,freihand,3,imputed,train
freihand_00008081,secuencias_stgcn/freihand/freihand_00008081.npy,data/processed/landmarks/freihand_00008081.npy,unknown,medio,freihand,6,imputed,train
freihand_00023451,secuencias_stgcn/freihand/freihand_00023451.npy,data/processed/landmarks/freihand_00023451.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012139,secuencias_stgcn/freihand/freihand_00012139.npy,data/processed/landmarks/freihand_00012139.npy,unknown,claro,freihand,2,imputed,train
freihand_00029355,secuencias_stgcn/freihand/freihand_00029355.npy,data/processed/landmarks/freihand_00029355.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00008895,secuencias_stgcn/freihand/freihand_00008895.npy,data/processed/landmarks/freihand_00008895.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00004705,secuencias_stgcn/freihand/freihand_00004705.npy,data/processed/landmarks/freihand_00004705.npy,unknown,claro,freihand,3,imputed,train
freihand_00024276,secuencias_stgcn/freihand/freihand_00024276.npy,data/processed/landmarks/freihand_00024276.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00026928,secuencias_stgcn/freihand/freihand_00026928.npy,data/processed/landmarks/freihand_00026928.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00003363,secuencias_stgcn/freihand/freihand_00003363.npy,data/processed/landmarks/freihand_00003363.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00025859,secuencias_stgcn/freihand/freihand_00025859.npy,data/processed/landmarks/freihand_00025859.npy,unknown,medio,freihand,5,imputed,train
freihand_00030572,secuencias_stgcn/freihand/freihand_00030572.npy,data/processed/landmarks/freihand_00030572.npy,unknown,medio,freihand,6,imputed,train
freihand_00026569,secuencias_stgcn/freihand/freihand_00026569.npy,data/processed/landmarks/freihand_00026569.npy,unknown,claro,freihand,3,imputed,train
freihand_00013846,secuencias_stgcn/freihand/freihand_00013846.npy,data/processed/landmarks/freihand_00013846.npy,unknown,claro,freihand,1,imputed,train
freihand_00010164,secuencias_stgcn/freihand/freihand_00010164.npy,data/processed/landmarks/freihand_00010164.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00010996,secuencias_stgcn/freihand/freihand_00010996.npy,data/processed/landmarks/freihand_00010996.npy,unknown,claro,freihand,3,imputed,train
freihand_00003467,secuencias_stgcn/freihand/freihand_00003467.npy,data/processed/landmarks/freihand_00003467.npy,unknown,medio,freihand,5,imputed,train
freihand_00014174,secuencias_stgcn/freihand/freihand_00014174.npy,data/processed/landmarks/freihand_00014174.npy,unknown,medio,freihand,5,imputed,train
freihand_00032129,secuencias_stgcn/freihand/freihand_00032129.npy,data/processed/landmarks/freihand_00032129.npy,unknown,medio,freihand,7,imputed,train
freihand_00024980,secuencias_stgcn/freihand/freihand_00024980.npy,data/processed/landmarks/freihand_00024980.npy,unknown,medio,freihand,7,imputed,train
freihand_00013372,secuencias_stgcn/freihand/freihand_00013372.npy,data/processed/landmarks/freihand_00013372.npy,unknown,claro,freihand,2,imputed,train
freihand_00014006,secuencias_stgcn/freihand/freihand_00014006.npy,data/processed/landmarks/freihand_00014006.npy,unknown,medio,freihand,7,imputed,train
freihand_00021240,secuencias_stgcn/freihand/freihand_00021240.npy,data/processed/landmarks/freihand_00021240.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00016576,secuencias_stgcn/freihand/freihand_00016576.npy,data/processed/landmarks/freihand_00016576.npy,unknown,claro,freihand,4,imputed,train
freihand_00029864,secuencias_stgcn/freihand/freihand_00029864.npy,data/processed/landmarks/freihand_00029864.npy,unknown,medio,freihand,5,imputed,train
freihand_00014159,secuencias_stgcn/freihand/freihand_00014159.npy,data/processed/landmarks/freihand_00014159.npy,unknown,medio,freihand,5,imputed,train
freihand_00004153,secuencias_stgcn/freihand/freihand_00004153.npy,data/processed/landmarks/freihand_00004153.npy,unknown,claro,freihand,2,imputed,train
freihand_00012438,secuencias_stgcn/freihand/freihand_00012438.npy,data/processed/landmarks/freihand_00012438.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00030064,secuencias_stgcn/freihand/freihand_00030064.npy,data/processed/landmarks/freihand_00030064.npy,unknown,claro,freihand,3,imputed,train
freihand_00013134,secuencias_stgcn/freihand/freihand_00013134.npy,data/processed/landmarks/freihand_00013134.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00017314,secuencias_stgcn/freihand/freihand_00017314.npy,data/processed/landmarks/freihand_00017314.npy,unknown,claro,freihand,1,imputed,train
freihand_00027595,secuencias_stgcn/freihand/freihand_00027595.npy,data/processed/landmarks/freihand_00027595.npy,unknown,claro,freihand,2,imputed,train
freihand_00024569,secuencias_stgcn/freihand/freihand_00024569.npy,data/processed/landmarks/freihand_00024569.npy,unknown,medio,freihand,7,imputed,train
freihand_00020919,secuencias_stgcn/freihand/freihand_00020919.npy,data/processed/landmarks/freihand_00020919.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00013782,secuencias_stgcn/freihand/freihand_00013782.npy,data/processed/landmarks/freihand_00013782.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00017460,secuencias_stgcn/freihand/freihand_00017460.npy,data/processed/landmarks/freihand_00017460.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00019635,secuencias_stgcn/freihand/freihand_00019635.npy,data/processed/landmarks/freihand_00019635.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00004872,secuencias_stgcn/freihand/freihand_00004872.npy,data/processed/landmarks/freihand_00004872.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00017279,secuencias_stgcn/freihand/freihand_00017279.npy,data/processed/landmarks/freihand_00017279.npy,unknown,medio,freihand,7,imputed,train
freihand_00013681,secuencias_stgcn/freihand/freihand_00013681.npy,data/processed/landmarks/freihand_00013681.npy,unknown,claro,freihand,1,imputed,train
freihand_00017200,secuencias_stgcn/freihand/freihand_00017200.npy,data/processed/landmarks/freihand_00017200.npy,unknown,claro,freihand,3,imputed,train
freihand_00024373,secuencias_stgcn/freihand/freihand_00024373.npy,data/processed/landmarks/freihand_00024373.npy,unknown,claro,freihand,3,imputed,train
freihand_00010712,secuencias_stgcn/freihand/freihand_00010712.npy,data/processed/landmarks/freihand_00010712.npy,unknown,medio,freihand,6,imputed,train
freihand_00026774,secuencias_stgcn/freihand/freihand_00026774.npy,data/processed/landmarks/freihand_00026774.npy,unknown,medio,freihand,6,imputed,train
freihand_00027911,secuencias_stgcn/freihand/freihand_00027911.npy,data/processed/landmarks/freihand_00027911.npy,unknown,medio,freihand,6,imputed,train
freihand_00029685,secuencias_stgcn/freihand/freihand_00029685.npy,data/processed/landmarks/freihand_00029685.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00014543,secuencias_stgcn/freihand/freihand_00014543.npy,data/processed/landmarks/freihand_00014543.npy,unknown,medio,freihand,7,imputed,train
freihand_00009507,secuencias_stgcn/freihand/freihand_00009507.npy,data/processed/landmarks/freihand_00009507.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00029348,secuencias_stgcn/freihand/freihand_00029348.npy,data/processed/landmarks/freihand_00029348.npy,unknown,medio,freihand,5,imputed,train
freihand_00029310,secuencias_stgcn/freihand/freihand_00029310.npy,data/processed/landmarks/freihand_00029310.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00017631,secuencias_stgcn/freihand/freihand_00017631.npy,data/processed/landmarks/freihand_00017631.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00008627,secuencias_stgcn/freihand/freihand_00008627.npy,data/processed/landmarks/freihand_00008627.npy,unknown,medio,freihand,6,imputed,train
freihand_00030082,secuencias_stgcn/freihand/freihand_00030082.npy,data/processed/landmarks/freihand_00030082.npy,unknown,claro,freihand,2,imputed,train
freihand_00011445,secuencias_stgcn/freihand/freihand_00011445.npy,data/processed/landmarks/freihand_00011445.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00001493,secuencias_stgcn/freihand/freihand_00001493.npy,data/processed/landmarks/freihand_00001493.npy,unknown,medio,freihand,7,imputed,train
freihand_00011382,secuencias_stgcn/freihand/freihand_00011382.npy,data/processed/landmarks/freihand_00011382.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00004530,secuencias_stgcn/freihand/freihand_00004530.npy,data/processed/landmarks/freihand_00004530.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00012974,secuencias_stgcn/freihand/freihand_00012974.npy,data/processed/landmarks/freihand_00012974.npy,unknown,medio,freihand,5,imputed,train
freihand_00006834,secuencias_stgcn/freihand/freihand_00006834.npy,data/processed/landmarks/freihand_00006834.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00014293,secuencias_stgcn/freihand/freihand_00014293.npy,data/processed/landmarks/freihand_00014293.npy,unknown,claro,freihand,3,imputed,train
freihand_00027690,secuencias_stgcn/freihand/freihand_00027690.npy,data/processed/landmarks/freihand_00027690.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00018200,secuencias_stgcn/freihand/freihand_00018200.npy,data/processed/landmarks/freihand_00018200.npy,unknown,medio,freihand,6,imputed,train
freihand_00013586,secuencias_stgcn/freihand/freihand_00013586.npy,data/processed/landmarks/freihand_00013586.npy,unknown,medio,freihand,6,imputed,train
freihand_00024766,secuencias_stgcn/freihand/freihand_00024766.npy,data/processed/landmarks/freihand_00024766.npy,unknown,claro,freihand,4,imputed,train
freihand_00028631,secuencias_stgcn/freihand/freihand_00028631.npy,data/processed/landmarks/freihand_00028631.npy,unknown,medio,freihand,6,imputed,train
freihand_00029789,secuencias_stgcn/freihand/freihand_00029789.npy,data/processed/landmarks/freihand_00029789.npy,unknown,medio,freihand,6,imputed,train
freihand_00014734,secuencias_stgcn/freihand/freihand_00014734.npy,data/processed/landmarks/freihand_00014734.npy,unknown,claro,freihand,1,imputed,train
freihand_00030660,secuencias_stgcn/freihand/freihand_00030660.npy,data/processed/landmarks/freihand_00030660.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00003402,secuencias_stgcn/freihand/freihand_00003402.npy,data/processed/landmarks/freihand_00003402.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00018418,secuencias_stgcn/freihand/freihand_00018418.npy,data/processed/landmarks/freihand_00018418.npy,unknown,claro,freihand,1,imputed,train
freihand_00028810,secuencias_stgcn/freihand/freihand_00028810.npy,data/processed/landmarks/freihand_00028810.npy,unknown,claro,freihand,1,imputed,train
freihand_00008439,secuencias_stgcn/freihand/freihand_00008439.npy,data/processed/landmarks/freihand_00008439.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00012121,secuencias_stgcn/freihand/freihand_00012121.npy,data/processed/landmarks/freihand_00012121.npy,unknown,claro,freihand,3,imputed,train
freihand_00009311,secuencias_stgcn/freihand/freihand_00009311.npy,data/processed/landmarks/freihand_00009311.npy,unknown,medio,freihand,6,imputed,train
freihand_00017244,secuencias_stgcn/freihand/freihand_00017244.npy,data/processed/landmarks/freihand_00017244.npy,unknown,oscuro,freihand,9,imputed,train
freihand_00015542,secuencias_stgcn/freihand/freihand_00015542.npy,data/processed/landmarks/freihand_00015542.npy,unknown,medio,freihand,6,imputed,train
freihand_00017071,secuencias_stgcn/freihand/freihand_00017071.npy,data/processed/landmarks/freihand_00017071.npy,unknown,claro,freihand,2,imputed,train
freihand_00028619,secuencias_stgcn/freihand/freihand_00028619.npy,data/processed/landmarks/freihand_00028619.npy,unknown,medio,freihand,7,imputed,train
freihand_00001243,secuencias_stgcn/freihand/freihand_00001243.npy,data/processed/landmarks/freihand_00001243.npy,unknown,claro,freihand,2,imputed,train
freihand_00029751,secuencias_stgcn/freihand/freihand_00029751.npy,data/processed/landmarks/freihand_00029751.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00009761,secuencias_stgcn/freihand/freihand_00009761.npy,data/processed/landmarks/freihand_00009761.npy,unknown,medio,freihand,6,imputed,train
freihand_00032537,secuencias_stgcn/freihand/freihand_00032537.npy,data/processed/landmarks/freihand_00032537.npy,unknown,medio,freihand,6,imputed,train
freihand_00009580,secuencias_stgcn/freihand/freihand_00009580.npy,data/processed/landmarks/freihand_00009580.npy,unknown,claro,freihand,2,imputed,train
freihand_00026243,secuencias_stgcn/freihand/freihand_00026243.npy,data/processed/landmarks/freihand_00026243.npy,unknown,medio,freihand,7,imputed,train
freihand_00006248,secuencias_stgcn/freihand/freihand_00006248.npy,data/processed/landmarks/freihand_00006248.npy,unknown,medio,freihand,6,imputed,train
freihand_00007889,secuencias_stgcn/freihand/freihand_00007889.npy,data/processed/landmarks/freihand_00007889.npy,unknown,medio,freihand,7,imputed,train
freihand_00010897,secuencias_stgcn/freihand/freihand_00010897.npy,data/processed/landmarks/freihand_00010897.npy,unknown,claro,freihand,2,imputed,train
freihand_00030027,secuencias_stgcn/freihand/freihand_00030027.npy,data/processed/landmarks/freihand_00030027.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00017871,secuencias_stgcn/freihand/freihand_00017871.npy,data/processed/landmarks/freihand_00017871.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00005849,secuencias_stgcn/freihand/freihand_00005849.npy,data/processed/landmarks/freihand_00005849.npy,unknown,medio,freihand,7,imputed,train
freihand_00006116,secuencias_stgcn/freihand/freihand_00006116.npy,data/processed/landmarks/freihand_00006116.npy,unknown,medio,freihand,6,imputed,train
freihand_00001602,secuencias_stgcn/freihand/freihand_00001602.npy,data/processed/landmarks/freihand_00001602.npy,unknown,oscuro,freihand,8,imputed,train
freihand_00029947,secuencias_stgcn/freihand/freihand_00029947.npy,data/processed/landmarks/freihand_00029947.npy,unknown,claro,freihand,2,imputed,train
freihand_00023263,secuencias_stgcn/freihand/freihand_00023263.npy,data/processed/landmarks/freihand_00023263.npy,unknown,claro,freihand,2,imputed,train
freihand_00009360,secuencias_stgcn/freihand/freihand_00009360.npy,data/processed/landmarks/freihand_00009360.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00006370,secuencias_stgcn/freihand/freihand_00006370.npy,data/processed/landmarks/freihand_00006370.npy,unknown,claro,freihand,3,imputed,train
freihand_00016638,secuencias_stgcn/freihand/freihand_00016638.npy,data/processed/landmarks/freihand_00016638.npy,unknown,oscuro,freihand,10,imputed,train
freihand_00032308,secuencias_stgcn/freihand/freihand_00032308.npy,data/processed/landmarks/freihand_00032308.npy,unknown,claro,freihand,1,imputed,train
freihand_00008114,secuencias_stgcn/freihand/freihand_00008114.npy,data/processed/landmarks/freihand_00008114.npy,unknown,medio,freihand,7,imputed,train
